,genre_ids,id,popularity,release_date,title,vote_average,vote_count
323,"[16, 28, 878, 10751, 12]",7450,16.171,2000-06-16,Titan A.E.,6.562,1040
324,"[10749, 18, 10770]",18093,21.492,2007-10-24,Northanger Abbey,6.81,290
325,"[12, 10751, 14, 35, 10749]",2493,32.48,1987-09-25,The Princess Bride,7.68,4389
326,"[28, 18]",361743,163.671,2022-05-21,Top Gun: Maverick,8.219,8633
327,"[12, 14, 28]",9543,54.3,2010-05-19,Prince of Persia: The Sands of Time,6.278,6552
328,"[12, 16, 14]",123,29.291,1978-11-15,The Lord of the Rings,6.555,841
329,"[14, 53, 28, 12, 27]",282035,352.961,2017-06-06,The Mummy,5.509,6996
330,"[10751, 16, 878, 12]",10386,42.129,1999-08-06,The Iron Giant,7.942,5367
331,"[16, 35, 10751, 37, 12]",44896,63.731,2011-03-02,Rango,6.84,6241
332,"[16, 10751, 12, 35, 14]",508965,28.992,2019-11-08,Klaus,8.249,3877
333,"[878, 18]",17431,33.954,2009-06-12,Moon,7.568,5490
334,"[16, 53]",10494,47.642,1998-02-28,Perfect Blue,8.306,2484
335,"[878, 18, 28]",315837,105.93,2017-03-29,Ghost in the Shell,6.074,7821
336,"[27, 878]",348,556.806,1979-05-25,Alien,8.153,13982
337,"[12, 14]",671,152.846,2001-11-16,Harry Potter and the Philosopher's Stone,7.913,26583
338,"[18, 10402]",244786,243.886,2014-10-10,Whiplash,8.381,14638
339,"[35, 18, 10749]",13,177.031,1994-06-23,Forrest Gump,8.5,26656
340,"[35, 18, 10749, 10402]",313369,43.711,2016-11-29,La La Land,7.902,16348
341,"[35, 18, 10749, 10402]",313369,43.711,2016-11-29,La La Land,7.902,16348
342,"[12, 14, 28]",120,121.837,2001-12-18,The Lord of the Rings: The Fellowship of the Ring,8.412,24380
343,"[18, 10749]",4348,64.805,2005-09-16,Pride & Prejudice,8.08,7784
344,"[18, 14, 10749]",556694,39.284,2022-08-24,Three Thousand Years of Longing,6.889,1231
345,"[16, 10751]",11544,69.648,2002-06-21,Lilo & Stitch,7.5,5963
346,"[18, 10749]",4584,19.423,1995-12-13,Sense and Sensibility,7.426,1614
347,"[10402, 35, 28, 80]",525,319.536,1980-06-16,The Blues Brothers,7.741,4035
348,"[10749, 14, 10751, 18]",150689,102.016,2015-03-06,Cinderella,6.813,6918
349,"[14, 12, 28, 10751, 10749]",102651,95.008,2014-05-28,Maleficent,7.092,12808
350,"[16, 10751, 14]",129,103.963,2001-07-20,Spirited Away,8.536,15945
351,"[14, 16, 12]",4935,103.304,2004-09-09,Howl's Moving Castle,8.408,9466
352,"[16, 35, 10751, 14]",76492,76.153,2012-09-20,Hotel Transylvania,7.0,8345
353,"[16, 35, 10751, 14]",76492,76.153,2012-09-20,Hotel Transylvania,7.0,8345
354,"[16, 14, 10751]",12429,57.032,2008-07-19,Ponyo,7.744,4104
355,"[12, 16, 14, 10751]",309809,66.937,2015-07-29,The Little Prince,7.611,2700
356,"[18, 14, 10749]",12159,23.174,1998-10-02,What Dreams May Come,7.199,2224
357,"[18, 36]",551332,13.383,2019-11-27,The Two Popes,7.501,2763
358,"[35, 18, 10749]",7326,26.009,2007-12-05,Juno,7.053,6983
359,"[35, 10749]",9602,155.207,1988-06-29,Coming to America,6.88,4185
360,"[35, 878, 12]",926,181.603,1999-12-25,Galaxy Quest,7.059,2138
361,"[12, 14]",12444,99.263,2010-11-17,Harry Potter and the Deathly Hallows: Part 1,7.754,18542
362,"[27, 878]",348,556.806,1979-05-25,Alien,8.153,13982
363,"[18, 10749]",153,87.796,2003-09-18,Lost in Translation,7.395,7077
364,"[18, 10749]",153,87.796,2003-09-18,Lost in Translation,7.395,7077
365,"[28, 12, 35]",293660,546.317,2016-02-09,Deadpool,7.612,29927
366,[18],207,43.334,1989-06-02,Dead Poets Society,8.314,10830
367,"[14, 12, 16, 10751]",10191,64.955,2010-03-18,How to Train Your Dragon,7.825,12606
368,"[53, 80]",75656,85.035,2013-05-29,Now You See Me,7.343,15169
369,"[16, 35, 14, 12, 10751]",808,151.844,2001-05-18,Shrek,7.742,16574
370,"[16, 10751]",12,127.325,2003-05-30,Finding Nemo,7.823,18747
371,"[35, 10751, 14]",10830,65.674,1996-08-02,Matilda,7.159,4261
372,"[10770, 16, 12, 35, 14, 10402]",537061,20.971,2019-09-02,Steven Universe: The Movie,8.206,807
373,"[28, 35, 10749]",22538,34.26,2010-08-12,Scott Pilgrim vs. the World,7.487,7598
374,"[16, 10751, 14]",14836,140.4,2009-02-05,Coraline,7.9,7521
375,"[28, 12, 35]",293660,546.317,2016-02-09,Deadpool,7.612,29927
376,"[12, 10751, 14, 10749]",447277,114.021,2023-05-18,The Little Mermaid,6.4,2743
377,"[28, 53, 878]",5548,499.626,1987-07-17,RoboCop,7.318,4900
378,"[28, 80, 18]",7220,48.742,2004-04-15,The Punisher,6.349,2721
379,"[12, 18, 878]",157336,492.112,2014-11-05,Interstellar,8.434,34412
380,"[28, 12, 53, 10752]",1368,129.741,1982-10-22,First Blood,7.49,6005
381,"[36, 18, 12]",285783,31.814,2015-09-30,The Walk,6.986,3083
382,"[12, 16, 14]",123,29.291,1978-11-15,The Lord of the Rings,6.555,841
383,"[28, 12, 878, 53]",135397,117.201,2015-06-06,Jurassic World,6.687,19957
384,[28],290764,32.947,2015-01-15,Tracers,6.019,1052
385,"[12, 14]",671,152.846,2001-11-16,Harry Potter and the Philosopher's Stone,7.913,26583
386,"[28, 878, 53, 37]",49849,46.672,2011-07-29,Cowboys & Aliens,5.608,4901
387,"[14, 28, 12]",763215,229.719,2024-03-07,Damsel,7.133,1819
388,"[28, 80, 53]",4108,64.318,2002-10-02,The Transporter,6.7,5141
389,"[28, 878, 12]",38356,16.548,2011-06-28,Transformers: Dark of the Moon,6.201,8049
390,"[12, 16, 35, 10751]",10315,38.839,2009-10-23,Fantastic Mr. Fox,7.797,5191
391,"[878, 28]",44943,28.761,2011-03-08,Battle: Los Angeles,5.755,3302
392,"[28, 878]",603,569.07,1999-03-31,The Matrix,8.216,24931
393,"[10751, 16, 35, 14]",481084,44.169,2019-10-10,The Addams Family,6.623,2226
394,"[12, 14, 28]",22,119.533,2003-07-09,Pirates of the Caribbean: The Curse of the Black Pearl,7.8,20019
395,"[28, 53]",245891,99.539,2014-10-22,John Wick,7.43,18681
396,"[16, 10751]",38757,122.243,2010-11-24,Tangled,7.607,11077
397,[35],673593,132.424,2024-01-10,Mean Girls,6.104,381
398,"[35, 12]",346698,630.671,2023-07-19,Barbie,7.057,8324
399,"[16, 12, 10751, 35]",269149,137.24,2016-02-11,Zootopia,7.747,15844
400,"[878, 18]",335984,109.157,2017-10-04,Blade Runner 2049,7.559,13143
401,"[12, 14, 28]",285,91.101,2007-05-19,Pirates of the Caribbean: At World's End,7.253,13893
402,"[16, 28, 12, 878]",324857,93.601,2018-12-06,Spider-Man: Into the Spider-Verse,8.404,15030
403,"[28, 53]",245891,99.539,2014-10-22,John Wick,7.43,18681
404,"[16, 10751]",38757,122.243,2010-11-24,Tangled,7.607,11077
405,"[16, 10751, 14, 12, 35, 10749]",11970,78.217,1997-06-13,Hercules,7.504,7111
406,"[10751, 14, 12]",12155,89.259,2010-03-03,Alice in Wonderland,6.635,13584
407,"[16, 12, 35, 10751, 28, 14]",62177,95.335,2012-06-21,Brave,7.0,13044
408,"[27, 53, 18, 10402]",298663,4.956,2014-09-26,Sweeney Todd: The Demon Barber of Fleet Street,8.1,7
409,"[27, 9648, 80]",176,59.876,2004-10-01,Saw,7.417,8925
410,"[80, 27, 9648]",4232,280.653,1996-12-20,Scream,7.423,6656
411,[27],377,47.302,1984-10-31,A Nightmare on Elm Street,7.334,4894
412,"[16, 878, 28, 12, 10751]",1857,21.33,1986-08-08,The Transformers: The Movie,7.142,484
413,"[16, 10751, 12, 14]",109445,108.0,2013-11-20,Frozen,7.247,16096
414,"[28, 9648, 878, 53]",198663,116.258,2014-09-10,The Maze Runner,7.183,16536
415,"[35, 53, 27]",593643,107.268,2022-11-17,The Menu,7.183,4450
416,"[16, 35, 10751, 14, 10749]",976573,198.653,2023-06-14,Elemental,7.661,4042
417,"[28, 12, 14]",297761,253.65,2016-08-03,Suicide Squad,5.912,20665
418,"[28, 878]",603,569.07,1999-03-31,The Matrix,8.216,24931
419,"[18, 10402]",213478,5.225,2013-08-08,The Way We Dance,5.4,18
420,"[28, 878, 12]",1726,172.619,2008-04-30,Iron Man,7.644,25766
421,"[36, 18, 53, 10752]",205596,59.845,2014-11-14,The Imitation Game,8.004,16597
422,"[12, 35, 878]",105,115.403,1985-07-03,Back to the Future,8.317,19323
423,"[12, 14]",675,94.428,2007-07-08,Harry Potter and the Order of the Phoenix,7.681,18934
424,"[878, 28, 12, 53]",16320,522.368,2005-09-25,Serenity,7.38,3368
425,"[28, 12, 53]",37724,64.407,2012-10-24,Skyfall,7.237,14864
426,"[878, 18, 53]",14337,99.638,2004-10-08,Primer,6.769,2069
427,"[80, 18, 53]",16136,32.194,1992-01-17,Juice,7.208,375
428,"[12, 18, 10751, 16]",420818,257.354,2019-07-12,The Lion King,7.114,9704
429,"[16, 10749, 14, 10751]",10198,77.828,2009-12-08,The Princess and the Frog,7.2,5351
430,"[16, 28, 14]",810693,75.236,2021-12-24,Jujutsu Kaisen 0,8.195,1288
431,"[878, 12, 14]",70160,30.457,2012-03-12,The Hunger Games,7.207,21469
432,"[18, 16, 10751]",10545,50.616,1996-06-21,The Hunchback of Notre Dame,7.11,4829
433,"[35, 12, 14]",798286,36.32,2023-04-14,Beau Is Afraid,6.73,884
434,"[27, 18]",26517,21.605,1977-10-27,Martin,6.8,252
435,"[80, 18]",9517,25.485,2001-06-15,Bully,6.676,444
436,[18],468,20.131,1991-02-01,My Own Private Idaho,7.052,1081
437,"[27, 53]",7340,114.637,1976-11-03,Carrie,7.313,3661
438,"[80, 18, 9648]",11929,16.664,1995-03-24,Dolores Claiborne,7.243,721
439,[18],43920,19.614,2010-04-24,Dog Pound,7.2,361
440,"[35, 80]",14267,15.176,1974-10-04,Female Trouble,7.012,171
441,"[27, 9648, 53]",493922,96.464,2018-06-07,Hereditary,7.286,7316
442,[18],12498,16.17,1996-08-30,Sling Blade,7.517,742
443,"[878, 18, 10749]",38,62.037,2004-03-19,Eternal Sunshine of the Spotless Mind,8.096,14430
444,"[12, 35, 10751, 14]",1108427,44.199,2026-07-09,Moana,0.0,0
445,"[878, 12, 28]",283995,70.145,2017-04-19,Guardians of the Galaxy Vol. 2,7.621,21052
446,"[28, 12, 878]",284053,572.554,2017-10-02,Thor: Ragnarok,7.592,20230
447,"[12, 878, 28]",299534,300.422,2019-04-24,Avengers: Endgame,8.254,24910
448,[18],3558,32.571,1999-12-21,"Girl, Interrupted",7.557,3652
449,"[35, 12]",346698,630.671,2023-07-19,Barbie,7.057,8324
450,"[18, 35]",111969,23.78,2013-06-14,Stuck in Love,7.39,1853
451,"[12, 10751, 14, 35, 10749]",2493,32.48,1987-09-25,The Princess Bride,7.68,4389
452,"[35, 10751]",49522,19.128,2009-11-27,Nativity!,6.259,193
453,"[80, 18, 53]",274,13.531,1991-02-14,The Silence of the Lambs,8.347,15785
454,"[12, 14]",671,152.846,2001-11-16,Harry Potter and the Philosopher's Stone,7.913,26583
455,"[28, 12, 878]",100402,36.808,2014-03-20,Captain America: The Winter Soldier,7.665,18301
456,"[18, 35]",350,61.584,2006-06-29,The Devil Wears Prada,7.395,11673
457,"[28, 12, 14]",284052,468.035,2016-10-25,Doctor Strange,7.422,21614
458,"[28, 12, 878]",1930,104.421,2012-06-23,The Amazing Spider-Man,6.7,16895
459,"[16, 28, 12, 878]",324857,93.601,2018-12-06,Spider-Man: Into the Spider-Verse,8.404,15030
460,"[12, 16, 14, 10751]",961323,110.87,2023-06-23,Nimona,7.94,955
461,"[12, 16, 35, 10751, 14]",11688,83.826,2000-12-15,The Emperor's New Groove,7.559,6460
462,"[12, 14, 28]",120,121.837,2001-12-18,The Lord of the Rings: The Fellowship of the Ring,8.412,24380
463,"[12, 14]",767,106.759,2009-07-15,Harry Potter and the Half-Blood Prince,7.693,18878
464,"[12, 28, 878]",1895,48.167,2005-05-17,Star Wars: Episode III - Revenge of the Sith,7.425,13301
465,"[28, 53]",245891,99.539,2014-10-22,John Wick,7.43,18681
466,"[18, 53, 27]",11481,26.436,1965-06-01,Repulsion,7.416,951
467,"[27, 53]",7340,114.637,1976-11-03,Carrie,7.313,3661
468,"[18, 10749]",1443,46.183,2000-04-21,The Virgin Suicides,7.111,3099
469,"[12, 14]",675,94.428,2007-07-08,Harry Potter and the Order of the Phoenix,7.681,18934
470,"[27, 878]",48311,23.731,1982-03-12,Parasite,4.711,57
471,"[10749, 35]",52444,9.821,2006-12-07,Seducing Mr. Perfect,6.0,48
472,"[18, 10749]",666277,70.909,2023-06-02,Past Lives,7.8,1304
473,"[12, 35, 80]",134,27.566,2000-08-30,"O Brother, Where Art Thou?",7.334,4007
474,"[35, 10402]",1290563,3.36,2008-07-15,Dr. Horrible's Sing-Along Blog,0.0,0
475,"[14, 10751]",30923,14.642,1999-02-28,Alice in Wonderland,6.3,330
476,[35],9614,35.257,1996-02-16,Happy Gilmore,6.632,2536
477,[18],340485,26.347,2016-09-30,American Honey,6.802,801
478,"[14, 16, 10751, 12]",10150,22.554,1982-11-19,The Last Unicorn,7.112,466
479,[18],14,304.92,1999-09-15,American Beauty,8.019,11729
480,"[18, 10749]",153,87.796,2003-09-18,Lost in Translation,7.395,7077
481,"[28, 53, 10752]",7555,79.974,2008-01-24,Rambo,6.673,3753
482,"[878, 16, 12]",466686,4.376,1979-03-17,Sci-Fi West Saga Starzinger,6.0,1
483,"[12, 14, 28]",22,119.533,2003-07-09,Pirates of the Caribbean: The Curse of the Black Pearl,7.8,20019
484,"[12, 14, 28]",10195,119.574,2011-04-21,Thor,6.769,20658
485,[27],109428,178.317,2013-04-05,Evil Dead,6.54,4426
486,"[12, 28, 53, 878]",563,81.749,1997-11-07,Starship Troopers,7.057,4693
487,"[28, 53, 878]",752,44.166,2006-02-23,V for Vendetta,7.9,14094
488,"[27, 878]",348,556.806,1979-05-25,Alien,8.153,13982
489,"[28, 878]",603,569.07,1999-03-31,The Matrix,8.216,24931
490,"[12, 878, 28]",299534,300.422,2019-04-24,Avengers: Endgame,8.254,24910
491,"[12, 9648, 80]",497582,41.031,2020-09-23,Enola Holmes,7.286,5840
492,"[12, 16, 14]",123,29.291,1978-11-15,The Lord of the Rings,6.555,841
493,"[35, 10752, 18]",515001,49.412,2019-10-18,Jojo Rabbit,8.025,9204
494,"[18, 35]",350,61.584,2006-06-29,The Devil Wears Prada,7.395,11673
495,"[16, 28, 35, 10751]",324849,101.869,2017-02-08,The Lego Batman Movie,7.218,4832
496,"[28, 12, 878]",76341,482.175,2015-05-13,Mad Max: Fury Road,7.596,21788
497,"[12, 28, 878]",299536,280.129,2018-04-25,Avengers: Infinity War,8.247,28920
498,"[80, 18, 53]",274,13.531,1991-02-14,The Silence of the Lambs,8.347,15785
499,"[16, 10749, 14, 10751]",10198,77.828,2009-12-08,The Princess and the Frog,7.2,5351
500,[35],9377,28.839,1986-06-11,Ferris Bueller's Day Off,7.594,4732
501,"[12, 10751, 14, 35, 10749]",2493,32.48,1987-09-25,The Princess Bride,7.68,4390
502,"[18, 10749]",454,53.454,1996-11-01,Romeo + Juliet,6.796,4856
503,"[35, 10749, 80]",239,38.34,1959-03-19,Some Like It Hot,8.101,3343
504,"[16, 10751, 12, 14]",109445,108.0,2013-11-20,Frozen,7.247,16096
505,"[18, 10749]",296096,109.267,2016-06-01,Me Before You,7.926,12005
506,"[878, 18, 10749]",38,62.037,2004-03-19,Eternal Sunshine of the Spotless Mind,8.096,14430
507,"[18, 10749]",331482,68.681,2019-12-25,Little Women,7.882,6055
508,"[16, 10749, 18]",372058,71.048,2016-08-26,Your Name.,8.495,10983
509,"[35, 10749]",930094,63.553,2023-07-27,"Red, White & Royal Blue",8.014,1143
510,"[35, 10749]",930094,63.553,2023-07-27,"Red, White & Royal Blue",8.014,1143
511,"[16, 18, 12, 14]",916224,70.861,2022-11-11,Suzume,7.997,1128
512,[18],7508,18.726,2007-12-21,Like Stars on Earth,7.995,1110
513,"[28, 9648, 53]",27576,49.284,2010-07-21,Salt,6.412,5309
514,"[16, 12, 35, 10751, 28, 14]",62177,95.335,2012-06-21,Brave,7.0,13044
515,"[35, 18]",937278,92.845,2022-12-28,A Man Called Otto,7.759,2366
516,"[16, 10751, 14]",16859,46.839,1989-07-29,Kiki's Delivery Service,7.828,3882
517,"[12, 14, 28]",10195,119.574,2011-04-21,Thor,6.769,20658
518,"[16, 35, 10751, 14]",2062,125.038,2007-06-21,Ratatouille,7.82,16498
519,"[35, 80]",337404,77.847,2021-05-26,Cruella,8.024,8998
520,"[18, 53]",71859,28.728,2011-09-28,We Need to Talk About Kevin,7.56,2704
521,"[12, 28, 878]",181808,64.822,2017-12-13,Star Wars: The Last Jedi,6.802,14868
522,"[12, 35, 10751, 14]",118,100.762,2005-07-13,Charlie and the Chocolate Factory,7.05,14734
523,"[10751, 16, 35]",20352,101.864,2010-07-08,Despicable Me,7.235,14604
524,[99],493089,1.643,2018-01-23,Chef Flynn,6.3,6
525,"[16, 10751, 12]",10674,102.422,1998-06-18,Mulan,7.9,9317
526,"[16, 28, 35, 10751, 878]",38055,83.355,2010-10-28,Megamind,6.986,6629
527,"[16, 10751, 35]",49444,68.378,2011-05-25,Kung Fu Panda 2,7.019,6880
528,"[16, 28, 12, 878]",324857,93.601,2018-12-06,Spider-Man: Into the Spider-Verse,8.404,15030
529,"[12, 14, 28]",120,121.837,2001-12-18,The Lord of the Rings: The Fellowship of the Ring,8.412,24380
530,"[35, 18, 10749]",13,177.031,1994-06-23,Forrest Gump,8.5,26656
531,"[878, 28, 12]",1924,506.786,1978-12-14,Superman,7.136,3672
532,"[12, 28, 878]",181812,62.241,2019-12-18,Star Wars: The Rise of Skywalker,6.336,9542
533,"[12, 10751, 14]",411,121.965,2005-12-07,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",7.1,10287
534,"[12, 14, 28]",120,121.837,2001-12-18,The Lord of the Rings: The Fellowship of the Ring,8.412,24380
535,"[12, 14, 10749, 10751]",420817,210.697,2019-05-22,Aladdin,7.107,9763
536,"[16, 28, 12, 878]",324857,93.601,2018-12-06,Spider-Man: Into the Spider-Verse,8.404,15030
537,[18],84892,34.82,2012-09-20,The Perks of Being a Wallflower,7.794,10202
538,"[10752, 36, 18, 12]",57212,26.248,2011-12-25,War Horse,7.309,3297
539,"[10751, 16, 10402, 12]",354912,159.963,2017-10-27,Coco,8.2,18806
540,[27],346364,289.453,2017-09-06,It,7.24,18598
541,"[12, 18, 878]",157336,492.112,2014-11-05,Interstellar,8.434,34412
542,"[12, 14]",675,94.428,2007-07-08,Harry Potter and the Order of the Phoenix,7.681,18934
543,"[12, 28, 878]",1891,42.485,1980-05-20,The Empire Strikes Back,8.389,16474
544,"[12, 14, 28]",121,84.044,2002-12-18,The Lord of the Rings: The Two Towers,8.395,21190
545,"[18, 10749]",289,225.016,1943-01-15,Casablanca,8.16,5216
546,"[18, 878]",11864,36.105,1985-12-12,Enemy Mine,6.942,928
547,"[12, 14]",671,152.846,2001-11-16,Harry Potter and the Philosopher's Stone,7.913,26583
548,"[16, 10751, 14, 12]",9444,57.274,1997-11-20,Anastasia,7.6,5139
549,"[18, 10749]",4348,64.805,2005-09-16,Pride & Prejudice,8.08,7784
550,"[18, 10749]",296096,109.267,2016-06-01,Me Before You,7.926,12005
551,"[35, 10402, 10749]",114150,42.517,2012-09-28,Pitch Perfect,7.292,6392
552,"[16, 14, 10749, 18]",533514,31.033,2020-09-18,Violet Evergarden: The Movie,8.254,393
553,"[28, 878, 12]",399579,140.947,2019-01-31,Alita: Battle Angel,7.231,8855
554,"[12, 35, 28, 10749]",248574,34.231,2015-04-23,Barely Lethal,5.735,1016
555,"[53, 878, 18]",97370,28.056,2014-03-14,Under the Skin,6.12,3309
556,[35],373209,7.864,2018-06-22,Izzy Gets the F*ck Across Town,5.4,57
557,"[878, 18, 53]",78,137.801,1982-06-25,Blade Runner,7.936,13371
558,"[28, 53]",562,75.861,1988-07-15,Die Hard,7.787,10785
559,"[35, 28, 80, 12, 53]",2728,20.052,2007-10-18,Postal,4.602,322
560,"[14, 28, 53]",9495,64.701,1994-05-11,The Crow,7.526,3787
561,"[28, 53]",324668,66.206,2016-07-27,Jason Bourne,6.348,5557
562,"[12, 14, 28]",22,119.533,2003-07-09,Pirates of the Caribbean: The Curse of the Black Pearl,7.8,20019
563,"[14, 12]",259316,56.17,2016-11-16,Fantastic Beasts and Where to Find Them,7.326,18383
564,"[28, 80, 53]",984,66.849,1971-12-23,Dirty Harry,7.463,2350
565,"[18, 53, 27]",44214,57.035,2010-12-03,Black Swan,7.685,14079
566,"[28, 35, 27]",10206,24.737,1992-07-24,Buffy the Vampire Slayer,5.6,774
567,"[16, 10751, 14]",14836,140.4,2009-02-05,Coraline,7.9,7521
568,"[14, 16, 10751]",9479,47.953,1993-10-09,The Nightmare Before Christmas,7.837,9099
569,"[35, 18, 10749]",13,177.031,1994-06-23,Forrest Gump,8.5,26656
570,"[28, 12, 878]",100402,36.808,2014-03-20,Captain America: The Winter Soldier,7.665,18301
571,"[16, 12, 10751, 35]",269149,137.24,2016-02-11,Zootopia,7.747,15844
572,"[12, 10751, 14]",411,121.965,2005-12-07,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",7.1,10287
573,"[12, 14]",673,136.252,2004-05-31,Harry Potter and the Prisoner of Azkaban,8.017,20927
574,"[12, 14, 28]",22,119.533,2003-07-09,Pirates of the Caribbean: The Curse of the Black Pearl,7.8,20019
575,"[35, 10751, 14]",787699,361.883,2023-12-06,Wonka,7.168,3012
576,"[16, 10751]",38757,122.243,2010-11-24,Tangled,7.607,11077
577,"[18, 80]",238,167.834,1972-03-14,The Godfather,8.695,19876
578,"[12, 14, 16]",128,50.963,1997-07-12,Princess Mononoke,8.34,7696
579,"[878, 12]",438631,642.642,2021-09-15,Dune,7.78,11746
580,"[18, 9648, 27]",1923,28.132,1992-06-03,Twin Peaks: Fire Walk with Me,7.3,1826
581,"[12, 28, 878]",11,565.814,1977-05-25,Star Wars,8.203,20039
582,"[35, 10749]",556678,35.881,2020-02-13,Emma.,7.045,1655
583,"[16, 10751, 14]",16859,46.839,1989-07-29,Kiki's Delivery Service,7.828,3882
584,"[35, 18, 10751, 10402, 10749, 10770]",10947,26.315,2006-01-20,High School Musical,6.568,4463
585,"[35, 10751, 14]",433,57.392,1964-12-17,Mary Poppins,7.58,4523
586,"[18, 80]",238,167.834,1972-03-14,The Godfather,8.695,19876
587,"[12, 28, 878]",11,565.814,1977-05-25,Star Wars,8.203,20039
588,"[12, 16, 10751, 14, 878]",9016,67.772,2002-11-26,Treasure Planet,7.539,4014
589,"[10402, 35, 10749, 18]",11113,30.815,1964-10-21,My Fair Lady,7.515,1243
590,"[18, 10749]",331482,68.681,2019-12-25,Little Women,7.882,6055
591,"[16, 35, 10751, 37, 12]",44896,63.731,2011-03-02,Rango,6.84,6241
592,"[12, 18, 10751, 16]",420818,257.354,2019-07-12,The Lion King,7.114,9704
593,"[28, 16, 878]",11299,19.411,2001-09-01,Cowboy Bebop: The Movie,7.698,844
594,"[12, 14]",673,136.252,2004-05-31,Harry Potter and the Prisoner of Azkaban,8.017,20927
595,"[28, 53]",245891,99.539,2014-10-22,John Wick,7.43,18681
596,"[12, 28, 878]",11,565.814,1977-05-25,Star Wars,8.203,20039
597,"[12, 28]",335977,100.602,2023-06-25,Indiana Jones and the Dial of Destiny,6.596,3068
598,[18],1366,532.431,1976-11-20,Rocky,7.788,7558
599,"[12, 14]",671,152.846,2001-11-16,Harry Potter and the Philosopher's Stone,7.913,26584
600,"[80, 9648, 53]",414906,645.607,2022-03-01,The Batman,7.678,9619
601,"[10751, 16, 12, 35, 14]",330457,101.482,2019-11-20,Frozen II,7.3,9455
602,"[28, 14, 35]",43074,571.572,2016-07-14,Ghostbusters,5.358,6235
603,"[35, 12]",346698,630.671,2023-07-19,Barbie,7.057,8324
604,"[12, 14]",671,152.846,2001-11-16,Harry Potter and the Philosopher's Stone,7.913,26584
605,"[878, 28, 12]",24428,174.032,2012-04-25,The Avengers,7.714,30058
606,"[35, 878, 14, 27]",36685,17.66,1975-08-14,The Rocky Horror Picture Show,7.459,2699
607,"[18, 28, 80, 53]",155,95.154,2008-07-16,The Dark Knight,8.515,31977
608,"[878, 28, 12]",24428,174.032,2012-04-25,The Avengers,7.714,30058
609,"[35, 878, 14, 27]",36685,17.66,1975-08-14,The Rocky Horror Picture Show,7.459,2699
610,"[18, 28, 80, 53]",155,95.154,2008-07-16,The Dark Knight,8.515,31977
611,"[16, 10751, 14, 12, 35, 10749]",11970,78.217,1997-06-13,Hercules,7.504,7111
612,"[12, 18, 10751, 16]",420818,257.354,2019-07-12,The Lion King,7.114,9704
613,"[80, 18, 53]",274,13.531,1991-02-14,The Silence of the Lambs,8.347,15785
614,"[35, 878, 14, 27]",36685,17.66,1975-08-14,The Rocky Horror Picture Show,7.459,2699
615,"[18, 36]",872585,774.93,2023-07-19,Oppenheimer,8.099,8128
616,"[16, 10749, 18]",372058,71.048,2016-08-26,Your Name.,8.495,10983
617,"[28, 12, 878]",68721,286.621,2013-04-18,Iron Man 3,6.928,21703
618,"[10749, 18]",11036,96.987,2004-06-25,The Notebook,7.888,11130
619,"[80, 9648, 53]",414906,645.607,2022-03-01,The Batman,7.678,9619
620,"[12, 28, 878]",271110,121.49,2016-04-27,Captain America: Civil War,7.442,22193
621,[35],37735,59.847,2010-09-16,Easy A,6.809,6733
622,"[12, 14, 10751]",32657,62.783,2010-02-01,Percy Jackson & the Olympians: The Lightning Thief,6.216,7248
623,"[10749, 35]",185008,11.943,2013-05-31,Yeh Jawaani Hai Deewani,7.2,246
624,"[28, 80]",495764,45.263,2020-02-05,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),6.9,10001
625,"[12, 14, 10751]",630,85.187,1939-08-15,The Wizard of Oz,7.585,5347
626,"[12, 14]",671,152.846,2001-11-16,Harry Potter and the Philosopher's Stone,7.913,26584
627,"[12, 10751, 14, 35, 10749]",2493,32.48,1987-09-25,The Princess Bride,7.68,4389
628,"[12, 35, 10751]",9340,77.989,1985-06-07,The Goonies,7.516,5513
629,"[10751, 10402, 12, 14, 35]",11708,17.401,1968-12-17,Chitty Chitty Bang Bang,6.817,623
630,"[12, 28]",85,79.172,1981-06-12,Raiders of the Lost Ark,7.926,12052
631,"[12, 28, 878]",11,565.814,1977-05-25,Star Wars,8.203,20039
632,"[18, 10751, 10402, 10749]",15121,93.584,1965-03-29,The Sound of Music,7.726,3147
633,"[12, 14, 28]",120,121.837,2001-12-18,The Lord of the Rings: The Fellowship of the Ring,8.412,24380
634,"[12, 10751, 14, 35, 10749]",2493,32.48,1987-09-25,The Princess Bride,7.68,4389
635,"[16, 10751, 12]",10674,102.422,1998-06-18,Mulan,7.9,9317
636,[18],1402,40.084,2006-12-14,The Pursuit of Happyness,7.902,9579
637,"[18, 35]",350,61.584,2006-06-29,The Devil Wears Prada,7.395,11673
638,[18],223965,5.687,2013-10-18,Barber's Tales,7.6,5
639,"[16, 878, 28, 18]",18491,73.996,1997-07-19,Neon Genesis Evangelion: The End of Evangelion,8.314,1494
640,"[878, 18, 10749]",38,62.037,2004-03-19,Eternal Sunshine of the Spotless Mind,8.096,14430
641,"[27, 878]",48311,23.731,1982-03-12,Parasite,4.711,57
642,"[28, 35, 10749]",22538,34.26,2010-08-12,Scott Pilgrim vs. the World,7.487,7598
643,"[18, 35]",391713,397.284,2017-09-01,Lady Bird,7.266,8210
