,genre_ids,id,popularity,release_date,title,vote_average,vote_count
315,"[35, 18, 10749]",13,185.115,1994-06-23,Forrest Gump,8.475,26606
316,"[28, 878]",137113,54.622,2014-05-27,Edge of Tomorrow,7.6,13386
317,"[12, 28, 878]",11,548.205,1977-05-25,Star Wars,8.2,19997
318,"[27, 878]",348,540.643,1979-05-25,Alien,8.153,13940
319,"[27, 878, 9648]",8413,44.157,1997-08-15,Event Horizon,6.5,2682
320,"[28, 53, 878]",218,603.093,1984-10-26,The Terminator,7.664,12536
321,"[35, 80]",115,57.048,1998-03-06,The Big Lebowski,7.8,10826
322,"[10749, 35]",2064,32.029,1995-04-21,While You Were Sleeping,7.0,1697
323,"[12, 28, 53]",375588,88.536,2018-11-03,Robin Hood,5.9,2868
324,"[18, 10751, 14]",1585,54.977,1946-12-20,It's a Wonderful Life,8.3,4124
325,"[16, 28, 878, 10751, 12]",7450,29.32,2000-06-16,Titan A.E.,6.558,1036
326,"[10749, 18, 10770]",18093,27.208,2007-10-24,Northanger Abbey,6.81,290
327,"[12, 10751, 14, 35, 10749]",2493,50.116,1987-09-25,The Princess Bride,7.7,4379
328,"[28, 18]",361743,144.42,2022-05-21,Top Gun: Maverick,8.221,8587
329,"[12, 14, 28]",9543,58.627,2010-05-19,Prince of Persia: The Sands of Time,6.278,6546
330,"[12, 16, 14]",123,38.55,1978-11-15,The Lord of the Rings,6.566,838
331,"[14, 53, 28, 12, 27]",282035,356.249,2017-06-06,The Mummy,5.51,6982
332,"[10751, 16, 878, 12]",10386,64.353,1999-08-06,The Iron Giant,7.941,5354
333,"[16, 35, 10751, 37, 12]",44896,69.861,2011-03-02,Rango,6.84,6229
334,"[16, 10751, 12, 35, 14]",508965,46.192,2019-11-08,Klaus,8.249,3872
335,"[16, 10751, 878]",10681,93.763,2008-06-22,WALL·E,8.088,18208
336,"[878, 18]",17431,34.094,2009-06-12,Moon,7.568,5482
337,"[16, 53]",10494,55.953,1998-02-28,Perfect Blue,8.306,2472
338,"[878, 18, 28]",315837,110.239,2017-03-29,Ghost in the Shell,6.073,7806
339,"[27, 878]",348,540.643,1979-05-25,Alien,8.153,13941
340,"[12, 14]",671,200.839,2001-11-16,Harry Potter and the Philosopher's Stone,7.913,26545
341,"[18, 10402]",244786,240.611,2014-10-10,Whiplash,8.4,14616
342,"[35, 18, 10749]",13,185.115,1994-06-23,Forrest Gump,8.475,26606
343,"[35, 18, 10749, 10402]",313369,67.669,2016-11-29,La La Land,7.902,16330
344,"[35, 18, 10749, 10402]",313369,67.669,2016-11-29,La La Land,7.902,16330
345,"[12, 14, 28]",122,142.415,2003-12-01,The Lord of the Rings: The Return of the King,8.479,23398
346,"[18, 10749]",4348,79.759,2005-09-16,Pride & Prejudice,8.08,7772
347,"[18, 14, 10749]",556694,48.282,2022-08-24,Three Thousand Years of Longing,6.886,1216
348,"[16, 10751]",11544,58.505,2002-06-21,Lilo & Stitch,7.526,5950
349,"[18, 10749]",4584,31.801,1995-12-13,Sense and Sensibility,7.4,1610
350,"[10402, 35, 28, 80]",525,303.54,1980-06-16,The Blues Brothers,7.741,4026
351,"[10749, 14, 10751, 18]",150689,117.491,2015-03-06,Cinderella,6.813,6906
352,"[14, 12, 28, 10751, 10749]",102651,80.905,2014-05-28,Maleficent,7.1,12796
353,"[16, 10751, 14]",129,123.774,2001-07-20,Spirited Away,8.537,15912
354,"[14, 16, 12]",4935,110.525,2004-09-09,Howl's Moving Castle,8.409,9443
355,"[16, 35, 10751, 12, 14]",585083,95.617,2022-01-31,Hotel Transylvania: Transformania,7.096,2612
356,"[16, 35, 10751, 14]",76492,68.009,2012-09-20,Hotel Transylvania,7.0,8333
357,"[16, 14, 10751]",12429,66.04,2008-07-19,Ponyo,7.746,4093
358,"[12, 16, 14, 10751]",309809,61.701,2015-07-29,The Little Prince,7.608,2693
359,"[18, 14, 10749]",12159,37.695,1998-10-02,What Dreams May Come,7.196,2219
360,"[18, 36]",551332,19.258,2019-11-27,The Two Popes,7.501,2760
361,"[35, 18, 10749]",7326,50.673,2007-12-05,Juno,7.054,6975
362,"[35, 10749]",9602,147.669,1988-06-29,Coming to America,6.881,4175
363,"[35, 878, 12]",926,154.861,1999-12-25,Galaxy Quest,7.1,2129
364,"[12, 14]",12444,134.263,2010-11-17,Harry Potter and the Deathly Hallows: Part 1,7.755,18515
365,"[27, 878]",348,540.643,1979-05-25,Alien,8.153,13940
366,"[18, 10749]",153,99.476,2003-09-18,Lost in Translation,7.395,7058
367,"[18, 10749]",153,99.476,2003-09-18,Lost in Translation,7.395,7058
368,"[28, 12, 35]",293660,528.249,2016-02-09,Deadpool,7.613,29882
369,[18],207,64.071,1989-06-02,Dead Poets Society,8.3,10815
370,"[14, 28, 12, 16, 35, 10751]",82702,70.321,2014-06-05,How to Train Your Dragon 2,7.673,9274
371,"[53, 80]",75656,92.833,2013-05-29,Now You See Me,7.343,15151
372,"[16, 35, 14, 12, 10751]",808,137.857,2001-05-18,Shrek,7.7,16546
373,"[16, 10751, 878]",10681,93.763,2008-06-22,WALL·E,8.088,18208
374,"[16, 10751]",12,132.735,2003-05-30,Finding Nemo,7.823,18721
375,"[35, 10751, 14]",10830,66.741,1996-08-02,Matilda,7.158,4252
376,"[10770, 16, 12, 35, 14, 10402]",537061,32.351,2019-09-02,Steven Universe: The Movie,8.2,806
377,"[28, 35, 10749]",22538,49.375,2010-08-12,Scott Pilgrim vs. the World,7.487,7583
378,"[16, 10751, 14]",14836,141.333,2009-02-05,Coraline,7.87,7502
379,"[28, 12, 35]",293660,528.249,2016-02-09,Deadpool,7.613,29882
380,"[12, 10751, 14, 10749]",447277,127.717,2023-05-18,The Little Mermaid,6.4,2737
381,"[28, 53, 878]",5548,502.229,1987-07-17,RoboCop,7.316,4890
382,"[28, 80, 18]",7220,56.954,2004-04-15,The Punisher,6.349,2715
383,"[12, 18, 878]",157336,459.175,2014-11-05,Interstellar,8.434,34340
384,"[28, 12, 53, 10752]",1369,77.303,1985-05-21,Rambo: First Blood Part II,6.635,3724
385,"[36, 18, 12]",285783,28.319,2015-09-30,The Walk,7.0,3077
386,"[12, 16, 14]",123,38.55,1978-11-15,The Lord of the Rings,6.566,838
387,"[12, 28, 878]",507086,153.682,2022-06-01,Jurassic World Dominion,6.713,5756
388,[28],290764,36.577,2015-01-15,Tracers,6.0,1048
389,"[12, 14]",671,200.839,2001-11-16,Harry Potter and the Philosopher's Stone,7.913,26544
390,"[28, 878, 53, 37]",49849,45.237,2011-07-29,Cowboys & Aliens,5.608,4892
391,"[16, 10751, 878]",10681,93.763,2008-06-22,WALL·E,8.088,18208
392,"[14, 28, 12]",763215,248.251,2024-03-07,Damsel,7.131,1779
393,"[28, 80, 53]",4108,42.188,2002-10-02,The Transporter,6.701,5133
394,"[28, 878, 12]",38356,20.245,2011-06-28,Transformers: Dark of the Moon,6.199,8030
395,"[12, 16, 35, 10751]",10315,47.735,2009-10-23,Fantastic Mr. Fox,7.796,5183
396,"[878, 28]",44943,44.345,2011-03-08,Battle: Los Angeles,5.756,3300
397,"[28, 878]",603,575.344,1999-03-31,The Matrix,8.215,24874
398,"[10751, 16, 35, 14]",481084,60.457,2019-10-10,The Addams Family,6.621,2223
399,"[12, 14, 28]",22,154.147,2003-07-09,Pirates of the Caribbean: The Curse of the Black Pearl,7.8,19983
400,"[28, 53]",245891,99.493,2014-10-22,John Wick,7.4,18655
401,"[16, 10751]",38757,124.861,2010-11-24,Tangled,7.6,11057
402,[35],673593,155.458,2024-01-10,Mean Girls,6.115,375
403,"[35, 12]",346698,569.353,2023-07-19,Barbie,7.1,8238
404,"[16, 12, 10751, 35]",269149,146.974,2016-02-11,Zootopia,7.747,15827
405,"[878, 18]",335984,123.755,2017-10-04,Blade Runner 2049,7.559,13114
406,"[12, 14, 28]",285,93.448,2007-05-19,Pirates of the Caribbean: At World's End,7.253,13871
407,"[16, 28, 12, 878]",324857,113.278,2018-12-06,Spider-Man: Into the Spider-Verse,8.404,14998
408,"[28, 53]",245891,99.493,2014-10-22,John Wick,7.4,18655
409,"[16, 10751]",38757,124.861,2010-11-24,Tangled,7.6,11057
410,"[28, 12]",184315,85.656,2014-07-23,Hercules,5.765,3947
411,"[10751, 14, 12]",12155,91.75,2010-03-03,Alice in Wonderland,6.6,13563
412,"[16, 12, 35, 10751, 28, 14]",62177,87.569,2012-06-21,Brave,7.017,13031
413,"[27, 53, 18, 10402]",298663,5.605,2014-09-26,Sweeney Todd: The Demon Barber of Fleet Street,8.1,7
414,"[27, 9648, 80]",176,60.631,2004-10-01,Saw,7.416,8907
415,"[80, 27, 9648]",4232,242.679,1996-12-20,Scream,7.422,6640
416,[27],377,49.817,1984-10-31,A Nightmare on Elm Street,7.334,4883
417,"[16, 878, 28, 12, 10751]",1857,33.393,1986-08-08,The Transformers: The Movie,7.134,482
418,"[16, 10751, 12, 14]",109445,107.936,2013-11-20,Frozen,7.2,16069
419,"[28, 9648, 878, 53]",198663,165.366,2014-09-10,The Maze Runner,7.182,16506
420,"[35, 53, 27]",593643,102.608,2022-11-17,The Menu,7.185,4416
421,"[16, 35, 10751, 14, 10749]",976573,186.248,2023-06-14,Elemental,7.657,4020
422,"[28, 12, 14]",297761,236.353,2016-08-03,Suicide Squad,5.912,20644
423,"[28, 878]",603,575.344,1999-03-31,The Matrix,8.215,24874
424,"[18, 10402]",213478,5.415,2013-08-08,The Way We Dance,5.4,18
425,"[28, 878, 12]",1726,172.535,2008-04-30,Iron Man,7.644,25736
426,"[36, 18, 53, 10752]",205596,93.777,2014-11-14,The Imitation Game,8.004,16572
427,"[12, 35, 878]",105,107.051,1985-07-03,Back to the Future,8.317,19288
428,"[12, 14]",671,200.839,2001-11-16,Harry Potter and the Philosopher's Stone,7.913,26544
429,"[878, 28, 12, 53]",16320,516.741,2005-09-25,Serenity,7.38,3354
430,"[28, 12, 53]",37724,63.066,2012-10-24,Skyfall,7.237,14846
431,"[878, 18, 53]",14337,74.215,2004-10-08,Primer,6.773,2065
432,"[80, 18, 53]",16136,27.286,1992-01-17,Juice,7.208,375
433,"[12, 18, 10751, 16]",420818,277.54,2019-07-12,The Lion King,7.1,9688
434,"[16, 10749, 14, 10751]",10198,85.17,2009-12-08,The Princess and the Frog,7.205,5336
435,"[16, 28, 14]",810693,80.986,2021-12-24,Jujutsu Kaisen 0,8.198,1279
436,"[878, 12, 14]",70160,50.003,2012-03-12,The Hunger Games,7.2,21435
437,"[18, 16, 10751]",10545,64.899,1996-06-21,The Hunchback of Notre Dame,7.11,4823
438,"[35, 12, 14]",798286,45.45,2023-04-14,Beau Is Afraid,6.737,879
439,"[27, 18]",26517,17.04,1977-10-27,Martin,6.8,252
440,"[80, 18]",9517,25.174,2001-06-15,Bully,6.677,443
441,[18],468,28.405,1991-02-01,My Own Private Idaho,7.06,1078
442,"[27, 18, 10770]",7342,66.65,2002-11-04,Carrie,6.1,462
443,"[80, 18, 9648]",11929,24.822,1995-03-24,Dolores Claiborne,7.2,720
444,[18],43920,15.854,2010-04-24,Dog Pound,7.2,361
445,"[35, 80]",14267,12.79,1974-10-04,Female Trouble,7.0,170
446,"[27, 9648, 53]",493922,81.666,2018-06-07,Hereditary,7.285,7302
447,[18],12498,20.185,1996-08-30,Sling Blade,7.52,739
448,"[878, 18, 10749]",38,90.592,2004-03-19,Eternal Sunshine of the Spotless Mind,8.097,14404
449,[],891850,0.543,2021-11-11,Amélie,0.0,0
450,"[12, 35, 10751, 14]",1108427,39.357,2026-07-09,Moana,0.0,0
451,"[878, 12, 28]",283995,89.797,2017-04-19,Guardians of the Galaxy Vol. 2,7.621,21029
452,"[28, 12, 878]",284053,603.999,2017-10-02,Thor: Ragnarok,7.593,20203
453,"[12, 878, 28]",299534,240.886,2019-04-24,Avengers: Endgame,8.255,24867
454,[18],3558,39.146,1999-12-21,"Girl, Interrupted",7.555,3643
455,"[35, 12]",346698,569.353,2023-07-19,Barbie,7.1,8238
456,"[18, 35]",111969,38.545,2013-06-14,Stuck in Love,7.391,1848
457,"[12, 10751, 14, 35, 10749]",2493,50.116,1987-09-25,The Princess Bride,7.7,4379
458,"[35, 10751]",49522,20.28,2009-11-27,Nativity!,6.259,193
459,"[80, 18, 53]",274,19.098,1991-02-14,The Silence of the Lambs,8.347,15756
460,"[12, 14]",671,200.839,2001-11-16,Harry Potter and the Philosopher's Stone,7.913,26545
461,"[28, 12, 878]",100402,43.606,2014-03-20,Captain America: The Winter Soldier,7.665,18278
462,"[18, 35]",350,88.07,2006-06-29,The Devil Wears Prada,7.4,11653
463,"[28, 12, 14]",284052,436.23,2016-10-25,Doctor Strange,7.423,21583
464,"[28, 12, 878]",1930,138.079,2012-06-23,The Amazing Spider-Man,6.7,16878
465,"[16, 28, 12, 878]",324857,113.278,2018-12-06,Spider-Man: Into the Spider-Verse,8.404,14998
466,"[12, 16, 14, 10751]",961323,100.527,2023-06-23,Nimona,7.942,949
467,"[12, 16, 35, 10751, 14]",11688,123.481,2000-12-15,The Emperor's New Groove,7.558,6449
468,"[12, 14, 28]",120,160.382,2001-12-18,The Lord of the Rings: The Fellowship of the Ring,8.412,24334
469,"[12, 14]",767,125.592,2009-07-15,Harry Potter and the Half-Blood Prince,7.693,18854
470,"[12, 28, 878]",1895,66.166,2005-05-17,Star Wars: Episode III - Revenge of the Sith,7.424,13278
471,"[28, 53]",245891,99.493,2014-10-22,John Wick,7.4,18655
472,"[18, 53, 27]",11481,21.699,1965-06-01,Repulsion,7.421,948
473,"[27, 18, 10770]",7342,66.65,2002-11-04,Carrie,6.1,462
474,"[18, 10749]",1443,50.565,2000-04-21,The Virgin Suicides,7.111,3086
475,"[12, 14]",671,200.839,2001-11-16,Harry Potter and the Philosopher's Stone,7.913,26544
476,"[35, 53, 18]",496243,109.567,2019-05-30,Parasite,8.51,17531
477,"[10749, 35]",52444,9.396,2006-12-07,Seducing Mr. Perfect,6.0,48
478,"[18, 10749]",666277,72.273,2023-06-02,Past Lives,7.801,1293
479,"[12, 35, 80]",134,35.443,2000-08-30,"O Brother, Where Art Thou?",7.3,4000
480,"[35, 10402]",1290563,1.176,2008-07-15,Dr. Horrible's Sing-Along Blog,0.0,0
481,"[14, 10751]",30923,22.484,1999-02-28,Alice in Wonderland,6.32,330
482,[35],9614,60.561,1996-02-16,Happy Gilmore,6.633,2526
483,[18],340485,20.799,2016-09-30,American Honey,6.804,800
484,"[14, 16, 10751, 12]",10150,25.472,1982-11-19,The Last Unicorn,7.1,465
485,[18],14,249.615,1999-09-15,American Beauty,8.019,11707
486,"[18, 10749]",153,99.476,2003-09-18,Lost in Translation,7.395,7058
487,"[28, 53, 10752]",7555,95.201,2008-01-24,Rambo,6.673,3745
488,"[28, 12, 18, 878, 10770]",784993,12.381,2009-07-21,Stargate SG-1: Children of the Gods,7.373,55
489,"[878, 16, 12]",466686,7.91,1979-03-17,Sci-Fi West Saga Starzinger,6.0,1
490,"[12, 14, 28]",22,154.147,2003-07-09,Pirates of the Caribbean: The Curse of the Black Pearl,7.8,19983
491,"[12, 14, 28]",10195,93.858,2011-04-21,Thor,6.769,20640
492,[27],109428,159.055,2013-04-05,Evil Dead,6.535,4416
493,"[12, 28, 53, 878]",563,63.469,1997-11-07,Starship Troopers,7.057,4685
494,"[28, 53, 878]",752,70.199,2006-02-23,V for Vendetta,7.9,14074
495,"[27, 878]",348,540.643,1979-05-25,Alien,8.153,13940
496,"[28, 878]",603,575.344,1999-03-31,The Matrix,8.215,24874
497,"[12, 878, 28]",299534,240.886,2019-04-24,Avengers: Endgame,8.255,24867
498,"[12, 9648, 80]",497582,44.149,2020-09-23,Enola Holmes,7.288,5830
499,"[12, 16, 14]",123,38.55,1978-11-15,The Lord of the Rings,6.566,838
500,"[35, 10752, 18]",515001,45.308,2019-10-18,Jojo Rabbit,8.026,9184
501,"[18, 35]",350,88.07,2006-06-29,The Devil Wears Prada,7.4,11653
502,"[16, 28, 35, 10751]",324849,98.831,2017-02-08,The Lego Batman Movie,7.216,4821
503,"[28, 12, 878]",76341,253.928,2015-05-13,Mad Max: Fury Road,7.6,21679
504,"[12, 28, 878]",299536,301.378,2018-04-25,Avengers: Infinity War,8.246,28876
505,"[80, 18, 53]",274,19.098,1991-02-14,The Silence of the Lambs,8.347,15757
506,"[16, 10749, 14, 10751]",10198,85.17,2009-12-08,The Princess and the Frog,7.205,5336
507,[35],9377,41.564,1986-06-11,Ferris Bueller's Day Off,7.593,4719
508,"[12, 10751, 14, 35, 10749]",2493,50.116,1987-09-25,The Princess Bride,7.7,4379
509,"[18, 10749]",454,48.134,1996-11-01,Romeo + Juliet,6.796,4849
510,"[35, 10749, 80]",239,46.307,1959-03-19,Some Like It Hot,8.1,3335
511,"[16, 10751, 12, 14]",109445,107.936,2013-11-20,Frozen,7.2,16069
512,"[18, 10749]",296096,106.905,2016-06-01,Me Before You,7.925,11965
513,"[878, 18, 10749]",38,90.592,2004-03-19,Eternal Sunshine of the Spotless Mind,8.097,14405
514,"[18, 10749]",331482,63.688,2019-12-25,Little Women,7.885,6037
515,"[16, 10749, 18]",372058,97.786,2016-08-26,Your Name.,8.496,10967
516,"[35, 10749]",930094,80.161,2023-07-27,"Red, White & Royal Blue",8.013,1129
517,"[35, 10749]",930094,80.161,2023-07-27,"Red, White & Royal Blue",8.013,1129
518,"[16, 18, 12, 14]",916224,69.658,2022-11-11,Suzume,7.993,1113
519,[18],7508,33.986,2007-12-21,Like Stars on Earth,7.997,1109
520,"[28, 9648, 53]",27576,35.279,2010-07-21,Salt,6.411,5301
521,[99],430580,1.176,1945-11-24,Merida and Campeche,8.0,1
522,"[35, 18]",937278,99.747,2022-12-28,A Man Called Otto,7.761,2351
523,"[16, 10751, 14]",16859,63.449,1989-07-29,Kiki's Delivery Service,7.828,3875
524,"[12, 14, 28]",10195,93.858,2011-04-21,Thor,6.769,20640
525,"[16, 35, 10751, 14]",2062,136.923,2007-06-21,Ratatouille,7.819,16469
526,"[35, 80]",337404,87.048,2021-05-26,Cruella,8.026,8981
527,"[18, 53]",71859,32.563,2011-09-28,We Need to Talk About Kevin,7.56,2701
528,"[12, 28, 878]",181808,103.466,2017-12-13,Star Wars: The Last Jedi,6.804,14848
529,"[12, 35, 10751, 14]",118,105.767,2005-07-13,Charlie and the Chocolate Factory,7.052,14721
530,"[10751, 16, 35]",20352,90.826,2010-07-08,Despicable Me,7.236,14589
531,[99],493089,4.871,2018-01-23,Chef Flynn,6.3,6
532,"[16, 10751, 12]",10674,97.964,1998-06-18,Mulan,7.913,9308
533,"[16, 28, 35, 10751, 878]",38055,92.518,2010-10-28,Megamind,6.985,6622
534,"[16, 10751, 35]",49444,85.482,2011-05-25,Kung Fu Panda 2,7.016,6862
535,"[16, 28, 12, 878]",324857,113.278,2018-12-06,Spider-Man: Into the Spider-Verse,8.404,14998
536,"[12, 14, 28]",122,142.415,2003-12-01,The Lord of the Rings: The Return of the King,8.479,23396
537,"[35, 18, 10749]",13,185.115,1994-06-23,Forrest Gump,8.475,26605
538,"[878, 28, 12]",1924,503.099,1978-12-14,Superman,7.1,3652
539,"[12, 28, 878]",181808,103.466,2017-12-13,Star Wars: The Last Jedi,6.805,14846
540,"[12, 10751, 14]",411,142.782,2005-12-07,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",7.134,10275
541,"[12, 14, 28]",122,142.415,2003-12-01,The Lord of the Rings: The Return of the King,8.479,23396
542,"[12, 14, 10749, 10751]",420817,192.808,2019-05-22,Aladdin,7.1,9749
543,"[16, 28, 12, 878]",324857,113.278,2018-12-06,Spider-Man: Into the Spider-Verse,8.403,14999
544,[18],84892,39.28,2012-09-20,The Perks of Being a Wallflower,7.791,10176
545,"[10752, 36, 18, 12]",57212,42.893,2011-12-25,War Horse,7.308,3292
546,"[10751, 16, 10402, 12]",354912,139.408,2017-10-27,Coco,8.213,18777
547,[27],346364,277.962,2017-09-06,It,7.24,18569
548,"[12, 18, 878]",157336,459.175,2014-11-05,Interstellar,8.434,34340
549,"[12, 14]",675,121.808,2007-07-08,Harry Potter and the Order of the Phoenix,7.681,18907
550,"[12, 28, 878]",1891,67.927,1980-05-20,The Empire Strikes Back,8.39,16447
551,"[12, 14, 28]",121,103.919,2002-12-18,The Lord of the Rings: The Two Towers,8.394,21148
552,"[18, 10749]",289,205.601,1943-01-15,Casablanca,8.161,5208
553,"[18, 878]",11864,45.443,1985-12-12,Enemy Mine,6.944,925
554,"[12, 14]",671,200.839,2001-11-16,Harry Potter and the Philosopher's Stone,7.913,26544
555,"[16, 10751, 14, 12]",9444,52.742,1997-11-20,Anastasia,7.6,5132
556,"[10749, 27, 35, 53]",58431,37.862,2016-02-04,Pride and Prejudice and Zombies,6.148,2104
557,"[18, 10749]",296096,106.905,2016-06-01,Me Before You,7.925,11965
558,"[35, 10402, 10749]",114150,43.471,2012-09-28,Pitch Perfect,7.292,6380
559,"[16, 14, 10749, 18]",533514,45.294,2020-09-18,Violet Evergarden: The Movie,8.254,393
560,"[28, 878, 12]",399579,148.869,2019-01-31,Alita: Battle Angel,7.231,8832
561,"[12, 35, 28, 10749]",248574,28.309,2015-04-23,Barely Lethal,5.736,1013
562,"[53, 878, 18]",97370,33.86,2014-03-14,Under the Skin,6.121,3300
563,[35],373209,10.533,2018-06-22,Izzy Gets the F*ck Across Town,5.4,57
564,"[878, 18, 53]",78,81.072,1982-06-25,Blade Runner,7.936,13342
565,"[28, 53]",562,79.073,1988-07-15,Die Hard,7.787,10761
566,"[35, 28, 80, 12, 53]",2728,20.748,2007-10-18,Postal,4.611,321
567,"[14, 28, 53]",9495,66.708,1994-05-11,The Crow,7.526,3776
568,"[28, 18, 9648, 53]",2501,54.619,2002-06-14,The Bourne Identity,7.469,8971
569,"[12, 14, 28]",22,154.147,2003-07-09,Pirates of the Caribbean: The Curse of the Black Pearl,7.8,19984
570,"[14, 12]",259316,79.378,2016-11-16,Fantastic Beasts and Where to Find Them,7.3,18366
571,"[28, 80, 53]",984,51.916,1971-12-23,Dirty Harry,7.462,2341
572,"[18, 53, 27]",44214,55.032,2010-12-03,Black Swan,7.7,14069
573,"[28, 35, 27]",10206,34.363,1992-07-24,Buffy the Vampire Slayer,5.609,773
574,"[16, 10751, 14]",14836,141.333,2009-02-05,Coraline,7.87,7502
575,"[14, 16, 10751]",9479,62.097,1993-10-09,The Nightmare Before Christmas,7.838,9087
576,"[35, 18, 10749]",13,185.115,1994-06-23,Forrest Gump,8.475,26605
577,"[28, 12, 878]",100402,43.606,2014-03-20,Captain America: The Winter Soldier,7.665,18278
578,"[16, 12, 10751, 35]",269149,146.974,2016-02-11,Zootopia,7.747,15827
579,"[12, 10751, 14]",411,142.782,2005-12-07,"The Chronicles of Narnia: The Lion, the Witch and the Wardrobe",7.134,10275
580,"[12, 14]",671,200.839,2001-11-16,Harry Potter and the Philosopher's Stone,7.913,26544
581,"[12, 14, 28]",22,154.147,2003-07-09,Pirates of the Caribbean: The Curse of the Black Pearl,7.8,19983
582,"[35, 10751, 14]",787699,344.646,2023-12-06,Wonka,7.2,2969
583,[10751],1066143,5.677,2009-12-25,Rapunzel,7.0,2
584,"[18, 80]",238,146.598,1972-03-14,The Godfather,8.7,19834
585,"[12, 14, 16]",128,64.884,1997-07-12,Princess Mononoke,8.34,7685
586,"[878, 12]",438631,649.159,2021-09-15,Dune,7.779,11617
587,"[18, 9648, 27]",1923,30.168,1992-06-03,Twin Peaks: Fire Walk with Me,7.4,1821
588,"[12, 28, 878]",11,548.205,1977-05-25,Star Wars,8.2,19997
589,"[35, 10749]",556678,51.657,2020-02-13,Emma.,7.0,1653
590,"[16, 10751, 14]",16859,63.449,1989-07-29,Kiki's Delivery Service,7.828,3875
591,"[35, 18, 10751, 10402, 10749, 10770]",10947,31.813,2006-01-20,High School Musical,6.567,4460
592,"[35, 10751, 14]",433,48.142,1964-12-17,Mary Poppins,7.6,4517
593,"[18, 80]",238,146.598,1972-03-14,The Godfather,8.7,19834
594,"[12, 28, 878]",11,548.205,1977-05-25,Star Wars,8.2,19997
595,"[12, 16, 10751, 14, 878]",9016,63.397,2002-11-26,Treasure Planet,7.539,4008
596,"[10402, 35, 10749, 18]",11113,36.382,1964-10-21,My Fair Lady,7.5,1240
597,"[18, 10749]",331482,63.688,2019-12-25,Little Women,7.885,6037
598,"[16, 35, 10751, 37, 12]",44896,69.861,2011-03-02,Rango,6.84,6230
599,"[12, 18, 10751, 16]",420818,277.54,2019-07-12,The Lion King,7.1,9688
600,"[28, 16, 878]",11299,29.017,2001-09-01,Cowboy Bebop: The Movie,7.706,841
601,[27],988165,9.644,2022-06-29,H.P. Lovecraft's Witch House,4.865,26
602,"[28, 53]",245891,99.493,2014-10-22,John Wick,7.43,18656
603,"[12, 28, 878]",11,548.205,1977-05-25,Star Wars,8.203,19999
604,"[12, 28]",335977,119.967,2023-06-25,Indiana Jones and the Dial of Destiny,6.597,3041
605,[18],1366,546.057,1976-11-21,Rocky,7.787,7534
606,"[12, 14]",671,200.839,2001-11-16,Harry Potter and the Philosopher's Stone,7.913,26545
607,"[80, 9648, 53]",414906,648.918,2022-03-01,The Batman,7.679,9571
608,"[10751, 16, 12, 35, 14]",330457,111.386,2019-11-20,Frozen II,7.261,9440
609,"[28, 14, 35]",43074,600.984,2016-07-14,Ghostbusters,5.358,6218
610,"[35, 12]",346698,569.353,2023-07-19,Barbie,7.1,8238
611,"[12, 14]",671,200.839,2001-11-16,Harry Potter and the Philosopher's Stone,7.913,26544
612,"[878, 28, 12]",24428,162.612,2012-04-25,The Avengers,7.713,30033
613,"[35, 878, 14, 27]",36685,32.863,1975-08-14,The Rocky Horror Picture Show,7.459,2695
614,"[18, 28, 80, 53]",155,128.536,2008-07-16,The Dark Knight,8.515,31935
615,"[878, 28, 12]",24428,162.612,2012-04-25,The Avengers,7.713,30033
616,"[35, 878, 14, 27]",36685,32.863,1975-08-14,The Rocky Horror Picture Show,7.459,2695
617,"[18, 28, 80, 53]",155,128.536,2008-07-16,The Dark Knight,8.515,31935
618,"[28, 12]",184315,85.656,2014-07-23,Hercules,5.765,3947
619,"[12, 18, 10751, 16]",420818,277.54,2019-07-12,The Lion King,7.1,9688
620,"[80, 18, 53]",274,19.098,1991-02-14,The Silence of the Lambs,8.347,15756
621,"[35, 878, 14, 27]",36685,32.863,1975-08-14,The Rocky Horror Picture Show,7.459,2695
622,"[18, 36]",872585,746.474,2023-07-19,Oppenheimer,8.1,8026
623,"[16, 10749, 18]",372058,97.786,2016-08-26,Your Name.,8.496,10967
624,"[28, 12, 878]",68721,288.102,2013-04-18,Iron Man 3,6.928,21680
625,"[10749, 18]",11036,78.954,2004-06-25,The Notebook,7.888,11111
626,"[80, 9648, 53]",414906,648.918,2022-03-01,The Batman,7.679,9574
627,"[12, 28, 878]",271110,148.446,2016-04-27,Captain America: Civil War,7.442,22166
628,[35],37735,46.637,2010-09-16,Easy A,6.8,6718
629,"[12, 14, 10751]",32657,80.229,2010-02-01,Percy Jackson & the Olympians: The Lightning Thief,6.218,7236
630,"[10749, 35]",185008,17.561,2013-05-31,Yeh Jawaani Hai Deewani,7.2,246
631,"[28, 80]",495764,75.459,2020-02-05,Birds of Prey (and the Fantabulous Emancipation of One Harley Quinn),6.931,9981
632,"[12, 14, 10751]",630,87.526,1939-08-15,The Wizard of Oz,7.586,5340
633,"[12, 14]",671,200.839,2001-11-16,Harry Potter and the Philosopher's Stone,7.913,26545
634,"[12, 10751, 14, 35, 10749]",2493,50.116,1987-09-25,The Princess Bride,7.7,4379
635,"[12, 35, 10751]",9340,74.784,1985-06-07,The Goonies,7.517,5499
636,"[10751, 10402, 12, 14, 35]",11708,32.238,1968-12-17,Chitty Chitty Bang Bang,6.812,621
