char,movie,mbti,votes
Nory,Upside Down Magic,ENFP,23 Pdb Votes
Hadley,Barbie in A Mermaid Tale,ENFP,16 Pdb Votes
Charlie,PLAYMOBIL: THE MOVIE (2019),ENFP,7 Pdb Votes
Wade Felton,House of Wax (2005),ENFP,16 Pdb Votes
Tito,Turbo,ENFP,30 Pdb Votes
Confi,Una Película de Huevos,ENFP,69 Pdb Votes
Ichika Akimoto,As the Gods Will,ENFP,28 Pdb Votes
Penelope Stern,Ocean's 8 (2018),ENFP,13 Pdb Votes
Peter Pan,Pan (2015),ENFP,32 Pdb Votes
Captain Shakespeare,Stardust (2007),ENFP,38 Pdb Votes
Miss Alvaro,The Falling,ENFP,2 Pdb Votes
Romeo Montague,Romeo & Juliet (2013),ENFP,14 Pdb Votes
Featherstone,Gnomeo and Juliet,ENFP,22 Pdb Votes
Anjali Sharma,Kabhi Khushi Kabhie Gham... (2001),ENFP,41 Pdb Votes
Geet Dhillon,Jab We Met (2007),ENFP,141 Pdb Votes
Zach Braun,Sky High (2005),ENFP,60 Pdb Votes
Elizabeth Gilbert,Eat Pray Love,ENFP,68 Pdb Votes
Yara,It Follows (2014),ENFP,13 Pdb Votes
Meechee,Smallfoot,ENFP,26 Pdb Votes
Giggles,Teen Beach Movie,ENFP,12 Pdb Votes
Wynter Barkowitz,Z-O-M-B-I-E-S (2018),ENFP,20 Pdb Votes
Arthur,Arthur and the Invisibles,ENFP,72 Pdb Votes
Ani,Next Gen (2018),ENFP,18 Pdb Votes
"Princess Victoria ""Tori""",Barbie: The Princess And The Popstar,ENFP,144 Pdb Votes
Aki Hirose,"Crying Out Love, in the Center of the World (2004)",ENFP,3 Pdb Votes
Woody Guthrie,I'm Not There (2007),ENFP,13 Pdb Votes
Trish Jarvis,Friday the 13th (1980),XXXX,6 Pdb Votes
Laila Jhaveri,Zindagi Na Milegi Dobara,ENFP,39 Pdb Votes
Glasha (Glafira),Come and See (1985),ENFP,48 Pdb Votes
Lily Miska,We Bought A Zoo,ENFP,19 Pdb Votes
"Catherine ""Kitty"" Brydon",The Jungle Book (1994),ENFP,5 Pdb Votes
Mona Lisa Vito,My Cousin Vinny (1992),ENFP,64 Pdb Votes
Grace,Bad Genius,ENFP,59 Pdb Votes
Jane Willoughby,The Willoughbys (2020),ENFP,100 Pdb Votes
Angela Récamier,A Woman is a Woman (1961),ENFP,49 Pdb Votes
Irene,Central Station (1998),ENFP,11 Pdb Votes
Adam Franklin,No Strings Attached (2011),ENFP,52 Pdb Votes
Boost,Cars (Franchise),ENFP,23 Pdb Votes
Bailey,The Sisterhood of the Traveling Pants (2005),ENFP,16 Pdb Votes
Fregley,Diary of a Wimpy Kid (Series),ENFP,145 Pdb Votes
Casey Becker,Scream (Franchise),ENFP,172 Pdb Votes
Shin Hae-mi,Burning (2018),ENFP,91 Pdb Votes
Kate Flax,Mermaids (1990),ENFP,12 Pdb Votes
"Alyssa ""Ally"" Craig",Remember Me (2010),ENFP,41 Pdb Votes
Lucy Kelson,Two Weeks Notice (2002),ENFP,63 Pdb Votes
Julia Maddon,Need for Speed (2014),ENFP,14 Pdb Votes
Spike,Notting Hill (1999),ENFP,71 Pdb Votes
Honey Thacker,Notting Hill (1999),ENFP,26 Pdb Votes
Alyssa Jones,View Askewniverse,ENFP,21 Pdb Votes
Joseph,Maverick (1994),ENFP,3 Pdb Votes
"Peter Banning ""Peter Pan""",Hook (1991),ENFP,63 Pdb Votes
Candlehead,Wreck-It Ralph (Franchise),ENFP,55 Pdb Votes
Lettie Lutz,The Greatest Showman (2017),ENFP,92 Pdb Votes
Tommy Stubbins,Dolittle (2020),XXXX,40 Pdb Votes
Enrique Cruz,The terminal (2004),ENFP,11 Pdb Votes
Zoe,Something's Gotta Give (2003),ENFP,2 Pdb Votes
Lampy,The Brave Little Toaster (1987),ENFP,32 Pdb Votes
Casper,Casper (1995),ENFP,66 Pdb Votes
Captain Leo Davidson,Planet of the Apes (2001),XXXX,9 Pdb Votes
Ignacio (Nacho),Nacho Libre (2006),ENFP,61 Pdb Votes
Davina Vinyard,American History X (1998),ENFP,28 Pdb Votes
Carl Casper,Chef (2014),ENFP,53 Pdb Votes
Peter Pan,Disney Fairies,XXXX,12 Pdb Votes
Ghidorah's Third Head (Kevin/San),MonsterVerse,ENFP,34 Pdb Votes
Dizzy Tremaine,Descendants (Franchise),ENFP,138 Pdb Votes
Margo Roth Spiegelman,Paper Towns (2015),ENFP,206 Pdb Votes
Quillo,Over The Hedge (2006),ENFP,9 Pdb Votes
Tod,The Fox and the Hound (1981),ENFP,99 Pdb Votes
Claire Richards,White Oleander (2002),ENFP,34 Pdb Votes
Vert Wheeler,Hot Wheels World Race / AcceleRacers,ENFP,38 Pdb Votes
B.O.B.,Monsters vs. Aliens,ENFP,105 Pdb Votes
Kayley,The Quest For Camelot (1998),ENFP,70 Pdb Votes
Alan Parrish,Jumanji (1995),ENFP,66 Pdb Votes
Daniel Hillard,Mrs. Doubtfire (1993),ENFP,104 Pdb Votes
Shuya Nanahara,Battle Royale (2000),ENFP,46 Pdb Votes
Nymphadora Tonks,Harry Potter / Wizarding World Films,ENFP,529 Pdb Votes
Michael Fitzgerald,Calvary (2014),XXXX,3 Pdb Votes
Deborah Kuklinski,The Iceman (2012),ENFP,2 Pdb Votes
Natalie Cook,Charlie’s Angels (2000),ENFP,139 Pdb Votes
Longfellow Deeds,Mr. Deeds (2002),ENFP,24 Pdb Votes
Nick Chevotarevich,The Deer Hunter (1978),ENFP,24 Pdb Votes
First Officer William McMaster Murdoch,Titanic (1997),ENFP,38 Pdb Votes
Jared,Booksmart (2019),ENFP,110 Pdb Votes
Susan Vance,Bringing Up Baby (1938),ENFP,92 Pdb Votes
Bruce Nolan,Bruce Almighty (2003),ENFP,101 Pdb Votes
Brennan Huff,Step Brothers (2008),ENFP,78 Pdb Votes
Trish Piedmont,The 40-Year-Old Virgin (2005),ENFP,40 Pdb Votes
Luigi,Cars (Franchise),ENFP,75 Pdb Votes
Emily Junk,Pitch Perfect (Series),ENFP,92 Pdb Votes
Sherman,Mr. Peabody & Sherman (2014),ENFP,180 Pdb Votes
Poe Ramirez,Five Feet Apart (2019),ENFP,65 Pdb Votes
Jaggu,PK (2014),ENFP,35 Pdb Votes
Lloyd Dobler,Say Anything... (1989),ENFP,30 Pdb Votes
Juan Sánchez Villa-Lobos Ramírez,Highlander (1986),ENFP,10 Pdb Votes
Eric,21 Jump Street (2012),ENFP,31 Pdb Votes
Miles Dumont,The Holiday (2006),ENFP,68 Pdb Votes
The Wizard,The Wizard of Oz (1939),ENFP,69 Pdb Votes
Rosie Dunne,"Love, Rosie (2014)",ENFP,192 Pdb Votes
Benny,The Lego Movie (Franchise),ENFP,130 Pdb Votes
Gary King,The Cornetto Trilogy,ENFP,147 Pdb Votes
Doc Sportello,Inherent Vice (2014),ENFP,26 Pdb Votes
Neil Downe,ParaNorman (2012),ENFP,82 Pdb Votes
Koda,Brother Bear (2003),ENFP,173 Pdb Votes
Phillip “Duckie” Dale,Pretty in Pink (1986),ENFP,69 Pdb Votes
Marjane Satrapi,Persepolis (2007),ENFP,207 Pdb Votes
Adrian Cronauer,"Good Morning, Vietnam (1987)",ENFP,62 Pdb Votes
Holland March,The Nice Guys (2016),ENFP,164 Pdb Votes
Ron Burgundy,Anchorman (2004),ENFP,78 Pdb Votes
Reuben Tishkoff,Ocean's Eleven Trilogy,ENFP,24 Pdb Votes
Lucy Wilde,Despicable Me (Franchise),ENFP,547 Pdb Votes
Calypso / Tia Dalma,Pirates of the Caribbean,ENFP,267 Pdb Votes
John Hammond,Jurassic Park / Jurassic World (Film Franchise),ENFP,207 Pdb Votes
Juror #12,12 Angry Men (1957),ENFP,189 Pdb Votes
Finn,Star Wars,ENFP,565 Pdb Votes
Frank,Vorstadtkrokodile 2,XXXX,1 Pdb Vote
Gus Sinski,For Love of the Game (1999),XXXX,1 Pdb Vote
Chen Jing ,Our Shining Days,ENFP,5 Pdb Votes
Maggie Banning,Hook (1991),XXXX,1 Pdb Vote
Annai Mus,The Promised Land (2023),XXXX,1 Pdb Vote
Rave Joiner “Sherry”,TCU/Winnie-the-Pooh: Blood and Honey (Franchise),ENFP,5 Pdb Votes
Lloyd Clay,Greetings (1968),ENFP,10 Pdb Votes
Liza Drake,Pain Hustlers (2023),XXXX,1 Pdb Vote
Sida,"Mantra Warrior, Legend of the Eight Moons",ENFP,2 Pdb Votes
Windi,Operation Wedding (Movie),ENTP,2 Pdb Votes
Trooper Carl Foster,Super Troopers,ENFP,2 Pdb Votes
Zoe Hughes,The Devil You Know (2013),ENFP,2 Pdb Votes
Maddy Walsh,Zombies Vs. Idiots,ENFP,3 Pdb Votes
Lily,Psycho Killer Queen,XXXX,1 Pdb Vote
Charlie,Kitty the Killer (2023),ENFP,4 Pdb Votes
Walker,The Little Colonel (1935),XXXX,1 Pdb Vote
Patricia Burgess ,O Lucky Man! (1973),ENFP,2 Pdb Votes
Ryan,SHHH,ENFP,4 Pdb Votes
Payten,SHHH,ENFP,4 Pdb Votes
Big Ed,Horror,ENFP,5 Pdb Votes
Skiff,Planet 51 (2009),ENFP,10 Pdb Votes
Stratogale,The Incredibles (Franchise),ENFP,8 Pdb Votes
Shawn,The Blackening (2022),ENFP,3 Pdb Votes
Mack McGivern,School Ties (1992),ENFP,3 Pdb Votes
Julio Martínez-Lamas,La Sociedad de la Nieve (Society of the Snow),ENFP,1 Pdb Vote
Esther Horta de Nicola,La Sociedad de la Nieve (Society of the Snow),ENFP,4 Pdb Votes
Brad Vickers,Resident Evil: Welcome to Raccoon City,XXXX,1 Pdb Vote
Susie,Five Nights at Freddy's (Movie),ENFP,2 Pdb Votes
Lily,Cracks (2009),XXXX,10 Pdb Votes
Baby Alien,The Last Dragonslayer (2016),ENFP,10 Pdb Votes
Dani,The Novice (2021),ENFP,14 Pdb Votes
Travis (Teacake) Meacham ,Cold Storage,ESFP,6 Pdb Votes
Marmalade,Marmalade (2024),ENFP,10 Pdb Votes
Stan,Finding Nemo (Franchise),ENFP,10 Pdb Votes
Holly Darlin',Trolls (2016),ENFP,1 Pdb Vote
Vivi,Ofis Akademia,ENFP,3 Pdb Votes
Luisa Whitling,Apostasy (2017),XXXX,11 Pdb Votes
Zoë van Straalen,Bon Bini Holland,ENFP,1 Pdb Vote
King Charles VII,The Messenger: The Story of Joan of Arc,ENFP,17 Pdb Votes
Apti Şakrak,Çöpçüler Kralı (1977),XXXX,5 Pdb Votes
Gustavo Zerbino,La Sociedad de la Nieve (Society of the Snow),ENFP,9 Pdb Votes
Harley Queen | Харли Куин,The Suicide Squad | Отряд самоубийц (2016),ENFP,9 Pdb Votes
Magnus,Lift (2024),ENFP,2 Pdb Votes
Choi Ji Wan,Badland Hunters (2024),ENFP,10 Pdb Votes
Deli Hâkim,Deli Deli Küpeli (1986),ENFP,4 Pdb Votes
Лиса,Крестоносец,ENFP,9 Pdb Votes
Howie Dorough as Dracula,Everybody (Backstreet's Back) (1997),ENFP,24 Pdb Votes
Anne Frank,A Small Light,ENFP,1 Pdb Vote
Miep Gies,A Small Light,ENFP,2 Pdb Votes
"Dr. Sidney Zweibel ""New Jersey""",The Adventures of Buckaroo Banzai,XXXX,1 Pdb Vote
Boriana,Wildlings (2019),ENFP,10 Pdb Votes
Dito,A Guide to Recognizing Your Saints (2006),XXXX,6 Pdb Votes
Austin Nuñez,Rewind,ENFP,2 Pdb Votes
Diddy Kong,The Super Mario Bros. Movie (2023),ENFP,2 Pdb Votes
Melchior,Journey to Bethlehem (2023),ENFP,11 Pdb Votes
Hamed,Midday Adventures (Majaray Nimrooz),ESFP,3 Pdb Votes
Arshia Lone,Haider (2014),ENFP,12 Pdb Votes
Alistair,Open Season (2006),XXXX,1 Pdb Vote
Federico Alcini (Lei è Speciale),Lei è Speciale,ENFP,2 Pdb Votes
Federico Alcini (Cartoon Movie),Cartoon Movie (Series),ENFP,4 Pdb Votes
Tante Til Knots,Sinterklaas (2004 - 2013 Franchise),XXXX,3 Pdb Votes
Venkob Rao,Godhi Banna Sadharana Mykattu,XXXX,3 Pdb Votes
Çiroz the Little Puppet,7tepe Dogs,ENFP,1 Pdb Vote
Bobby Vale,Dolemite Is My Name (2019),ENFP,16 Pdb Votes
Jimmy Lynch,Dolemite Is My Name (2019),ENFP,4 Pdb Votes
Vanderlei,Ai que vida!,INFP,16 Pdb Votes
Bella Baxter,Poor Things (2023),ENFP,1 Pdb Vote
"Giuseppe Benvenuto ""Mr. Grey""",The Taking Of Pelham One Two Three (1974),ENFP,11 Pdb Votes
serin,last call for istanbul,ENFP,6 Pdb Votes
Oscar Wilde ,The Happy Prince (2018 movie),XXXX,3 Pdb Votes
Юля,Слово пацана. Кровь на асфальте / Slovo patsana,ENFP,3 Pdb Votes
Bjorn,The Christmas Chronicles (Franchise),ENFP,9 Pdb Votes
Leila,Repo Man (1984),ENFP,23 Pdb Votes
Dodin,La Passion de Dodin Bouffant (2023),ENFP,2 Pdb Votes
Erin,Migration (2023),ENFP,8 Pdb Votes
Kopa,The Lion King (Franchise),ENFP,2 Pdb Votes
Yunus,Yaratılan,ENFP,1 Pdb Vote
Scuba,Thanksgiving (2023),ENFP,10 Pdb Votes
Inka,Littlest Pet Shop: Forever,ENFP,14 Pdb Votes
Blanket,The Adventures of Elmo in Grouchland,XXXX,2 Pdb Votes
Zoe,The Adventures of Elmo in Grouchland,ENFP,5 Pdb Votes
Elmo,The Adventures of Elmo in Grouchland,ENFP,1 Pdb Vote
Ambassador Mirabella,Barbie in A Mermaid Tale 2,ENFP,3 Pdb Votes
Dash,Barbie & Her Sisters in a Pony Tale (2013),ENFP,0
Starlian,Barbie: Star Light Adventure,XXXX,0
Princess Katrina,Barbie As Rapunzel (2002),ENFP,0
Kim Minhyeok,New Generation War: Reawakened Man (2023),XXXX,1 Pdb Vote
Conductor 71,A Matter of Life and Death (1946 film),XXXX,1 Pdb Vote
Anxiety,Inside Out (Franchise),ENFP,220 Pdb Votes
June Hovick,Gypsy (1962),XXXX,1 Pdb Vote
"Ms. Barbara ""Mac"" MacHenry",Black Christmas (2006),ENFP,12 Pdb Votes
Damian Hubbard,Mean Girls (2024),ENFP,22 Pdb Votes
Mimarobe,Aniara (2018),ENFP,3 Pdb Votes
Jennifer,I rymden finns inga känslor / Simple Simon,ENFP,11 Pdb Votes
Burn Sanderson,Old Yeller (1957),XXXX,2 Pdb Votes
John Lawless,The Happiest Millionaire (1967),XXXX,1 Pdb Vote
Matthew Mugg,Doctor Dolittle,ENFP,2 Pdb Votes
Kim‎ㅤ,Five Nights at Freddy's (Movie),ENFP,25 Pdb Votes
Sasha,Iron Sky: The Coming Race,XXXX,1 Pdb Vote
Nigrum,Ofis Akademia,ENFP,9 Pdb Votes
Chad,Vacation (2015),XXXX,1 Pdb Vote
Rhett,Team Hot Wheels: The Origin of Awesome!,ESFP,1 Pdb Vote
Jeanne Du Barry,Jeanne Du Barry,ENFP,7 Pdb Votes
Elle,The Other Zoey (2023),ENFP,5 Pdb Votes
Karamel,Ofis Akademia,ENFP,8 Pdb Votes
Alexandra Vasilyevna/Александра Васильевна,Scarecrow (Чучело),XXXX,3 Pdb Votes
Valyka/Валька,Scarecrow (Чучело),ENTP,3 Pdb Votes
Kay Pierce,Mildred Pierce (1945),XXXX,1 Pdb Vote
Liz,The House on Sorority Row,XXXX,1 Pdb Vote
Emily Creed,Ladies in retirement (1941 film),ENFP,1 Pdb Vote
Chonge,The Lion King (Franchise) OC,ENFP,8 Pdb Votes
George Logan,Scary Movie,ENFP,5 Pdb Votes
Phosphorus,The Great Wolf Pack: A Call to Adventure,ENFP,2 Pdb Votes
Count Czyńsk,"Znachor ""Forgotten Love"" (2023)",ENFP,11 Pdb Votes
Becki Keaton,Elevator Game (2023),XXXX,1 Pdb Vote
Pig Pen,Out Cold,ENFP,5 Pdb Votes
Seamus,Cats & Dogs: The Revenge of Kitty Galore,XXXX,1 Pdb Vote
Puppy Paws,Santa Buddies,ENFP,4 Pdb Votes
Jeannot,2 Days,XXXX,1 Pdb Vote
"Fee ""The Kid"" Herod",The Quick and the Dead (1995),XXXX,3 Pdb Votes
Sage Clemmings,Hunger Games Tales,XXXX,1 Pdb Vote
Elm Fairfax,Hunger Games Tales,XXXX,5 Pdb Votes
Alexander Crystal-Smith,Hunger Games Tales,ENFP,1 Pdb Vote
James Farmer Jr.,The Great Debaters (2007),XXXX,1 Pdb Vote
Lisa Sheridan,Obsessed (2009),ENFP,20 Pdb Votes
Vera,Triangle of Sadness (2022),XXXX,1 Pdb Vote
Gayatri Randhawa,Rocky Aur Rani Kii Prem Kahani (2023),XXXX,2 Pdb Votes
Max,Cerrar los ojos / Close Your Eyes (2023),ENFP,9 Pdb Votes
Vishnu,Kahaani,XXXX,1 Pdb Vote
Mr. Jingles,The Green Mile (1999),ENFP,8 Pdb Votes
Sorpresa,Los Campeones de la Lucha Libre,XXXX,1 Pdb Vote
"Rithvik ""Rithu"" Pandian",Jailer,XXXX,1 Pdb Vote
Sophie,Sophie & the Mad (2017),ENFP,1 Pdb Vote
Mouthpiece,West Side Story (2021),XXXX,1 Pdb Vote
Timmy,Cherry Falls (2000),ENFP,4 Pdb Votes
"""Married me"" Girl","Ruby Gillman, Teenage Kraken (2023)",XXXX,5 Pdb Votes
Sasza,The Green Border (Zielona granica; 2023),XXXX,1 Pdb Vote
Cordé,Star Wars,XXXX,1 Pdb Vote
Jeffrey,Crush (2013),ENFP,2 Pdb Votes
Tessa Jones,Love At First Sight,ENFP,7 Pdb Votes
T.V.,The Brave Little Toaster (1987),XXXX,2 Pdb Votes
Drew,The dive,ENFP,8 Pdb Votes
Dan,Going the Distance,ENFP,2 Pdb Votes
Teddy,Next Exit (2022),ENFP,8 Pdb Votes
Soo Jin,"Waiting for Rain (Endless Rain, 2021)",XXXX,2 Pdb Votes
Molly ,Chicken Run: Dawn of the Nugget (2023),ENFP,69 Pdb Votes
Kay Pillar-Durev,Cars (Franchise),XXXX,1 Pdb Vote
Lisa &amp; Louise,Cars (Franchise),ENFP,3 Pdb Votes
the ipad,shart battle,XXXX,1 Pdb Vote
Miss Eleanor Havisham ,Great Expectations (2012 film),XXXX,1 Pdb Vote
Cami Conway,Choose Love (Netflix),ENFP,40 Pdb Votes
Marisa Song,Totally Killer (2023),ENFP,18 Pdb Votes
Roald Dahl,The Wonderful Story of Henry Sugar,ENFP,8 Pdb Votes
Малыш (Malysh/Baby),Барбоскины (Barboskins),ENFP,7 Pdb Votes
Albert Hinkey,Cars (Franchise),ENFP,2 Pdb Votes
Al Oft,Cars (Franchise),ENFP,2 Pdb Votes
Benbo,The Monkey King,ENFP,2 Pdb Votes
Reggie,Strays (2023),ENFP,38 Pdb Votes
Richard Dice ,Illegally Yours (1988),ENFP,2 Pdb Votes
Bat (Second),Monster Family 2,XXXX,2 Pdb Votes
Bobby,Wet Hot American Summer,ENFP,4 Pdb Votes
Guitar Dude,Wet Hot American Summer,ENFP,4 Pdb Votes
Mork Guy,Wet Hot American Summer,ENFP,4 Pdb Votes
Dr. Kosevich,Nine Months,XXXX,2 Pdb Votes
Oracle,Isle of Dogs (2018),ENFP,15 Pdb Votes
Yo-Yo,They Cloned Tyrone (2023),ENFP,27 Pdb Votes
Peyton,Head Count (2018),ENFP,8 Pdb Votes
"Francesco ""Checco Zalone"" Albanese",Cado dalle nubi (2009),ENFP,5 Pdb Votes
Ramazan,Şaban Oğlu Şaban,ENFP,2 Pdb Votes
Ramazan,Süt Kardeşler,ENFP,3 Pdb Votes
Du Fu,长安三万里 Chang An,XXXX,9 Pdb Votes
Li Bai,长安三万里 Chang An,ENFP,30 Pdb Votes
Макс Яковенко,Early Swallows | Перші Ластівки,ENFP,2 Pdb Votes
Sagittarius,Ivan Vasilievich: Back to the Future,ENFP,3 Pdb Votes
Jay-Jay Manners,High School U.S.A.,XXXX,4 Pdb Votes
Mina,Um ano inesquecível: Primavera,ENFP,2 Pdb Votes
l'Oxien (La Denrée),The Cabbage Soup,XXXX,2 Pdb Votes
Richard,Baby Blood (1990),ENFP,3 Pdb Votes
Eva,La Leyenda de la Nahuala,ENFP,3 Pdb Votes
Gaturro,Gaturro: La Película (2010),ENFP,4 Pdb Votes
Ariel,Wreck-It Ralph (Franchise),ENFP,4 Pdb Votes
Anna,Wreck-It Ralph (Franchise),ENFP,12 Pdb Votes
Rapunzel,Wreck-It Ralph (Franchise),ENFP,11 Pdb Votes
Brill Gillman,"Ruby Gillman, Teenage Kraken (2023)",ENFP,11 Pdb Votes
Nick Di Angelo,Oxford Blues (1984),XXXX,3 Pdb Votes
Mrs. Emily,1700s ft,ENFP,2 Pdb Votes
Liam Dooradavic,1700s ft,ENFP,9 Pdb Votes
Clara,Marilyn Ha Gli Occhi Neri,XXXX,1 Pdb Vote
Lidewij Vliegenthart,The Fault in Our Stars (2014),ENFP,13 Pdb Votes
Pollyanna Whittier,Pollyanna (1920),XXXX,1 Pdb Vote
Roberta,Saturno Contro,XXXX,1 Pdb Vote
Verena Tarrant,The Bostonians,XXXX,2 Pdb Votes
Harry Walker,The Ape (2005),XXXX,1 Pdb Vote
Mr.Hubley,Scooby Doo! Legend of the Phantosaur,ENFP,2 Pdb Votes
Raj,Premium Rush,XXXX,1 Pdb Vote
Shakey Joe,Scooby Doo! Legend of the Phantosaur,ENFP,2 Pdb Votes
Sun Wukong,Kung Fu Panda (Franchise),XXXX,2 Pdb Votes
Chrisann Brennan,Steve Jobs (2015),ENFP,1 Pdb Vote
Miles Morales,Spider-Man: Beyond The Spider-Verse (2024),ENFP,9 Pdb Votes
Yong Goo,Miracle in Cell No. 7 (2013),XXXX,6 Pdb Votes
Ria Khan,Polite Society,ENFP,5 Pdb Votes
Marco Ripple,Elemental,ENFP,3 Pdb Votes
Ghibli,Elemental,ENFP,2 Pdb Votes
Baroness Natalie Ivanoff,55 Days at Peking (1963),ENFP,4 Pdb Votes
Glar Dulam,Planet 51,ENFP,3 Pdb Votes
Roger De Bris,The Producers (1967 film),ENFP,84 Pdb Votes
Meral,Sevmek Zamanı (Time to Love),ENFP,3 Pdb Votes
"Young Barry ""Dark Flash""",The Flash (2023),ENFP,1 Pdb Vote
Nim Galuu,Epic (2013),XXXX,2 Pdb Votes
"Clarence ""Clinker"" Krause",The Thin Man (Series),XXXX,2 Pdb Votes
"Laurabelle ""Laura"" Ronson",The Thin Man (Series),ENFP,12 Pdb Votes
Asta,The Thin Man (Series),ENFP,1 Pdb Vote
Douge Fregin,BlackBerry (2023),ENFP,2 Pdb Votes
Doug Fregin,BlackBerry (2023),XXXX,3 Pdb Votes
Tom,Minha Vida em Marte (2018),ENFP,3 Pdb Votes
Aníbal,Minha Vida em Marte (2018),XXXX,5 Pdb Votes
Emily Creed,Ladies in Retirement (1941),XXXX,1 Pdb Vote
Jones Hall,Asteroid City,XXXX,8 Pdb Votes
Victor Bukowski,The Man with Rain in His Shoes (1998),XXXX,1 Pdb Vote
Georgie Atherton,May December,ENFP,7 Pdb Votes
John Davis,Journey for Margaret (1942),XXXX,5 Pdb Votes
Agnes,Flesh+Blood (1985),ENFP,7 Pdb Votes
Emma Callaghan,Finding You (2021),ENFP,7 Pdb Votes
Breezy,Breezy (1973),ENFP,53 Pdb Votes
"Josephine ""Jo"" March",Little Women (1949),ENFP,3 Pdb Votes
Mohini Joshi,Happy New Year (2014),ENFP,1 Pdb Vote
Lucrezia Borgia,Bride of Vengeance (1949),ENFP,1 Pdb Vote
Lisa Crewson,Little Love Song,XXXX,4 Pdb Votes
Zahyah,Tasleem Ahaly,XXXX,14 Pdb Votes
Sakura Toyama,Last Cinderella (2013),ENFP,6 Pdb Votes
Wesley Jackson,Anchorman (2004),ENFP,9 Pdb Votes
Sex-Head,31,XXXX,62 Pdb Votes
Toni Simmons,Cactus Flower (1969),ENFP,6 Pdb Votes
Margo Kess “Spider-Byte”,Spider-Man: Across the Spider-Verse (2023),ENFP,6 Pdb Votes
Mr. Baggy Britches,3 from Hell,XXXX,2 Pdb Votes
Mr. Walker,The Devil's Rejects (2005),ENFP,2 Pdb Votes
Adam Banjo,The Devil's Rejects (2005),XXXX,3 Pdb Votes
Annie Earheart,Clear,ENFP,1 Pdb Vote
Vanessa Anderson,Clear,ENFP,1 Pdb Vote
Marty White,Miss Annie Rooney (1942),XXXX,2 Pdb Votes
Shirley Blake,Bright Eyes (1934),XXXX,1 Pdb Vote
Sara Crewe,The Little Princess (1939),ENFP,13 Pdb Votes
 Jimmy Dolan,Poor Little Rich Girl (1936),XXXX,4 Pdb Votes
Miss Devine,Cobweb,XXXX,1 Pdb Vote
The Peddler,Aladdin (1992),ENFP,3 Pdb Votes
Alfred,The Coldest Game,XXXX,3 Pdb Votes
Club girl,Manticore,ENFP,4 Pdb Votes
Motoaki Sakata,High & Low The Worst X (Cross),XXXX,7 Pdb Votes
Ben Gunn,Treasure Island (1982),ENFP,24 Pdb Votes
Dude,Descendants (Franchise),ENFP,2 Pdb Votes
Leon,Fanfik,ENFP,1 Pdb Vote
Nurse Alice,My Sister's Keeper (2009),ENFP,10 Pdb Votes
Pem Zam,Lunana: A Yak in the Classroom,ENFP,3 Pdb Votes
Lolo,The Adventures of Lolo the Penguin (1986),ENFP,2 Pdb Votes
Nithya Balagopal ,Hridayam (ഹൃദയം),ENFP,2 Pdb Votes
Wally Campbell,The Cat and the Canary (1939),ENFP,3 Pdb Votes
Edward Dalton,Daybreakers (2009),ENFP,1 Pdb Vote
Tom Bartlett,The Desert Rats (1953),XXXX,1 Pdb Vote
Paula Bradford,The Ex-Mrs. Bradford (1936),ENFP,57 Pdb Votes
Roy Walley,National Lampoon's Vacation (1983),ISFP,5 Pdb Votes
Mahir,Baba Bizi Eversene,ENFP,4 Pdb Votes
Mary Debenham,Murder on the Orient Express (1974),XXXX,4 Pdb Votes
Isidor Isaac Rabi,Oppenheimer (2023),ENFP,1 Pdb Vote
Charlie Lodge,Double Wedding (1937),ENFP,1 Pdb Vote
Little Annie Rooney ,Little Annie Rooney (1925),XXXX,2 Pdb Votes
Tucumcari station clerk,The Dollars Trilogy,XXXX,4 Pdb Votes
Fernando,The Dollars Trilogy,ENFP,2 Pdb Votes
Mary - Hotel Manager's Beautiful Wife,The Dollars Trilogy,ENFP,1 Pdb Vote
Gwendolyn,The Poor Little Rich Girl (1917),XXXX,6 Pdb Votes
Immigrant,The Immigrant (1917),XXXX,2 Pdb Votes
"Roxanne ""Roxie"" Hart",Roxie Hart (1942),XXXX,1 Pdb Vote
Vladimir,Trendy & The Multiverse,ENFP,1 Pdb Vote
Anne Frank,The Diary of Anne Frank (1959),ENFP,10 Pdb Votes
Mark Antony,Julius Caesar (1953),ENFP,1 Pdb Vote
Yancey Cravat,Cimarron (1931),ENTP,0
Natasha Rostova,War and Peace (1956),ENFP,0
Kevin Calhoun,City Hall (1996),ENFP,0
Hutch,Stay Alive (2006),XXXX,0
Anne of Cleves,The Private Life of Henry VIII (1931),XXXX,0
"Theodore ""Ted"" Drew III",Hands Across the Table (1935),ENFJ,0
Hazel Flagg,Nothing Sacred (1937),ENFP,0
Cluny Brown ,Cluny Brown (1946),ENFP,0
"Geraldine ""Gerry"" Jeffers",The Palm Beach Story (1942),XXXX,0
Aunt Emma,Remember the Night (1940),XXXX,0
Helen Bartlett ,True Confession (1937),XXXX,0
Heidi ,Heidi (1937),XXXX,0
Becky Sharp,Becky Sharp (1935),XXXX,2 Pdb Votes
Norman Maine ,A Star is Born (1937),ISTP,1 Pdb Vote
Longfellow Deeds,Mr. Deeds Goes to Town (1936),ENFP,2 Pdb Votes
Lily Garland ,Twentieth Century (1934),ENFP,1 Pdb Vote
Herbert Pocket,Great Expectations (1946),XXXX,1 Pdb Vote
