char,movie,mbti,votes
Mal Sun,Phantom Detective,XXXX,1 Pdb Vote
Tina,Ex-Addicts Club,XXXX,2 Pdb Votes
Bill Murray,Zombieland (Franchise),ENFP,8 Pdb Votes
Marley,Marley & Me (2008),ENFP,2 Pdb Votes
Anh,A Tourist's Guide to Love (2023),ENFP,3 Pdb Votes
"Jennifer ""Jenny"" / Selvi",Kushi (2000),ENFP,5 Pdb Votes
Jung Woo-jin,Joint Security Area (2000),ENFP,4 Pdb Votes
Physician ,Mirror (1975) (Зеркало),XXXX,10 Pdb Votes
Ally,Somebody I Used to Know (2023),ENFP,1 Pdb Vote
Ram,3 (Moonu),XXXX,46 Pdb Votes
Mayday Parker,Spider-Man: Across the Spider-Verse (2023),ENFP,9 Pdb Votes
Baron von Munchausen,The Adventures of Baron Munchausen (1988),ENFP,8 Pdb Votes
Brenda Morelli,The First Wives Club (1996),ENFP,9 Pdb Votes
Human Casper,Casper (1995),ENFP,2 Pdb Votes
Tim Sullivan,The Dangerous Lives of Altar Boys (2002),ENFP,2 Pdb Votes
William,Spanish Apartment / Russian Dolls,ENFP,7 Pdb Votes
Cinderella's father,Cinderella (2015),ENFP,17 Pdb Votes
Branwell Brontë,Emily,ENFP,2 Pdb Votes
Jasper Sheff,Beautiful Boy (2018),ENFP,5 Pdb Votes
Kuronuma Sawako,From Me to You: Kimi ni Todoke (2010),ENFP,1 Pdb Vote
Amanda Beatrix Cross,the alphabet murders (1965 film),ESFP,2 Pdb Votes
Hercule Poirot,the alphabet murders (1965 film),ENFP,1 Pdb Vote
Venna,Joy Ride (2001),XXXX,1 Pdb Vote
Grid,Alien vs. Predator (Franchise),ENTP,18 Pdb Votes
Yas,Rye Lane (2023),ENFP,1 Pdb Vote
Maya,Asako I & II (2018),XXXX,9 Pdb Votes
Heather Hutchins,The Texas Chainsaw Massacre (Franchise),XXXX,3 Pdb Votes
First Minister,An Ordinary Miracle (1978) - Soviet Film,XXXX,9 Pdb Votes
Đình Phong,Chàng Trai Năm Ấy,ENFP,47 Pdb Votes
Hong,Furies (2022),ENFP,7 Pdb Votes
Kira Darvis,Dungeons & Dragons: Honor Among Thieves (2023),ENFP,15 Pdb Votes
Sofia,Perdida (2023),ENFP,1 Pdb Vote
Stella Rebecca,Bottoms,ENFP,5 Pdb Votes
Kylah,Our Ladies (2019),XXXX,6 Pdb Votes
“ Chacas “ Reyes,Martians vs Mexcians,XXXX,10 Pdb Votes
Fool,The People under the Stairs (1991),XXXX,1 Pdb Vote
Marcel Marceau,Resistance (2020),ENFP,2 Pdb Votes
Dorna's Sister,Bokharest بخارست,ENFP,11 Pdb Votes
Mickey Mouse,Fun and Fancy Free,ENFP,2 Pdb Votes
Andrew,The Farm,ENFP,7 Pdb Votes
Rianne Murtaugh,Lethal Weapon (Movie Series),ENFP,3 Pdb Votes
Jan Kaczkowski,Johnny (2022),ENFP,5 Pdb Votes
Martin Lanks,The belly of the whale,XXXX,2 Pdb Votes
Ronald Tanner,The belly of the whale,ESFP,1 Pdb Vote
Ghazale,Motarjem (مترجم),ENFP,2 Pdb Votes
Aarti Shukla,Shaadi Mein Zaroor Aana,ENFP,7 Pdb Votes
Margaret Harris,Living (2022),XXXX,6 Pdb Votes
Alkmini,Miss Violence,XXXX,30 Pdb Votes
Tae,Call Me Chihiro (2023),ENFP,3 Pdb Votes
Darby,Gummo,XXXX,2 Pdb Votes
Lonnie Frisbee,Jesus Revolution (2023),ENFP,42 Pdb Votes
Han Chang-ju,Gongjak (2018),ENFP,13 Pdb Votes
Sultan,Beauty and the Beast (Franchise),ENFP,40 Pdb Votes
Mr. Doe,EMESIS BLUE,ENFP,5 Pdb Votes
Dione,The Strays (2023),ENFP,3 Pdb Votes
Joy Yoshino,We Have a Ghost (2023),ENFP,16 Pdb Votes
Billy,The Hold (Short Film),ENFP,6 Pdb Votes
Llyod MCGowens,Rags,XXXX,4 Pdb Votes
Chester Greenburg,"Dude, Where's My Car? (2000)",ENFP,20 Pdb Votes
That Worm,Lost and Found,ENFP,1 Pdb Vote
Marie Roberts,Barbie & Her Sisters in a Pony Tale (2013),ENFP,1 Pdb Vote
Café Owner,Ant-Man and the Wasp: Quantumania,XXXX,2 Pdb Votes
Veb,Ant-Man and the Wasp: Quantumania,ENFP,33 Pdb Votes
Inspector Lefèvre,Dobermann (1997),XXXX,2 Pdb Votes
Sierra,Bring It On: All or Nothing (2006),ENFP,4 Pdb Votes
Greggs,We Are Not Alone (2022),XXXX,8 Pdb Votes
Sonny Vaccaro,AIR (2023),ENFP,6 Pdb Votes
Ivy,Cars (Franchise),ENFP,1 Pdb Vote
Sandy Banatoni,Short Circuit (1986),ENFP,12 Pdb Votes
Bai Le Tian（白乐天）,Legend Of The Demon Cat（妖猫传）,ENFP,2 Pdb Votes
Paul's Heart,Inner Workings (2016),XXXX,1 Pdb Vote
Girl with scar,The Face of Another (1966),XXXX,1 Pdb Vote
Mimi Pastori,The Only Living Boy in New York,ENFP,11 Pdb Votes
Joey Pantucci,Deep Rising (1998),ENFP,8 Pdb Votes
Bahram,"Enferadi ""Solitary"" (2022)",XXXX,1 Pdb Vote
Mohsen,"Zire Nazar ""Under the Supervision"" (2019)",XXXX,4 Pdb Votes
Besson (Scepter 1-4),SCP: Overlord,ENFP,15 Pdb Votes
Robertico Florentina,Bon Bini Holland,ENFP,4 Pdb Votes
Justin,Causeway,XXXX,8 Pdb Votes
Jack ,Man Up (2015),ENFP,6 Pdb Votes
Ezra Cohen,You People (2023),ENFP,58 Pdb Votes
Tommy Nettle,Atonement (2007),ENFP,1 Pdb Vote
Jenny the Donkey,The Banshees of Inisherin (2022),ENFP,5 Pdb Votes
Tosya Kislitsyna,Devchata,ENFP,5 Pdb Votes
Pathaan,Pathaan (2023),ENFP,4 Pdb Votes
Tim,The Wandering Earth,XXXX,8 Pdb Votes
Eun Ju,unlocked,ENFP,6 Pdb Votes
Six Horse Judy,The Hateful Eight (2015),ENFP,6 Pdb Votes
Ed,Mummies (2023),ENFP,36 Pdb Votes
Alban Bauer,Infinity Pool (2023),ENFP,1 Pdb Vote
Herb,"Are You There God? It's Me, Margaret (2023)",ENFP,2 Pdb Votes
Gandi Newakbari,Once upon a time on Mars (روزی روزگاری در مریخ),ENFP,0
Cheburashka,Cheburashka (2023),ENFP,0
George Dodds,Pollyanna (1960),XXXX,0
Nathan (Nate) Foster,Better Nate than Ever,ENFP,0
Jimmy,The Commuter (2018),ENFP,4 Pdb Votes
Sigerson Holmes,Sherlock Holmes's Smarter Brother (1975 film),XXXX,1 Pdb Vote
Herb,Monkeybone (2001),XXXX,1 Pdb Vote
Agostina,7 Women And A Murder,ENFP,2 Pdb Votes
Christina,Queen Christina (1933),ENFP,6 Pdb Votes
Flaemmchen,Grand Hotel (1932),ENFP,2 Pdb Votes
Tonda,Krabat and the Legend of the Satanic Mill,ENFP,2 Pdb Votes
Bessy Kaneko,Sort Of (2021),ENFP,3 Pdb Votes
7ven,Sort Of (2021),ENFP,3 Pdb Votes
Tommy,A man called Otto.,ENFP,22 Pdb Votes
Preacher Fox,Coonskin (1975),ENFP,6 Pdb Votes
Václav Jehlička (Popelka),Občanský průkaz (Identity Card),ENFP,5 Pdb Votes
Alma,Santa sangre,ENFP,6 Pdb Votes
Bubbles,The Angry Birds Movie (2016),ENFP,11 Pdb Votes
Kiyana,Bi gonah (2022),XXXX,3 Pdb Votes
Canadian guy,Slumberland (2022),ENFP,4 Pdb Votes
Malicia,The Amazing Maurice (2022),ENFP,23 Pdb Votes
"Junior ""Midnight"" Moon",Cars (Franchise),ENFP,3 Pdb Votes
Ronette,Little Shop of Horrors,ENFP,2 Pdb Votes
Rexy,Night at the Museum: Kahmunrah Rises Again (2022),XXXX,1 Pdb Vote
Nick Daley,Night at the Museum: Kahmunrah Rises Again (2022),ENFP,8 Pdb Votes
Perry,Ordinary World,ENFP,2 Pdb Votes
Fábio,Tim Maia (2014),ENFP,5 Pdb Votes
Mudraker,How to Train Your Dragon (Franchise),XXXX,1 Pdb Vote
Snowtail,How to Train Your Dragon (Franchise),ENFP,3 Pdb Votes
Jason Lightstone,Violent Night,ENFP,25 Pdb Votes
Ana Ruiz,Santa Vs Reyes (2022),ENFP,5 Pdb Votes
Se-joo,The Host (2006),XXXX,1 Pdb Vote
Kate Croy ,The wings of the dove (1997 film),ENFP,1 Pdb Vote
Lea Papin,Sister my sister (1994 film),XXXX,1 Pdb Vote
Moon,Sing 2 (Franchises),ENFP,4 Pdb Votes
Evaristo Hortencio,La Leyenda de la Nahuala,ENFP,12 Pdb Votes
Ford Lincoln Mercury,Postman (1997),XXXX,1 Pdb Vote
Buddy Cal Clause,The Santa Clauses,ENFP,4 Pdb Votes
Noel The Elf,The Santa Clauses,ENFP,5 Pdb Votes
Sandra,The Santa Clauses,ENFP,5 Pdb Votes
Scooby Doo,Scooby Abracadabra doo!,XXXX,1 Pdb Vote
Salvador Dali,Weird: The Al Yankovic Story (2022),ENFP,3 Pdb Votes
"Franciszek ""Franek"" Dolas",How I Unleashed World War II,ENFP,25 Pdb Votes
Nizar,The Swimmers (2022),ENFP,9 Pdb Votes
Tetsu,High and Low,ENFP,2 Pdb Votes
Tobias Tidemann,Troll (2022),XXXX,20 Pdb Votes
Steffie,White Noise (2022),ENFP,9 Pdb Votes
Murray Siskind,White Noise (2022),ENFP,3 Pdb Votes
Kugy,Paper Boat (2012),ENFP,2 Pdb Votes
Angela de Grassi,"Confess, Fletch",XXXX,1 Pdb Vote
Sylvian,Pauline at the Beach (1983),XXXX,1 Pdb Vote
Sledge,Homeward Bound (1993),ENFP,1 Pdb Vote
Jamie,Homeward Bound (1993),ENFP,2 Pdb Votes
Charlie Green,Fair Haven (2016),ENFP,3 Pdb Votes
Neon,Closed Server ( Закрытый Сервер ),ENFP,4 Pdb Votes
Changewing,How to Train Your Dragon (Franchise),ENFP,3 Pdb Votes
Seashocker,How to Train Your Dragon (Franchise),XXXX,1 Pdb Vote
Scuttleclaw,How to Train Your Dragon (Franchise),XXXX,2 Pdb Votes
Windstriker,How to Train Your Dragon (Franchise),ENFP,1 Pdb Vote
Thunderclaw,How to Train Your Dragon (Franchise),XXXX,3 Pdb Votes
Garffiljorg,How to Train Your Dragon (Franchise),ENFP,2 Pdb Votes
Iggy,How to Train Your Dragon (Franchise),ENFP,1 Pdb Vote
Will,The Man From Earth,INFP,3 Pdb Votes
Ferdy the Fence,Stardust (2007),ENFP,1 Pdb Vote
Callie,My Father's Dragon (2022),XXXX,5 Pdb Votes
Soda the Whale,My Father's Dragon (2022),ENFP,16 Pdb Votes
Boris the Dragon,My Father's Dragon (2022),ENFP,1 Pdb Vote
Conductor,The Invisible Guest (Contratiempo; 2016),XXXX,10 Pdb Votes
Gianni Arrosio,Four Flies on Grey Velvet,ENFP,2 Pdb Votes
אריה,סרט אפס,ENFP,1 Pdb Vote
Mariah Marquez,"Lights, Camera, Christmas!",ESFP,7 Pdb Votes
April Williams,Little (2019),ENFP,6 Pdb Votes
Spam,The Emoji Movie (2017),ENFP,1 Pdb Vote
Kim Yoon-ji,The Killer: A Girl Who Deserves to Die,XXXX,6 Pdb Votes
"Fatoush ""Phantom""",You Don’t Mess with the Zohan,ENFP,50 Pdb Votes
Theda,Pearl (2022),ENFP,5 Pdb Votes
Jennifer Burrows,Boys and Girls (2000),XXXX,1 Pdb Vote
Sundara,KANTARA,XXXX,1 Pdb Vote
Tracey,Sissy (2022),XXXX,2 Pdb Votes
Ator que Morre na Primeira Cena,Sexta Feira 12 (2022),ENFP,2 Pdb Votes
Greg,Romance at Reindeer Lodge (2017),ENFP,12 Pdb Votes
Tjaden Stackfleet,All Quiet on the Western Front (2022),ENFP,2 Pdb Votes
Dennis Wilson,Love & Mercy,XXXX,2 Pdb Votes
Brzi,"Pretty Village, Pretty Flame (1996)",XXXX,1 Pdb Vote
Maco,"Argentina, 1985",ENFP,4 Pdb Votes
Billy Wilkins,Trick r Treat (2007),ENFP,4 Pdb Votes
King Thrash,Trolls (2016),ENFP,12 Pdb Votes
Kempton Bunton,The Duke,ENFP,6 Pdb Votes
Carlo Manganiello,Deep Red,ENFP,10 Pdb Votes
Chika Kōda,Our Little Sister,ENFP,2 Pdb Votes
Abby,Barnyard (2006),ENFP,6 Pdb Votes
Oliver Hardy,Stan & Ollie (2018 film),ENFP,3 Pdb Votes
Carlos,Califórnia,ENFP,29 Pdb Votes
Barbara Simon,The Living Dead Girl (1982),ENFP,1 Pdb Vote
Sebastian Hastings (Played by Viola),She's the Man,ENFP,29 Pdb Votes
Nurse Deb,Halloween (2018 Timeline),XXXX,5 Pdb Votes
"Lady Catherine / ""Birdy""",Catherine Called Birdy,ENFP,20 Pdb Votes
Apollonia,Purple Rain (1984),XXXX,4 Pdb Votes
Margot Hayes,About Fate (2022),ENFP,5 Pdb Votes
Dylan,De Film Van Dylan Haegens,ENFP,25 Pdb Votes
Dot,The School for Good and Evil,ENFP,4 Pdb Votes
Juju,The Princess and the Frog (2009),ENFP,4 Pdb Votes
Daniel,Let's Play Some Mafia (2022),ESTJ,0
Krista Taylor,Tár,ENFP,0
Carla Herrera,Perdiendo el Norte (2015),XXXX,3 Pdb Votes
Ara,Keluarga Cemara (2018),ENFP,2 Pdb Votes
Lagoona,Monster High : The Movie (2022),ENFP,37 Pdb Votes
Frankie Stein,Monster High : The Movie (2022),ENFP,44 Pdb Votes
Nora,Hellraiser (2022),ENFP,9 Pdb Votes
Herman,The Munsters (2022),XXXX,15 Pdb Votes
Vallavaraiyan Vandiyadevan,Ponniyin Selvan (2022-23),ENFP,33 Pdb Votes
Ollie,The Little Mermaid (1989),ENFP,1 Pdb Vote
Michelangelo,TMNT (2007),ENFP,39 Pdb Votes
"Sujata ""Suju"" Desai",Guru 2007,XXXX,2 Pdb Votes
Sly,The Electric Piper (2003),ENFP,5 Pdb Votes
Vedha,Vikram Vedha (2022),ENFP,9 Pdb Votes
Suzzi,Airheads (1994),ENFP,2 Pdb Votes
Lisa Brandt,David and Lisa (1962 film),XXXX,1 Pdb Vote
Nell Forbes,Don't bother to knock (1952 film),ENFP,10 Pdb Votes
Edward “Eddy” G. Robinson Jr.,Blonde (2022),ENFP,4 Pdb Votes
Ceren,Two Types of People (2020),ENFP,1 Pdb Vote
"Wilfried ""Will"" Tuche",Les Tuche (2011),XXXX,1 Pdb Vote
Claire,Go (1999),XXXX,11 Pdb Votes
Elsa Hayes,Elsa & Fred (2014),ENFP,2 Pdb Votes
Robyn Crawford,I Wanna Dance with Somebody (2022),ENFP,3 Pdb Votes
Lewis Washington,Run Hide Fight,ENFP,2 Pdb Votes
Ron Stoppable,Kim Possible (2019),ENFP,10 Pdb Votes
Maxx,The Little Mermaid (1989),ENFP,2 Pdb Votes
Stella,Min Lilla Syster,ENFP,1 Pdb Vote
Benny Wrights,Saw Series (2004),ENFP,3 Pdb Votes
Mayor Tammy,The Curse of Bridge Hollow,XXXX,1 Pdb Vote
Sydney,The Curse of Bridge Hollow,ENFP,12 Pdb Votes
Michael Banks (Майкл Бэнкс),"Mary Poppins, goodbye (Мэри Поппинс, до свидания)",ENFP,3 Pdb Votes
Mitzi Fabelman,The Fabelmans (2022),ENFP,141 Pdb Votes
Isha,Brahmāstra: Part One – Shiva,ENFP,14 Pdb Votes
Primer ministro Motaz,The Princess Diaries (2001),XXXX,4 Pdb Votes
Miss Withers,Murder by Death (1976),ENFP,1 Pdb Vote
Kim,The Last Kiss (2006),XXXX,3 Pdb Votes
Eddie Cantrow,The Heartbreak Kid 2007,ENFP,6 Pdb Votes
Hunch,Rock-A-Doodle,ENFP,3 Pdb Votes
Sammy Squirrel,The Great Wolf Pack: A Call to Adventure,ENFP,6 Pdb Votes
"Nathan ""Nate"" Lambert",Pacific Rim (2013),ENFP,4 Pdb Votes
Juan,Romancing the Stone (1984),ENFP,8 Pdb Votes
Ralf,Fritz The Cat,ENFP,20 Pdb Votes
'Weird Al' Yankovic,Weird: The Al Yankovic Story (2022),ENFP,4 Pdb Votes
Emily,Barbie: The Princess And The Popstar,ENFP,12 Pdb Votes
Sparkles,Barbie and the Diamond Castle (2008),ENFP,2 Pdb Votes
Flutter Pixies,Barbie Mariposa,ENFP,20 Pdb Votes
Anemone,Barbie Mariposa,ENFP,6 Pdb Votes
Gringoire,The Hunchback of Notre Dame (1939),ENFP,10 Pdb Votes
Babette Pereira,Tudo por um popstar,ENFP,4 Pdb Votes
Lilly,1Up,ENFP,2 Pdb Votes
King Louis,The Three Musketeers (2011),ENFP,1 Pdb Vote
Ivan Kivrin,The Sorcerers (Чародеи),XXXX,1 Pdb Vote
Dana,Just My Luck (2006),ISFP,1 Pdb Vote
Nathaniel Messinger,City of Angels (1998),XXXX,5 Pdb Votes
Homer Parrish,The Best Years of Our Lives (1946),INFP,1 Pdb Vote
Alberto Petrelli,Smetto quando voglio (I can quit whenever I want),ENFP,16 Pdb Votes
Paul,Seven Stages to Achieve Eternal Bliss (2018),XXXX,5 Pdb Votes
Corie Bratter,Barefoot in the Park (1967),ENFP,34 Pdb Votes
Nai Patipan,Ed.so family,ENFP,2 Pdb Votes
Cara,Look Both Ways,ENFP,2 Pdb Votes
Hannah Lewis,My Super Ex Girlfriend (2006),ENFP,3 Pdb Votes
Jan Mangu,The Donkey King (2018),ENFP,21 Pdb Votes
François Pignon ,The Dinner Game / Le dîner de cons,ENFP,1 Pdb Vote
Grace,Barbie: Princess Charm School,ENFP,5 Pdb Votes
Cuatro,Ferdinand (Olé el Viaje de Ferdinand),XXXX,1 Pdb Vote
Allyson Porter,Passport to Paris (1999),ENFP,1 Pdb Vote
Thomas,The Womb (2010),XXXX,4 Pdb Votes
Sunthorn Phu,Love Destiny The Movie (Bupphesanniwat 2),ENFP,3 Pdb Votes
Vijay Govind,Geetha Govindam,XXXX,7 Pdb Votes
"Aparna ""Lilly"" Devi",Dear Comrade,XXXX,5 Pdb Votes
Linus,Vi är bäst! (2013),ENFP,2 Pdb Votes
Elis,Vi är bäst! (2013),ENFP,1 Pdb Vote
Mondoshawan,The Fifth Element (1997),ENFP,1 Pdb Vote
Agent Oaklee,Odd Squad and the Timekeeper,ENFP,2 Pdb Votes
Dear,Brother of the Year,ENFP,37 Pdb Votes
Israel Swan,Cannibal! The Musical,XXXX,13 Pdb Votes
Claire Fitzroy,The Gray Man,ENFP,13 Pdb Votes
Nimbus,Turma da Mônica,ENFP,4 Pdb Votes
Tancredi,Happy as Lazzaro,XXXX,4 Pdb Votes
Scary Gary,Fred 3: Camp Fred,ENFP,8 Pdb Votes
Floyd Spunkmeyer,Fred 3: Camp Fred,ENFP,2 Pdb Votes
Yuki,Paws Of Fury: The Legend Of Hank,ENFP,2 Pdb Votes
Park Jong Chul’s uncle,1987: when the day comes (2017),ENFP,2 Pdb Votes
Kang Min Chang,1987: when the day comes (2017),ENTP,6 Pdb Votes
Yeon Hee,1987: when the day comes (2017),ENFP,16 Pdb Votes
Insia Malik,Secret Superstar,ENFP,6 Pdb Votes
Light Blue Lightsaber,Star Wars: Lightsabers,ENFP,35 Pdb Votes
Carole Bradshaw,Top Gun Series,ENFP,11 Pdb Votes
"Nicolás ""Zabo"" Zamorano","Yo, adolescente",ENFP,7 Pdb Votes
Beany,The Pebble and the Penguin (1995),ENFP,1 Pdb Vote
Chun Woo,Jun-45,ENFP,4 Pdb Votes
Little Richard,Elvis (2022),XXXX,4 Pdb Votes
Robot Oolong,"Dragon Ball: Fight Son Goku, Win Son Goku",ENFP,4 Pdb Votes
Sherman Priest,"Dragon Ball: Fight Son Goku, Win Son Goku",ENFP,11 Pdb Votes
Faith,Soul Food,ENFP,71 Pdb Votes
Stella,"Hello, Goodbye, and Everything In Between",ENFP,14 Pdb Votes
Valerie,Amsterdam (2022),ENFP,1 Pdb Vote
Marcus,Why Did I Get Married?,XXXX,4 Pdb Votes
Father,Trumpet of The Swan (2001),ENFP,12 Pdb Votes
Whan Sasiya,Ed.so family,ENFP,8 Pdb Votes
Ben Sanderson,Leaving Las Vegas (1995),ENFP,0
Hector,Spycies,ENFP,0
Yoo So Jeong,Plan Man,ENFP,5 Pdb Votes
Wedge Antilles (Auralnauts cannon),Auralnauts Star Wars Cannon,ENFP,3 Pdb Votes
Ki-Adi-Mundi (auralnauts cannon),Auralnauts Star Wars Cannon,ENFP,5 Pdb Votes
Pipsqueak,Zhu Zhu Pets: Quest For Zhu,ENFP,12 Pdb Votes
Mick Jones,Rude Boy,ENFP,2 Pdb Votes
Joe Strummer,Rude Boy,ENFP,4 Pdb Votes
Nick Lang,The Hard Way (1991),ENFP,6 Pdb Votes
Lola Cuevas,Official Competition,ENFP,6 Pdb Votes
"Peter ""Lil' Pete"" Stockburn",The Ridiculous 6,XXXX,11 Pdb Votes
Ramón Stockburn,The Ridiculous 6,XXXX,10 Pdb Votes
Lagoona live action,Monster high live action,ENFP,8 Pdb Votes
Frank live-action,Monster high live action,ENFP,10 Pdb Votes
Adan Castillo,Father of the Bride (2022),XXXX,6 Pdb Votes
Alex Davis,Abandoned,XXXX,1 Pdb Vote
John Lennon,Two of Us,ENFP,2 Pdb Votes
Constable Stalker,See How They Run (2022),ENFP,55 Pdb Votes
JD,Baby Driver (2017),ENFP,5 Pdb Votes
Jasmine (Youki Kudoh),Rush Hour (Franchise),ENFP,1 Pdb Vote
George (French Taxi Driver),Rush Hour (Franchise),ENFP,2 Pdb Votes
Angel,Lavender (Fan Yi Cho) (2000),ENFP,4 Pdb Votes
Marshall Stouffer,Wild America (1997),ENFP,5 Pdb Votes
Masako,Moonlit Winter (2019),ENFP,2 Pdb Votes
Denver,Same Kind of Different as Me,ENFP,3 Pdb Votes
Ben Smith,An Invisible Sign (2010),ENFP,3 Pdb Votes
Sasha Petrova,The Land of Good Children (2013),ENFP,8 Pdb Votes
Gosha,Univer. New Dorm,ENFP,9 Pdb Votes
Seán Óg,Wolfwalkers (2020),ENFP,17 Pdb Votes
Caleb Cohn,Three Months,ENFP,9 Pdb Votes
Philip Laggerio,Swingverse,ENFP,6 Pdb Votes
Pierre Steward,Swingverse,ENFP,2 Pdb Votes
Howard Healy,Swingverse,ENFP,7 Pdb Votes
Marlee Mansnoozie,Swingverse,ENFP,6 Pdb Votes
Emma,Nine Days (2020),ENFP,14 Pdb Votes
Kyo,Nine Days (2020),ENFP,9 Pdb Votes
Emily,Let's Play Some Mafia (2022),ENFP,3 Pdb Votes
Fizz,Good Burger (1997),ENFP,4 Pdb Votes
Jasper John,The Peanut Butter Falcon (2019),ENFP,2 Pdb Votes
Tom Grant,Make Up (2019),ENFP,4 Pdb Votes
Dusty,Gentlemen Broncos (2009),ENFP,6 Pdb Votes
Tim,Heavyweights (1995),XXXX,4 Pdb Votes
Beta,Jurassic Park / Jurassic World (Film Franchise),ENFP,21 Pdb Votes
Stargirl Caraway,Hollywood Stargirl,ENFP,10 Pdb Votes
Yuko Mizushima,Exte,ENFP,8 Pdb Votes
Tomoko Suzuki,Swing Girls (2004),ENFP,3 Pdb Votes
JoJo,Queenpins,XXXX,11 Pdb Votes
Micky ,Trap for Cinderella,XXXX,1 Pdb Vote
Elizabeth ,Rain,ENFP,2 Pdb Votes
Ritchie,Summer of Sam (1999),ENFP,5 Pdb Votes
Sunny Gill,Dil Dhadakne Do,XXXX,3 Pdb Votes
Pip,Boss Baby (Franchise),ENFP,8 Pdb Votes
Isabelle,Conte d'automne (An Autumn Tale),ENFJ,3 Pdb Votes
Margot,Conte d'ete (A summer's tale),ENFP,10 Pdb Votes
Urho Hietanen,The Unknown Soldier (2017),XXXX,8 Pdb Votes
BM Jimmy “Ordy” Ord,Battleship (2012),ENFP,12 Pdb Votes
Erasmus,Ideal Home (2018),ENFP,3 Pdb Votes
Sam,Walled In,ENFP,1 Pdb Vote
Nanny No Filter CEO Baby,Boss Baby (Franchise),ENFP,7 Pdb Votes
Daisy,Downtown Abbey (2019),ENFP,1 Pdb Vote
Dale,Chip 'n Dale Rescue Rangers (2022),ENFP,132 Pdb Votes
Akito,Kamisama: Spirits of the Shrine [Genius Inc.],XXXX,7 Pdb Votes
Barb,Man of the House,ENFP,2 Pdb Votes
Liu,Dew (2019),ENFP,5 Pdb Votes
Dew,Dew (2019),ENFP,8 Pdb Votes
Little Red Riding Hood,Happily N'Ever After,XXXX,4 Pdb Votes
Mummy,tadeo jones : the lost explorer 2012,ENFP,20 Pdb Votes
Hlima,Much Loved (2015),ENFP,11 Pdb Votes
Manaw Shrivastav,Dhamaal (2007),ENFP,2 Pdb Votes
Gloria Wellaby,Cannibal Girls (1973),ENFP,7 Pdb Votes
Sejal Jhaveri,Jab Harry Met Sejal (2017),ENFP,8 Pdb Votes
Karl,Shortcut (2020),ENFP,13 Pdb Votes
Nel,Wreck-It Ralph (Franchise),ENFP,5 Pdb Votes
Lucy,Wreck-It Ralph (Franchise),ENFP,2 Pdb Votes
Amal,Charulata,ENFP,4 Pdb Votes
Happy Peach Flower,Exchange Student Zero,ENFP,1 Pdb Vote
Choi,The Invitation (2015),XXXX,4 Pdb Votes
Shi Xiao Lun (Ah-Lun),Till We Meet Again (2021),ENFP,13 Pdb Votes
Shekhar Subramanium,Ra.One (2011),ENFP,6 Pdb Votes
Loogie Short,Shorts (Movie),ENFP,2 Pdb Votes
Armando,Celda 211,ENFP,2 Pdb Votes
Josephine (Jo) March,Little Women (2018),ENFP,5 Pdb Votes
Arm,My True Friend (2012),ENFP,3 Pdb Votes
Taylor Hunt,Deadly Detention,ENFP,6 Pdb Votes
Kim Seo-Won,Special Delivery (2022),ENFP,28 Pdb Votes
tadeo jones (protagonist),tadeo jones : the lost explorer 2012,ENFP,7 Pdb Votes
Han-Sol,Ditto,ENFP,13 Pdb Votes
Yong,Ditto,ENFP,4 Pdb Votes
Hasan,Gasht-e ershad,ENFP,2 Pdb Votes
Ogie,Waitress,ENFP,4 Pdb Votes
Blake,48 Christmas Wishes,ENFP,58 Pdb Votes
Becky Sregor,Everything Everywhere All At Once,ENFP,9 Pdb Votes
Jojo,Sonic the Hedgehog (Film Series),ENFP,26 Pdb Votes
Unicorn,Encanto (2021),ENFP,19 Pdb Votes
Georgia Nolan,Fireheart (2022),ENFP,1 Pdb Vote
Rigolin,Pil's Adventures (2021),ISFP,2 Pdb Votes
Pearl (Poil),Casper (1995),ENFP,4 Pdb Votes
Sam,Catch and Release,ENFP,2 Pdb Votes
Dave the Lighting Guy,Orgazmo (1997),ENFP,5 Pdb Votes
Chelsea,Barbie: Dolphin Magic (2017),ENFP,2 Pdb Votes
Ken,Barbie: Dolphin Magic (2017),ENFP,0
 Azusa Murasaka ,Orange (2015),ENFP,0
Evan Perry,Mass (2021),ENFP,2 Pdb Votes
Cruz Candelaria,"Blood in, Blood Out",ENFP,8 Pdb Votes
Judy,Mass (2021),XXXX,1 Pdb Vote
Linda,Mass (2021),ENFP,2 Pdb Votes
Jimmy,Dirty Work (1998),ENFP,5 Pdb Votes
Ty Shaw,Vengeance,XXXX,9 Pdb Votes
The Archeologist,A Hero / Ghahreman,XXXX,1 Pdb Vote
Enola,Waterworld,ENFP,16 Pdb Votes
Morgan,The Quiet Family,ENFP,8 Pdb Votes
Felix,Little Monsters (2019),ENFP,5 Pdb Votes
Rachel Todds,Zapped,ENFP,13 Pdb Votes
Quintious,Planet of the Apes (1968),ENFP,2 Pdb Votes
Techno,How to Eat Fried Worms (2006),ENFP,1 Pdb Vote
Pamela Summerlin,Let's Play Some Mafia (2022),ENFP,4 Pdb Votes
Toyo Odagiri,Ikiru / To Live (1952) (生きる),ENFP,14 Pdb Votes
Henry Pelham,All the Old Knives (2022),ENFP,8 Pdb Votes
Ali Rey,Paranormal Activity,XXXX,8 Pdb Votes
Dylan,Crush (2022),ENFP,30 Pdb Votes
