char,movie,mbti,votes
Sophia Lillis - The Druid,Dungeons & Dragons: Honor Among Thieves,ISFP,3 Pdb Votes
Veronika Kovach,T2 Trainspotting,ISFP,7 Pdb Votes
"Daniel ""Spud"" Murphy",T2 Trainspotting,ISFP,5 Pdb Votes
Oğuzhan,canim ailem,XXXX,1 Pdb Vote
Michael Jackson,Scary Movie,XXXX,1 Pdb Vote
Teddy,The Rescuers (1977),ISFP,3 Pdb Votes
Emil the Innkeeper,An Ordinary Miracle (1978) - Soviet Film,XXXX,17 Pdb Votes
Ray Fillet,Teenage Mutant Ninja Turtles: Mutant Mayhem,ISFP,61 Pdb Votes
Mr. Nobody,John Wick,ISFP,13 Pdb Votes
Bi,Furies (2022),ISFP,2 Pdb Votes
Gianni,Stranizza d'amuri (2023),ISFP,8 Pdb Votes
Fish Bowl Guy,The Wolf of Wall Street (2013),ISFP,1 Pdb Vote
Redda,Tito (2004),XXXX,1 Pdb Vote
Ronald Prevo,Halloween Ends,ISFP,6 Pdb Votes
Alice ,Era ora (Still time),ISFP,1 Pdb Vote
Beth ,Starling,ISFP,2 Pdb Votes
Robert,Funny Pages,ISFP,1 Pdb Vote
Mrs. Parker,My summer story (1994),ISFP,2 Pdb Votes
Terry Hughes,Kimi (2022),XXXX,9 Pdb Votes
Goro (1995),Mortal Kombat films,XXXX,5 Pdb Votes
Mandy Starr,Americana (2023),INFP,2 Pdb Votes
Old Rocky Balboa,Creed (Franchise),ISFP,3 Pdb Votes
Michael Williams,Red Rock West (1993),ISFP,10 Pdb Votes
Bin Bin (彬彬),如果早知道男生也会被性侵,ISFP,32 Pdb Votes
Francesca,"The Raffle ""La Riffa""",ISFP,2 Pdb Votes
June Allen,Missing (2023),ISFP,7 Pdb Votes
Nick Murtaugh,Lethal Weapon (Movie Series),ISFP,1 Pdb Vote
Denis Nash,99 Homes (2014),ISFP,5 Pdb Votes
Jack Burridge,Boy A (2007),ISFP,4 Pdb Votes
Rudy Duncan,Reindeer Games (2000),ISFP,8 Pdb Votes
Myrto,Miss Violence,XXXX,12 Pdb Votes
Alison,Bronson (2008),XXXX,2 Pdb Votes
Max,Tár,ISFP,2 Pdb Votes
Ayef,An Inconvenient Love,ISFP,3 Pdb Votes
Nicolas,Die drei Räuber (2007),ISFP,6 Pdb Votes
Dominik (Donnerjakob),Die drei Räuber (2007),ISFP,7 Pdb Votes
Agata,Women Talking (2022),ISFP,1 Pdb Vote
Sebastian,The Strays (2023),ISFP,9 Pdb Votes
Ki Hong,A Man and a Woman (2016),ISFP,1 Pdb Vote
Jean,The bed you sleep in (1993 film),XXXX,4 Pdb Votes
Katie Brown,Calamity Jane,ISFP,6 Pdb Votes
Nikki Walia,Luck By Chance,ISFP,4 Pdb Votes
Majesty,Barbie & Her Sisters in a Pony Tale (2013),ISFP,1 Pdb Vote
Broccoli Man,Ant-Man and the Wasp: Quantumania,XXXX,1 Pdb Vote
Alex,Paranoid Park,XXXX,1 Pdb Vote
Lorenzo Gama,Bardo,XXXX,1 Pdb Vote
Michael Mason ,Bastille Day / The Take (2016),XXXX,2 Pdb Votes
Léo,Dobermann (1997),XXXX,6 Pdb Votes
Nathalie (Nat la Gitane),Dobermann (1997),XXXX,3 Pdb Votes
Sho Kawajiri,Memories of Matsuko (2006),ISFP,1 Pdb Vote
Ruth Beckett,Threads (1984),XXXX,8 Pdb Votes
Sandra,Sharper (2023),ISFP,10 Pdb Votes
Rosie,Payback (1999),ISFP,7 Pdb Votes
Howard,In the Company of Men (1997),XXXX,2 Pdb Votes
"Elizabeth ""Liz"" Murray",Let's Play Some Mafia (2022),ISFP,2 Pdb Votes
Dilla,Dear David (2023),ISFP,10 Pdb Votes
David,Dear David (2023),XXXX,1 Pdb Vote
James,To Leslie (2022 film),ISFP,1 Pdb Vote
Alexandre,Les Aventures de Rabbi Jacob (1973),INFP,13 Pdb Votes
Eren,"Love, Spells and All That (Aşk, Büyü vs.)",ISFP,4 Pdb Votes
Trillian St. James,Deep Rising (1998),XXXX,5 Pdb Votes
Linda Dimaano,Hayop Ka!,XXXX,6 Pdb Votes
Jin-Woo,Soul Mate (2023),ISFP,7 Pdb Votes
James,"After the Dark ""The Philosophers"" (2013)",ISFP,2 Pdb Votes
Kansas City Shaw,Vengeance,XXXX,0
Santana,Mundo Cão (In Dog's Words),ISFP,0
Nigel Dobson,Bitter Moon (Lunes de fiel) (1992),ISFP,0
Giulia Monfalco,La meglio gioventù (the best of youth),ISFP,0
Christopher Robin,TCU/Winnie-the-Pooh: Blood and Honey (Franchise),XXXX,5 Pdb Votes
Cook,Cheburashka (2023),ISFP,3 Pdb Votes
Han Duoduo (Teen),The Wandering Earth,XXXX,3 Pdb Votes
Emily,Fateful Findings,ISFP,2 Pdb Votes
Shockjaw,How to Train Your Dragon (Franchise),XXXX,1 Pdb Vote
Marion,Croupier (1998),XXXX,2 Pdb Votes
Holly,Possessor,ISFP,2 Pdb Votes
Ever,Unhuman (2022),INFP,1 Pdb Vote
The Widow Of The Web,Krull,XXXX,1 Pdb Vote
Lyssa,Krull,ISFP,2 Pdb Votes
Chen Xiang (沉香),New Gods: Yang Jian,ISFP,14 Pdb Votes
Matt Garth,Red River,XXXX,1 Pdb Vote
James Foster,Infinity Pool (2023),ISFP,46 Pdb Votes
Vic,Pusher Trilogy,ISFP,9 Pdb Votes
Azi,Sakra (2023),ISFP,5 Pdb Votes
Wang Chu Tong,Home Sweet Home (2021),ISFP,6 Pdb Votes
Bruce Brogtrotter,Matilda the Musical (2022 film),ISFP,13 Pdb Votes
pelor,the big 4,ISFP,4 Pdb Votes
Robyn,God's Own Country (2017),ESFP,2 Pdb Votes
Dude ,Rio Bravo,XXXX,1 Pdb Vote
Percy,Litle Man - (2006),ISFP,4 Pdb Votes
Billie,The Call of the Wild (2020),XXXX,1 Pdb Vote
Sam,The Commuter (2018),ISFP,2 Pdb Votes
Danny MacCauley,The Commuter (2018),ISFP,2 Pdb Votes
Gwen,The Commuter (2018),XXXX,6 Pdb Votes
"Nathan ""Deacon"" Greer",Saints and soldiers (2003),ISFJ,1 Pdb Vote
Dr. Julie McElroy,Monkeybone (2001),XXXX,1 Pdb Vote
Monfared,Bi gonah (2022),XXXX,3 Pdb Votes
Joe Rasnick,Light Of Day (1987),ISFP,4 Pdb Votes
Marcello,7 Women And A Murder,XXXX,6 Pdb Votes
Victor Plaza,Carne Trémula (Live Flesh),ISFP,4 Pdb Votes
Darkside,Die Wilden Kerle,ISFP,4 Pdb Votes
Saigo,Letters from Iwo Jima,ISFP,2 Pdb Votes
Juro,Krabat and the Legend of the Satanic Mill,ISFP,6 Pdb Votes
Carmella,My Own Private Idaho (1991),ISFP,6 Pdb Votes
Da-Yeon,Project Wolf Hunting (2022),XXXX,6 Pdb Votes
Ali,About a Boy (2002),ISFP,8 Pdb Votes
João Amorim,Obrigado a Matar,ISFP,1 Pdb Vote
Old Man Bone,Coonskin (1975),XXXX,4 Pdb Votes
Brother Bear,Coonskin (1975),ISFP,22 Pdb Votes
Derol,Glass Onion: A Knives Out Mystery (2022),ISFP,1 Pdb Vote
Dr. Gray,Dog (2022),XXXX,20 Pdb Votes
Aleš Kovanda (Básník),Občanský průkaz (Identity Card),XXXX,3 Pdb Votes
George Munn,Babylon,XXXX,80 Pdb Votes
Bahman,Bi gonah (2022),XXXX,1 Pdb Vote
Baby Bear,Shrek (Franchise),ISFP,1 Pdb Vote
Anne Lockwood,Paris Can Wait,XXXX,1 Pdb Vote
Emmet,All the Boys Love Mandy Lane,XXXX,3 Pdb Votes
Nourishing,The Amazing Maurice (2022),XXXX,1 Pdb Vote
Aly,Fam,ISFP,3 Pdb Votes
Charlie,The Land of Steady Habits (2018),ISFP,1 Pdb Vote
Principal Knauer (Zeus),Die Feuerzangenbowle (1944),ESFP,9 Pdb Votes
Lilly Wilcox,Georgia Rule (2007),XXXX,1 Pdb Vote
Maj,Fanny & Alexander (1982),XXXX,1 Pdb Vote
Nobisuke Nobi (Nobita's father),Stand By Me Doraemon 2 (2020),ISFP,11 Pdb Votes
Green Death,How to Train Your Dragon (Franchise),XXXX,10 Pdb Votes
Kathy Cratchit,Scrooge: A Christmas Carol (2022),ISFP,6 Pdb Votes
Laura Connelly,Chilly scenes of winter (1979 film),XXXX,36 Pdb Votes
Patua Brückner,Phenomena,ISFP,64 Pdb Votes
"Gedevan ""Fiddler"" Alexidze",Kin-dza-dza!,ISFP,8 Pdb Votes
Mirza mahmoud zanboorakchi,Shabake makhfi zanan (Secret network of women),ISFP,21 Pdb Votes
Spazzatura,Guillermo del Toro’s Pinocchio,ISFP,1 Pdb Vote
Candlewick,Guillermo del Toro’s Pinocchio,ISFP,1 Pdb Vote
Pishuni sefid,White Forhead,ISFP,6 Pdb Votes
Felicity,The Menu,ISFP,2 Pdb Votes
Piper,Darby and the Dead,XXXX,1 Pdb Vote
Rusty McAllister,The Incredibles (Franchise),XXXX,1 Pdb Vote
Wina,Satan's Slaves (Franchise),ISFP,9 Pdb Votes
"Shaggy ""Norville"" Rogers",Scooby Abracadabra doo!,ISFP,3 Pdb Votes
Kim Jieun,A Million(2009),XXXX,10 Pdb Votes
Ha Seungho,A Million(2009),XXXX,5 Pdb Votes
Uncle Bully,Once Were Warriors (1994),XXXX,11 Pdb Votes
Steve Jay,Weird: The Al Yankovic Story (2022),ISFP,49 Pdb Votes
Odile,Bande à Part (1964) (Band of Outsiders),ISFP,2 Pdb Votes
Princess Fen,Wakanda Forever (2022),XXXX,3 Pdb Votes
Aneka,Wakanda Forever (2022),XXXX,31 Pdb Votes
Paisley Winterbottom,A Princess for Christmas,ISFP,1 Pdb Vote
Ziggy Katz,When You Finish Saving the World,ISFP,7 Pdb Votes
Razor,Aliens in the Attic,XXXX,180 Pdb Votes
Dodge,Ghost ship,ISFP,8 Pdb Votes
Lyle,"Lyle, Lyle, Crocodile",ISFP,2 Pdb Votes
Della Deane,It's a Boy Girl Thing,XXXX,29 Pdb Votes
Amar,Manu,XXXX,2 Pdb Votes
Neela,Manu,ESFP,4 Pdb Votes
Manu,Manu,XXXX,2 Pdb Votes
Pig,Slumberland (2022),ISFP,17 Pdb Votes
Helen Brand,Glass Onion: A Knives Out Mystery (2022),ISFP,5 Pdb Votes
The Smiling Man,I am Perfectly Normal (2022-2023),INTP,3 Pdb Votes
Luca,The East (2013),ISFP,1 Pdb Vote
Sofia Ambrosini,Goncharov (1973),ISFP,1 Pdb Vote
Chandra Mohan,Prem Qaidi,ISFP,1 Pdb Vote
Hope,Homeward Bound (1993),ISFP,0
Davi,O Segredo de Davi,ISFP,0
Haeng-bok,Oldboy (2013),XXXX,0
Jeremy,The Menu,ISFP,0
Boneknapper,How to Train Your Dragon (Franchise),ISFP,0
Magma Breather,How to Train Your Dragon (Franchise),ISFP,0
Fault Ripper,How to Train Your Dragon (Franchise),XXXX,0
Crimson Goregutter,How to Train Your Dragon (Franchise),XXXX,0
Wingnut,How to Train Your Dragon (Franchise),XXXX,0
Nancy Johnson,Midnight (1982),XXXX,6 Pdb Votes
"Timothy ""Tim"" Templeton",The Boss Baby: Family Business (2021),XXXX,3 Pdb Votes
Emmitt Otterton,Zootopia (2016),ISFP,13 Pdb Votes
Violet Moraine,Friday the 13th (1980),ISFP,5 Pdb Votes
Joan.,The Blackcoat's Daughter,XXXX,1 Pdb Vote
Yasumi,Street of Shame,XXXX,5 Pdb Votes
Daniel Garrido,The Invisible Guest (Contratiempo; 2016),XXXX,1 Pdb Vote
Buck Vernon,Vide Noir,ISFP,7 Pdb Votes
Ramu Yadav,Mother India,ISFJ,2 Pdb Votes
Mr. Marshall,Little (2019),ISFP,3 Pdb Votes
Wanda Fulcia,conjuring: The Beyond,ISFP,1 Pdb Vote
Katie Embry,The Ring (2002),ISFP,15 Pdb Votes
Min Jung,Gangnam Zombie,ESTP,13 Pdb Votes
Sabrina,American Psycho (2000),ISFP,3 Pdb Votes
Brian Easley ,Breaking,ISFP,21 Pdb Votes
Amy,Boys and Girls (2000),ISFP,3 Pdb Votes
Sara,Cerdita (Piggy),ISFP,3 Pdb Votes
Mister X,Mister Iks (1958),ISFP,12 Pdb Votes
Rich Terenzi,Killer Klowns from Outer Space (1988),ISFP,6 Pdb Votes
Slim,Killer Klowns from Outer Space (1988),ISFP,7 Pdb Votes
stesha ,bird in a cage (russian drama),ISFP,4 Pdb Votes
Todd Marcus,Cars (Franchise),ISFP,14 Pdb Votes
Natalie,Prey for the Devil (2022),XXXX,3 Pdb Votes
Kirby,Project X,ISFP,4 Pdb Votes
Yağmur,Maidenin Altın Günü,ISFP,2 Pdb Votes
Cassie,The Hangover Trilogy,ISFP,5 Pdb Votes
Sylvain Dielman,"Jeanne Dielman, 23 quai du Commerce, 1080 Bruxelle",ISFP,2 Pdb Votes
Lucia,Theorem (1968),ISFP,10 Pdb Votes
María Eugenia,"Argentina, 1985",ISFP,4 Pdb Votes
Lena,Royalteen,ISFP,4 Pdb Votes
Trollzart,Trolls (2016),XXXX,3 Pdb Votes
Sherlock Holmes,Sherlock: Case of evil,ISFP,3 Pdb Votes
Jackie Bunton,The Duke,ISFP,2 Pdb Votes
Murgatroid,The Brave Little Toaster (1987),ISFP,1 Pdb Vote
Pihu,Sonu Ke Titu Ki Sweety,ISFP,5 Pdb Votes
Edwina,Chicken Run (2000),ISFP,64 Pdb Votes
Nathan Martin,The Patriot (2000),ISFP,2 Pdb Votes
Carl,Triangle of Sadness (2022),ISFP,1 Pdb Vote
Lisa,Matthias & Maxime (2019),ISFP,8 Pdb Votes
Yuko Nanjo,Snake Girl and the Silver-Haired Witch,XXXX,1 Pdb Vote
Shigenori Komoda,The Black House (1999),ISFP,10 Pdb Votes
Margo,Halloween Ends,XXXX,4 Pdb Votes
Slush/ Glacier fairy,Tinker Bell (2008),ISFP,18 Pdb Votes
Jason White,Superman Returns (2006),ISFP,1 Pdb Vote
Camille Javal,Le Mépris (Contempt) 1963,ISFP,5 Pdb Votes
Mohai Zsolt,"Bubble Bath ""Habfürdö"" (1979)",XXXX,7 Pdb Votes
Solomon,The Hand That Rocks the Cradle (1992),ISFP,7 Pdb Votes
Roy,Slappy and the Stinkers,ISFP,9 Pdb Votes
Harriet,Slappy and the Stinkers,XXXX,8 Pdb Votes
Cheese,Tinker Bell (2008),ISFP,2 Pdb Votes
Ugly,The ugly duckling and me,XXXX,9 Pdb Votes
Euis,Keluarga Cemara (2018),ISFP,15 Pdb Votes
Floop,The Munsters (2022),ISFP,4 Pdb Votes
Lily,The Munsters (2022),ISFP,1 Pdb Vote
Gusano,Chilangolandia (2022),ISFP,1 Pdb Vote
El Chulo,Chilangolandia (2022),XXXX,7 Pdb Votes
Nakari Kellen,Star Wars,ISFP,2 Pdb Votes
Billy Chapman,"Silent Night, Deadly Night",ISFP,4 Pdb Votes
Elliot,Malevolent,ISFP,8 Pdb Votes
Angela,Malevolent,ISTP,1 Pdb Vote
Jack Stall,A History of Violence,ISFP,9 Pdb Votes
Agnes,Speak No Evil (2022),XXXX,23 Pdb Votes
Pip,Airheads (1994),ISFP,1 Pdb Vote
Marsha,Mayday (2021),ISFP,6 Pdb Votes
Mary Hobbes,Session 9 (2001 film),ISFP,9 Pdb Votes
Hannah,Lou (2022),ISFP,8 Pdb Votes
Vivian,The Tenant (1976),ISFP,1 Pdb Vote
Asako,Another Heaven,ISFP,2 Pdb Votes
Aster,The Rest of Us (2019),ISFP,1 Pdb Vote
Bahadır,Two Types of People (2020),XXXX,9 Pdb Votes
Candi,Orgazmo (1997),XXXX,7 Pdb Votes
Emiliano,Niñas mal (2007),XXXX,6 Pdb Votes
Shinji,Kids Return (1996),ISFP,3 Pdb Votes
Laurel Ann Drummond,Pontypool,ISFP,5 Pdb Votes
Baghead Jason/Jason Voorhees (Part Two),Friday the 13th (1980),ISFP,1 Pdb Vote
Mary Beth Connolly,Blow the Man Down,ISFP,3 Pdb Votes
Zeck,The Snurks,ISFP,3 Pdb Votes
Athena,Kim Possible (2019),ISFP,2 Pdb Votes
Stéphane,Vortex (2021),ISFP,9 Pdb Votes
Elle,Vortex (2021),ISFP,5 Pdb Votes
Carmela,The Last American Virgin,ESFP,26 Pdb Votes
Gary,The Last American Virgin,ISFP,8 Pdb Votes
Brenda,Saw Series (2004),ISFP,2 Pdb Votes
India Hastings,Nocturnal Animals (2016),XXXX,77 Pdb Votes
Kevin,On The Count Of Three (2021),ISFP,1 Pdb Vote
Tyson Monroe,Disenchanted (2022),ISFP,13 Pdb Votes
"Omkar ""Omi"" Shastri",Kai Po Che,ISFP,9 Pdb Votes
Russ Lee,Do Revenge (2022),ISFP,2 Pdb Votes
Ben Jonson,Anonymous (2011),XXXX,8 Pdb Votes
Brick Pollitt,Cat on a Hot Tin Roof (1958),ISFP,128 Pdb Votes
Robertson (Робертсон) ,"Mary Poppins, goodbye (Мэри Поппинс, до свидания)",ISTP,2 Pdb Votes
Dad,Nitram (2021),ISFP,5 Pdb Votes
Nitram,Nitram (2021),ISFP,2 Pdb Votes
Sammy Fabelman,The Fabelmans (2022),ISFP,1 Pdb Vote
Crystal,Scooby Abracadabra doo!,ESFP,10 Pdb Votes
Alma Mahler,Mahler (1974 film),ISFP,0
Quincey Morris,Bram Stoker's Dracula (1992),ISFP,0
Rukh,The Last Unicorn (1982),XXXX,0
Tess Skeffington,Murder by Death (1976),ISFP,0
Vanessa Breaux,Madea,ISFP,0
Ron Kovic,Born on the Fourth of July (1989),ISFP,6 Pdb Votes
Williams,Enter the Dragon (1973),ISTP,2 Pdb Votes
Dan,The Whale (2022),ISFP,14 Pdb Votes
Gabrielle Maple,The Petrified Forest (1936),XXXX,1 Pdb Vote
Amara Namani,Pacific Rim (2013),ISFP,5 Pdb Votes
A Kiong,Laskar Pelangi (The Rainbow Troops),ISFP,2 Pdb Votes
Fon,The Holy Mountain (1973),ISFP,4 Pdb Votes
The Thief,The Holy Mountain (1973),ISFP,5 Pdb Votes
Charlotte,Barbie: The Princess And The Popstar,ISFP,4 Pdb Votes
Becky Connor,Fall,ISFP,10 Pdb Votes
Tony,Beautiful Thing (1996),ISFP,3 Pdb Votes
Erika Rivette,Matthias & Maxime (2019),ISFP,4 Pdb Votes
Romane Attia,Pacifiction (2022),ISFP,3 Pdb Votes
Shannah,Pacifiction (2022),ISFP,3 Pdb Votes
Rookie nurse,Infection,ISFP,8 Pdb Votes
Mathilde Tessier,White Wedding (Noce blanche; 1989),XXXX,19 Pdb Votes
Fredrick,101 Dalmatians (1996),ISFP,8 Pdb Votes
Loozy,Nobody's Baby (2001),ISFP,9 Pdb Votes
Dallas,Stagecoach (1939),ISFP,4 Pdb Votes
Pepe,Johnny Yuma (1966),ISFP,2 Pdb Votes
Rediska (Ravanella),Cipollino,ISFP,4 Pdb Votes
Oat Suntisuk,Ed.so family,ISFP,7 Pdb Votes
Johnny Guitar (Johnny Logan),Johnny Guitar (1954),ISFJ,2 Pdb Votes
David,Seven in Heaven (2018),ISFP,2 Pdb Votes
Gabe,Look Both Ways,ISFP,40 Pdb Votes
Musa,Battle of Surabaya (2014),ISFP,5 Pdb Votes
Handsome Bob,RocknRolla (2008),ISFP,3 Pdb Votes
David 'Okla' Bertinneau,Thief (1981),ISFP,4 Pdb Votes
Partridge,Tom Jones (1963),XXXX,1 Pdb Vote
Tom Jones,Tom Jones (1963),XXXX,2 Pdb Votes
Zulfi ,Darlings,ISFP,9 Pdb Votes
Henry Steele,One on One,ISFP,4 Pdb Votes
Paige Jablonski,Day Shift (2022),XXXX,10 Pdb Votes
Isabelle Roberts,Mainstream (2020),ISFP,15 Pdb Votes
"Lawrence ""Larry"" Talbot / The Wolf Man",The Wolf Man (1941),ISFP,17 Pdb Votes
Ethal,Vera Drake (2004),XXXX,7 Pdb Votes
The Baby,The Baby (1973),ISFP,6 Pdb Votes
Duane Bradley,Basket Case (1982),ISFP,6 Pdb Votes
Almitra,The Prophet (2014),INFP,6 Pdb Votes
Beefy Guy (Lethario),Nick and Norah's Infinite Playlist (2008),ISFP,1 Pdb Vote
Abilene Shaw,Vengeance,ISFP,5 Pdb Votes
Godzilla Junior (1998),MonsterVerse,ISFP,12 Pdb Votes
Stacy Hubka,The Silence of the Lambs (1991),XXXX,3 Pdb Votes
Ann Darrow,King Kong (1933),XXXX,1 Pdb Vote
Jaa Natnapin,Ed.so family,ISFP,5 Pdb Votes
Detective Jae-Hoon,Extreme Job (2019),ISFP,13 Pdb Votes
Milo,Project X,ISFP,15 Pdb Votes
Kenny Bates,Gridiron Gang (2006),ISFP,1 Pdb Vote
Jahangir,Dance With Me (2019),ISFP,5 Pdb Votes
Javier Rodriguez Rodriguez,Traffic (2000),ISFP,5 Pdb Votes
Samantha Wynden,Monsters (2010),ISFP,5 Pdb Votes
Bob,A Street Cat Named Bob (2016),ISFP,6 Pdb Votes
Mr. Kim,The Fifth Element (1997),ISFP,2 Pdb Votes
Lord Cassie,Mr. Malcolm’s List,ISFP,5 Pdb Votes
Eleanor “Nora” Levetan,Do Revenge (2022),ISFP,1.3k Pdb Votes
Gordy,Nope (2022),ISFP,27 Pdb Votes
Molly,They/Them,ISFP,4 Pdb Votes
Randy Dean,The Incredibly True Adventure of Two Girls in Love,XXXX,2 Pdb Votes
Chatter,Fred 3: Camp Fred,ISTP,5 Pdb Votes
Emiko,Paws Of Fury: The Legend Of Hank,ISFP,9 Pdb Votes
Park Jung Ki,1987: when the day comes (2017),ISFP,2 Pdb Votes
Han Byung yong,1987: when the day comes (2017),ISFP,2 Pdb Votes
Round Snowball,Snowball Butterfly,ISFP,3 Pdb Votes
Célène,Dangerous Liaisons (2022),ISFP,7 Pdb Votes
Do Ma-an,One Way Trip,ISFP,1 Pdb Vote
Perce Holland,The Misfits (1961),XXXX,1 Pdb Vote
Dylan Jacobs,The Djinn,ISFP,1 Pdb Vote
Dee Dee,Fritz The Cat,ISFP,4 Pdb Votes
Charlene,Fritz The Cat,ISFP,7 Pdb Votes
Dilli,Lokesh Cinemeatic Universe ( LCU),ISFP,57 Pdb Votes
Katrina,Shallow Hal (2001),ISFP,2 Pdb Votes
Anupama,Hum dil de chuke sanam,ISFP,2 Pdb Votes
Rikichi,Seven Samurai (1954) (七人の侍),ISFP,5 Pdb Votes
Turtle,"Dragon Ball: Fight Son Goku, Win Son Goku",ISFP,3 Pdb Votes
Cammy Chameleon,Willy's Wonderland (2021),ISFP,8 Pdb Votes
Kenny,Soul Food,ISFP,1 Pdb Vote
Bird,Soul Food,ISFP,1 Pdb Vote
Son Of Earth - Flesh On Bone,Begotten (1989),ISFP,7 Pdb Votes
Louie,Trumpet of The Swan (2001),ISFP,2 Pdb Votes
“Ale” Alessandro,Love & Gelato (2022),ISFP,6 Pdb Votes
Yancy Becket,Pacific Rim (2013),XXXX,1 Pdb Vote
Santo Ferreira,The Woman King (2022),ISFP,20 Pdb Votes
Jean Natchanon,Ed.so family,ISFP,5 Pdb Votes
Pram,Kukira Kau Rumah (2022),XXXX,1 Pdb Vote
Georges,Le Daim (2019),ISFP,4 Pdb Votes
Rio,One Eyed Jacks (1961),ISFP,14 Pdb Votes
Pak Deris,Mat Kilau (2022),XXXX,1 Pdb Vote
Usop,Mat Kilau (2022),ISFP,2 Pdb Votes
Dan,Frances Ha (2012),ISFP,2 Pdb Votes
Stuart Sutcliffe,Backbeat (1994),ISFP,1 Pdb Vote
Jae Hyuk,Emergency Declaration (2022),ISFP,6 Pdb Votes
Bobby François,Alive (1993),ISFP,1 Pdb Vote
Jean Clawed,Despicable Me (Franchise),ISFP,5 Pdb Votes
Zac,One & Two,ISFP,9 Pdb Votes
Chewy (Auralnauts cannon),Auralnauts Star Wars Cannon,ISFP,3 Pdb Votes
John Woolf,See How They Run (2022),ISFP,3 Pdb Votes
Evie,The Invitation (2022),ISFP,33 Pdb Votes
Harry Harris,Thirteen Lives (2022),XXXX,1 Pdb Vote
Emil,Pelikaanimies (2004),XXXX,1 Pdb Vote
Paul Simonon,Rude Boy,ISFP,1 Pdb Vote
Siggi,Beautiful Beings,ESFP,1 Pdb Vote
Balli,Beautiful Beings,ISFP,7 Pdb Votes
Aurora,Nanti Kita Cerita tentang Hari Ini,ISFP,19 Pdb Votes
Cora Herrera,Father of the Bride (2022),ISFP,5 Pdb Votes
“Herm” Stockburn,The Ridiculous 6,ISFP,8 Pdb Votes
Kasper Nordin,Funhouse,XXXX,5 Pdb Votes
Blue Lightsaber,Star Wars: Lightsabers,ISFP,20 Pdb Votes
Wayo,2 Moons (2017),ISFP,2 Pdb Votes
Simon Jérémi,La Cité de la Peur (1994),ISFP,4 Pdb Votes
Leila,Abad va yek rooz(ابد و یک روز),ISFP,5 Pdb Votes
Lizzy,Spiderhead (2022),ISFP,2 Pdb Votes
Sara,Grassland (2022),ISFP,6 Pdb Votes
David,Cha Cha Real Smooth,ISFP,4 Pdb Votes
Blanca,The Flower of My Secret,XXXX,7 Pdb Votes
Jeff,Spiderhead (2022),ISFP,15 Pdb Votes
Maria,The Unbearable Weight of Massive Talent (2022),ISFP,4 Pdb Votes
Addy Cage,The Unbearable Weight of Massive Talent (2022),ISFP,13 Pdb Votes
Eddie “No-Nose”,Baby Driver (2017),ISFP,2 Pdb Votes
Legend,Strange World (2022),ISFP,4 Pdb Votes
Leon,Wild America (1997),ISFP,6 Pdb Votes
Casey,My Stepdaughter (2015),ISFP,8 Pdb Votes
Mayhew,Corpse Bride (2005),ISFP,9 Pdb Votes
Rodion / Good Boy №7,The Land of Good Children (2013),ISFP,6 Pdb Votes
Lilya,Univer. New Dorm,ISFP,15 Pdb Votes
Sasha,Univer. New Dorm,ISFP,25 Pdb Votes
Sheep Farmer,Wolfwalkers (2020),XXXX,1 Pdb Vote
Felix Ravinstill,The Ballad of Songbirds and Snakes (2023),ISFP,9 Pdb Votes
Turo Moilanen,Heavy Trip (2018),ISFP,17 Pdb Votes
Aruna,Aruna & Her Palate,XXXX,1 Pdb Vote
Witch,The Thief and the Cobbler (1993),ISFP,3 Pdb Votes
Erin,Fire Island (2022),ISFP,8 Pdb Votes
Kim Jun-Ho,Swingverse,ISFP,3 Pdb Votes
Bo Cruz,Hustle,ISFP,40 Pdb Votes
Ruth,Make Up (2019),ISFP,12 Pdb Votes
Lonnie,Gentlemen Broncos (2009),XXXX,1 Pdb Vote
Elise,Night Hair Child (1972),ISFP,7 Pdb Votes
Mrs. Garner,Heavyweights (1995),ISFP,2 Pdb Votes
Connor Harper,I See You (2019),ISFP,9 Pdb Votes
Yvonne,White Oleander (2002),ISFP,2 Pdb Votes
Danny Dietz,Lone Survivor,ISFP,2 Pdb Votes
Marie,Haute tension,ISFP,1 Pdb Vote
Frederik,The Bombardment (2021),ISFP,3 Pdb Votes
Tony,Boiling Point (2021),XXXX,2 Pdb Votes
Maria Yudina,The Death Of Stalin (2017),ISFP,22 Pdb Votes
David Berkowitz/Son of Sam,Summer of Sam (1999),ISFP,4 Pdb Votes
Alli,Hatching,ISFP,17 Pdb Votes
Kim Sang Hoon,The Roundup (2022),ISFP,16 Pdb Votes
Woo-Ri,Nothing Serious,ISFP,2 Pdb Votes
Ethan,EMO The Musical (2016),ISFP,14 Pdb Votes
Felicie,Conte d'hiver (A Tale of Winter),ISFP,7 Pdb Votes
Friendly Slave,The Northman (2022),ISFP,5 Pdb Votes
Riitaoja,The Unknown Soldier (2017),ISFP,5 Pdb Votes
Tom,I Not Stupid Too (小孩不笨2),ISFP,2 Pdb Votes
Ronnie Fuller,Every Secret Thing,ISFP,4 Pdb Votes
Lilly Berger,Very Good Girls,ISFP,20 Pdb Votes
Sparky Sparkeroni,My Little Pony: A New Generation (2021),ISFP,15 Pdb Votes
Jeta,La Colline où rugissent les lionnes,ISFP,5 Pdb Votes
Bobby,Bruce Almighty (2003),ISFP,2 Pdb Votes
