char,movie,mbti,votes
Rick Flag,DC Extended Universe,ISTJ,311 Pdb Votes
Amanda Waller,DC Extended Universe,ENTJ,262 Pdb Votes
Alfred Pennyworth,DC Extended Universe,INTP,170 Pdb Votes
Jor-El,DC Extended Universe,ENFJ,77 Pdb Votes
Martha Kent,DC Extended Universe,ISFJ,40 Pdb Votes
Perry White,DC Extended Universe,ESTJ,34 Pdb Votes
"Dru-Zod ""General Zod""",DC Extended Universe,ESTJ,226 Pdb Votes
Lois Lane,DC Extended Universe,ENFP,200 Pdb Votes
Loki Laufeyson,MCU: The Villains,INFJ,7.3k Pdb Votes
Thor Odinson,MCU: The Heroes,ESTP,5.2k Pdb Votes
Tony Stark “Iron Man”,MCU: The Heroes,ENTP,6.5k Pdb Votes
"Steve Rogers ""Captain America""",MCU: The Heroes,ISFJ,3.6k Pdb Votes
Peter Parker / Spider-Man,MCU: The Heroes,ENFP,5k Pdb Votes
"Wanda Maximoff ""Scarlet Witch""",MCU: The Heroes,INFP,5.8k Pdb Votes
Thanos,MCU: The Villains,INTJ,3.5k Pdb Votes
"Stephen Strange ""Doctor Strange""",MCU: The Heroes,INTJ,5.2k Pdb Votes
Drax,MCU: The Heroes,ESTP,1.3k Pdb Votes
"Perter Quill ""Star-Lord""",MCU: The Heroes,ESFP,2.6k Pdb Votes
Rocket Raccoon,MCU: The Heroes,ESTP,2.5k Pdb Votes
Hulk,MCU: The Heroes,ISFP,924 Pdb Votes
"Michelle ""MJ"" Jones-Watson",MCU: The Heroes,INTP,2.3k Pdb Votes
Bucky Barnes “Winter Soldier”,MCU: The Heroes,ISTP,1.8k Pdb Votes
Quentin Beck “Mysterio”,MCU: The Villains,ENFJ,1.8k Pdb Votes
King T’Challa “Black Panther”,MCU: The Heroes,ISFJ,1.3k Pdb Votes
"Carol Danvers ""Captain Marvel""",MCU: The Heroes,ESFP,1.8k Pdb Votes
N'Jadaka “Erik Killmonger”,MCU: The Villains,ESFP,811 Pdb Votes
Hela,MCU: The Villains,ENTJ,792 Pdb Votes
"Bruce Banner ""Hulk""",MCU: The Heroes,INTP,2.1k Pdb Votes
"Natasha Romanoff ""Black Widow""",MCU: The Heroes,ISTP,2.5k Pdb Votes
Yelena Belova,MCU: The Heroes,ESFP,1.6k Pdb Votes
Mantis,MCU: The Heroes,INFP,1.2k Pdb Votes
"Sam Wilson ""Falcon"" / “Captain America”",MCU: The Heroes,ESFP,950 Pdb Votes
"Marc Spector ""Moon Knight""",MCU: The Heroes,ISTP,1k Pdb Votes
"Kamala Khan ""Ms. Marvel""",MCU: The Heroes,ENFP,430 Pdb Votes
"Pepper Potts ""Rescue""",MCU: The Heroes,ISTJ,925 Pdb Votes
Gamora,MCU: The Heroes,ISTJ,1.3k Pdb Votes
"Scott Lang ""Ant-Man""",MCU: The Heroes,ENTP,1.9k Pdb Votes
Vision,MCU: The Heroes,INFJ,2k Pdb Votes
Ultron,MCU: The Villains,ENTJ,937 Pdb Votes
Wong,MCU: The Heroes,ISTJ,328 Pdb Votes
Winter Soldier (Hydra Agent),MCU: The Villains,ISTP,35 Pdb Votes
Dr. Michael Morbius,Morbius (2022),INFJ,356 Pdb Votes
Ikaris,MCU: The Villains,ISTJ,416 Pdb Votes
King Groot,MCU: The Heroes,INFP,258 Pdb Votes
James Rhodes “War Machine”,MCU: The Heroes,ISTJ,445 Pdb Votes
"Clint Barton ""Hawkeye""",MCU: The Heroes,ISTP,1.3k Pdb Votes
Dogpool (Dog Deadpool),Deadpool & Wolverine (2024),XXXX,3 Pdb Votes
Ladypool (Lady Deadpool),Deadpool & Wolverine (2024),ESTP,2 Pdb Votes
Samuraipool (Samurai Deadpool),Deadpool & Wolverine (2024),XXXX,3 Pdb Votes
"Bruce Banner ""Hulk"" (Norton)",MCU: The Heroes,INFJ,77 Pdb Votes
Reed Richards  “Mister Fantastic” (Universe 838),MCU: Everyone Else,INTP,237 Pdb Votes
Druig,MCU: Everyone Else,INTJ,925 Pdb Votes
Ajak,MCU: The Heroes,ENFJ,239 Pdb Votes
Sprite,MCU: The Heroes,ESFP,381 Pdb Votes
Sersi,MCU: The Heroes,INFJ,539 Pdb Votes
Thena,MCU: The Heroes,ISTP,510 Pdb Votes
Xu Xialing,MCU: The Heroes,INTJ,670 Pdb Votes
Heimdall,MCU: The Heroes,ISFJ,196 Pdb Votes
Adrian Toomes “Vulture”,MCU: The Villains,ENTJ,311 Pdb Votes
Justin Hammer,MCU: The Villains,ENTP,163 Pdb Votes
Nebula,MCU: The Heroes,ISTJ,1k Pdb Votes
Groot,MCU: The Heroes,ISFJ,581 Pdb Votes
Darkhold,MCU: Everyone Else,ENTP,4 Pdb Votes
Teefs,Guardians of the Galaxy Vol. 3 (2023),INFP,39 Pdb Votes
Gamora (2014),Guardians of the Galaxy Vol. 3 (2023),ISTP,110 Pdb Votes
Floor,Guardians of the Galaxy Vol. 3 (2023),ESFP,99 Pdb Votes
Nathaniel Richards “Kang the Conqueror”,MCU: The Villains,ENTJ,315 Pdb Votes
K’uk’ulkan “Namor the Sub-Mariner”,MCU: The Villains,ENTJ,443 Pdb Votes
Love,Thor: Love and Thunder (2022),INFP,46 Pdb Votes
Gorr the God Butcher,MCU: The Villains,INTJ,348 Pdb Votes
Sinister Strange,MCU: The Villains,INTJ,225 Pdb Votes
Defender Strange,MCU: Everyone Else,ENTJ,84 Pdb Votes
Lucien “Milo” Crown,Morbius (2022),ESTP,164 Pdb Votes
Gilgamesh,MCU: The Heroes,ISFJ,172 Pdb Votes
Makkari,MCU: The Heroes,ENFP,296 Pdb Votes
Phastos,MCU: The Heroes,INTP,279 Pdb Votes
Ying Nan,MCU: Everyone Else,ISFJ,49 Pdb Votes
Ying Li,MCU: Everyone Else,INFJ,101 Pdb Votes
Xu Wenwu “Mandarin”,MCU: The Villains,ESTJ,554 Pdb Votes
Xu Shang-Chi,MCU: The Heroes,ISFP,682 Pdb Votes
Kingo,MCU: The Heroes,ESTP,352 Pdb Votes
Gabe Jones,MCU: Everyone Else,ESFP,9 Pdb Votes
Broker,MCU: Everyone Else,ISFJ,16 Pdb Votes
Tommy Maximoff “Speed”,MCU: Everyone Else,ESFP,189 Pdb Votes
"Billy Maximoff ""Wiccan""",MCU: Everyone Else,INFJ,310 Pdb Votes
Melina Vostokoff,MCU: Everyone Else,ISTJ,329 Pdb Votes
William Ginter Riva,MCU: Everyone Else,INTP,36 Pdb Votes
Brad Davis,MCU: Everyone Else,ESTP,71 Pdb Votes
Cloak of Levitation,MCU: Everyone Else,ENTP,139 Pdb Votes
Yon-Rogg,MCU: The Villains,INTJ,117 Pdb Votes
Roger Harrington,MCU: Everyone Else,ESFJ,42 Pdb Votes
Jonathan Pangborn,MCU: Everyone Else,ISTP,33 Pdb Votes
Phineas Mason “Tinkerer”,MCU: The Villains,INTP,59 Pdb Votes
Cassie Lang “Stature”,MCU: Everyone Else,INFP,495 Pdb Votes
Edward Ned Leeds,MCU: The Heroes,ENTP,639 Pdb Votes
Luis,MCU: The Heroes,ENFP,336 Pdb Votes
Ebony Maw,MCU: The Villains,ESTJ,212 Pdb Votes
"Princess Shuri ""Black Panther""",MCU: The Heroes,ENTP,960 Pdb Votes
M’Baku,MCU: The Heroes,ESTJ,219 Pdb Votes
General Okoye,MCU: The Heroes,ISTJ,417 Pdb Votes
Frigga,MCU: Everyone Else,ENFJ,198 Pdb Votes
Grandmaster,MCU: The Villains,ENTP,391 Pdb Votes
"Brunnhilde ""King Valkyrie""",MCU: The Heroes,ISTP,565 Pdb Votes
Ego,MCU: The Villains,ENFJ,660 Pdb Votes
Christine Palmer,MCU: Everyone Else,ENFJ,226 Pdb Votes
Kaecilius,MCU: The Villains,INTJ,190 Pdb Votes
The Ancient One,MCU: The Heroes,INFJ,807 Pdb Votes
Baron Karl Mordo,MCU: The Villains,ISTJ,174 Pdb Votes
Johann Schmidt “Red Skull”,MCU: The Villains,ENTJ,238 Pdb Votes
Harold “Happy” Hogan,MCU: The Heroes,ISTJ,309 Pdb Votes
Yondu Udonta,MCU: The Heroes,ESTP,493 Pdb Votes
Baron Helmut Zemo,MCU: The Villains,INTJ,878 Pdb Votes
Maria Hill,MCU: The Heroes,ISTJ,204 Pdb Votes
Nick Fury,MCU: The Heroes,ENTJ,893 Pdb Votes
Hank Pym / Ant-Man,MCU: The Heroes,INTP,388 Pdb Votes
Shalla-Bal “The Silver Surfer”,The Fantastic Four (2025),XXXX,19 Pdb Votes
The Void (Sentry Dark Side),Avengers: Secret Wars [2027],XXXX,17 Pdb Votes
The Maker,Avengers: Secret Wars [2027],XXXX,17 Pdb Votes
Sentry,Avengers: Secret Wars [2027],XXXX,18 Pdb Votes
H.E.R.B.I.E. (Humanoid Experimental Robot B-Type),The Fantastic Four (2025),XXXX,10 Pdb Votes
Dazzler,Deadpool & Wolverine (2024),XXXX,1 Pdb Vote
"Galan of Taa / ""Galactus""",The Fantastic Four (2025),XXXX,3 Pdb Votes
Ben Grimm “The Thing”,The Fantastic Four (2025),ESFJ,2 Pdb Votes
Johnny Storm “Human Torch”,The Fantastic Four (2025),ESFP,4 Pdb Votes
Sue Storm “Invisible Woman”,The Fantastic Four (2025),ENFJ,1 Pdb Vote
Reed Richards “Mr. Fantastic”,The Fantastic Four (2025),INTP,10 Pdb Votes
Wolverine Patch,Deadpool & Wolverine (2024),XXXX,2 Pdb Votes
Cassandra Nova,Deadpool & Wolverine (2024),XXXX,1 Pdb Vote
Elektra,Deadpool & Wolverine (2024),XXXX,5 Pdb Votes
Paradox,Deadpool & Wolverine (2024),ESTJ,2 Pdb Votes
Mikhail Uriokovitch Ursus ''Ursa Major'',MCU: Everyone Else,XXXX,4 Pdb Votes
Oksana,MCU: Everyone Else,XXXX,3 Pdb Votes
Lt. Colonel James Rhodes,Iron Man (2008),ISTJ,2 Pdb Votes
Red Hulk,Captain America: Brave New World (2025),XXXX,11 Pdb Votes
Cobra,Captain America: Brave New World (2025),XXXX,2 Pdb Votes
Leila Taylor,Captain America: Brave New World (2025),XXXX,33 Pdb Votes
Sabra,Captain America: Brave New World (2025),XXXX,1 Pdb Vote
Dave,Ant-Man (2015),ESFP,4 Pdb Votes
Black Priests,Doctor Strange 3: Time Runs Out (2026),INTJ,12 Pdb Votes
Placeholder,Avengers: Secret Wars (2027),XXXX,3 Pdb Votes
Placeholder,Blade (2025),XXXX,3 Pdb Votes
Beyonder (MCU),Avengers: Secret Wars [2027],XXXX,17 Pdb Votes
Maria Rambeau (Mutant),The Marvels (2023),XXXX,11 Pdb Votes
"Hank McCoy ""Beast""",The Marvels (2023),INTP,7 Pdb Votes
Emperor Dro'ge,The Marvels (2023),ISTJ,1 Pdb Vote
Doctor Doom,Avengers: Secret Wars [2027],XXXX,104 Pdb Votes
The Beyonder(MCU),MCU: Everyone Else,XXXX,73 Pdb Votes
Jason Quill,Guardians of the Galaxy Vol. 3 (2023),XXXX,2 Pdb Votes
War Pig,Guardians of the Galaxy Vol. 3 (2023),ISTP,470 Pdb Votes
Ura,Guardians of the Galaxy Vol. 3 (2023),XXXX,166 Pdb Votes
Lego Palpatine,Spider-Man: Homecoming (2017),INTJ,15 Pdb Votes
Lego Palpatine,MCU: Everyone Else,XXXX,49 Pdb Votes
Nebula (2014),Avengers: Endgame (2019),ISTJ,2 Pdb Votes
Red Lady,Guardians of the Galaxy Vol. 3 (2023),XXXX,7 Pdb Votes
The Black Widow Program,MCU: The Villains,XXXX,42 Pdb Votes
Simon Williams “Wonder Man”,MCU: The Heroes,XXXX,5 Pdb Votes
Lambshank,Guardians of the Galaxy Vol. 3 (2023),ISFJ,137 Pdb Votes
Dar-Benn,The Marvels (2023),INTJ,12 Pdb Votes
King Cobra,MCU: The Villains,XXXX,10 Pdb Votes
Diamondback,MCU: The Villains,XXXX,16 Pdb Votes
Jacques Dernier,Captain America: The First Avenger (2011),XXXX,29 Pdb Votes
Lorraine,Captain America: The First Avenger (2011),XXXX,13 Pdb Votes
Brandt,Captain America: The First Avenger (2011),XXXX,36 Pdb Votes
Gilmore Hodge,Captain America: The First Avenger (2011),XXXX,10 Pdb Votes
Blurp,Guardians of the Galaxy Vol. 3 (2023),ISFP,41 Pdb Votes
Carrot Head,Guardians of the Galaxy Vol. 3 (2023),INFP,18 Pdb Votes
James Montgomery Falsworth (Union Jack),Captain America: The First Avenger (2011),ESTP,72 Pdb Votes
Bletelsnort,Guardians of the Galaxy Vol. 3 (2023),ESFJ,37 Pdb Votes
Karja,Guardians of the Galaxy Vol. 3 (2023),ENTP,69 Pdb Votes
Vim,Guardians of the Galaxy Vol. 3 (2023),ISTJ,18 Pdb Votes
Theel,Guardians of the Galaxy Vol. 3 (2023),ISFJ,13 Pdb Votes
Mainframe,Guardians of the Galaxy Vol. 3 (2023),INFP,7 Pdb Votes
Lylla,Guardians of the Galaxy Vol. 3 (2023),ENFJ,38 Pdb Votes
Cosmo The Spacedog,Guardians of the Galaxy Vol. 3 (2023),ENFP,40 Pdb Votes
Floor,MCU: Everyone Else,XXXX,41 Pdb Votes
Lylla,MCU: Everyone Else,ENFJ,22 Pdb Votes
The High Evolutionary,MCU: The Villains,ENTJ,55 Pdb Votes
Adam Warlock,MCU: The Heroes,ISFP,49 Pdb Votes
Yan D' Aladna,The Marvels (2023),ESTJ,143 Pdb Votes
M.O.D.O.K.,MCU: The Villains,ESTJ,32 Pdb Votes
Gilmore Hodge,MCU: Everyone Else,XXXX,0
Cosmo,MCU: Everyone Else,INFP,0
Namora,MCU: The Villains,ISTJ,0
Karen “Suit Lady”,MCU: Everyone Else,ISFJ,0
Riri Williams “Ironheart”,MCU: The Heroes,ESTP,0
Mjolnir,MCU: Everyone Else,ISFJ,0
Toothgrinder,Thor: Love and Thunder (2022),ENFP,0
Toothgnasher,Thor: Love and Thunder (2022),ENTP,0
Eternity,Thor: Love and Thunder (2022),INTJ,0
"Bao, God of Dumplings",Thor: Love and Thunder (2022),ENFP,0
Rapu,MCU: Everyone Else,ESFP,0
King Yakan,MCU: Everyone Else,ISFJ,0
Axl,Thor: Love and Thunder (2022),ENFJ,0
Hercules Panhellenios,Thor: Love and Thunder (2022),ESFP,0
Zeus,MCU: The Villains,ESTP,0
fat guy sippin coffee,Morbius (2022),ISTP,0
Wanda Maximoff (Universe-838),Doctor Strange in the Multiverse of Madness (2022),INFP,0
Christine Palmer (Earth-838),Doctor Strange in the Multiverse of Madness (2022),ESTJ,0
Pizza Poppa,Doctor Strange in the Multiverse of Madness (2022),ESTP,0
Emil Nicholas,Morbius (2022),ISFJ,0
Charles Xavier “Professor X” (Earth-838),Doctor Strange in the Multiverse of Madness (2022),INFJ,0
Baron Kal Mordo (Earth-838),MCU: Everyone Else,ISTJ,0
Supreme  Strange,Doctor Strange in the Multiverse of Madness (2022),INTJ,0
Maria Rambeau “Captain Marvel” (Earth-838),MCU: Everyone Else,ESTJ,0
Clea,Doctor Strange in the Multiverse of Madness (2022),ENTJ,0
"Blackagar Boltagon ""Black Bolt"" (Universe 838)",MCU: Everyone Else,ENTJ,0
Captain Carter (Universe 838),MCU: Everyone Else,ENTJ,0
Agent P. Cleary,MCU: Everyone Else,ENTP,0
Agent Simon Stroud,Morbius (2022),ISTJ,5 Pdb Votes
Emil Nikos,Morbius (2022),INFP,3 Pdb Votes
America Chavez,MCU: The Heroes,ISFP,413 Pdb Votes
Gargantos,Doctor Strange in the Multiverse of Madness (2022),ISTJ,21 Pdb Votes
Andre Wilson,MCU: Everyone Else,ESTJ,12 Pdb Votes
FRIDAY,MCU: Everyone Else,ISTJ,45 Pdb Votes
Jackson Norriss,MCU: Everyone Else,ESTP,1 Pdb Vote
"Eros ""Starfox""",MCU: The Heroes,ENTP,84 Pdb Votes
Agent Rodriguez,Morbius (2022),XXXX,8 Pdb Votes
Martine Bancroft,Morbius (2022),XXXX,33 Pdb Votes
"Dane Whitman ""Black Knight""",MCU: Everyone Else,INFP,83 Pdb Votes
Karun Patel,MCU: Everyone Else,ESFJ,36 Pdb Votes
Arishem the Judge,MCU: Everyone Else,INTJ,60 Pdb Votes
Kro,MCU: The Villains,ENTJ,24 Pdb Votes
Mrs. Chen,MCU: Everyone Else,INFJ,4 Pdb Votes
Dweller-in-Darkness,MCU: The Villains,ISTP,14 Pdb Votes
Great Protector,MCU: Everyone Else,INFJ,9 Pdb Votes
Guang Bo,MCU: Everyone Else,ISTJ,10 Pdb Votes
Jon Jon,MCU: Everyone Else,ESTP,14 Pdb Votes
Lila Barton,MCU: Everyone Else,ISFJ,29 Pdb Votes
Li Ching-Lin “Death Dealer”,MCU: The Villains,ISTP,14 Pdb Votes
Razor Fist,MCU: The Villains,ISTJ,18 Pdb Votes
Katy Chen,MCU: The Heroes,ESFP,867 Pdb Votes
Howard the Duck,MCU: Everyone Else,ESTP,33 Pdb Votes
E.D.I.T.H.,MCU: Everyone Else,INTJ,7 Pdb Votes
"Jackson Brice ""Shocker""",MCU: The Villains,ESTP,13 Pdb Votes
Councilman Singh,MCU: Everyone Else,ISTJ,6 Pdb Votes
Senator Brandt,MCU: Everyone Else,ISTJ,5 Pdb Votes
Jack Rollins,MCU: The Villains,ISTP,11 Pdb Votes
Karen,MCU: Everyone Else,ISFJ,9 Pdb Votes
Doris Toomes,MCU: Everyone Else,ESFJ,8 Pdb Votes
Anne Marie Hoag,MCU: Everyone Else,ESTJ,8 Pdb Votes
Cameron Klein,MCU: Everyone Else,INFP,9 Pdb Votes
Gef,MCU: Everyone Else,ESFP,5 Pdb Votes
Uzman,MCU: The Villains,ISTP,8 Pdb Votes
Nicodemus “Nic” West,MCU: Everyone Else,ISTJ,10 Pdb Votes
Gary,MCU: Everyone Else,ENFP,9 Pdb Votes
"Aaron Davis ""The Prowler""",MCU: Everyone Else,ISTP,34 Pdb Votes
Ian Boothby,MCU: Everyone Else,INFP,8 Pdb Votes
Councilwoman Hawley,MCU: Everyone Else,ESTJ,18 Pdb Votes
Roeder,MCU: The Villains,ISTJ,12 Pdb Votes
Taskmaster,MCU: The Villains,ISTJ,69 Pdb Votes
General Dreykov,MCU: The Villains,ENTJ,82 Pdb Votes
Rick Mason,MCU: Everyone Else,ISFP,20 Pdb Votes
"Alexei Shostakov ""Red Guardian""",MCU: Everyone Else,ESTP,304 Pdb Votes
The Supreme Intelligence,MCU: The Villains,INTJ,72 Pdb Votes
Miek,MCU: Everyone Else,ESTP,31 Pdb Votes
Leonard Samson,MCU: Everyone Else,INTP,26 Pdb Votes
Gale,MCU: Everyone Else,ESTJ,23 Pdb Votes
Christine Everhart,MCU: Everyone Else,ESTP,45 Pdb Votes
Akihiko (Yakuza Boss),MCU: Everyone Else,ISTJ,33 Pdb Votes
J.A.R.V.I.S.,MCU: Everyone Else,INTP,177 Pdb Votes
Vasily Karpov,MCU: The Villains,ISTJ,20 Pdb Votes
Julius Dell,MCU: Everyone Else,ESTP,27 Pdb Votes
J. Jonah Jameson,MCU: Everyone Else,ESTJ,119 Pdb Votes
Soren,MCU: Everyone Else,ISFJ,26 Pdb Votes
Georges Batroc,MCU: The Villains,ISTP,46 Pdb Votes
Dimitri Smerdyakov,MCU: The Villains,ISTP,27 Pdb Votes
Maria Stark,MCU: Everyone Else,ISFJ,30 Pdb Votes
Morgan H. Stark,MCU: Everyone Else,INFP,118 Pdb Votes
Stakar Ogord,MCU: Everyone Else,ESTJ,34 Pdb Votes
Norex,MCU: Everyone Else,ISFJ,27 Pdb Votes
Wendy Lawson “Captain Mar-Vell”,MCU: Everyone Else,INFJ,64 Pdb Votes
Goose,MCU: Everyone Else,ISFP,79 Pdb Votes
Bron-Char,MCU: Everyone Else,ESTJ,27 Pdb Votes
Att-Lass,MCU: Everyone Else,ISTJ,37 Pdb Votes
"Monica Rambeau “Photon""",MCU: The Heroes,ENFP,458 Pdb Votes
Minn-Erva,MCU: The Villains,ISTJ,37 Pdb Votes
Maria Rambeau,MCU: Everyone Else,ESFJ,47 Pdb Votes
Talos,MCU: Everyone Else,INFJ,130 Pdb Votes
Topaz,MCU: The Villains,ISTJ,47 Pdb Votes
Betty Brant,MCU: Everyone Else,ESFJ,123 Pdb Votes
Jim Morita,MCU: Everyone Else,ISTP,25 Pdb Votes
Abu Bakaar,MCU: The Villains,ESTJ,47 Pdb Votes
Raza Hamidmi Al-Wazar,MCU: The Villains,ISTP,35 Pdb Votes
Mitchell Carson,MCU: The Villains,ESTP,26 Pdb Votes
Heinz Kruger,MCU: The Villains,INTP,38 Pdb Votes
Mac Gargan “Scorpion”,MCU: The Villains,ISTP,34 Pdb Votes
Mr. Delmar,MCU: Everyone Else,ESTP,25 Pdb Votes
Ellen Brandt,MCU: The Villains,ISTP,23 Pdb Votes
President Matthew Ellis,MCU: Everyone Else,ISTJ,29 Pdb Votes
"Samuel Sterns “Mr. Blue""",MCU: Everyone Else,ENTP,32 Pdb Votes
Senator Stern,MCU: Everyone Else,ESTJ,46 Pdb Votes
Jasper Sitwell,MCU: The Villains,ISTJ,39 Pdb Votes
Surtur,MCU: The Villains,ESTJ,67 Pdb Votes
Betty Ross,MCU: Everyone Else,ENFJ,65 Pdb Votes
Laufey,MCU: The Villains,ISTJ,41 Pdb Votes
Ho Yinsen,MCU: Everyone Else,INFJ,78 Pdb Votes
Dormammu,MCU: The Villains,ENTJ,102 Pdb Votes
Watcher Informant (Stan Lee Cameos),MCU: Everyone Else,ENTP,69 Pdb Votes
Carina,MCU: Everyone Else,ISFP,42 Pdb Votes
Laura Barton,MCU: Everyone Else,ISFJ,62 Pdb Votes
Denarian Saal,MCU: Everyone Else,ISTJ,30 Pdb Votes
Rhomann Dey,MCU: Everyone Else,ESFJ,35 Pdb Votes
Nova Prime,MCU: Everyone Else,ESTJ,38 Pdb Votes
Dr. Darcy Lewis,MCU: Everyone Else,ENTP,849 Pdb Votes
James E. “Jimmy” Woo,MCU: Everyone Else,ISFJ,326 Pdb Votes
N'Jobu,MCU: Everyone Else,ISFP,50 Pdb Votes
Meredith Quill,MCU: Everyone Else,ESFP,36 Pdb Votes
Colonel Chester Phillips,MCU: Everyone Else,ESTJ,59 Pdb Votes
Abraham Erskine,MCU: Everyone Else,INTP,149 Pdb Votes
Flash Thompson,MCU: Everyone Else,ESTP,128 Pdb Votes
Herman Schultz “Shocker”,MCU: The Villains,ESTP,42 Pdb Votes
The Other,MCU: The Villains,ISTJ,33 Pdb Votes
Baron Wolfgang von Strucker,MCU: The Villains,ESTJ,51 Pdb Votes
Maggie Lang,MCU: Everyone Else,ESFJ,38 Pdb Votes
Jim Paxton,MCU: Everyone Else,ESTJ,42 Pdb Votes
Sonny Burch,MCU: The Villains,ESTP,46 Pdb Votes
Eric Savin,MCU: The Villains,ISTP,34 Pdb Votes
Harley Keener,MCU: Everyone Else,ENTP,194 Pdb Votes
Queen Ramonda,MCU: Everyone Else,ESTJ,130 Pdb Votes
Janet van Dyne / The Wasp,MCU: The Heroes,ESFJ,170 Pdb Votes
Korg,MCU: The Heroes,ENFP,262 Pdb Votes
May Parker,MCU: Everyone Else,ESFJ,286 Pdb Votes
Ayesha,MCU: The Villains,ESTJ,118 Pdb Votes
Taserface,MCU: The Villains,ESTP,58 Pdb Votes
Kraglin Obfonteri,MCU: The Heroes,ISFP,101 Pdb Votes
Trevor Slattery,MCU: Everyone Else,ENFP,95 Pdb Votes
Dave,MCU: Everyone Else,ESTP,40 Pdb Votes
Kurt Goreshter,MCU: Everyone Else,INTP,62 Pdb Votes
Hogun the Grim,MCU: Everyone Else,ISTJ,35 Pdb Votes
Volstagg the Voluminous,MCU: Everyone Else,ESFP,41 Pdb Votes
Fandral the Dashing,MCU: Everyone Else,ENTP,63 Pdb Votes
Liz Toomes,MCU: Everyone Else,ESFJ,99 Pdb Votes
Maya Hansen,MCU: Everyone Else,ESTP,47 Pdb Votes
Dr. Erik Selvig,MCU: Everyone Else,INTP,94 Pdb Votes
Eitri,MCU: Everyone Else,ISFP,59 Pdb Votes
Ava Starr “Ghost”,MCU: The Villains,ISFP,187 Pdb Votes
Bill Foster,MCU: Everyone Else,ESFJ,62 Pdb Votes
Zuri,MCU: Everyone Else,ISFJ,51 Pdb Votes
King T'Chaka,MCU: Everyone Else,ISFJ,64 Pdb Votes
Corvus Glaive,MCU: The Villains,ISTJ,60 Pdb Votes
Proxima Midnight,MCU: The Villains,ISTP,62 Pdb Votes
Cull Obsidian,MCU: The Villains,ESTP,63 Pdb Votes
Skurge,MCU: Everyone Else,ESTP,74 Pdb Votes
Everett K. Ross,MCU: Everyone Else,ESTJ,167 Pdb Votes
Ayo,MCU: The Heroes,ISTJ,126 Pdb Votes
W'Kabi,MCU: Everyone Else,ISTP,53 Pdb Votes
Nakia,MCU: The Heroes,ENFJ,349 Pdb Votes
Ulysses Klaue,MCU: The Villains,ESTP,128 Pdb Votes
Helen Cho,MCU: Everyone Else,INTP,64 Pdb Votes
Sif,MCU: The Heroes,ESTJ,128 Pdb Votes
Alexander Pierce,MCU: The Villains,ENTJ,171 Pdb Votes
Odin,MCU: The Heroes,ENTJ,305 Pdb Votes
Thaddeus Ross,MCU: Everyone Else,ESTJ,59 Pdb Votes
Taneleer Tivan “The Collector”,MCU: Everyone Else,INTJ,108 Pdb Votes
Kurse / Algrim,MCU: The Villains,ESTJ,37 Pdb Votes
Korath the Pursuer,MCU: The Villains,ISTJ,45 Pdb Votes
Malekith the Accursed,MCU: The Villains,ISTJ,68 Pdb Votes
Aldrich Killian,MCU: The Villains,ENTJ,156 Pdb Votes
Arnim Zola,MCU: The Villains,INTP,150 Pdb Votes
Emil Blonsky “Abomination”,MCU: The Villains,ESTJ,150 Pdb Votes
"Jane Foster ""The Mighty Thor""",MCU: The Heroes,INTP,677 Pdb Votes
Ivan Vanko “Whiplash”,MCU: The Villains,ISTP,144 Pdb Votes
Obadiah Stane “Iron Monger”,MCU: The Villains,ENTJ,219 Pdb Votes
Hope van Dyne “Wasp”,MCU: The Heroes,ISTJ,426 Pdb Votes
Darren Cross “Yellowjacket”,MCU: The Villains,ESTJ,134 Pdb Votes
Sharon Carter “Power Broker”,MCU: The Villains,ISTJ,384 Pdb Votes
Ronan the Accuser,MCU: The Villains,ISTJ,154 Pdb Votes
Brock Rumlow “Crossbones”,MCU: The Villains,ISTP,104 Pdb Votes
Pietro Maximoff “Quicksilver”,MCU: The Heroes,ESTP,406 Pdb Votes
The Joker,The Dark Knight Trilogy (2005),ENTP,4.2k Pdb Votes
Arthur Fleck/Joker,Joker (2019),INFP,4.7k Pdb Votes
Bruce Wayne “Batman”,The Batman (2022),INTJ,3.7k Pdb Votes
Bruce Wayne “Batman”,The Dark Knight Trilogy (2005),INTJ,2.2k Pdb Votes
Jonathan Crane “Scarecrow”,The Dark Knight Trilogy (2005),INTP,917 Pdb Votes
Edward Nashton “The Riddler”,The Batman (2022),INTP,2.7k Pdb Votes
Selina Kyle “Catwoman”,The Batman (2022),ESFP,1.6k Pdb Votes
Walter Kovacs / Rorschach,Watchmen (2009),ISTJ,630 Pdb Votes
Harleen Quinzel/Harley Quinn,Joker: Folie à Deux (2024),ENFP,44 Pdb Votes
Harleen Quinzel/Harley Quinn,Joker (2019),ENFP,5 Pdb Votes
Harvey Dent “Two-Face”,The Dark Knight Trilogy (2005),ENFJ,608 Pdb Votes
Bane,The Dark Knight Trilogy (2005),ENTJ,812 Pdb Votes
Miranda Tate / Talia Al Ghul,The Dark Knight Trilogy (2005),ENFJ,129 Pdb Votes
James Gordon,The Dark Knight Trilogy (2005),ISTJ,352 Pdb Votes
Adrian Veidt / Ozymandias,Watchmen (2009),INTJ,514 Pdb Votes
John “Robin” Blake,The Dark Knight Trilogy (2005),INTP,276 Pdb Votes
Alfred Pennyworth,The Dark Knight Trilogy (2005),ISFJ,393 Pdb Votes
The Joker,The Batman (2022),ENTP,260 Pdb Votes
