,char,movie,mbti,votes
3159,The Oompa Loompas,Willy Wonka and the Chocolate Factory (1971),ISTJ,79 Pdb Votes
3160,Sean Devine,Mystic River,ISTJ,4 Pdb Votes
3161,Ian,Flight of the Phoenix (2004),ISTJ,8 Pdb Votes
3162,Kelly Johnson,Flight of the Phoenix (2004),ISTJ,5 Pdb Votes
3163,Colonel Attar,Planet of the Apes (2001),ISTJ,5 Pdb Votes
3164,Salomé,Bye Bye Brazil,ISTJ,1 Pdb Vote
3165,Kubla Kraus,Jack Frost (1979),XXXX,1 Pdb Vote
3166,Col. Brighton,Lawrence of Arabia (1962),ISTJ,10 Pdb Votes
3167,Zühtü Hoca,Hababam Sınıfı (1975),ISTJ,8 Pdb Votes
3168,Paşa Nuri,Hababam Sınıfı (1975),ISTJ,11 Pdb Votes
3169,Boog,Open Season (2006),ISTJ,100 Pdb Votes
3170,Henrietta Stiles,Willard (2003),ISTJ,1 Pdb Vote
3171,Arno Moradian,Uncut Gems (2019),ISTJ,36 Pdb Votes
3172,Tom Doss,Hacksaw Ridge (2016),ISTJ,33 Pdb Votes
3173,Issa (Detective),Atlantics (2019),ISTJ,2 Pdb Votes
3174,Lenny Meyer,Pi (1998),XXXX,2 Pdb Votes
3175,Falko,Bibi Und Tina (2014),ISTJ,6 Pdb Votes
3176,Avery Cross,The Place Beyond the Pines (2012),ISTJ,28 Pdb Votes
3177,Viscountess de Montmort,Suite Française (2015),ISTJ,8 Pdb Votes
3178,Queen Helena,A Christmas Prince (Trilogy),ISTJ,1 Pdb Vote
3179,Maria,"Four Days in September (1997) O Que É Isso, Companheiro?",ISTJ,49 Pdb Votes
3180,Duke of Monroth,Moulin Rouge (2001),ISTJ,24 Pdb Votes
3181,Soundwave,Transformers (Bayverse),ISTJ,2 Pdb Votes
3182,Kouzelník,Pelíšky (1999),XXXX,2 Pdb Votes
3183,Doktor Stárek,Pelíšky (1999),ISTJ,7 Pdb Votes
3184,Foreman,Antz (1998),ISTJ,24 Pdb Votes
3185,Prince Thomas of England,The King (2019),ISTJ,1 Pdb Vote
3186,Zelma,Sunset (Napszállta; 2018),ISTJ,5 Pdb Votes
3187,Lea,Kita Kita (2017),XXXX,122 Pdb Votes
3188,Aang,The Last Airbender (2010),ISTJ,22 Pdb Votes
3189,Dr Zara,Abominable (2019),ISTJ,3 Pdb Votes
3190,Riva,Chef (2014),ISTJ,102 Pdb Votes
3191,Ben,Barnyard (2006),ISTJ,41 Pdb Votes
3192,"Captain Chesley ""Sully"" Sullenberger",Sully (2016),ISTJ,42 Pdb Votes
3193,Raphaël Poulain,Amélie (2001),ISTJ,13 Pdb Votes
3194,Patrick Gates,National Treasure (2004),ISTJ,11 Pdb Votes
3195,Gus Mancuso,Passengers (2016),ISTJ,23 Pdb Votes
3196,Nader,A Separation (2011),ISTJ,24 Pdb Votes
3197,Simin,A Separation (2011),ISTJ,19 Pdb Votes
3198,Jackie,What We Do in the Shadows (2014),ISTJ,38 Pdb Votes
3199,Captain Deertz,Jojo Rabbit (2019),ISTJ,0
3200,Major Bennington,Sonic the Hedgehog (Film Series),ISTJ,25 Pdb Votes
3201,Mr. Electricidad,The Adventures of Sharkboy and Lavagirl (2005),ISTJ,35 Pdb Votes
3202,Emil Dachevsky,Mr. Bean's Holiday (2007),ISTJ,2 Pdb Votes
3203,Mr. Marozzi (Maestro Marozzi),Pierino Series,ISTJ,1 Pdb Vote
3204,Pierino's Father,Pierino Series,ISTJ,1 Pdb Vote
3205,Flipperista (Pinball Player),Pierino Series,ISTJ,1 Pdb Vote
3206,Sylvia Marpole,An Extremely Goofy Movie (2000),ISTJ,15 Pdb Votes
3207,Marni Wallace,Repo! The Genetic Opera (2008),XXXX,3 Pdb Votes
3208,Nathan Wallace,Repo! The Genetic Opera (2008),ISTJ,33 Pdb Votes
3209,Dave Ming Chang,Meet Dave (2008),ISTJ,6 Pdb Votes
3210,Budlofsky,Pineapple Express (2008),ISTJ,6 Pdb Votes
3211,Pastor Gallswells,Corpse Bride (2005),ISTJ,40 Pdb Votes
3212,Petyr,What We Do in the Shadows (2014),ISTJ,35 Pdb Votes
3213,Hürrem Hoca,Hababam Sınıfı (1975),ISTJ,19 Pdb Votes
3214,George Tyrrell,Daylight (1996),ISTJ,1 Pdb Vote
3215,Lidia,Corpus Christi (2019) (Boże Ciało),ISTJ,10 Pdb Votes
3216,Hüseyin Şevki Topuz,Hababam Sınıfı (1975),ISTJ,11 Pdb Votes
3217,Detective Lieutenant Elliot,Knives Out (2019),ISTJ,128 Pdb Votes
3218,Chuckie O'Brien,The Irishman (2019),ISTJ,15 Pdb Votes
3219,Roy,Irrational Man (2015),XXXX,3 Pdb Votes
3220,Roland,A Knight's Tale (2001),ISTJ,13 Pdb Votes
3221,Bae Moo-hyeon,A Tale of Two Sisters (2003),ISTJ,9 Pdb Votes
3222,Bae Su-mi,A Tale of Two Sisters (2003),ISTJ,41 Pdb Votes
3223,Sean Brenner,Insidious,ISTJ,9 Pdb Votes
3224,Lord Vaako,The Chronicles of Riddick (2004),ISTJ,11 Pdb Votes
3225,Chief,The Fox and the Hound (1981),ISTJ,41 Pdb Votes
3226,Catherine Stewart,Chloe (2009),ISTJ,17 Pdb Votes
3227,Commander Bacara,Star Wars,ISTJ,47 Pdb Votes
3228,Mr. Hand,Fast Times at Ridgemont High (1982),ISTJ,25 Pdb Votes
3229,Arthur Hoggett (Farmer Hoggett),Babe (1995),ISTJ,8 Pdb Votes
3230,Nilgün,Happy Days (Neşeli Günler; 1978),ISTJ,1 Pdb Vote
3231,Azamat Bagatov,Borat (Series),ISTJ,33 Pdb Votes
3232,Ethan Thomas,The Exorcism of Emily Rose (2005),ISTJ,12 Pdb Votes
3233,Gerzek Hamdi,Korkusuz Korkak (1979),ISTJ,1 Pdb Vote
3234,Arap Ali,Bir Zamanlar Anadolu'da (2011),ISTJ,1 Pdb Vote
3235,Nusret,Bir Zamanlar Anadolu'da (2011),ISTJ,3 Pdb Votes
3236,Captain Artemis,300,ISTJ,15 Pdb Votes
3237,William Martinez,Battle: Los Angeles (2011),ISTJ,2 Pdb Votes
3238,Joe Rincon,Battle: Los Angeles (2011),ISTJ,2 Pdb Votes
3239,Michael Nantz,Battle: Los Angeles (2011),ISTJ,13 Pdb Votes
3240,Hobie,Barbie As Rapunzel (2002),ISTJ,27 Pdb Votes
3241,Dr Savard,Dallas Buyer's Club (2013),ISTJ,7 Pdb Votes
3242,Celeste,K-12 (2019),ISTJ,90 Pdb Votes
3243,Mané Galinha,City of God (2002),ISTJ,80 Pdb Votes
3244,Captain Logan,Bill & Ted,ISTJ,2 Pdb Votes
3245,Death,Bill & Ted,ISTJ,14 Pdb Votes
3246,Erin Gilbert,Ghostbusters (2016),ISTJ,43 Pdb Votes
3247,Elgie Branch,"Where’d You Go, Bernadette (2019)",ISTJ,6 Pdb Votes
3248,Leopold Mozart,Amadeus (1984),ISTJ,13 Pdb Votes
3249,Ronin,Epic (2013),ISTJ,33 Pdb Votes
3250,George Farber,Funny Games (2007),ISTJ,7 Pdb Votes
3251,Gort,The Day the Earth Stood Still (1951),ISTJ,3 Pdb Votes
3252,Peder,The Thing (2011),ISTJ,4 Pdb Votes
3253,Judge Danforth,The Crucible (1996),ISTJ,30 Pdb Votes
3254,John Proctor,The Crucible (1996),ISTJ,118 Pdb Votes
3255,Zelda,Misfit (2019),ISTJ,1 Pdb Vote
3256,Cesar,Blow (2001),ISTJ,4 Pdb Votes
3257,Oreius,The Chronicles of Narnia (Film Trilogy),ISTJ,21 Pdb Votes
3258,Mrs. Macready,The Chronicles of Narnia (Film Trilogy),ISTJ,28 Pdb Votes
3259,Nikabrik,The Chronicles of Narnia (Film Trilogy),ISTJ,14 Pdb Votes
3260,Saesee Tiin,Star Wars,ISTJ,11 Pdb Votes
3261,Ki-Adi-Mundi,Star Wars,ISTJ,158 Pdb Votes
3262,The Duke,The Duchess (2008),ISTJ,12 Pdb Votes
3263,Guy Sangster,Allied (2016),ISTJ,7 Pdb Votes
3264,Leonard,North By Northwest (1959),ISTJ,1 Pdb Vote
3265,Shaniqua Johnson,Crash (2004),ISTJ,3 Pdb Votes
3266,Anthony,Crash (2004),XXXX,4 Pdb Votes
3267,Wendy,The Spy Who Dumped Me (2018),ISTJ,6 Pdb Votes
3268,Kate Holbrook,Baby Mama (2008),ISTJ,13 Pdb Votes
3269,Auggie Hilderbrandt,Scary Stories to Tell in the Dark (2019),ISTJ,26 Pdb Votes
3270,Sassy,Homeward Bound (1993),ISTJ,1 Pdb Vote
3271,Brian Marsh,Prince of Darkness (1987),ISTJ,22 Pdb Votes
3272,M.T. Garry,The Thing (1982),ISTJ,11 Pdb Votes
3273,Dr. Sarah Bowman,Day of the Dead (1985),ISTJ,45 Pdb Votes
3274,Judge Turpin,Sweeney Todd: The Demon Barber of Fleet Street (2007),ISTJ,15 Pdb Votes
3275,Nora Shepherd,Jumanji (1995),ISTJ,70 Pdb Votes
3276,Will Bloom,Big Fish (2003),ISTJ,83 Pdb Votes
3277,Frankie Dunn,Million Dollar Baby (2004),ISTJ,80 Pdb Votes
3278,King George VI,The King's Speech (2010),ISTJ,22 Pdb Votes
3279,Penny,"O Brother, Where Art Thou? (2000)",ISTJ,9 Pdb Votes
3280,JD,"Lock, Stock and Two Smoking Barrels (1998)",ISTJ,20 Pdb Votes
3281,Soap,"Lock, Stock and Two Smoking Barrels (1998)",ISTJ,4 Pdb Votes
3282,Kianna,21 (2008),XXXX,3 Pdb Votes
3283,Hüseyin,My Father And My Son,ISTJ,59 Pdb Votes
3284,Elizabeth Collins Stoddard,Dark Shadows (2012),ISTJ,7 Pdb Votes
3285,Frank James,The Assassination of Jesse James by the Coward Robert Ford (2007),ISTJ,2 Pdb Votes
3286,The Manager,Vox Lux (2018),ISTJ,9 Pdb Votes
3287,Miss Avocet,Miss Peregrine's Home for Peculiar Children (2016),ISTJ,20 Pdb Votes
3288,Horace Somnusson,Miss Peregrine's Home for Peculiar Children (2016),ISTJ,1 Pdb Vote
3289,Evelyn Tupperworth,Summer's Shadow (2014),ISTJ,158 Pdb Votes
3290,Adam Flayman,Bee Movie (2007),ISTJ,25 Pdb Votes
3291,Big Chris,"Lock, Stock and Two Smoking Barrels (1998)",ISTJ,1 Pdb Vote
3292,Katrin,Rams (2015),ISTJ,16 Pdb Votes
3293,Fletcher,There Will Be Blood (2007),ISTJ,4 Pdb Votes
3294,The Chief,Get Smart (2008),ISTJ,14 Pdb Votes
3295,Alex,The Road Within (2015),ISTJ,230 Pdb Votes
3296,Dr. Wilbur Wonka,Charlie and the Chocolate Factory (2005),ISTJ,93 Pdb Votes
3297,Mr. Teavee,Charlie and the Chocolate Factory (2005),ISTJ,2 Pdb Votes
3298,Burghart Kroll,Never Look Away (2018),ISTJ,28 Pdb Votes
3299,Pops,The Secret Life of Pets (2016),ISTJ,0
3300,Cassian,John Wick,ISTJ,37 Pdb Votes
3301,Victor,John Wick,ISTJ,7 Pdb Votes
3302,Igor Karkaroff,Harry Potter / Wizarding World Films,ISTJ,57 Pdb Votes
3303,Bane,Harry Potter / Wizarding World Films,ISTJ,22 Pdb Votes
3304,Dean Charles Stanforth,Indiana Jones (Series),ISTJ,4 Pdb Votes
3305,Colonel Diane Foster,MonsterVerse,ISTJ,7 Pdb Votes
3306,William Stenz,MonsterVerse,ISTJ,3 Pdb Votes
3307,Kara,The Fast and the Furious (Film Franchise),ISTJ,14 Pdb Votes
3308,Ivory,The Fast and the Furious (Film Franchise),ISTJ,5 Pdb Votes
3309,Riley Hicks,The Fast and the Furious (Film Franchise),ISTJ,15 Pdb Votes
3310,Johnny Tran,The Fast and the Furious (Film Franchise),ISTJ,26 Pdb Votes
3311,Lieutenant Scott Gorman,Alien,ISTJ,12 Pdb Votes
3312,Marcus Eaton,Divergent (2014),ISTJ,29 Pdb Votes
3313,Aftab Shakir Ahmed,Gully Boy (2019),ISTJ,4 Pdb Votes
3314,Robbie Preston,Equilibrium (2002),ISTJ,22 Pdb Votes
3315,Zazu,The Lion King (2019),ISTJ,33 Pdb Votes
3316,André Mathias,Elite Squad (2007),ISTJ,27 Pdb Votes
3317,Laurent Da Revin,Twilight (Franchise),ISTJ,47 Pdb Votes
3318,Grandpa Dillard,Square Dance (1987),XXXX,1 Pdb Vote
3319,Newland Archer,The Age of Innocence (1993),ISTJ,44 Pdb Votes
3320,Constance Saunders,How to Make an American Quilt (1995),ISTJ,15 Pdb Votes
3321,Jamie,Eurotrip (2004),ISTJ,9 Pdb Votes
3322,Thimblenose Ted,Flushed Away (2006),ISTJ,4 Pdb Votes
3323,"Manfred ""Rollo"" Rohleder",Stalingrad (1993),ISTJ,2 Pdb Votes
3324,Conway,Would You Rather (2012),ISTJ,11 Pdb Votes
3325,Bevans,Would You Rather (2012),ISTJ,6 Pdb Votes
3326,Pete Henrick,The Grey (2011),ISTJ,52 Pdb Votes
3327,Kobayashi,The Usual Suspects (1995),ISTJ,21 Pdb Votes
3328,Dave Kujan,The Usual Suspects (1995),ISTJ,1 Pdb Vote
3329,Sonny Truelove,Alpha Dog (2006),ISTJ,1 Pdb Vote
3330,The President,Escape from New York (1981),ISTJ,53 Pdb Votes
3331,Drix,Osmosis Jones (2001),ISTJ,33 Pdb Votes
3332,Dr. Rumack,Airplane! (1980),ISTJ,2 Pdb Votes
3333,Oliver Lang,Arlington Road (1999),ISTJ,13 Pdb Votes
3334,Lars Thorwald,Rear Window (1954),ISTJ,19 Pdb Votes
3335,Abbot Cellach,The Secret of Kells (2009),ISTJ,1 Pdb Vote
3336,Theodore,The Apple Dumpling Gang (1975),ISTJ,12 Pdb Votes
3337,Ditto,Pokémon: Detective Pikachu (2019),ISTJ,26 Pdb Votes
3338,Jade Fox,"Crouching Tiger, Hidden Dragon (2000)",ISTJ,159 Pdb Votes
3339,Pia Sahastrabuddhe,3 Idiots (2009),ISTJ,1 Pdb Vote
3340,Anthony Kirby,You Can't Take it With You (1938),ISTJ,12 Pdb Votes
3341,Queen Victoria,Victoria & Abdul (2017),ISTJ,3 Pdb Votes
3342,Felix Gumm,Spy Kids (2001),ISTJ,21 Pdb Votes
3343,Veronica Vaughn,Billy Madison (1995),ISTJ,1 Pdb Vote
3344,Memucan,One Night with the King (2006),ISTJ,5 Pdb Votes
3345,Water Delivery Guy (T-888),Terminator,ISTJ,24 Pdb Votes
3346,Endre,On Body and Soul (2017),ISTJ,9 Pdb Votes
3347,Mechagodzilla,MonsterVerse,ISTJ,10 Pdb Votes
3348,Kenneth,Dawn of the Dead (2004),ISTJ,59 Pdb Votes
3349,Flit,Pocahontas (1995),ISTJ,0
3350,Terminator T-850,Terminator,ISTJ,33 Pdb Votes
3351,CPL Fred Henderson,Saving Private Ryan (1998),ISTJ,4 Pdb Votes
3352,George Banks,Mary Poppins (1964),ISTJ,102 Pdb Votes
3353,Mirei Nitani,The Dark Maidens (2017),ISTJ,2 Pdb Votes
3354,Sam Loomis,Psycho (Franchise),ISTJ,30 Pdb Votes
3355,The Adjudicator,John Wick,ISTJ,96 Pdb Votes
3356,Bill,The Sandlot (1993),ISTJ,5 Pdb Votes
3357,Mary Lisbon,The Virgin Suicides (2000),ISTJ,89 Pdb Votes
3358,"Walter ""Walt"" Boggis",Fantastic Mr. Fox (2009),ISTJ,41 Pdb Votes
3359,Persian Messenger,300,ISTJ,17 Pdb Votes
3360,Malcolm Rivers,Identity (2003),ISTJ,1 Pdb Vote
3361,Hakim,Aladdin (2019),ISTJ,30 Pdb Votes
3362,Haldir,The Lord of the Rings (Film Trilogy),ISTJ,73 Pdb Votes
3363,Lt. General Robert Brewster,Terminator,ISTJ,5 Pdb Votes
3364,Terminator T-800 Guardian “Pops”,Terminator,ISTJ,28 Pdb Votes
3365,Commander Gherant,Star Wars,ISTJ,8 Pdb Votes
3366,Max Cherry,Jackie Brown (1997),ISTJ,44 Pdb Votes
3367,Dr.David Huxley,Bringing Up Baby (1938),ISTJ,65 Pdb Votes
3368,Rune Haako,Star Wars,ISTJ,17 Pdb Votes
3369,Melvin Udall,As Good as It Gets (1997),ISTJ,157 Pdb Votes
3370,Bagheera,The Jungle Book (2016),ISTJ,43 Pdb Votes
3371,Sir Gawain,Excalibur (1981),ISTJ,4 Pdb Votes
3372,Sheriff,Cars (Franchise),ISTJ,72 Pdb Votes
3373,Chris Oram,Alien,ISTJ,12 Pdb Votes
3374,Fireball,The Running Man (1987),ISTJ,2 Pdb Votes
3375,Lynn Sear,The Sixth Sense (1999),ISTJ,20 Pdb Votes
3376,Eric Liddell,Chariots of Fire (1981),ISTJ,6 Pdb Votes
3377,Rawlins,Bloodsport (1988),ISTJ,1 Pdb Vote
3378,Senzo Tanaka,Bloodsport (1988),ISTJ,9 Pdb Votes
3379,Mr. Owens,The Prestige (2006),ISTJ,8 Pdb Votes
3380,Walter Hobbs,Elf (2003),ISTJ,157 Pdb Votes
3381,Bill Hudley,House of 1000 Corpses (2003),XXXX,18 Pdb Votes
3382,Steve Naish,House of 1000 Corpses (2003),ISTJ,7 Pdb Votes
3383,Major Asshole,Spaceballs (1987),ISTJ,4 Pdb Votes
3384,Ellen Bascomb,"Synecdoche, New York (2008)",ISTJ,1 Pdb Vote
3385,Victoria,Sideways (2004),ISTJ,4 Pdb Votes
3386,Gruber,Sea of Love (1989),ISTJ,2 Pdb Votes
3387,Frank Keller Sr.,Sea of Love (1989),ISTJ,2 Pdb Votes
3388,Nana,Frank (2014),ISTJ,1 Pdb Vote
3389,Monica Barling,Frenzy (1972),ISTJ,2 Pdb Votes
3390,Sergeant Spearman,Frenzy (1972),ISTJ,1 Pdb Vote
3391,Chief Inspecter Tim Oxford,Frenzy (1972),ISTJ,1 Pdb Vote
3392,Gothmog,The Lord of the Rings (Film Trilogy),ISTJ,57 Pdb Votes
3393,Raye Iwamatsu,Death Note (2006),ISTJ,6 Pdb Votes
3394,Soichiro Yagami,Death Note (2006),ISTJ,11 Pdb Votes
3395,Dr. Galen,Planet of the Apes (1968),ISTJ,2 Pdb Votes
3396,Dr. Maximus,Planet of the Apes (1968),ISTJ,4 Pdb Votes
3397,Red,War for the Planet of the Apes (2017),ISTJ,4 Pdb Votes
3398,Principal Turrel,Assassination Nation (2018),ISTJ,7 Pdb Votes
3399,Mr. Hinx,James Bond Film Series,ISTJ,9 Pdb Votes
3400,Mr. Wint,James Bond Film Series,ISTJ,10 Pdb Votes
3401,Stephanie Holden,Baywatch (2017),ISTJ,6 Pdb Votes
3402,Mikey Abromowitz,Surf’s Up (2007),ISTJ,18 Pdb Votes
3403,Geneticist,Gattaca (1997),ISTJ,3 Pdb Votes
3404,Antonio Freeman,Gattaca (1997),ISTJ,4 Pdb Votes
3405,General Sanford Smithers,The Hateful Eight (2015),ISTJ,46 Pdb Votes
3406,Major Erwin König,Enemy at the Gates (2001),ISTJ,24 Pdb Votes
3407,Lorth Needa,Star Wars,ISTJ,29 Pdb Votes
3408,Old Master Yuan,Five Deadly Venoms (1978),ISTJ,1 Pdb Vote
3409,Drew,Divergent (2014),ISTJ,3 Pdb Votes
3410,Dr. Jake Houseman,Dirty Dancing (1987),ISTJ,40 Pdb Votes
3411,Sam 'Ace' Rothstein,Casino (1995),ISTJ,186 Pdb Votes
3412,Anduin Lothar,Warcraft (2016),ISTJ,13 Pdb Votes
3413,Chingachgook,The Last of the Mohicans (1992),ISTJ,10 Pdb Votes
3414,Nurse Wilson,Return to Oz (1985),XXXX,9 Pdb Votes
3415,Billina,Return to Oz (1985),ISTJ,2 Pdb Votes
3416,Tik-Tok,Return to Oz (1985),ISTJ,9 Pdb Votes
3417,Omar Suárez,Scarface (1983),ISTJ,39 Pdb Votes
3418,Cairon,The Neverending Story (1984),ISTJ,10 Pdb Votes
3419,Mr. Wing,Gremlins (1984),ISTJ,13 Pdb Votes
3420,Walter Golic,Alien,ISTJ,6 Pdb Votes
3421,Ansel Smith,Killer Joe (2011),ISTJ,4 Pdb Votes
3422,Midnite,Constantine (2005),ISTJ,29 Pdb Votes
3423,SkekZok the Ritual Master,The Dark Crystal (1982),ISTJ,5 Pdb Votes
3424,Garthim,The Dark Crystal (1982),ISTJ,7 Pdb Votes
3425,Michael Teo,Crazy Rich Asians (2018),ISTJ,17 Pdb Votes
3426,Benny Pearl,Benny & Joon (1993),ISTJ,17 Pdb Votes
3427,Chi-Fu,Mulan (Franchise),ISTJ,252 Pdb Votes
3428,Bender,A Beautiful Mind (2001),ISTJ,5 Pdb Votes
3429,Gord,Wreck-It Ralph (Franchise),ISTJ,7 Pdb Votes
3430,KnowsMore,Wreck-It Ralph (Franchise),ISTJ,53 Pdb Votes
3431,La Boeuf,True Grit (2010),ISTJ,27 Pdb Votes
3432,Azeem,Robin Hood: Prince of Thieves (1991),ISTJ,22 Pdb Votes
3433,Doctor Doyle,Haunted (1995),ISTJ,1 Pdb Vote
3434,Pat Garrett,Young Guns,ISTJ,1 Pdb Vote
3435,Vito Cornelius,The Fifth Element (1997),ISTJ,19 Pdb Votes
3436,Felix Reyes-Torrena,Collateral (2004),ISTJ,15 Pdb Votes
3437,Chief Ten Bears,Dances with Wolves (1990),ISTJ,12 Pdb Votes
3438,William Cecil,Mary Queen of Scots (2018),XXXX,6 Pdb Votes
3439,Henry Swinton,A.I. Artificial Intelligence (2002),ISTJ,3 Pdb Votes
3440,Alfred Ludlow,Legends of the Fall (1994),ISTJ,85 Pdb Votes
3441,Jo Hyung-Rae,The Priests (2015),ISTJ,1 Pdb Vote
3442,Jack,The Four Feathers (2002),ISTJ,3 Pdb Votes
3443,Hank Mitchell,A Simple Plan (1998),ISTJ,10 Pdb Votes
3444,Robert the Bruce,Braveheart (1995),ISTJ,16 Pdb Votes
3445,Vivian Mitchell,Hidden Figures (2016),ISTJ,19 Pdb Votes
3446,Paul Stafford,Hidden Figures (2016),ISTJ,30 Pdb Votes
3447,Kazim,Indiana Jones (Series),ISTJ,19 Pdb Votes
3448,Seo Jae-Moon,The Priests (2015),ISTJ,1 Pdb Vote
3449,Woo-Joo,The Priests (2015),ISTJ,1 Pdb Vote
3450,Kim Yoo-Ri,The Priests (2015),ISTJ,1 Pdb Vote
3451,Koo Do-Kyun,The Priests (2015),ISTJ,1 Pdb Vote
3452,Maharajah Zalim Singh,Indiana Jones (Series),ISTJ,16 Pdb Votes
3453,Bobby,A Star is Born (2018),ISTJ,23 Pdb Votes
3454,Sho,Ready Player One (2018),ISTJ,13 Pdb Votes
3455,Daito,Ready Player One (2018),ISTJ,9 Pdb Votes
3456,Amelia Maugery,The Guernsey Literary and Potato Peel Pie Society (2018),ISTJ,12 Pdb Votes
3457,Colonel Sandurz,Spaceballs (1987),ISTJ,7 Pdb Votes
3458,The Machine Man,Metropolis (1927),ISTJ,2 Pdb Votes
3459,Karen,Blade (1998),ISTJ,13 Pdb Votes
3460,Corporal Dwayne Hicks,Alien,ISTJ,36 Pdb Votes
3461,Sheriff George Bannerman,The Dead Zone (1983),ISTJ,4 Pdb Votes
3462,Hank Deerfield,In the Valley of Elah (2007),ISTJ,6 Pdb Votes
3463,Lui,La Pointe Courte (1955),ISTJ,1 Pdb Vote
3464,Mark McPherson,Laura (1944),ISTJ,30 Pdb Votes
3465,Mother,The Dreamers (2003),ISTJ,6 Pdb Votes
3466,Glenn Sickleman,The Book of Henry (2017),ISTJ,1 Pdb Vote
3467,Nigel,Children of Men (2006),ISTJ,6 Pdb Votes
3468,Bus Grossman,Inside Llewyn Davis (2013),ISTJ,5 Pdb Votes
3469,Amanda Harper,Escape Room (2019),ISTJ,69 Pdb Votes
3470,Max,Cats Don't Dance (1997),ISTJ,13 Pdb Votes
3471,Cranston,Cats Don't Dance (1997),ISTJ,9 Pdb Votes
3472,McCabe,Vanilla Sky (2001),ISTJ,8 Pdb Votes
3473,Lucy,In the Land of Women (2007),ISTJ,1 Pdb Vote
3474,Viktor Drago,Rocky,ISTJ,14 Pdb Votes
3475,4,9 (2009),ISTJ,96 Pdb Votes
3476,1,9 (2009),ISTJ,103 Pdb Votes
3477,Adam,50/50 (2011),ISTJ,19 Pdb Votes
3478,Kyle,The Perfect Score (2004),ISTJ,3 Pdb Votes
3479,Eugene Dix,Final Destination 2 (2003),ISTJ,18 Pdb Votes
3480,Detective Parker,Disturbia (2007),ISTJ,3 Pdb Votes
3481,Robert Turner,Disturbia (2007),ISTJ,9 Pdb Votes
3482,Damon McCready (Big Daddy),Kick-Ass (2010),ISTJ,56 Pdb Votes
3483,Harold Crick,Stranger than Fiction (2006),ISTJ,69 Pdb Votes
3484,Madame Alvarez,Gigi (1958),ISTJ,1 Pdb Vote
3485,Cosmo,Moonstruck (1987),ISTJ,3 Pdb Votes
3486,Otis,The Adventures of Milo and Otis (1986),ISTJ,19 Pdb Votes
3487,Bart Mancuso,The Hunt for Red October (1990),ISTJ,3 Pdb Votes
3488,Delbert Grady,The Shining (1980),ISTJ,74 Pdb Votes
3489,Dandridge,American Sniper (2014),ISTJ,3 Pdb Votes
3490,Ryker,Planes (2013),ISTJ,1 Pdb Vote
3491,Bulldog,Planes (2013),ISTJ,2 Pdb Votes
3492,Dottie,Planes (2013),ISTJ,5 Pdb Votes
3493,Skipper Riley,Planes (2013),ISTJ,12 Pdb Votes
3494,Alec Lightwood,The Mortal Instruments: City of Bones (2013),ISTJ,15 Pdb Votes
3495,William Ford,12 Years a Slave (2013),ISTJ,26 Pdb Votes
3496,Patsy,Monty Python and the Holy Grail (1975),ISTJ,19 Pdb Votes
3497,Nicholas Angel,The Cornetto Trilogy,ISTJ,269 Pdb Votes
3498,Theseus Scamander,Fantastic Beasts,ISTJ,181 Pdb Votes
3499,Janine Melnitz,Ghostbusters (1984),ISTJ,33 Pdb Votes
3500,Pai Mei,Kill Bill (2003),ISTJ,157 Pdb Votes
3501,"Rebecca ""Newt"" Jorden",Alien,ISTJ,40 Pdb Votes
3502,Joh Fredersen,Metropolis (1927),ISTJ,14 Pdb Votes
3503,John Rooney,Road to Perdition (2002),ISTJ,6 Pdb Votes
3504,Michael Sullivan,Road to Perdition (2002),ISTJ,13 Pdb Votes
3505,Detective Bigfoot,Inherent Vice (2014),ISTJ,7 Pdb Votes
3506,Paul Sunday,There Will Be Blood (2007),ISTJ,50 Pdb Votes
3507,Earl Partridge,Magnolia (1999),ISTJ,21 Pdb Votes
3508,Bain,The Hobbit (Film Trilogy),ISTJ,20 Pdb Votes
3509,Gloin,The Hobbit (Film Trilogy),ISTJ,20 Pdb Votes
3510,Grange,The Crow (1994),ISTJ,18 Pdb Votes
3511,Sergeant Albrecht,The Crow (1994),ISTJ,36 Pdb Votes
3512,Mullroy,Pirates of the Caribbean,ISTJ,22 Pdb Votes
3513,Murtogg,Pirates of the Caribbean,ISTJ,36 Pdb Votes
3514,"Lt. Tom ""Iceman"" Kazansky",Top Gun Series,ISTJ,141 Pdb Votes
3515,E. Aster Bunnymund,Rise of the Guardians (2012),ISTJ,253 Pdb Votes
3516,Jimmy O'Donnell,Once Upon a Time in America (1984),ISTJ,9 Pdb Votes
3517,Schultz,The Great Dictator (1940),ISTJ,7 Pdb Votes
3518,Kyle Reese,Terminator,ISTJ,131 Pdb Votes
3519,Dan White,Milk (2008),ISTJ,3 Pdb Votes
3520,Ramsey 'The SBO',The Great Escape (1963),XXXX,3 Pdb Votes
3521,Barton Keyes,Double Indemnity (1944),ISTJ,22 Pdb Votes
3522,Celeborn,The Lord of the Rings (Film Trilogy),ISTJ,59 Pdb Votes
3523,Margot Song-Covey,To All the Boys (trilogy),ISTJ,148 Pdb Votes
3524,Jerry Facher,A Civil Action (1998),ISTJ,1 Pdb Vote
3525,Alexei Alexandrovich Karenin,Anna Karenina (2012),ISTJ,41 Pdb Votes
3526,Nick Rice,Law Abiding Citizen (2009),ISTJ,32 Pdb Votes
