char,movie,mbti,votes
"Stanley ""Caveman"" Yelnats IV",Holes (2003),INFP,38 Pdb Votes
Helena Ravenclaw,Harry Potter / Wizarding World Films,INFP,138 Pdb Votes
Alex,Rim of the World,INFP,37 Pdb Votes
Daria,The Princess and the Pea (2002 film),INFP,11 Pdb Votes
Nam,First Love / Crazy Little Thing Called Love (2010),INFP,7 Pdb Votes
Cecily Cardew,The Importance of Being Earnest (2002),XXXX,14 Pdb Votes
Bird Fitcher,Polaroid,INFP,16 Pdb Votes
Fern Arable,Charlotte's Web,XXXX,32 Pdb Votes
Phoebe Lichten,Pheobe in Wonderland (2008),INFP,23 Pdb Votes
Werther,Guest from the Future (1985),INFP,16 Pdb Votes
Nancy Holbrook,A Nightmare on Elm Street (2010),INFP,78 Pdb Votes
Chang Jia-Han «&nbsp;A-Han&nbsp;»,Your Name Engraved Herein,INFP,75 Pdb Votes
Alexis Robin,Summer of 85 (2020),INFP,109 Pdb Votes
Ferdinand (the Bull),Ferdinand (Olé el Viaje de Ferdinand),INFP,123 Pdb Votes
Natsume Mochizuki,Drowning Love (2016),INFP,88 Pdb Votes
Robbie Hart,The Wedding Singer (1998),INFP,54 Pdb Votes
Georgie,Twisted Nerve (1968),XXXX,3 Pdb Votes
Elizabeth Shaw,Prometheus,XXXX,34 Pdb Votes
Uzuki Nireno,April Story (1998),INFP,5 Pdb Votes
Charlotte Murchison,Ammonite (2020),INFP,99 Pdb Votes
Jack,Jack and the Cuckoo-clock Heart,INFP,79 Pdb Votes
Cathy,Bullitt (1968),INFP,3 Pdb Votes
Adam,Untamed Heart (1993),INFP,12 Pdb Votes
Jack Whitman,The Darjeeling Limited (2007),INFP,62 Pdb Votes
Millie Kessler,Freaky (2020),INFP,65 Pdb Votes
Pierrot,The Adventures of Buratino (Priklyucheniya Buratino; 1976),INFP,109 Pdb Votes
Ned,Handsome Devil,INFP,34 Pdb Votes
Suzuko Sato,One Million Yen Girl (2008),INFP,29 Pdb Votes
Fantasy,House,INFP,26 Pdb Votes
Hal Hefner,Rocket Science (2007),INFP,8 Pdb Votes
Mara Stone,Wrong Turn 2,INFP,25 Pdb Votes
Mark Evans,The Good Son (1993),INFP,33 Pdb Votes
Monty,Withnail & I (1987),INFP,16 Pdb Votes
Eleanor Webb,Byzantium,INFP,30 Pdb Votes
Pépinot,Les Choristes (2004),INFP,39 Pdb Votes
Mark Baker,Cheaper by the Dozen (Franchise),INFP,32 Pdb Votes
Rahul Mahera,Darr,INFP,25 Pdb Votes
Thomas Jerome Newton,The Man Who Fell To Earth (1976),INFP,86 Pdb Votes
Jade Butterfield,Endless Love (2014),INFP,43 Pdb Votes
Raj Aryan,Mohabbatein (2000),INFP,88 Pdb Votes
Juliet,Gnomeo and Juliet,INFP,121 Pdb Votes
Angel Kitty,Toy Story (Franchise),INFP,28 Pdb Votes
Damiel,Wings of Desire,INFP,40 Pdb Votes
Madeline Robin,Christopher Robin (2018),INFP,16 Pdb Votes
Jay Height,It Follows (2014),INFP,63 Pdb Votes
Lavinia Gardner,Color Out of Space,INFP,20 Pdb Votes
Tocino,Una Película de Huevos,INFP,26 Pdb Votes
Barton Fink,Barton Fink,INFP,42 Pdb Votes
Lilly,Alpha And Omega,INFP,83 Pdb Votes
Adaś Miauczyński,Day of the Wacko (Dzień świra; 2002),INFP,135 Pdb Votes
Carla Moebius,The Believer (2001),XXXX,6 Pdb Votes
Sakutaro Matsumoto,"Crying Out Love, in the Center of the World (2004)",INFP,3 Pdb Votes
Takatoshi Minamiyama,"My Tomorrow, Your Yesterday (2016)",INFP,11 Pdb Votes
"Norbert Wallace ""Wally the Caretaker""",Minority Report (2002),INFP,13 Pdb Votes
Lee Jin-Seok,Taegukgi (2004),INFP,7 Pdb Votes
Minnie Goetze,The Diary of a Teenage Girl (2015),INFP,92 Pdb Votes
"Whitby ""Junior"" Bevil, Jr.",Cool Runnings (1993),INFP,16 Pdb Votes
Scott Carlin,The King of Staten Island (2020),INFP,113 Pdb Votes
Kimberly,Comet (2014),INFP,13 Pdb Votes
Arista,The Little Mermaid (1989),INFP,86 Pdb Votes
Samar Khan,"Dhoom (Film Trilogy, 2004-2013)",INFP,12 Pdb Votes
"Salvatore ""Sal"" Naturale",Dog Day Afternoon (1975),INFP,44 Pdb Votes
Thumbelina,Thumbelina (1994),INFP,135 Pdb Votes
The Young Girl,The Lover (1992),INFP,60 Pdb Votes
Albrecht Stein,NaPolA (2004),INFP,70 Pdb Votes
Nicholas Stewart,The others (2001),INFP,35 Pdb Votes
Îngeraș,Dracula Untold,INFP,12 Pdb Votes
Ichi,Ichi the Killer (2001),INFP,40 Pdb Votes
Claire Brown,Aquamarine (2006),INFP,72 Pdb Votes
Earthworm,James and the Giant Peach (1996),INFP,15 Pdb Votes
Jo Stockton,Funny Face (1957),INFP,97 Pdb Votes
Paige Collins,The Vow (2012),INFP,60 Pdb Votes
Casey Carlyle,Ice Princess (2005),INFP,77 Pdb Votes
Precious,Precious (2009),INFP,97 Pdb Votes
George Emerson,A Room with a View (1985),INFP,47 Pdb Votes
Eric / The Nutcracker,Barbie as The Nutcracker (2001),INFP,54 Pdb Votes
Viola de Lesseps / Thomas Kent,Shakespeare in Love (1998),INFP,33 Pdb Votes
Jancey,The Florida Project (2017),INFP,24 Pdb Votes
Alya,What's Up with Love? (2002),INFP,25 Pdb Votes
Emile,A Monster in Paris,INFP,47 Pdb Votes
Hannah,A Cure for Wellness,INFP,58 Pdb Votes
Melissa Fitzgerald,We're The Millers (2013),INFP,37 Pdb Votes
Kenny Rossmore,We're The Millers (2013),INFP,98 Pdb Votes
Robert Frobisher,Cloud Atlas (2012),INFP,46 Pdb Votes
Ben,The Fundamentals of Caring (2016),INFP,47 Pdb Votes
Red,Cars (Franchise),INFP,58 Pdb Votes
Erhan,Whisper If I Forget (Unutursam Fısılda; 2014),XXXX,5 Pdb Votes
Baek Kwang-ho,Memories Of Murder (2003),INFP,24 Pdb Votes
Yu,Love Exposure (2008),INFP,116 Pdb Votes
John Keats,Bright Star (2009),INFP,33 Pdb Votes
Princess Pea,The Tale of Despereaux (2008),INFP,15 Pdb Votes
Pierre Tanguy,Ondskan / Evil (2003),INFP,37 Pdb Votes
Goreng,The Platform / El Hoyo (2020),INFP,162 Pdb Votes
The Baby,Eraserhead (1977),INFP,28 Pdb Votes
Lee Holloway,Secretary,INFP,107 Pdb Votes
Khaled El Nabawy,Kingdom of Heaven (2005),INFP,24 Pdb Votes
Michael Caffrey,Billy Elliot (2000),INFP,44 Pdb Votes
John 'Plato' Crawford,Rebel Without a Cause (1955),INFP,59 Pdb Votes
The Grey Lady / Dr. Eleanor Twitty,Ghostbusters (1984),INFP,2 Pdb Votes
Lizzy Griffiths,Tinker Bell (2008),INFP,126 Pdb Votes
Bodevan Cash,Captain Fantastic (2016),INFP,63 Pdb Votes
Lee Jong-su,Burning (2018),INFP,82 Pdb Votes
Thomasin,The Witch (2015),INFP,210 Pdb Votes
E.T.,E.T. the Extra-Terrestrial (1982),INFP,112 Pdb Votes
Berenice Hollis,The Burnt Orange Heresy (2019),INFP,6 Pdb Votes
Beatrix Potter,Miss Potter (2006),INFP,19 Pdb Votes
Jane Eyre,Jane Eyre (2011),INFP,209 Pdb Votes
Keith Nelson,Some Kind of Wonderful (1987),INFP,22 Pdb Votes
Jack,Jack the Giant Slayer (2013),INFP,12 Pdb Votes
Moses Puloki,Lilo & Stitch (Franchise),INFP,28 Pdb Votes
Chicó,O Auto da Compadecida (2000),INFP,77 Pdb Votes
Fabian Sawatzki,Er ist wieder da (2015) (Look Who's Back),INFP,17 Pdb Votes
Julian Mercer,Something's Gotta Give (2003),INFP,14 Pdb Votes
Dr. James Harvey,Casper (1995),INFP,18 Pdb Votes
"Kathleen ""Kat"" Harvey",Casper (1995),INFP,67 Pdb Votes
Muriel Heslop,Muriel's Wedding (1994),INFP,23 Pdb Votes
Helena Kurcewiczówna,With Fire and Sword (Ogniem i Mieczem; 1999),INFP,7 Pdb Votes
Sam,Love Actually (2003),INFP,57 Pdb Votes
Tommy D.,Never Let Me Go (2010),INFP,82 Pdb Votes
Grendel,Beowulf,INFP,18 Pdb Votes
Christian,Moulin Rouge (2001),INFP,206 Pdb Votes
Lacey,Barbie In The 12 Dancing Princesses (2006),INFP,74 Pdb Votes
"Mary Katherine ""Merricat"" Blackwood",We Have Always Lived in the Castle (2018),INFP,37 Pdb Votes
Pvt. Chris Taylor,Platoon (1986),INFP,66 Pdb Votes
Cheryl Williams,Evil Dead Series,INFP,20 Pdb Votes
Eli,Eli (2019),INFP,38 Pdb Votes
Juliano,Minha Mãe é Uma Peça (My Mom Is a Character),INFP,44 Pdb Votes
Vincent van Gogh,Loving Vincent (2017),INFP,55 Pdb Votes
Nancy Drew,Nancy Drew (2007),INFP,42 Pdb Votes
Annabelle,Hustlers (2019),INFP,41 Pdb Votes
Georges Méliès,Hugo (2010),INFP,38 Pdb Votes
Jimmy Emmett,To Die For (1995),INFP,24 Pdb Votes
Lucius Hunt,The Village (2004),INFP,45 Pdb Votes
Amy,Her (2013),INFP,59 Pdb Votes
Dalton,Insidious,INFP,40 Pdb Votes
Sabrina Fairchild,Sabrina (1954),INFP,99 Pdb Votes
Lane Myer,Better Off Dead (1985),INFP,39 Pdb Votes
Henry Spencer,Eraserhead (1977),INFP,121 Pdb Votes
Tika,Barbie as the Island Princess (2007),INFP,98 Pdb Votes
Abbie Porter,20th Century Women (2016),INFP,83 Pdb Votes
"Benjamin Barker ""Sweeney Todd""",Sweeney Todd: The Demon Barber of Fleet Street (2007),INFP,515 Pdb Votes
"Samantha ""Sam"" Lockwood",Awake (2007),INFP,20 Pdb Votes
Naoko,Norwegian Wood (2010),INFP,29 Pdb Votes
Chow Mo-wan,"In the Mood for Love (2000, 花樣年華)",INFP,131 Pdb Votes
Seymour,Ghost World (2001),INFP,68 Pdb Votes
Renesmee Cullen,Twilight (Franchise),INFP,162 Pdb Votes
"Conor ""Cosmo"" Lawlor",Sing Street (2016),INFP,59 Pdb Votes
Jack Brennan,Calvary (2014),XXXX,2 Pdb Votes
Patty Vare,Boys (1996),XXXX,7 Pdb Votes
Charlotte Fielding,Autumn in New York (2000),INFP,20 Pdb Votes
Jack,Room (2015),INFP,56 Pdb Votes
Hannah Stine,Goosebumps (2015),INFP,41 Pdb Votes
Peter Gibbons,Office Space (1999),INFP,105 Pdb Votes
Margaret Keane,Big Eyes (2014),INFP,101 Pdb Votes
Juni Cortéz,Spy Kids (2001),INFP,79 Pdb Votes
Ray Bronson,I Know What You Did Last Summer (1997),INFP,56 Pdb Votes
CPL Timothy Upham,Saving Private Ryan (1998),INFP,93 Pdb Votes
Morgan Philip,Enchanted (2007),INFP,67 Pdb Votes
Sandy Williams,Blue Velvet (1986),INFP,71 Pdb Votes
Anna Crowe,The Sixth Sense (1999),XXXX,18 Pdb Votes
Sergeant Farrell,28 Days Later (2002),XXXX,32 Pdb Votes
Benjamin “Benji” Applebaum,Pitch Perfect (Series),INFP,80 Pdb Votes
Denny,The Room (2003),INFP,88 Pdb Votes
Nemo Nobody,Mr. Nobody (2009),INFP,114 Pdb Votes
Rory Jansen,The Words (2012),INFP,4 Pdb Votes
Flower,Bambi (1942),INFP,116 Pdb Votes
Cinderella,Into the Woods (2014),INFP,81 Pdb Votes
The Childlike Empress,The Neverending Story (1984),INFP,77 Pdb Votes
Gordie Lachance,Stand by Me (1986),INFP,280 Pdb Votes
Joseph Dunn,Unbreakable (2000),INFP,28 Pdb Votes
Pudge,Cats Don't Dance (1997),INFP,29 Pdb Votes
Mandy Bloom,Mandy (2018),INFP,38 Pdb Votes
The Little Girl,The Little Prince (2015),INFP,179 Pdb Votes
Kimberly Corman,Final Destination 2 (2003),INFP,74 Pdb Votes
Lenny Kagan,The Butterfly Effect (2004),INFP,29 Pdb Votes
Colonel Brandon,Sense and Sensibility (1995),INFP,81 Pdb Votes
Ronny,Moonstruck (1987),INFP,60 Pdb Votes
Tack,The Thief and the Cobbler (1993),INFP,92 Pdb Votes
Katrina Van Tassel,Sleepy Hollow (1999),INFP,115 Pdb Votes
Olive Abroholos Elephanta,Miss Peregrine's Home for Peculiar Children (2016),INFP,91 Pdb Votes
Therese Belivet,Carol (2015),INFP,422 Pdb Votes
Jay,The Lego Movie (Franchise),INFP,62 Pdb Votes
Lloyd Garmadon,The Lego Movie (Franchise),INFP,107 Pdb Votes
Dr. Raymond 'Ray' Stantz,Ghostbusters (1984),INFP,135 Pdb Votes
Sandy the Sandman,Rise of the Guardians (2012),INFP,222 Pdb Votes
Brigid O'Shaughnessy,The Maltese Falcon (1941),INFP,18 Pdb Votes
Kumiko,The Karate Kid (Franchise),INFP,59 Pdb Votes
Horace Nebbercracker,Monster House (2006),INFP,162 Pdb Votes
Jen,The Dark Crystal (1982),INFP,28 Pdb Votes
Lauren Garland,The Truman Show (1998),INFP,225 Pdb Votes
Dr. Ana Stelline,Blade Runner,INFP,216 Pdb Votes
Alma Dray,Now You See Me (Franchise),INFP,69 Pdb Votes
Other Wybie,Coraline (2009),INFP,322 Pdb Votes
Tara Adams,Radio Rebel (2012),INFP,132 Pdb Votes
Elsa van Helsing,Frankenweenie (2012),INFP,113 Pdb Votes
Rue,The Hunger Games (Franchise),INFP,576 Pdb Votes
Sam Lowry,Brazil (1985),INFP,63 Pdb Votes
Amelia Brand,Interstellar (2014),INFP,414 Pdb Votes
Matylda,Fanfik,INFP,1 Pdb Vote
Molly,MaXXXine (2023),XXXX,1 Pdb Vote
Riley McKendry,Hellraiser,XXXX,1 Pdb Vote
Harper,Trolls (2016),XXXX,2 Pdb Votes
The Heart of Atlantis,Atlantis: The Lost Empire (2001),XXXX,3 Pdb Votes
Toru Kamiya,Even if This Love Disappears from the World Tonigh,INFP,2 Pdb Votes
Herman,Operation Wedding (Movie),INFP,2 Pdb Votes
Vera,Operation Wedding (Movie),INFP,2 Pdb Votes
Alonzo,The World's Greatest Sinner (1962),INFP,4 Pdb Votes
Marge Berger,Anatomy of a Fall (2023),INFP,2 Pdb Votes
Lord Nighty-Knight,Megamind vs The Doom Syndicate,XXXX,1 Pdb Vote
Raimund Gregorius,Night Train to Lisbon (2013),INFP,2 Pdb Votes
Taylor Austin,Zombies Vs. Idiots,INFP,3 Pdb Votes
Clint Hadson,Cooties (2014),INFP,2 Pdb Votes
The Boy on the Crescent Moon,Dreamworks Heroes,INFP,10 Pdb Votes
Rafael,Tropa de Elite (Franchise),INFP,8 Pdb Votes
Corvette Owner,The Big Lebowski (1998),XXXX,1 Pdb Vote
"Martin ""Marty"" Randall",The Big Lebowski (1998),XXXX,1 Pdb Vote
Carlos Páez Vilaró,La Sociedad de la Nieve (Society of the Snow),INFP,8 Pdb Votes
Carrie,Horror,INFP,4 Pdb Votes
Anna,Anna (1967),INFP,2 Pdb Votes
Bunny (Зайка),Vozvrashcheniye Buratino (2013),INFP,3 Pdb Votes
Pierrot (Пьеро),Vozvrashcheniye Buratino (2013),INFP,3 Pdb Votes
Mimosa,Finally Dawn (2023),INFP,10 Pdb Votes
Tulsi,Eat Pray Love,INFP,4 Pdb Votes
Luk,Balto (1995),XXXX,1 Pdb Vote
"Roberto François ""Bobby""",La Sociedad de la Nieve (Society of the Snow),INFP,5 Pdb Votes
Prince Lothar,Ehrengard: The Art of Seduction,XXXX,1 Pdb Vote
Pete Egan,The Invisible (2007),INFP,1 Pdb Vote
Mistress,Gulliver's Travels (TV Mini Series 1996),XXXX,3 Pdb Votes
Reggie,The Princess Switch (2018),XXXX,10 Pdb Votes
Kaji Takaomi,Usogui ( Live Action ),ISFP,1 Pdb Vote
Stanley Moon ,Bedazzled (1967),INFP,10 Pdb Votes
Christine Charles,The Phantom of the Opera (1962),XXXX,10 Pdb Votes
Claire,Skate Kitchen (2018),INFP,1 Pdb Vote
Ruby,Skate Kitchen (2018),INFP,10 Pdb Votes
Seydou,The Captain (2023),INFJ,6 Pdb Votes
Álvaro Mangino,La Sociedad de la Nieve (Society of the Snow),INFP,2 Pdb Votes
Akane Niwa,You Made My Dawn,XXXX,2 Pdb Votes
Tamura Kazue,Eureka (2000),INFP,1 Pdb Vote
Francesco ,"Brother Sun, Sister Moon (1972)",INFP,9 Pdb Votes
Fereshteh,Raftan (Parting),XXXX,1 Pdb Vote
Su Na,Badland Hunters (2024),INFP,1 Pdb Vote
Dickens,Tideland (2005),XXXX,4 Pdb Votes
Jeliza-Rose,Tideland (2005),XXXX,12 Pdb Votes
Marcella,C'è Ancora Domani (2023),INFP,13 Pdb Votes
"Alfredo ""Pancho"" Delgado",La Sociedad de la Nieve (Society of the Snow),INFP,30 Pdb Votes
"Antonio ""Tintín"" Vizintín",La Sociedad de la Nieve (Society of the Snow),INFP,1 Pdb Vote
Coco,La Sociedad de la Nieve (Society of the Snow),INFP,9 Pdb Votes
Irina Gordeyeva,Bandit Petersburg | Бандитский Петербург,INFJ,2 Pdb Votes
Margaret Daino (First Omen),The Omen (1976),INFP,1 Pdb Vote
Lian,Kung Fu Panda (Franchise),XXXX,1 Pdb Vote
Penny Priddy,The Adventures of Buckaroo Banzai,XXXX,2 Pdb Votes
Ferdinand,Ferdinand the Bull,XXXX,2 Pdb Votes
Rebekah,Journey to Bethlehem (2023),INFP,4 Pdb Votes
Bubbles,The Powerpuff Girls Movie (2002),INFP,1 Pdb Vote
Lucy,Crossroads (2002),INFP,1 Pdb Vote
The Computer,Willy Wonka and the Chocolate Factory (1971),XXXX,3 Pdb Votes
Игорь Мальцев,Фишер (Fischer),XXXX,1 Pdb Vote
Daniel Maleski,Anatomie d'une chute,INFP,13 Pdb Votes
George Orwell,Mr Jones (2019 film),XXXX,2 Pdb Votes
Sam,Wingwomen (2023),INFP,1 Pdb Vote
Zori,Dyad (2023),INFP,4 Pdb Votes
Clark Davis,Short Eyes (1977 film),XXXX,1 Pdb Vote
Marc Dreyfus,Good Grief (2023),INFP,2 Pdb Votes
Emily Parker,Birth/Rebirth (2023),XXXX,12 Pdb Votes
Cicily,The Cat and the Canary (1939),INFP,2 Pdb Votes
Ochaco Uraraka,Vacanze Estive,XXXX,12 Pdb Votes
Federico Alcini (San Valentino Party),San Valentino Party,INFP,2 Pdb Votes
Timmy Turner,Cartoon Movie (Series),INFP,11 Pdb Votes
Minori Kushieda,Vacanze Estive (La Serie),INFP,15 Pdb Votes
Queen Milena,7tepe Dogs,INFP,3 Pdb Votes
Tum Meng,4Kings,INFP,5 Pdb Votes
Jerry Jones,Dolemite Is My Name (2019),INFP,1 Pdb Vote
Zosia,Uwierz w Mikołaja (2023),INFP,1 Pdb Vote
Glumdalclitch,Gulliver's Travels (TV Mini Series 1996),INFP,2 Pdb Votes
Katarina,Pure (2010),XXXX,1 Pdb Vote
T. E. Lawrence,A Dangerous Man: Lawrence After Arabia (1990 film),XXXX,5 Pdb Votes
Katt Bozwell,Good Burger 2,INFP,1 Pdb Vote
Judy (Dee) Vine,Drive Me Crazy (1999),XXXX,4 Pdb Votes
Fleck,The Christmas Chronicles (Franchise),XXXX,1 Pdb Vote
"Michael, ""The Lover""","The Cook, The Thief, His Wife & Her Lover (1989)",XXXX,46 Pdb Votes
Kula,The Lion King (Franchise),INFP,25 Pdb Votes
Beşir Elçi,Bihter: A Forbidden Passion,INFP,1 Pdb Vote
Mia,Leo (2023),INFP,1 Pdb Vote
Eli,Leo (2023),INFP,1 Pdb Vote
Amanda Collins,Thanksgiving (2023),XXXX,1 Pdb Vote
Paniz,Six and Five 2011 (شیش و بش),ENFP,7 Pdb Votes
Zohre,Saint Petersburg 2010 (سن پطرزبورگ),XXXX,1 Pdb Vote
Farid Zaree,Trapped 2013 (Darband),INTP,1 Pdb Vote
Dill,The Ballad of Songbirds and Snakes (2023),INFP,4 Pdb Votes
Dust Bunnies,Zen – Grogu and Dust Bunnies (2022),XXXX,1 Pdb Vote
Princess Melody,Barbie As Rapunzel (2002),XXXX,0
Dolphin,Barbie: The Pearl Princess,XXXX,0
Shrike,Mortal Engines (2018),XXXX,0
Doctor Julia Ogden ,Murdoch mysteries (TV movie series),XXXX,0
Jagna Paczesiówna,Chłopi (2023),INFP,113 Pdb Votes
Jughead Jones,Archie: To Riverdale and back again (1990 movie),XXXX,1 Pdb Vote
Маша Черних,Стоп-Земля(2021),XXXX,1 Pdb Vote
Pinhead,Puppet Master,INFP,2 Pdb Votes
Milton,Jules (2023),INFP,10 Pdb Votes
Camille Fontaine,La Mante,XXXX,1 Pdb Vote
Farzane,Tafrigh (2022),XXXX,1 Pdb Vote
Enea,Nuovo Olimpo (2023),INFP,11 Pdb Votes
Biff Hawk,The Absent-Minded Professor (1961),INFP,2 Pdb Votes
Harry Voss,Crazy Love (1987),INFP,6 Pdb Votes
Nikolay Bessoltsev/Николай Бессольцев,Scarecrow (Чучело),ISFJ,3 Pdb Votes
Akiko,Like Someone in Love (2012),INFP,2 Pdb Votes
Louisa Creed,Ladies in retirement (1941 film),XXXX,1 Pdb Vote
Ashley Liao,Love in taipei,XXXX,2 Pdb Votes
Rachel Devery,The Trouble with Angels (1966),INFP,8 Pdb Votes
Hikari,We Are Little Zombies,INFP,2 Pdb Votes
Alicia Drake,A Haunting in Venice,INFP,7 Pdb Votes
Kitty Galore,Cats & Dogs: The Revenge of Kitty Galore,XXXX,1 Pdb Vote
Dee,Amaya’s OCs and Real Life Friends,XXXX,1 Pdb Vote
Axel,Amaya’s OCs and Real Life Friends,XXXX,1 Pdb Vote
Taxi driver ,Imagine(2022)[Tasavor],XXXX,1 Pdb Vote
Marion,2 Days,INFP,2 Pdb Votes
Fleur Ansley,Hunger Games Tales,XXXX,1 Pdb Vote
Ophelia Smith,Hunger Games Tales,XXXX,1 Pdb Vote
Maeve Fang-Millicent,Hunger Games Tales,INFP,1 Pdb Vote
Emma,The Haunted Mansion,INFP,1 Pdb Vote
Michael Evers,The Haunted Mansion,INFP,3 Pdb Votes
Sister Philipa,Black Narcissus (1947),INFP,1 Pdb Vote
Netti Engelbrecht,Der Freie Wille/The Free Will (2006 film),INFP,2 Pdb Votes
Paul Carpenter,The Portable Door (2023),INFP,2 Pdb Votes
Ana Arenas,Cerrar los ojos / Close Your Eyes (2023),INFP,9 Pdb Votes
Arjun,Badla,XXXX,1 Pdb Vote
Alfie,The Creator (2023),INFP,20 Pdb Votes
Mike Von Erich,The Iron Claw,INFP,11 Pdb Votes
Anke Wenger,The Wave (Die Welle; 2008),ISFP,6 Pdb Votes
Mr. Marliston,Cherry Falls (2000),INFP,4 Pdb Votes
Leopold Bloom,Ulysses (1967 film),XXXX,1 Pdb Vote
Sylvia Plath,Sylvia (2003 film),INFP,4 Pdb Votes
Cynthia,American Gothic (1988),INFP,2 Pdb Votes
Bess,Crush (2013),INFP,22 Pdb Votes
Lisa,The Rage: Carrie 2,XXXX,1 Pdb Vote
The mechanic,The Triplets of Belleville (2003),INFP,2 Pdb Votes
Champion,The Triplets of Belleville (2003),INFP,3 Pdb Votes
"Maybelle ""May"" Parker (Earth-65B)",Spider-Man: Across the Spider-Verse (2023),INFP,4 Pdb Votes
Yeon-Kyu,Hopeless (2023),INFP,2 Pdb Votes
Nico,"Strings ""Cuerdas""",INFP,4 Pdb Votes
Ichiko,Little Forest: Summer/Autumn (2014),INFP,5 Pdb Votes
Munna,Ulidavaru Kandanthe,INFP,2 Pdb Votes
Cheol Jin,Jun-45,INTP,2 Pdb Votes
Mateo,You Are So Not Invited To My Bat Mitzvah,INFP,10 Pdb Votes
the dennys incident dennys,shart battle,XXXX,1 Pdb Vote
the red shirt,shart battle,XXXX,1 Pdb Vote
Tomoe Yukishiro,Rurouni Kenshin: The Final,INFP,10 Pdb Votes
Riri,Dumb Money,ENFP,2 Pdb Votes
Ian,The Sweet East,INFP,3 Pdb Votes
Lillian,The Sweet East,XXXX,1 Pdb Vote
Dwayne Engelman,Strange Days (1995),XXXX,1 Pdb Vote
Nolan,I'll Be Home for Christmas,XXXX,1 Pdb Vote
Ángela,El club de los lectores criminales (2023) (Killer Book Club),INFP,7 Pdb Votes
Producer,Cars (Franchise),INFP,2 Pdb Votes
Kathy Copter,Cars (Franchise),INFP,2 Pdb Votes
"Elizabeth ""Betty"" Brant (Earth-65B)",Spider-Man: Across the Spider-Verse (2023),INFP,8 Pdb Votes
Gus,Strays (2023),INFP,2 Pdb Votes
Pileup,Cars (Franchise),INFP,2 Pdb Votes
Pitstoposaurus,Cars (Franchise),XXXX,2 Pdb Votes
216,Gora-Arog-V216 Triology,INFP,2 Pdb Votes
Ni,The Lion King (Franchise),INFP,3 Pdb Votes
Medieval Kid / Melvin,Wet Hot American Summer,INFP,4 Pdb Votes
Ben,Wet Hot American Summer,INFP,4 Pdb Votes
Ann,"I, Daniel Blake",INFP,2 Pdb Votes
Saru,Sanam Teri Kasam,INFP,4 Pdb Votes
Henrietta Delille,The Courage to Love,XXXX,1 Pdb Vote
Eli,Forget Me Not (2009),INFP,4 Pdb Votes
Ken,Salsa (1988),INFP,2 Pdb Votes
Owl,Isle of Dogs (2018),ISFP,1 Pdb Vote
Assistant-Scientist Yoko-ono,Isle of Dogs (2018),INFP,3 Pdb Votes
Keya Dhawan,Heart of Stone (2023),XXXX,13 Pdb Votes
Jane ,Survive,XXXX,2 Pdb Votes
Beatrice of Wales,"Red, White & Royal Blue",INFP,3 Pdb Votes
Olivia Lawrence,Masquerade (1988),INFP,3 Pdb Votes
Kelly,2:37 (2006),XXXX,1 Pdb Vote
Marina,Hans Christian Andersen's The Little Mermaid (1975,INFP,8 Pdb Votes
Jacques,Au Hasard Balthasar,INFP,2 Pdb Votes
Mirko Topalović,Maratonci trče počasni krug (1982),INFP,9 Pdb Votes
Prince Ludovico de Saxe,Children of Divorce (1927),XXXX,7 Pdb Votes
Jeordie Love,Jeordie Love,INFP,4 Pdb Votes
Zoe,Head Count (2018),INFP,19 Pdb Votes
Erik,Erik the Viking (1989),XXXX,12 Pdb Votes
Bob Marley ,Bob Marley: One Love,INFP,2 Pdb Votes
Wang Wei,长安三万里 Chang An,INFP,5 Pdb Votes
Küçük Enişte,Tosun Pasha,INFP,8 Pdb Votes
Kay,The Snow Queen (Russian: Снежная королева,INFP,1 Pdb Vote
Carpathia,Titanic (1997),INFP,3 Pdb Votes
Henry,Lola Versus,XXXX,1 Pdb Vote
Black cat,Ivan Vasilievich: Back to the Future,INFP,1 Pdb Vote
Heidi,Somersault (2004),XXXX,1 Pdb Vote
Harold Fry,The Unlikely Pilgrimage of Harold Fry,XXXX,1 Pdb Vote
Onus,Treasure Planet (2002),XXXX,2 Pdb Votes
Joanna Reed,Last Night (2010),INFJ,0
Noah Newman,The Fugitive (1993),INFP,0
Ariel's Voice,The Little Mermaid (2023 film),INFP,10 Pdb Votes
Alexander,Dawn of the Planet of the Apes,INFP,11 Pdb Votes
Lynn Linden,Interstate 60 (2002),INFP,3 Pdb Votes
Chiara,The Equalizer ( 2014- 2018),XXXX,1 Pdb Vote
Molly Carlisle ,Nightmare Alley (1947),INFP,9 Pdb Votes
Julie Hart (Tilda Swinton recast),The Souvenir (2019),XXXX,2 Pdb Votes
Sophia,Bird Box Barcelona (2023),INFP,3 Pdb Votes
Mark Davis,Freddy vs Jason,INFP,9 Pdb Votes
Susie Honokoe,1700s ft,INFP,9 Pdb Votes
Mr. Emily,1700s ft,INFP,9 Pdb Votes
Diego the Squire,Nimona (2023),INFP,34 Pdb Votes
Kenneth Bainbridge,Oppenheimer (2023),XXXX,7 Pdb Votes
Luci,Javier: el Despertar de Poruni,XXXX,11 Pdb Votes
Lei Lei,Kung Fu Panda (Franchise),INFP,9 Pdb Votes
Snow Leopard (Former Furious Five),Kung Fu Panda (Franchise),INFP,4 Pdb Votes
Patrick Smash,Thunderpants (2002),XXXX,2 Pdb Votes
