char,movie,mbti,votes
Changpu,Kung Fu Panda (Franchise),INFP,1 Pdb Vote
Aim,Happy Old Year,ISFJ,2 Pdb Votes
Andy Hertzfeld,Steve Jobs (2015),INFP,1 Pdb Vote
Lt. Terrence Embry,High Crimes (2002),XXXX,1 Pdb Vote
Clara,Polite Society,XXXX,1 Pdb Vote
Jeremy,Fear Street (Franchise),XXXX,2 Pdb Votes
Pierre,Paris (2008),XXXX,11 Pdb Votes
Suzanne Simonin,La Religieuse (1966),INFP,5 Pdb Votes
Chip Penderghast,Easy A (2010),INFP,2 Pdb Votes
Dylan (New Nightmare),A Nightmare on Elm Street (Franchise),INFP,6 Pdb Votes
Spleen,Mune: Guardian of the Moon,INFP,2 Pdb Votes
Helen Hannah,Apocalypse (film series),INFP,3 Pdb Votes
Pomme,La Dentellière (The Lacemaker),INFP,27 Pdb Votes
"Peter Parker ""LEGO Spider-Man""",Spider-Man: Across the Spider-Verse (2023),INFP,3 Pdb Votes
Sandra Kienzler,One Fine Morning (2022),INFP,3 Pdb Votes
"Old Barry ""Dark Flash""",The Flash (2023),INFP,9 Pdb Votes
"Leopold ""Leo"" Bloom",The Producers (1967 film),INFP,58 Pdb Votes
Gabriella O'Hara,Spider-Man: Across the Spider-Verse (2023),INFP,2 Pdb Votes
David Graham,The Thin Man (Series),XXXX,2 Pdb Votes
Selma Landis,The Thin Man (Series),INFP,2 Pdb Votes
Женя (Жесть),Голова-Жестянка,INFP,2 Pdb Votes
Sheila,Lost Highway,INFP,14 Pdb Votes
Vanina Abati,Le Professeur (La prima notte di quiete),INFP,2 Pdb Votes
Caroline Wakefield,Traffic (2000),INFP,1 Pdb Vote
"Mrs Virginia ""Ginny"" McCumber",The Texas Chainsaw Massacre (Franchise),XXXX,5 Pdb Votes
Ghost Girl,K-12 (2019),INFP,1 Pdb Vote
 Desdemona,Othello (1951),XXXX,4 Pdb Votes
Ganga Nakulan,Manichitrathazhu,XXXX,1 Pdb Vote
Margaret White,Journey for Margaret (1942),XXXX,7 Pdb Votes
George Stevens,The Hill (1965),INFP,1 Pdb Vote
Darla Tod,Elsewhere (2009),XXXX,2 Pdb Votes
 Gifford Middleton,Bombshell (1933),XXXX,3 Pdb Votes
Nadia Dunn,The Drop,INFP,3 Pdb Votes
Horror,The Pagemaster (1994),INFP,7 Pdb Votes
Alika,Assa (1987),INFP,1 Pdb Vote
Private Griff,The Big Red One (1980),INFP,9 Pdb Votes
Rose,The Little Princess (1939),XXXX,2 Pdb Votes
 David Copperfield ,David Copperfield (1935),XXXX,2 Pdb Votes
Vivien Moon,Murders in Sch,INFP,2 Pdb Votes
Emma Harvey,Murders in Sch,INFP,1 Pdb Vote
Kimberly Proctor,Murders in Sch,INFP,45 Pdb Votes
"Michael ""Tum Tum"" Douglas",3 Ninjas (1992),XXXX,17 Pdb Votes
Riley,Talk to Me,INFP,7 Pdb Votes
Peter,Cobweb,INFP,1 Pdb Vote
Judith Wilson,Evelyn Prentice (1934),XXXX,11 Pdb Votes
Barbara Thorson,I Kill Giants,INFP,4 Pdb Votes
Paul Ambrosius von Przygodski,Just a Gigolo (1978),XXXX,1 Pdb Vote
Henrietta,Foe (2023),INFP,22 Pdb Votes
Paul Starling,The Starling Girl,INFP,4 Pdb Votes
Corey Flood,Say Anything... (1989),XXXX,4 Pdb Votes
Garrett Schmidt,Five Nights at Freddy's (Movie),INFP,5 Pdb Votes
Cristian,Manticore,INFP,21 Pdb Votes
Diana,Manticore,INFP,7 Pdb Votes
Gary Jones,Joe (2013),INFP,1 Pdb Vote
Lottie Turner,Harry Potter Magic Awakened,INFP,4 Pdb Votes
 Singleton / Victoria Morland,Love Letters (1945),INFP,3 Pdb Votes
Emma Bovary ,Madame Bovary (1949),XXXX,4 Pdb Votes
Indira,The Little Mermaid (2023 film),INFP,8 Pdb Votes
Laura Roberts,Somewhere in Time (1980),INFP,2 Pdb Votes
The Page,Belladonna of Sadness (1973) (哀しみのベラドンナ),XXXX,6 Pdb Votes
Sleeping Beauty,Red Shoes & The Seven Dwarfs (2019),INFP,1 Pdb Vote
Henrietta,Flesh and Fantasy (1943),INFP,3 Pdb Votes
Boaz Rein-Buskila,Waltz with Bashir (2008),INFP,2 Pdb Votes
Jimmy,Thelma & Louise (1991),XXXX,21 Pdb Votes
Michał,Galerianki (Mall Girls),INFP,1 Pdb Vote
Gavin Strick,Disturbing Behavior,INFP,6 Pdb Votes
Waldo Beaver,Double Wedding (1937),XXXX,10 Pdb Votes
Basketball Ken,Barbie (2023),INFP,1 Pdb Vote
Marian/Mother Jennet,Robin and Marian (1976),XXXX,1 Pdb Vote
Joanna Wallace,Two for the Road (1967),XXXX,61 Pdb Votes
Steven Carter,Get Real (1998),XXXX,14 Pdb Votes
John,The Smudger Movie (2021),XXXX,7 Pdb Votes
Mary Skinner,Life with Father (1947),XXXX,9 Pdb Votes
The Girl ,Sherlock Jr. (1924),XXXX,1 Pdb Vote
Writer Barbie,Barbie (2023),INFP,2 Pdb Votes
Eve Gill,Stage Fright (1950),INFP,6 Pdb Votes
Hari,Solaris (1972) (Солярис),INFJ,2 Pdb Votes
Kris Kelvin,Solaris (1972) (Солярис),INFP,1 Pdb Vote
Brutus ,Julius Caesar (1953),XXXX,0
Hamlet ,Hamlet (1948),XXXX,0
Ophelia,Hamlet (1990),INFP,0
Arabella Bishop ,Captain Blood (1935),INFP,0
Loomis Crowley,Stay Alive (2006),XXXX,0
Anne Boleyn ,The Private Life of Henry VIII (1931),INFP,0
Doris Attinger,Adam's Rib (1949),XXXX,11 Pdb Votes
Lucy Muir,The Ghost and Mrs. Muir (1947),INFP,5 Pdb Votes
Don Birnam ,The Lost Weekend (1945),XXXX,1 Pdb Vote
Bernadette Soubirous,The Song of Bernadette (1943),INFP,6 Pdb Votes
Charlotte Vale ,"Now, Voyager (1942)",INFP,1 Pdb Vote
Charles Poncefort Pike (Hopsie),The Lady Eve (1941),INFP,2 Pdb Votes
Stan ,Sons of the Desert (1933),INFP,2 Pdb Votes
Catherine Barkley ,A Farewell to Arms (1932),INFP,1 Pdb Vote
Anna Christie,Anna Christie (1930),XXXX,5 Pdb Votes
Lester,The Boogeyman,INFP,47 Pdb Votes
Sadie Harper,The Boogeyman,INFP,6 Pdb Votes
İsmail,Şevkat Yerimdar,INFP,3 Pdb Votes
Michael Darling,Peter Pan & Wendy,INFP,2 Pdb Votes
Alex,Chupa (2023),INFP,1 Pdb Vote
Kori,Ex-Addicts Club,XXXX,7 Pdb Votes
Kim In Sun,Dream,INFP,3 Pdb Votes
La Reine Anne d'Autriche,Les Trois Mousquetaires : D'Artagnan,INFP,14 Pdb Votes
Wee Dingwall,Brave (2012),INFP,5 Pdb Votes
Snow White,Mirror Mirror (Parody),INFP,1 Pdb Vote
Mary,Isolation (2005),XXXX,6 Pdb Votes
Shakib,World War III 2022 (جنگ جهانی سوّم),INFP,29 Pdb Votes
Kassie,Evil Dead Series,INFP,2 Pdb Votes
Mi-young (미영),Shades of the Heart (아무도 없는 곳),INFP,1 Pdb Vote
Julie,After hours,XXXX,9 Pdb Votes
Chin,Dark Glasses(2022),INFP,2 Pdb Votes
Mary,"Mary is Happy, Mary is Happy",INFP,2 Pdb Votes
Emily Brontë,Emily Brontë's Wuthering Heights (1992),INFP,1 Pdb Vote
Joakim,Cries and Whispers (1972) (Viskningar och rop),XXXX,6 Pdb Votes
Pete,Fish Don't Blink (2002),INFP,1 Pdb Vote
Ben,There’s Something Wrong with the Children,INFP,2 Pdb Votes
Wendy,Spanish Apartment / Russian Dolls,INFP,30 Pdb Votes
Nia,Equals (2015),INFP,9 Pdb Votes
Janette Smith,Jesus Revolution (2023),INFP,1 Pdb Vote
Kaeden Larte,Star Wars,XXXX,5 Pdb Votes
Jessie Wyler ,Against All Odds (1984 film),INFP,4 Pdb Votes
Cristian,Pieles (2017),INFP,4 Pdb Votes
Samantha,Pieles (2017),XXXX,2 Pdb Votes
Thoomi,Cargo (2017),INFP,15 Pdb Votes
Asuka Morisaki,Re/Member (2022),INFP,7 Pdb Votes
Murphy,Love,INFP,2 Pdb Votes
Mikey Carver,The Ice Storm (1997),XXXX,1 Pdb Vote
Lucy Holmwood,Horror of Dracula (1958),XXXX,3 Pdb Votes
Adrien Trumble,Deadly End (2005),INFP,7 Pdb Votes
Raimundo Nonato ,Estômago (2007),INFP,3 Pdb Votes
Katie,Ghost ship,INFP,26 Pdb Votes
Ben Plunkett,Prom Pact,INFP,4 Pdb Votes
June Begbie,T2 Trainspotting,INFP,4 Pdb Votes
Franco Begbie Jr.,T2 Trainspotting,INTP,1 Pdb Vote
Tracy,The bed you sleep in (1993 film),XXXX,1 Pdb Vote
Doğa,canim ailem,XXXX,11 Pdb Votes
Shenxiu（参宿）,Deep Sea（深海）,INFP,14 Pdb Votes
Manabe Kazuto,The Last 10 Years (2022),INFP,2 Pdb Votes
Berkics László,A mi kis falunk,INFP,2 Pdb Votes
Bear,An Ordinary Miracle (1978) - Soviet Film,XXXX,1 Pdb Vote
Klas,Tillsammans / Together (2000),XXXX,5 Pdb Votes
Violette Rainbow,My Little Pony: A New Generation (2021),INFP,15 Pdb Votes
The Caterpillar,The Lost Little Caterpillar (Litla lirfan ljóta),INFP,1 Pdb Vote
Margaret,The belly of the whale,XXXX,4 Pdb Votes
Shin,Pee Mak (2013),INFP,4 Pdb Votes
Nate Bynam,Married by Mistake (2023),INFP,8 Pdb Votes
Erin ,Starling,INFP,2 Pdb Votes
Jinhee,Phone (2002),XXXX,7 Pdb Votes
Alice,The People under the Stairs (1991),XXXX,5 Pdb Votes
Ben Hunter,Luckiest Girl Alive (2022),XXXX,2 Pdb Votes
Seibei Iguchi,The Twilight Samurai (2002),INFP,4 Pdb Votes
Giuseppe,Marmaduke,INFP,1 Pdb Vote
René Gallimard,M. Butterfly (1993),INFP,3 Pdb Votes
Peter Wakeling,Living (2022),XXXX,5 Pdb Votes
Angeliki,Miss Violence,INFP,1 Pdb Vote
Philippos,Miss Violence,INFP,41 Pdb Votes
Rose,Brighton Rock,XXXX,1 Pdb Vote
Eddie,Cocaine Bear (2023),INFP,1 Pdb Vote
Paul Daniels,Bronson (2008),XXXX,3 Pdb Votes
Lise,"Remi, Nobody's Boy",XXXX,17 Pdb Votes
Rémi,"Remi, Nobody's Boy",XXXX,10 Pdb Votes
Sebastian Brix,Tár,ISFP,16 Pdb Votes
Seo Kuniko,Call Me Chihiro (2023),INFP,12 Pdb Votes
Nicky,Little Nicky (2000),INFP,5 Pdb Votes
August,Women Talking (2022),INFP,5 Pdb Votes
"Ernest ""Ernie""",We Have a Ghost (2023),INFP,8 Pdb Votes
Tracy,The Hold (Short Film),INFP,3 Pdb Votes
Kelly,The Hold (Short Film),INFP,1 Pdb Vote
Charlie Prince,Rags,XXXX,5 Pdb Votes
Kelly Stoke,Still Life,INFP,8 Pdb Votes
Wilma,"Dude, Where's My Car? (2000)",INFP,1 Pdb Vote
Kate,The Son (2022),INFP,1 Pdb Vote
Nicholas,The Son (2022),INFP,1 Pdb Vote
Florence,Dobermann (1997),XXXX,1 Pdb Vote
Ann,american girl 2021,XXXX,1 Pdb Vote
Olivier Brachet (Sonia),Dobermann (1997),XXXX,3 Pdb Votes
Manu,Dobermann (1997),XXXX,45 Pdb Votes
Bronisław Malinowski,Niebezpieczni Dżentelmeni (2023),INFP,8 Pdb Votes
Tadeusz Boy-Żeleński,Niebezpieczni Dżentelmeni (2023),XXXX,1 Pdb Vote
Rémi,Close (2022),INFP,1 Pdb Vote
Tom Hobbes,Sharper (2023),INFP,2 Pdb Votes
Aflatoon(Afi),Once upon a time on Mars (روزی روزگاری در مریخ),INFP,4 Pdb Votes
Nevil Shed,Glory Road,XXXX,105 Pdb Votes
Gonzalo Medina,El verano que vivimos,INFP,0
"Guillermo ""Memo"" Rojas Jr.",Cars (Franchise),INFP,0
Ha-Eun,Soul Mate (2023),INFP,0
Katya,Courier (1986),INFP,3 Pdb Votes
Irena Gallier,Cat People(1982),INFP,15 Pdb Votes
Braylon’s ghost(1700s),1700s ft,INFP,12 Pdb Votes
Thale Berg ,Viking Wolf (2022),INFP,2 Pdb Votes
Queen Margot,Queen Margot (1994),INFP,29 Pdb Votes
Richard,Chicken (2015),XXXX,1 Pdb Vote
Maria,TCU/Winnie-the-Pooh: Blood and Honey (Franchise),INFP,4 Pdb Votes
Luba,Cheburashka (2023),INFP,3 Pdb Votes
Cecilia,The Purple Rose of Cairo,INFP,12 Pdb Votes
Antoninus,Spartacus (1960),INFP,4 Pdb Votes
Gambir,Pintu Terlarang (2009),XXXX,1 Pdb Vote
Maud Lewis,Maudie (2016),INFP,13 Pdb Votes
Beth,Detroit Rock City (1999),INFP,2 Pdb Votes
Tu Hengyu,The Wandering Earth 2,XXXX,73 Pdb Votes
Freddie Völker,Hiebfest (Short 2016),XXXX,1 Pdb Vote
Tide Glider,How to Train Your Dragon (Franchise),XXXX,1 Pdb Vote
Aldolfo Rollo,In The Soup (1992),INFP,5 Pdb Votes
Master Yu Ding (玉鼎真人),New Gods: Yang Jian,XXXX,1 Pdb Vote
Thunderella,Happily Ever After (1990),INFP,3 Pdb Votes
Em Foster,Infinity Pool (2023),INFP,22 Pdb Votes
Archie Reid,Kingsman (Franchise),INFP,4 Pdb Votes
Abel,A Faithful Man,INFP,8 Pdb Votes
Azhu,Sakra (2023),XXXX,5 Pdb Votes
Parker O´Neil,Frozen (2010),INFP,2 Pdb Votes
Mo (Daniel Kaluuya),Chatroom (2010),INFP,5 Pdb Votes
Luigi,The Super Mario Bros Movie ( 2023),INFP,5 Pdb Votes
Lavender,Matilda the Musical (2022 film),INFP,12 Pdb Votes
Fuzzball,Captain EO (1986),INFP,2 Pdb Votes
Mrs. Paul Ford,Pollyanna (1960),XXXX,1 Pdb Vote
João ,Boa sorte (2014),INFP,1 Pdb Vote
Dolly,The Call of the Wild (2020),XXXX,2 Pdb Votes
Gwen's Boyfriend,The Commuter (2018),INFP,4 Pdb Votes
Christopher Wooden,Happy Together (1989),XXXX,1 Pdb Vote
The Organ Donor,Monkeybone (2001),XXXX,3 Pdb Votes
"Stuart ""Stu"" Miley",Monkeybone (2001),INFP,4 Pdb Votes
Grazia,Death takes a Holiday (1934),INFP,13 Pdb Votes
Yoñlu,Yonlu,INFP,1 Pdb Vote
Alberto,I migliori giorni (2023),XXXX,2 Pdb Votes
Ebba,Queen Christina (1933),INFP,1 Pdb Vote
Maureen Coyle,Psycho (Franchise),XXXX,2 Pdb Votes
Merten,Krabat and the Legend of the Satanic Mill,INFP,1 Pdb Vote
Kantorka,Krabat and the Legend of the Satanic Mill,XXXX,4 Pdb Votes
Tommy Doyle,"Halloween 4,5,6 Timeline",INFP,16 Pdb Votes
Roger Greenberg,Greenberg (2010),INFP,10 Pdb Votes
Fenix,Santa sangre,INFP,5 Pdb Votes
Lars Smuntz,Mouse Hunt (1997),INFP,11 Pdb Votes
Félix,The Missing Lynx (2008),INFP,7 Pdb Votes
Forough,Bi gonah (2022),INFP,8 Pdb Votes
Harper Stewart,The Best Man,INFP,3 Pdb Votes
Helena,A Midsummer Night's Dream (1999),INFP,2 Pdb Votes
Matt,Slumberland (2022),INFP,4 Pdb Votes
Tomasz Beksiński,The Last Family (2016 film),INFP,14 Pdb Votes
Keith,The Amazing Maurice (2022),INFP,12 Pdb Votes
Ruby (mutant girl),The Hills Have Eyes (2006),INFP,4 Pdb Votes
Ichijo Futaba,Sadako DX (2022),ISFP,2 Pdb Votes
Eduard Marina,If I Hadn't Met You,INFP,1 Pdb Vote
Grisha Koltsov,Carnival Night (1956),XXXX,1 Pdb Vote
Prof. Bömmel,Die Feuerzangenbowle (1944),XXXX,1 Pdb Vote
REAL Balto,Balto (1995),INFP,2 Pdb Votes
Sister Lucy,Mandy (2018),XXXX,8 Pdb Votes
Tiny Tim,Scrooge: A Christmas Carol (2022),INFP,12 Pdb Votes
Dina,The Needle (Игла),INFP,2 Pdb Votes
Blenny,Finding Nemo (Franchise),INFP,1 Pdb Vote
Kyoko Suzuki ,Anchiporuno (2016),INFP,3 Pdb Votes
Grace Choksi,The Santa Clauses,INFP,66 Pdb Votes
Postman,Postman (1997),INFJ,2 Pdb Votes
Carlo,Guillermo del Toro’s Pinocchio,INFP,4 Pdb Votes
Carla,Rio 2,XXXX,4 Pdb Votes
Helen,Madea,INFP,5 Pdb Votes
Meena,Sing 2 (Franchises),INFP,34 Pdb Votes
Johnny,Sing 2 (Franchises),INFP,3 Pdb Votes
Lea Marquis,The Pale Blue Eye (2022),INFP,3 Pdb Votes
Tiny Tim,Weird: The Al Yankovic Story (2022),INFP,6 Pdb Votes
Andy Warhol,Weird: The Al Yankovic Story (2022),INFP,11 Pdb Votes
Paul Graff,Armageddon Time,INFP,15 Pdb Votes
Andreas Isaksen,Troll (2022),INFP,31 Pdb Votes
Maddie,A Princess for Christmas,INFP,6 Pdb Votes
Tomoe Yukishiro,Rurouni Kenshin: The Beginning (2021),INFP,9 Pdb Votes
Babette Gladney,White Noise (2022),INFP,2 Pdb Votes
Ali,Holy Spider (2022),XXXX,17 Pdb Votes
Zoran Popović,Goncharov (1973),INFP,12 Pdb Votes
Jim,Lonesome Jim (2005),INFP,30 Pdb Votes
Josh Primm ,"Lyle, Lyle, Crocodile",INFP,8 Pdb Votes
Owen,Spirited (2022),XXXX,5 Pdb Votes
Mario Ambrosini,Goncharov (1973),INFP,1 Pdb Vote
Paolo Morelli,Goncharov (1973),INFP,1 Pdb Vote
Langdon Shaw,Fantastic Beasts,INFP,2 Pdb Votes
Peter,Homeward Bound (1993),INFP,57 Pdb Votes
Geum-ee-Hwang,"Yobi, The Five-Tailed Fox",INFP,3 Pdb Votes
James Grant,Fair Haven (2016),INFP,5 Pdb Votes
Nemo,Slumberland (2022),INFP,2 Pdb Votes
NewGuy,Closed Server ( Закрытый Сервер ),INFP,6 Pdb Votes
Luis Molina,Kiss of the Spider Woman (1985),ESFJ,4 Pdb Votes
Featherhide,How to Train Your Dragon (Franchise),INFP,5 Pdb Votes
Mist Twister,How to Train Your Dragon (Franchise),INFP,8 Pdb Votes
Shellfire,How to Train Your Dragon (Franchise),INFP,2 Pdb Votes
Raincutter,How to Train Your Dragon (Franchise),XXXX,4 Pdb Votes
Feathers,How to Train Your Dragon (Franchise),INFP,0
Wingmaidens,How to Train Your Dragon (Franchise),INFP,0
Bucket,How to Train Your Dragon (Franchise),INFP,0
Petra,Tár,INFP,11 Pdb Votes
Harriet Johnson,Midnight (1982),XXXX,6 Pdb Votes
Miguel,Christmas With You (2022),INFP,2 Pdb Votes
Lee Green,Vide Noir,INFP,4 Pdb Votes
Constance “Connie” Chatterley (née Reid),Lady Chatterley's Lover (2022),INFP,32 Pdb Votes
Hayboy,Weird: The Al Yankovic Story (2022),XXXX,1 Pdb Vote
Nina von Stauffenberg,Valkyrie (2008),XXXX,4 Pdb Votes
Gerry C.,Gerry (2002),ENFP,13 Pdb Votes
Natasha,Mrs. Harris Goes to Paris (2022),INFP,47 Pdb Votes
Bessie Chapman,Enola Holmes (2020),INFP,1 Pdb Vote
Svetlana,Nochnoy Dozor (2004),XXXX,2 Pdb Votes
Kierra Zylene Ynares,The Rain in España (2022),INFP,2 Pdb Votes
Taya Petrova / Тая Петрова,The prank (Розыгрыш),INFP,6 Pdb Votes
Naridon,Oni: Thunder God's Tale,XXXX,7 Pdb Votes
Dan insalubre,Versões de Dan,XXXX,13 Pdb Votes
Persona para os Ninfetinhos,Versões de Dan,INFP,9 Pdb Votes
Toby Williams,Labyrinth (1986),INFP,4 Pdb Votes
Father Dante,Prey for the Devil (2022),INFP,1 Pdb Vote
Güngör,Maidenin Altın Günü,INFP,2 Pdb Votes
Tyler (Carlos),The Hangover Trilogy,XXXX,2 Pdb Votes
"Petar, Profesor","Pretty Village, Pretty Flame (1996)",XXXX,5 Pdb Votes
Pietro,Theorem (1968),INFP,10 Pdb Votes
Jun Wong,How to Train Your Dragon (Franchise),INFP,115 Pdb Votes
Edgar Allan Poe,The Pale Blue Eye (2022),INFP,10 Pdb Votes
Akihisa Taki,Shin Ultraman,XXXX,12 Pdb Votes
Pennywhistle,Trolls (2016),INFP,8 Pdb Votes
King Quincy,Trolls (2016),INFP,4 Pdb Votes
Andy Barclay,Child's Play (1988),INFP,7 Pdb Votes
Catherine Valmont,The Living Dead Girl (1982),INFP,5 Pdb Votes
Susan Martin,The Patriot (2000),INFP,10 Pdb Votes
Rosie,A Troll at Central Park,XXXX,10 Pdb Votes
Carl Renken,Smile,INFP,1 Pdb Vote
Tamami Nanjo,Snake Girl and the Silver-Haired Witch,XXXX,6 Pdb Votes
Grace,Stay the Night (2022),INFP,20 Pdb Votes
Lily Cotton,Ticket to Paradise,INFP,1 Pdb Vote
Vili,"Vili, a veréb (Willy the Sparrow)",XXXX,11 Pdb Votes
Michael,The Hand That Rocks the Cradle (1992),INFP,12 Pdb Votes
Verushka Van Vine,Hoodwinked! (2005),INFP,13 Pdb Votes
Smitty,"Monsters, Inc. (2001)",XXXX,9 Pdb Votes
"Thaddeus ""Phlegm"" Bile","Monsters, Inc. (2001)",XXXX,11 Pdb Votes
Tiffany,Hellraiser,INFP,4 Pdb Votes
Spot,The Little Mermaid (1989),INFP,5 Pdb Votes
Oomph Winright,ED.SO Maverick,INFP,5 Pdb Votes
Patricia Rada,Singora,INFP,2 Pdb Votes
"Meenakshi ""Meenu"" Saxena",Guru 2007,INFP,4 Pdb Votes
Patty,Dinner in America,INFP,5 Pdb Votes
Mick,The Electric Piper (2003),ENFP,1 Pdb Vote
Herman,Malevolent,XXXX,8 Pdb Votes
Emily Binx,Hocus Pocus (1993),INFP,5 Pdb Votes
Arata Maekawa,High and Low,INFP,1 Pdb Vote
Abel,Speak No Evil (2022),XXXX,7 Pdb Votes
Bethany Pruitt,Sassy Pants 2012,INFP,1 Pdb Vote
Gladys Baker,Blonde (2022),XXXX,1 Pdb Vote
Maca Ribera,Niñas mal (2007),INFP,5 Pdb Votes
Rose Pamphyle,Populaire,INFP,1 Pdb Vote
Anne-Claire,Troop Zero,INFP,54 Pdb Votes
Sally Owen,Red Lights,XXXX,3 Pdb Votes
Berg,The Holy Mountain (1973),INFP,43 Pdb Votes
Violet Johnson,Don't Worry Darling (2022),INFP,8 Pdb Votes
Lee So-Min,Dream (2023),INFP,1 Pdb Vote
Mili,The Cremator (Spalovač mrtvol) 1969,XXXX,2 Pdb Votes
Doug Hastings,Strictly Ballroom (1992),INFP,1 Pdb Vote
Figaro,Pinocchio (2022),XXXX,8 Pdb Votes
"Cynthia ""Cyn""",Working Girl,INFP,77 Pdb Votes
Maren,Bones & All (2022),INFP,15 Pdb Votes
Craig,Mr. Harrigan's Phone,INFP,3 Pdb Votes
Cha Ju-ran / Shizuko,The Silenced,INFP,1 Pdb Vote
Pampinea,Virgin Territory (2007),INFP,3 Pdb Votes
Friend,A Field in England,XXXX,15 Pdb Votes
Helen,Nitram (2021),INFP,7 Pdb Votes
Geppetto,Pinocchio (2022),INFP,6 Pdb Votes
Faisal,I Came By (2022),INFP,23 Pdb Votes
Willie Wang,Murder by Death (1976),INFP,6 Pdb Votes
Gülten,Three Thousand Years of Longing (2022),INFP,15 Pdb Votes
Rakesh Mahadkar,Ek Villain (2014),INFP,13 Pdb Votes
Moses,The Bible Collection,INFP,3 Pdb Votes
Flo,Laskar Pelangi (The Rainbow Troops),INFP,12 Pdb Votes
Joan Wilder,Romancing the Stone (1984),INFP,8 Pdb Votes
Laurence Alia,Laurence Anyways (2012),INFP,9 Pdb Votes
Nurse,Mad god,INFP,6 Pdb Votes
Lily,Barbie and the Diamond Castle (2008),INFP,2 Pdb Votes
Coral,Barbie Mariposa,INFP,1 Pdb Vote
Maia,Barbie: Video Game Hero,INFP,12 Pdb Votes
crystal,Barbie: Video Game Hero,INFP,3 Pdb Votes
Avexis,Dragon Age: Dawn of the Seeker (2012),XXXX,27 Pdb Votes
Sam Cleary,Samaritan (2022),INFP,29 Pdb Votes
Selima,The Sleeping Dictionary (2003),XXXX,1 Pdb Vote
Piko,Mencuri Raden Saleh (2022),INFP,6 Pdb Votes
Moloteco ,Chicuarotes,INFP,1 Pdb Vote
Emma Craven,Edge of Darkness,XXXX,9 Pdb Votes
Abe,Abe,INFP,13 Pdb Votes
Anna Moore,Way Down East (1920),XXXX,1 Pdb Vote
Sister Agnes,Lilies of the Field (1963),XXXX,3 Pdb Votes
May Sasicha,Ed.so family,INFP,12 Pdb Votes
Aardvark,Fritz The Cat,INFP,14 Pdb Votes
Sussie,Slim Susie (Smala Sussie),INFP,7 Pdb Votes
Matt Saunders,My Super Ex Girlfriend (2006),XXXX,0
Su Yunjin,So Young 2: Never gone,INFP,0
Jonas Persson,Winter Light (1963) (Nattvardsgästerna),INFP,0
Ronsel Jackson,Mudbound (2017),INFP,0
Sörsselssön,Uuno Turhapuro,INFP,10 Pdb Votes
Samson Posey,Dirty Dozen (1967),INFP,1 Pdb Vote
Angel,The Wild Bunch,INFP,10 Pdb Votes
Susan,Vera Drake (2004),INFP,7 Pdb Votes
Alyona (Алёна),Walking the Streets of Moscow (Я шагаю по Москве),INFP,3 Pdb Votes
Michel,Passport to Paris (1999),INFP,1 Pdb Vote
Audrey Timmonds,Godzilla (1998),INFP,6 Pdb Votes
Dr. Niko Tatopoulos,Godzilla (1998),INFP,9 Pdb Votes
Rebecca ,The Womb (2010),XXXX,5 Pdb Votes
V. Dale Palmer,The Judge (2014),INFP,9 Pdb Votes
Nithya,Geetha Govindam,XXXX,14 Pdb Votes
Oomph Runchana,Ed.so family,INFP,4 Pdb Votes
Danielle,D1ARIE,INFP,2 Pdb Votes
Giulia,"L'ultimo bacio (The Last Kiss, 2001)",INFP,18 Pdb Votes
Shroom,Gnomeo and Juliet,INFP,11 Pdb Votes
Bill,Bill(2015),INFP,6 Pdb Votes
Mary,About Time,INFP,18 Pdb Votes
Dean,Marcel the Shell with Shoes On,INFP,3 Pdb Votes
Jonathan,Eternal Summer (2006),XXXX,2 Pdb Votes
Fog,The Fifth Element (1997),INFP,3 Pdb Votes
Jean-Dominique Bauby,The Diving Bell and the Butterfly,INFP,3 Pdb Votes
Tekin,Bi' Küçük Eylül Meselesi,XXXX,1 Pdb Vote
Kwon Nam Woo (Juror#8),Juror 8,INFP,4 Pdb Votes
Tyler Evans,Natural Selection (2016),INFP,5 Pdb Votes
"William ""Magoo""",Fred 3: Camp Fred,INFP,7 Pdb Votes
Daisy Kensington,Barefoot (2014),INFP,6 Pdb Votes
Jaimie,Boiling Point (2021),INFP,7 Pdb Votes
Cyan Lightsaber,Star Wars: Lightsabers,INFP,33 Pdb Votes
White Lightsaber,Star Wars: Lightsabers,INFP,3 Pdb Votes
Firefly Light Sun,Snowball Butterfly,INFP,8 Pdb Votes
Evan Weiss,Fred: The Movie,INFP,5 Pdb Votes
Voula,Landscape in the mist (1988),INFP,26 Pdb Votes
Harriet,Fritz The Cat,INFP,3 Pdb Votes
Capt. Billy Cutshaw,The Ninth Configuration,INFP,5 Pdb Votes
Francis Ouimet,The Greatest Game Ever Played (2005),INFP,10 Pdb Votes
Lorenzo,My Best Friend (Mi mejor amigo),INFP,4 Pdb Votes
Master Roshi,"Dragon Ball: Fight Son Goku, Win Son Goku",INFP,2 Pdb Votes
"Derek ""Yogurt""",Toy soldiers,INFP,4 Pdb Votes
Estrella,The South / El Sur (1983),INFP,13 Pdb Votes
God Killing Himself,Begotten (1989),INFP,1 Pdb Vote
Sam Beaver,Trumpet of The Swan (2001),INFP,14 Pdb Votes
Pepe Rada,Ed.so family,INFP,21 Pdb Votes
Mr. Prince,The Little Prince (2015),INFP,12 Pdb Votes
Louise,One Eyed Jacks (1961),INFP,12 Pdb Votes
