char,movie,mbti,votes
"Randy ""The Ram"" Robinson",The Wrestler (2008),ISTP,58 Pdb Votes
Jeff Gillooly,"I, Tonya (2017)",ISTP,86 Pdb Votes
Heartless Woman,The Lobster (2015),ISTP,33 Pdb Votes
Goosey Loosey,Chicken Little (2005),ISTP,11 Pdb Votes
Sam Miller,Ginger Snaps (2000-2004),ISTP,72 Pdb Votes
Jane Kano,Charlie's Angels (2019),ISTP,116 Pdb Votes
Dean Mcmullen,Blue Lagoon: The Awakening (2012),ISTP,32 Pdb Votes
Dengar,Star Wars,ISTP,16 Pdb Votes
Dolores Claiborne,Dolores Claiborne (1995),ISTP,11 Pdb Votes
Ambassador Robert Thorn (2006),The Omen (1976),ISTP,11 Pdb Votes
Ollie Weeks,The Mist (2007),ISTP,57 Pdb Votes
Burt Gummer,Tremors,ISTP,22 Pdb Votes
Earl Bassett,Tremors,ISTP,12 Pdb Votes
Luke Glanton,The Place Beyond the Pines (2012),ISTP,153 Pdb Votes
Stuntman Mike McKay,Death Proof (2007),ISTP,64 Pdb Votes
Genji Takiya,Crows Zero (2007),ISTP,41 Pdb Votes
Derek,Barbie In The 12 Dancing Princesses (2006),ISTP,69 Pdb Votes
Sideswipe,Transformers (Bayverse),ISTP,57 Pdb Votes
Mogens,Klaus (2019),ISTP,87 Pdb Votes
Lisbeth Salander,The Girl with the Dragon Tattoo (2011),ISTP,416 Pdb Votes
Paul Prenter,Bohemian Rhapsody (2018),ISTP,38 Pdb Votes
Stella,Over The Hedge (2006),ISTP,73 Pdb Votes
Doris,Shrek (Franchise),ISTP,154 Pdb Votes
Julie Hamlin,20th Century Women (2016),ISTP,73 Pdb Votes
"Sergeant John Spartan / ""The Demolition Man""",Demolition Man (1993),ISTP,25 Pdb Votes
Kurt Wylde,Hot Wheels World Race / AcceleRacers,ISTP,44 Pdb Votes
Jimmy 'B-Rabbit' Smith,8 Mile (2002),ISTP,276 Pdb Votes
R.J. MacReady,The Thing (1982),ISTP,168 Pdb Votes
Peter Washington,Dawn of the Dead (1978),ISTP,24 Pdb Votes
John Rambo,First Blood (1982),ISTP,305 Pdb Votes
Bacon,"Lock, Stock and Two Smoking Barrels (1998)",ISTP,26 Pdb Votes
Kazuo Kiriyama,Battle Royale (2000),ISTP,90 Pdb Votes
Will,The Invitation (2015),ISTP,33 Pdb Votes
Bill Williamson,Rampage (2009),ISTP,7 Pdb Votes
Taber,One Flew Over the Cuckoo's Nest (1975),ISTP,35 Pdb Votes
“The Amazing” Yen,Ocean's Eleven Trilogy,ISTP,15 Pdb Votes
"Inspector ""Dirty Harry"" Callahan",Dirty Harry,ISTP,171 Pdb Votes
Willie Lopez,Ghost (1990),ISTP,22 Pdb Votes
Tommy Conlon,Warrior (2011),ISTP,88 Pdb Votes
Wichita,Zombieland (Franchise),ISTP,211 Pdb Votes
Gazelle,Kingsman (Franchise),ISTP,38 Pdb Votes
James Witherdale,Twilight (Franchise),ISTP,112 Pdb Votes
Rita Malone,Flushed Away (2006),ISTP,260 Pdb Votes
Franky Four Fingers,Snatch (2000),ISTP,36 Pdb Votes
John Hancock,Hancock (2008),ISTP,98 Pdb Votes
Curtis Everett,Snowpiercer (2013),ISTP,91 Pdb Votes
Jake Tyler,Never Back Down (2008),ISTP,64 Pdb Votes
Cynthia-Rose Adams,Pitch Perfect (Series),ISTP,34 Pdb Votes
Gisele Yashar,The Fast and the Furious (Film Franchise),ISTP,50 Pdb Votes
Zora Wilson,Us (2019),ISTP,68 Pdb Votes
Thana,Ms .45 (1981),ISTP,17 Pdb Votes
Rachel Keller,The Ring (2002),ISTP,119 Pdb Votes
Jim Preston,Passengers (2016),ISTP,78 Pdb Votes
Johnny Ringo,Tombstone (1993),ISTP,46 Pdb Votes
Impresario,The Ballad of Buster Scruggs (2018),ISTP,31 Pdb Votes
Phil Connors,Groundhog Day (1993),ISTP,227 Pdb Votes
General Dostum,12 Strong (2018),ISTP,5 Pdb Votes
Captain Mitch Nelson,12 Strong (2018),ISTP,12 Pdb Votes
Terminator T-X,Terminator,ISTP,40 Pdb Votes
Blade,Blade (1998),ISTP,99 Pdb Votes
Predator / The Jungle Hunter,Predator,ISTP,175 Pdb Votes
Jason Taylor,Fifty Shades of Grey (2015),ISTP,20 Pdb Votes
Seraph,The Matrix Trilogy,ISTP,77 Pdb Votes
Sean Bateman,The Rules of Attraction (2002),ISTP,32 Pdb Votes
Ivan Drago,Rocky,ISTP,139 Pdb Votes
Erin Ulmer,Final Destination 3 (2006),ISTP,62 Pdb Votes
Malorie Hayes,Bird Box (2018),ISTP,153 Pdb Votes
Will Dormer,Insomnia (2002),ISTP,53 Pdb Votes
Mr. Blonde,Reservoir Dogs (1992),ISTP,346 Pdb Votes
Hamm,Toy Story (Franchise),ISTP,197 Pdb Votes
J.G. Jopling,The Grand Budapest Hotel (2014),ISTP,79 Pdb Votes
Cole,The Lego Movie (Franchise),ISTP,25 Pdb Votes
Ray Breslin,Escape Plan (2013),ISTP,22 Pdb Votes
Te Kā,Moana (2016),ISTP,112 Pdb Votes
Rama,The Raid (2011),ISTP,40 Pdb Votes
Karl Vreski,Die Hard,ISTP,29 Pdb Votes
Jasper Hale,Twilight (Franchise),ISTP,412 Pdb Votes
Terminator T-1000,Terminator,ISTP,120 Pdb Votes
Mai,Next Gen (2018),ISTP,58 Pdb Votes
"Budd ""Sidewinder""",Kill Bill (2003),ISTP,164 Pdb Votes
Lola,Run Lola Run (1998),ISTP,33 Pdb Votes
Tzipporah,The Prince of Egypt (1998),ISTP,133 Pdb Votes
Frank Farmer,The Bodyguard (1992),ISTP,51 Pdb Votes
Kane,Annihilation (2018),ISTP,29 Pdb Votes
Hugo Stiglitz,Inglourious Basterds (2009),ISTP,190 Pdb Votes
Arthur Dallas,Alien,ISTP,46 Pdb Votes
Greedo,Star Wars,ISTP,67 Pdb Votes
Leon Kowalski,Blade Runner,ISTP,43 Pdb Votes
Jackson Healy,The Nice Guys (2016),ISTP,94 Pdb Votes
Edward Ratchett,Murder on the Orient Express (2017),ISTP,45 Pdb Votes
Gaby Teller,The Man from U.N.C.L.E. (2015),ISTP,63 Pdb Votes
Laureline,Valerian and the City of a Thousand Planets (2017),ISTP,63 Pdb Votes
Lee Chandler,Manchester by the Sea (2016),ISTP,165 Pdb Votes
Baze Malbus,Star Wars,ISTP,104 Pdb Votes
Jason Bourne,Jason Bourne,ISTP,322 Pdb Votes
Robert Muldoon,Jurassic Park / Jurassic World (Film Franchise),ISTP,55 Pdb Votes
Eric Finch,V for Vendetta (2005),ISTP,81 Pdb Votes
Trinity,The Matrix Trilogy,ISTP,535 Pdb Votes
Ollie,Vorstadtkrokodile 2,XXXX,1 Pdb Vote
Two-Fingers,The Princess and the Frog (2009),XXXX,1 Pdb Vote
Мария Нефёдова,Король и Шут,XXXX,1 Pdb Vote
Olivia,Arthur the King (2024),ISTP,6 Pdb Votes
Julie Lampkin,Parenthood,ISTP,1 Pdb Vote
Porter wren ,Manhattan Night,ISTP,2 Pdb Votes
Enzo Arisio,The Equalizer ( 2014- 2018),XXXX,1 Pdb Vote
Lou,Love Lies Bleeding,ISTP,7 Pdb Votes
Napoleon,Lokesh Cinemeatic Universe ( LCU),ISFJ,1 Pdb Vote
"Tony ""El caníbal""",Matando cabos (2004),ISTP,2 Pdb Votes
Botcha,Matando cabos (2004),ISTP,2 Pdb Votes
"Javier ""Jaque""",Matando cabos (2004),ISTP,2 Pdb Votes
Leigh,Assault on Precinct 13 (1976),ISTP,7 Pdb Votes
No. 00 LC,Tom Yum Goong,XXXX,1 Pdb Vote
Captain Fish,Kung Fu Panda (Franchise),ISTP,2 Pdb Votes
Feri,Operation Wedding (Movie),ISTP,2 Pdb Votes
St Anthony,The Orphanage,XXXX,3 Pdb Votes
Enrique,The Orphanage,XXXX,3 Pdb Votes
Dina,Kitty the Killer (2023),ISTP,3 Pdb Votes
"Maneechan ""Manie""",The Siam Renaissance (2004),ISTP,7 Pdb Votes
Gary,The Big Lebowski (1998),XXXX,1 Pdb Vote
Maude's Other Thug,The Big Lebowski (1998),XXXX,1 Pdb Vote
Maude's Thug,The Big Lebowski (1998),XXXX,1 Pdb Vote
Abuelo,Gruff,ISTP,3 Pdb Votes
Fran Kulok,Suspect Zero (2004),XXXX,1 Pdb Vote
Connor Shepard (Concussion),Zoom (2006),XXXX,1 Pdb Vote
Jack Shepard (Captain Zoom),Zoom (2006),XXXX,1 Pdb Vote
Petrofsky,The Last Voyage of the Demeter,ISTP,10 Pdb Votes
Wojchek,The Last Voyage of the Demeter,ISTP,12 Pdb Votes
Gardırop Fuat,Sakar Şakir,ISTP,4 Pdb Votes
Thomas Edison,Final set,XXXX,1 Pdb Vote
John,TCU/Winnie-the-Pooh: Blood and Honey (Franchise),ISTP,2 Pdb Votes
Alan Price,O Lucky Man! (1973),ISTP,3 Pdb Votes
Jessie,Kangaroo Jack,ISTP,2 Pdb Votes
Peter,Horror,ISTP,3 Pdb Votes
Nat,The Lost Weekend (1945),ESTJ,5 Pdb Votes
Blitzerman,The Incredibles (Franchise),XXXX,1 Pdb Vote
Riley Hale,Broken Arrow,XXXX,1 Pdb Vote
Swedish student,Cashback,ISTP,10 Pdb Votes
Ed Vallencourt,Almost Famous (2000),ISTP,3 Pdb Votes
Bill Denny,California Split (1974),XXXX,1 Pdb Vote
Cosmos,A Ay (Oh Moon!),ISTP,5 Pdb Votes
Diego Storm,La Sociedad de la Nieve (Society of the Snow),ISTP,3 Pdb Votes
Pan Yiran 潘怡然,年会不能停！ Johnny Keep Walking!,ISTP,6 Pdb Votes
Pete,The Little Engine That Could (1991),ISTP,2 Pdb Votes
Ptolemy,Alexander: Making of a God,ISTP,2 Pdb Votes
Sergio Catalán,La Sociedad de la Nieve (Society of the Snow),ISTP,5 Pdb Votes
שי (Shay),מישהו לרוץ איתו (2006) | Someone to Run With,XXXX,1 Pdb Vote
Mindy,The Princess Switch (2018),XXXX,1 Pdb Vote
Becky,A Haunted House (2013),ISTP,6 Pdb Votes
Devon,Skate Kitchen (2018),ISTP,10 Pdb Votes
Helena,The Marsh King's Daughter,ISTP,4 Pdb Votes
Stickman,Our Drawings (Calobi Productions),XXXX,1 Pdb Vote
Tamura Naoki,Eureka (2000),ISTP,2 Pdb Votes
Guy Woodhouse ,Rosemary's Baby (2014),ISTP,2 Pdb Votes
Tony Gazzo,Rocky,ISTP,2 Pdb Votes
苏见明 Su Jianming,坚如磐石 (Under the Light),ISTP,7 Pdb Votes
Yena,Bon Bini Holland,ISTP,3 Pdb Votes
Kız İsmet,Yedi Bela Hüsnü (1982),XXXX,1 Pdb Vote
saged,Sillypology fandom,XXXX,9 Pdb Votes
Rick Flag | Рик Флэг,The Suicide Squad | Отряд самоубийц (2016),XXXX,1 Pdb Vote
Deadshot | Дэдшот,The Suicide Squad | Отряд самоубийц (2016),ISTP,2 Pdb Votes
John Luke/Lucky Luke,Lucky Luke,ESTP,5 Pdb Votes
Camila,Lift (2024),ISTP,5 Pdb Votes
Nam San,Badland Hunters (2024),ISTP,9 Pdb Votes
Ivano,C'è Ancora Domani (2023),ISTP,9 Pdb Votes
Daniel Fernández,La Sociedad de la Nieve (Society of the Snow),ISTP,22 Pdb Votes
Yılanoğlu,Deli Deli Küpeli (1986),ISTP,2 Pdb Votes
Бертисса,Крестоносец,ISTP,10 Pdb Votes
Vasil,Wildlings (2019),ISTP,2 Pdb Votes
Bandersnatch,Alice in Wonderland / Through the Looking Glass (2010 - 2016),ISTP,4 Pdb Votes
Paige,How to Have Sex (2023),ISTP,4 Pdb Votes
Gwada,Les Misérables (2019),ISTP,1 Pdb Vote
Евгений Боков,Фишер (Fischer),ISTP,17 Pdb Votes
Alex,Wingwomen (2023),ISTP,10 Pdb Votes
Park Cha-Kyung,Phantom (2023),ISTP,6 Pdb Votes
İlhami,Ölümlü Dünya (2018),XXXX,1 Pdb Vote
Mitio (Dida's father),Dyad (2023),ISTP,2 Pdb Votes
Hawkgirl,Superman (2025),ISTP,2 Pdb Votes
Mia,Nowhere,XXXX,3 Pdb Votes
Roj,Dolemite Is My Name (2019),ISTP,3 Pdb Votes
Zé Leitão,Ai que vida!,XXXX,1 Pdb Vote
Princess Gina,Barbie as the Island Princess (2007),XXXX,3 Pdb Votes
Arthur,Wreck-It Ralph (Franchise),XXXX,1 Pdb Vote
Ed 2,Good Burger 2,ISTP,2 Pdb Votes
Зима,Слово пацана. Кровь на асфальте / Slovo patsana,ISTP,39 Pdb Votes
Jake,Candyman (1992),XXXX,1 Pdb Vote
Kabir,Leo (2023),ISTP,5 Pdb Votes
Bobby,Thanksgiving (2023),ISTP,5 Pdb Votes
Pauline,La Passion de Dodin Bouffant (2023),ISTP,2 Pdb Votes
Mother Cougar,Benji the Hunted (1987),XXXX,1 Pdb Vote
Pigeon,Migration (2023),XXXX,1 Pdb Vote
Team Evil’s goalkeeper,Shaolin soccer,ISTP,7 Pdb Votes
Boksör,En Büyük Şaban,ISTP,5 Pdb Votes
Hüseyin,Yaratılan,ISTP,2 Pdb Votes
Kyle,See You on Venus,ISTP,7 Pdb Votes
skilled thief,Saint Petersburg 2010 (سن پطرزبورگ),XXXX,1 Pdb Vote
Seth Dove,The reflecting skin (1990 film),ISTP,1 Pdb Vote
Milo,Pompeii (2014),ISTP,11 Pdb Votes
Reaper Ash,The Ballad of Songbirds and Snakes (2023),ISTP,37 Pdb Votes
Jack,He Never Died (2015),ISTP,2 Pdb Votes
Magdala,The Killer,ISTP,2 Pdb Votes
Kamal Allen,White Men Can't Jump (2023),ISTP,8 Pdb Votes
Mark Jennings,"That was Then, This is Now (1985)",XXXX,1 Pdb Vote
Inspector Brackenreid,Murdoch mysteries (TV movie series),XXXX,1 Pdb Vote
Wójtowa,Chłopi (2023),ISTP,5 Pdb Votes
Mr Mayhew,Witness for the Prosecution (1957),XXXX,1 Pdb Vote
Mrs. Johnson,Tex (1982),XXXX,1 Pdb Vote
John Ramsey,Killers of the Flower Moon,ISTP,17 Pdb Votes
Seo Dae-Wi,Peninsula (2020),ISTP,2 Pdb Votes
Travis Coates,Old Yeller (1957),XXXX,1 Pdb Vote
"Obianaju ""Obi"" Washington",Iron Sky: The Coming Race,XXXX,1 Pdb Vote
Fritz,Five Nights at Freddy's (Movie),ISTP,10 Pdb Votes
Nala,Evil Eye(2022),ISTP,9 Pdb Votes
Anbu,Vada Chennai,ISTP,6 Pdb Votes
Miles Maclaren,The Other Zoey (2023),ISTP,7 Pdb Votes
Babka/Бабка,Scarecrow (Чучело),XXXX,3 Pdb Votes
The Butcher,EMESIS BLUE,ISTP,4 Pdb Votes
Lohmatyi/Лохматый,Scarecrow (Чучело),XXXX,3 Pdb Votes
Lee Ji Hye,Omniscient Reader's Viewpoint,XXXX,1 Pdb Vote
Hong Na-Ra ,30 Days (Korean Movie),ISTP,12 Pdb Votes
Ophelia Bhuletova,Johnny English Strikes Again (2018),ISTP,2 Pdb Votes
Biglia,Indagine su un cittadino al di sopra di ogni sospe,ISTP,11 Pdb Votes
Byron Burkhart,Killers of the Flower Moon,ISTP,14 Pdb Votes
Acie Kirby,Killers of the Flower Moon,ISTP,7 Pdb Votes
Lei Yu,Born to Fly (2023),XXXX,1 Pdb Vote
Tom Nichols,Reptile,ISTP,7 Pdb Votes
Jenny,Out Cold,XXXX,8 Pdb Votes
Harpo Johnson,The Color Purple (1985),XXXX,1 Pdb Vote
Leo Argyle,Ordeal by innocence (1984 film),XXXX,1 Pdb Vote
Violet,Amaya’s OCs and Real Life Friends,ISTP,4 Pdb Votes
Lola,Amaya’s OCs and Real Life Friends,ISTP,3 Pdb Votes
"""Dog"" Kelly",The Quick and the Dead (1995),XXXX,1 Pdb Vote
Laine Morris,Ouija (2014),XXXX,1 Pdb Vote
Spelt Farro,Hunger Games Tales,XXXX,1 Pdb Vote
Axelle Birch,Hunger Games Tales,XXXX,1 Pdb Vote
Laurus Fir,Hunger Games Tales,XXXX,1 Pdb Vote
Olympier Stroninn,Hunger Games Tales,XXXX,1 Pdb Vote
Tracker,Predator,XXXX,20 Pdb Votes
Matthew Quigley,Quigley Down Under,XXXX,1 Pdb Vote
Megan Evers,The Haunted Mansion,ISTP,7 Pdb Votes
Kara Lim,Totally Killer (2023),ISTP,17 Pdb Votes
Theo Stoer,Der Freie Wille/The Free Will (2006 film),ISTP,2 Pdb Votes
Mitsuo Watanabe,Ikiru / To Live (1952) (生きる),XXXX,1 Pdb Vote
Jimmy Callahan,Three Wise Girls,ISTP,1 Pdb Vote
Eddie Felson,The Color of Money (1986),ISTP,10 Pdb Votes
Kerry Von Erich,The Iron Claw,ISTP,15 Pdb Votes
Kamdev,Jailer,ISTP,2 Pdb Votes
Leonard Fontaine,Escape from Pretoria,XXXX,1 Pdb Vote
Ward Jensen,The paperboy (2012 film),XXXX,1 Pdb Vote
Bill Maitland,Inadmissible evidence (1968 film),XXXX,1 Pdb Vote
Jan,The Green Border (Zielona granica; 2023),XXXX,1 Pdb Vote
Rob,American Gothic (1988),ISTP,2 Pdb Votes
Fisher,The Element of Crime,ISTP,2 Pdb Votes
Chris Van Horne,Hidden Strike,XXXX,1 Pdb Vote
Mason,What Happens in Vegas (2008),ISTJ,1 Pdb Vote
Two Goons,The Triplets of Belleville (2003),XXXX,1 Pdb Vote
Wushen,Kung Fu Panda (Franchise),XXXX,2 Pdb Votes
Dr. Samuel Loomis (Halloween II),Halloween II (Timeline),INFJ,1 Pdb Vote
Ha-Yan,Hopeless (2023),XXXX,8 Pdb Votes
Rose,Next Exit (2022),ISTP,3 Pdb Votes
Corporal Colette Ferro,Alien,ISTP,3 Pdb Votes
Shiva,Garuda Gamana Vrishabha Vahana,ISTP,6 Pdb Votes
Harold McBrayer,The Many Saints of Newark,ISTP,5 Pdb Votes
Giovanni,Game Therapy,ISTP,8 Pdb Votes
Captain Vikram Rathore,Jawan (2023),ISTP,2 Pdb Votes
mia,shart battle,XXXX,1 Pdb Vote
Aoshi Shinomori,Rurouni Kenshin: The Beginning (2021),XXXX,1 Pdb Vote
Luisa,Choose Love (Netflix),XXXX,1 Pdb Vote
Charlie Murphy,Jinxed,XXXX,2 Pdb Votes
Benny,The Bikeriders,ISTP,4 Pdb Votes
Private Investigator,MaXXXine (2023),XXXX,5 Pdb Votes
Mila Starr,Monster Family,ISTP,36 Pdb Votes
Ronnie Friedman,You Are So Not Invited To My Bat Mitzvah,ISTP,3 Pdb Votes
Koldo,El club de los lectores criminales (2023) (Killer Book Club),ISTP,3 Pdb Votes
Ivan,Cars (Franchise),ISTP,9 Pdb Votes
Mona Lisa Lee,Mona Lisa and the Blood Moon,ISTP,1 Pdb Vote
Holly,Realityhigh,XXXX,2 Pdb Votes
Daniel Swervez,Cars (Franchise),ISTP,1 Pdb Vote
"Ryan ""Inside"" Laney",Cars (Franchise),ISTP,2 Pdb Votes
Mayor's Wife,The Monkey King,ISTP,3 Pdb Votes
Babbo,The Monkey King,ISTP,14 Pdb Votes
Ming Fleetfoot,Jumanji (Reboot),ISTP,13 Pdb Votes
Doug,Strays (2023),ISTP,1 Pdb Vote
Randy Moreno,The Hurricane Heist (2018),XXXX,1 Pdb Vote
Molly Gilbert,Illegally Yours (1988),XXXX,2 Pdb Votes
APB,Cars (Franchise),XXXX,1 Pdb Vote
Westfalanapus,Cars (Franchise),XXXX,8 Pdb Votes
Shopkeeper,It Couldn't Happen Here (1987),ISTP,8 Pdb Votes
"Lida ""Stony"" ",Set it Off,ISTP,2 Pdb Votes
Peter Foley,Copycat (1995),ISTP,4 Pdb Votes
Gary,Wet Hot American Summer,ISTP,0
Gene,Wet Hot American Summer,ISTP,4 Pdb Votes
George ,Death Game,ISTP,2 Pdb Votes
Inder,Sanam Teri Kasam,ISTP,7 Pdb Votes
Zhou Wei,Summer Palace,ISTP,6 Pdb Votes
Hiroshi Yamashita,One Missed Call (2003),XXXX,11 Pdb Votes
Fischer Frey,Harry Potter Magic Awakened,ISTP,2 Pdb Votes
Detective Larry McBain,The Thirteenth Floor,XXXX,1 Pdb Vote
Sean,2:37 (2006),XXXX,1 Pdb Vote
Fontaine,They Cloned Tyrone (2023),ISTP,28 Pdb Votes
Jemmy,Hans Christian Andersen's The Little Mermaid (1975,ISTP,2 Pdb Votes
Arnold,Au Hasard Balthasar,ISTP,2 Pdb Votes
Nemo,Inside (2022),ISTP,1 Pdb Vote
Ivan,We Summon The Darkness,ISTP,2 Pdb Votes
Richard Willman,Jeordie Love,ISTP,4 Pdb Votes
Ahab,Take Point,XXXX,1 Pdb Vote
Bennie,Bring Me the Head of Alfredo Garcia (1974),ISTP,4 Pdb Votes
Luke,Lola Versus,ENFJ,1 Pdb Vote
Swedish ambassador,Ivan Vasilievich: Back to the Future,ISTP,3 Pdb Votes
Anna,LOL(2012),ISFJ,1 Pdb Vote
Joe,Somersault (2004),XXXX,1 Pdb Vote
Dog,The Unlikely Pilgrimage of Harold Fry,XXXX,1 Pdb Vote
Dan Tucker,The Fall Guy (2024),XXXX,1 Pdb Vote
Samantha,The Fall Guy (2024),XXXX,1 Pdb Vote
Desdemona Holland,A Haunting in Venice,ISTP,23 Pdb Votes
Bjarne,The Green Butchers (2003),XXXX,1 Pdb Vote
Kenmaid,Barbie (2023),ISTP,33 Pdb Votes
Bob Vaughn,Zodiac (2007),ISTP,3 Pdb Votes
Leonid (Лёнька),Love and Pigeons (Любовь и голуби),XXXX,1 Pdb Vote
Louis Gaspare,Plane,ISTP,9 Pdb Votes
Lilly McDermott,The Out-Laws,ISTP,11 Pdb Votes
Will Rollins,Freddy vs Jason,ISTP,16 Pdb Votes
Fa Mulan,Wreck-It Ralph (Franchise),XXXX,5 Pdb Votes
Jovan Dooradavic,1700s ft,ISTP,3 Pdb Votes
 Jimmy Bean,Pollyanna (1920),XXXX,1 Pdb Vote
 Fritz Robinson,Swiss Family Robinson (1960),XXXX,4 Pdb Votes
Cosmo Vittelli,The Killing of a Chinese Bookie (1976),ISTP,1 Pdb Vote
Shogo Kanetaka,Hell Dogs (2022),XXXX,6 Pdb Votes
Lemmy Caution,Alphaville,ISTP,18 Pdb Votes
Hauke,Indiana Jones (Series),ISTP,2 Pdb Votes
Grindr encounter #2 (Mark),Bros (2022 film),ISTP,1 Pdb Vote
Grindr encounter #1 (John),Bros (2022 film),XXXX,2 Pdb Votes
Yim,I Fine..Thank You..Love You,ISTP,3 Pdb Votes
Yoon,Heart Attack,ISTP,1 Pdb Vote
George,What Love Is (2007),XXXX,7 Pdb Votes
Tyler Rake,Extraction 2 (2023),ISTP,13 Pdb Votes
Yoon Joo,The Childe,ISTP,2 Pdb Votes
The Lone Ranger,The Lone Ranger (1956),XXXX,1 Pdb Vote
Teddy,Halloween 3: Season of the Witch,ISTP,3 Pdb Votes
Pelé dos Santos,The Life Aquatic with Steve Zissou (2004),XXXX,8 Pdb Votes
Teddy,All Dogs Go to Heaven (1989),ISTP,2 Pdb Votes
Rinzler,Tron: Legacy (2010),ISTP,2 Pdb Votes
Lois MacFay,The Thin Man (Series),ISFP,2 Pdb Votes
"""Whitey"" Barrow",The Thin Man (Series),ISTP,1 Pdb Vote
Lieutenant Abrams,The Thin Man (Series),ISTP,7 Pdb Votes
 Tommy Nelson / The Invisible Man,Abbott and Costello Meet the Invisible Man (1951),XXXX,2 Pdb Votes
Kale,A Perfect Getaway (2009),ISTP,6 Pdb Votes
"Francisco ""Frankie Flowers"" Flores",Traffic (2000),ISTP,23 Pdb Votes
Spider-Horse,Spider-Man: Across the Spider-Verse (2023),ISTP,11 Pdb Votes
"Patrick O'Hara ""Spider-Man Cowboy""",Spider-Man: Across the Spider-Verse (2023),ISTP,13 Pdb Votes
Metro Spider-Man (Metro boomin),Spider-Man: Across the Spider-Verse (2023),ISTP,3 Pdb Votes
Kris Diaz,Transformers: Rise of the Beasts,XXXX,10 Pdb Votes
Inspector Khai,Polis Evo (2015),ISTP,6 Pdb Votes
"Tess ""Little Miss Nobody""",The Fast and the Furious (Film Franchise),ISTP,10 Pdb Votes
Lorelai,K-12 (2019),ISTP,1 Pdb Vote
J.J. Kellogg,Asteroid City,ISTP,2 Pdb Votes
Agent Taylor (R. Wallace Taylor),Reality (2023),XXXX,4 Pdb Votes
 Philip Marlowe,The Big Sleep (1978),XXXX,5 Pdb Votes
Kei,linda linda linda,ISTP,10 Pdb Votes
Charlie Atherton-Yoo,May December,ISTP,1 Pdb Vote
Alice Reed,The Woman in the Window (1944),ISTP,7 Pdb Votes
Moose Freed,"Are You There God? It's Me, Margaret (2023)",XXXX,43 Pdb Votes
Jock McGrath,The Hill (1965),ISTP,1 Pdb Vote
Aaron Davis (Earth-42),Spider-Man: Across the Spider-Verse (2023),ISTP,1 Pdb Vote
Gwen Stacy,Spider-Man: Across the Spider-Verse,XXXX,2 Pdb Votes
 Joe Lightcloud,"Stay Away, Joe (1968)",XXXX,1 Pdb Vote
Dez,I Don't Feel at Home in This World Anymore,ISTP,2 Pdb Votes
"Eric ""The Kid"" Stoner",The Cincinnati Kid (1965),XXXX,1 Pdb Vote
Fred J. Frenger Junior,Miami Blues (1990),ISTP,1 Pdb Vote
Alexander Lapin,True Friends (1954),ISTP,10 Pdb Votes
Nilo,Sorcerer (1977),XXXX,3 Pdb Votes
The Sergeant,The Big Red One (1980),ISTP,6 Pdb Votes
Mike Schmidt (aka Michael Afton),FnaF Movie (Five nights at Freddy’s Movie),ISTP,6 Pdb Votes
Roscoe Pepper,31,XXXX,1 Pdb Vote
"Francisco ""Aquarius"" Mendoza Chavez",3 from Hell,XXXX,3 Pdb Votes
Jed,Red Dawn (1984),XXXX,2 Pdb Votes
Nayana Anderson,Clear,ISTP,8 Pdb Votes
Paris Bennett,Murders in Sch,ISTP,3 Pdb Votes
Alyssa Bustamante,Murders in Sch,ISTP,1 Pdb Vote
Amy Monet,Murders in Sch,ISTP,3 Pdb Votes
"Jeffrey ""Colt"" Douglas",3 Ninjas (1992),ESTP,5 Pdb Votes
Tom Curry,The Flash (2023),XXXX,2 Pdb Votes
Hans Bethe,Oppenheimer (2023),XXXX,1 Pdb Vote
Kwon Yoo,Fabricated City (2017),ISTP,6 Pdb Votes
King Henry,Maleficent (2014),XXXX,2 Pdb Votes
Magoroku Yamaguchi,High & Low The Worst X (Cross),ISTP,2 Pdb Votes
Dai Nakagoshi,High & Low The Worst X (Cross),ISTP,1 Pdb Vote
Shibaman,High & Low The Worst X (Cross),ISTP,3 Pdb Votes
Tsuji,High & Low The Worst X (Cross),XXXX,0
Edward D. 'Ted' Larrabee,Children of Divorce (1927),XXXX,0
Black Dog,Treasure Island (1982),XXXX,0
Alan Quinton,Love Letters (1945),XXXX,4 Pdb Votes
Foxy,Five Nights at Freddy's (Movie),ISTP,58 Pdb Votes
Mak,The Adventures of Lolo the Penguin (1986),XXXX,1 Pdb Vote
Fred Blythe,The Cat and the Canary (1939),ISTP,2 Pdb Votes
Queen White,Red Shoes & The Seven Dwarfs (2019),XXXX,2 Pdb Votes
Lucy Lee ,The Maverick Queen (1956),XXXX,1 Pdb Vote
Paul Gaspar,Flesh and Fantasy (1943),ISTP,2 Pdb Votes
Linda,Days of Heaven,XXXX,1 Pdb Vote
Howard Anderson,Legion (2010),XXXX,1 Pdb Vote
Matt Calder,River of No Return (1954),ISTP,2 Pdb Votes
JJ,Operation Fortune: Ruse de guerre (2023),ISTP,3 Pdb Votes
Orson Fortune,Operation Fortune: Ruse de guerre (2023),XXXX,5 Pdb Votes
Rhinox,Transformers: Rise of the Beasts,ISTP,2 Pdb Votes
 Rachel Wagner,Disturbing Behavior,ISTP,4 Pdb Votes
Fabrício,"Saneamento Básico, o Filme",ISTP,5 Pdb Votes
Mike Connor,High Society (1956),XXXX,1 Pdb Vote
John Tate,Halloween H20,ISTP,2 Pdb Votes
