char,movie,mbti,votes
Nicki Collins,Lady on a Train (1945),XXXX,1 Pdb Vote
DJ Ali,Ae Dil Hai Mushkil,ESTP,1 Pdb Vote
Detective Giovanni A. Malloy,In the Cut (2003),XXXX,1 Pdb Vote
Nathan Detroit,Guys and Dolls (1955),XXXX,2 Pdb Votes
Christine Marlowe,Room Service (1938),ESFP,2 Pdb Votes
Harry Binelli,Room Service (1938),XXXX,1 Pdb Vote
Mr. Zigmund (Ziggy),Trendy & The Multiverse,ESTP,10 Pdb Votes
Kay Colby,Love Before Breakfast (1936),ESTP,1 Pdb Vote
" Joe Adams/""Joe Bascopoulos""",Mr. Lucky (1943),XXXX,10 Pdb Votes
George Kerby ,Topper (1937),ESTP,2 Pdb Votes
Henry VIII,A Man for All Seasons (1966),XXXX,5 Pdb Votes
"Hugh ""Baby Face"" Martin",Dead End (1937),ESTP,1 Pdb Vote
Henry VIII,The Private Life of Henry VIII (1931),XXXX,1 Pdb Vote
Mariette Larkin,The Mating Game (1959),ESTP,2 Pdb Votes
 Marcus Vinicius,Quo Vadis (1951),ESTJ,4 Pdb Votes
Captain Daniel Gregg,The Ghost and Mrs. Muir (1947),ESTP,5 Pdb Votes
Isabel Bradley ,The Razor's Edge (1944),ESTP,2 Pdb Votes
"Joseph ""Joe"" Brady ",Anchors Aweigh (1945),ESTP,3 Pdb Votes
 Ancient Pistol,Henry V (1944),XXXX,16 Pdb Votes
June Vale,"Now, Voyager (1942)",XXXX,2 Pdb Votes
"""Chilly"" Willie Simms",Remember the Night (1940),XXXX,7 Pdb Votes
Georges Iscovescu,Hold Back the Dawn (1941),XXXX,1 Pdb Vote
Eddie Bartlett,The Roaring Twenties (1939),XXXX,1 Pdb Vote
Blackie Norton ,San Francisco (1936),XXXX,4 Pdb Votes
Cornelius Cobb ,Mr. Deeds Goes to Town (1936),XXXX,2 Pdb Votes
Babe Bennett ,Mr. Deeds Goes to Town (1936),ESFP,1 Pdb Vote
Lady Lou ,She Done Him Wrong,XXXX,11 Pdb Votes
 Légionnaire Tom Brown,Morocco (1930),ISTP,6 Pdb Votes
Dan Packard,Dinner at Eight (1933),ESTJ,3 Pdb Votes
General Serge Shubin,Mata Hari (1931),ESTP,15 Pdb Votes
Matt Burke,Anna Christie (1930),XXXX,7 Pdb Votes
Hindley Earnshaw,Wuthering Heights (1939),XXXX,0
Lt. John Guild,The Thin Man (Series),ESTP,0
Ryan,A Good Person (2023),ESTP,0
Bora,Şevkat Yerimdar,ESTP,0
Resham,Dance Dance डांस डांस (1987),ESTP,0
Vipsania Sickle,The Ballad of Songbirds and Snakes (2023),ESTP,0
Tanner,The Ballad of Songbirds and Snakes (2023),ESTP,0
Asep,Ex-Addicts Club,ESTP,0
Dolores,Sonhos Roubados/Stolen Dreams (2010),XXXX,0
מיקו (Miko),צ'רלי וחצי | Charlie and a Half (1974),XXXX,0
ששון (Sasson),צ'רלי וחצי | Charlie and a Half (1974),XXXX,0
Gorg,Dungeons & Dragons: Honor Among Thieves (2023),ESTP,0
Adrian Lovell,The Mother (2023),ESTP,0
Dal-goo,Ode to My Father (2014),ESTP,0
Yoon Hong Dae,Dream,ESTP,0
Asmodeus,The Pope's Exorcist (2023),ESTP,0
Porthos,Les Trois Mousquetaires : D'Artagnan,ESTP,0
Aramis,Les Trois Mousquetaires : D'Artagnan,XXXX,0
Big Bob Carter,The Hills Have Eyes (1977),ESTP,0
Lord Dingwall,Brave (2012),ESTP,12 Pdb Votes
El planchado,Chicuarotes,ESTP,8 Pdb Votes
Baturro,Chicuarotes,XXXX,10 Pdb Votes
Matteo,Dark Glasses(2022),ESTP,9 Pdb Votes
Grigory Ganzha,Bolshaya Peremena (The Long Recess),ESTP,6 Pdb Votes
Mattie Turner,Ghosted (2023),ESTP,7 Pdb Votes
Kristin,Girl Fight (2011),ESTP,2 Pdb Votes
Amir Sasan,Titi ( تیتی ),ESTP,5 Pdb Votes
Laura,O Dragão da Maldade Contra o Santo Guerreiro,ESTP,4 Pdb Votes
 Vicki,The woodsman (2004 film),ESTP,2 Pdb Votes
Nibs,Peter Pan (2003),ESTP,9 Pdb Votes
Jimmy,Fish Don't Blink (2002),ESTP,6 Pdb Votes
Vulcan,The Adventures of Baron Munchausen (1988),ENTP,2 Pdb Votes
Stacey,You’re Ugly Too,ESTP,6 Pdb Votes
Magic,"Blood in, Blood Out",ESTP,3 Pdb Votes
Spike Hammersmith,Little Giants (1994),ESTP,2 Pdb Votes
Kevin O'Shea,Little Giants (1994),ESTP,5 Pdb Votes
The Huntsman,The Company of Wolves,ESTP,2 Pdb Votes
Jerico Stewart,Criminal (2016),XXXX,1 Pdb Vote
Jake Wise,Against All Odds (1984 film),ESTP,5 Pdb Votes
sevilay,aaahh belinda,ESTP,1 Pdb Vote
Mike Harrigan,Predator,ESTP,14 Pdb Votes
Suea Sang ( เสือสัง ),Khun Phan,XXXX,5 Pdb Votes
Good Tonight,The Bad Guys (2022),XXXX,2 Pdb Votes
Signe,Tomten är far till alla barnen (1999),XXXX,1 Pdb Vote
Gunnar,Tomten är far till alla barnen (1999),ESTP,5 Pdb Votes
Dot Halford,The Ice Storm (1997),XXXX,2 Pdb Votes
Janey Carver,The Ice Storm (1997),XXXX,2 Pdb Votes
Colonel Santino,TMNT (2007),XXXX,1 Pdb Vote
General Gato,TMNT (2007),XXXX,1 Pdb Vote
Bujiú,Estômago (2007),ESTP,5 Pdb Votes
Francesca,Ghost ship,ESTP,2 Pdb Votes
Tina Armstrong,DOA: Dead or Alive (2006),XXXX,1 Pdb Vote
"Francis ""Franco"" Begbie",T2 Trainspotting,ESTP,4 Pdb Votes
Iron Maven,Whip It (2009),ESTP,4 Pdb Votes
Nobu,Asako I & II (2018),XXXX,1 Pdb Vote
Chris Jelick,Horror,ESTP,3 Pdb Votes
Rudy Mackenzie,The Jacket,ESFP,1 Pdb Vote
Killa Harkan,John Wick,ESTP,53 Pdb Votes
Minister Administrator,An Ordinary Miracle (1978) - Soviet Film,XXXX,2 Pdb Votes
"Hai Cho Dien ""Mad Dog""",Furies (2022),ESTP,1 Pdb Vote
Detective Connley,Boston Strangler,XXXX,1 Pdb Vote
Siro (1998),Mortal Kombat films,ESTP,1 Pdb Vote
Lasse,Tillsammans / Together (2000),XXXX,2 Pdb Votes
Sobhi,Tito (2004),ESTP,2 Pdb Votes
Fares,Tito (2004),ESTP,1 Pdb Vote
The lamp,The Phantom of the Open Hearth (1976),XXXX,4 Pdb Votes
Puak,Pee Mak (2013),ESFP,15 Pdb Votes
Sylvie,Bottoms,ESTP,8 Pdb Votes
AJ,Starling,ESTP,1 Pdb Vote
Manda,Our Ladies (2019),XXXX,6 Pdb Votes
Liberty Valance,The Man Who Shot Liberty Valance,ESTP,4 Pdb Votes
Zafiro Reyes,Martians vs Mexcians,XXXX,7 Pdb Votes
Cosimo Forcella,L'Ultima Notte di Amore,ESTP,1 Pdb Vote
"Ralph ""Ralphie"" Parker",The Great American Fourth Of July,ESTP,1 Pdb Vote
"Ralph ""Ralphie"" Parker",The Phantom of the Open Hearth (1976),ESTP,1 Pdb Vote
"Ralph ""Ralphie"" Parker",The Star-Crossed Romance of Josephine Cosnowski,ESTP,11 Pdb Votes
The king,The Magician's Elephant,XXXX,5 Pdb Votes
Hush,Mavka. The Forest song (2021),ESTP,6 Pdb Votes
Daddy,The People under the Stairs (1991),ESTP,2 Pdb Votes
Dean Kansky,Serendipity (2001),ESTP,3 Pdb Votes
Suzanne Brown,Red Rock West (1993),ESTP,5 Pdb Votes
A Jie (杰哥),如果早知道男生也会被性侵,ESTP,3 Pdb Votes
Gabriel,Reindeer Games (2000),ESTP,2 Pdb Votes
Ferry Bouman,Ferry,ESTP,1 Pdb Vote
Phil Grayland,The Stepfather (1987),ESTP,1 Pdb Vote
Matty Crimmins,The Stepfather (1987),XXXX,2 Pdb Votes
Sattu's mama,Shaadi Mein Zaroor Aana,ESTP,7 Pdb Votes
Makoto,Call Me Chihiro (2023),ESTP,22 Pdb Votes
Ezio,Mob Waltz Night,XXXX,1 Pdb Vote
Charlie Bronson,Bronson (2008),ESTP,31 Pdb Votes
Axe,Beauty and the Beast (Franchise),XXXX,1 Pdb Vote
Jeremy,EMESIS BLUE,ESTP,1 Pdb Vote
Beefy,Little Nicky (2000),XXXX,26 Pdb Votes
Dad / The Devil,Little Nicky (2000),XXXX,2 Pdb Votes
Syd Dentwood,Cocaine Bear (2023),ESTP,48 Pdb Votes
Ian Faith,This Is Spinal Tap (1984),ESTP,1 Pdb Vote
Cocaine Bear,Cocaine Bear (2023),ESTP,16 Pdb Votes
Fulton Presley,We Have a Ghost,XXXX,25 Pdb Votes
Fulton Presley,We Have a Ghost (2023),ESTP,2 Pdb Votes
Frank Presley,We Have a Ghost (2023),ESTP,10 Pdb Votes
Finn,Rags,ESTP,7 Pdb Votes
Calamity/Canary Jane,Calamity Jane,ESTP,6 Pdb Votes
Witch Agnes,Hansel & Gretel Get Baked (2013),ESTP,8 Pdb Votes
Allen,Under The Silver Lake,ESTP,15 Pdb Votes
Stacie Roberts,Barbie & Her Sisters in a Pony Tale (2013),ESTP,23 Pdb Votes
Xolum,Ant-Man and the Wasp: Quantumania,XXXX,1 Pdb Vote
Sabor,Tarzan (1999),ESTP,1 Pdb Vote
Camila Gama,Bardo,XXXX,1 Pdb Vote
Jean-Claude Ayache (Moustique),Dobermann (1997),XXXX,1 Pdb Vote
"Moses ""Moze"" Pray",Paper Moon,XXXX,2 Pdb Votes
Bred,Bring It On: All or Nothing (2006),XXXX,1 Pdb Vote
Val Resnick,Payback (1999),ESTP,1 Pdb Vote
Molly Pruitt,Home Alone 3 (1997),XXXX,1 Pdb Vote
Stan Pruitt,Home Alone 3 (1997),XXXX,3 Pdb Votes
César Sánchez,One Eight Seven,XXXX,4 Pdb Votes
Sloth,Shazam!,ESTP,1 Pdb Vote
Jones,Short Circuit (1986),ESTP,2 Pdb Votes
Neronga,Shin Ultraman,XXXX,0
"Burton ""Burt"" Stangle",Mike and Dave Need Wedding Dates,ESTP,0
Moïshe Schmoll,Les Aventures de Rabbi Jacob (1973),XXXX,2 Pdb Votes
Colonel Farès,Les Aventures de Rabbi Jacob (1973),ESTP,4 Pdb Votes
Louise,Bleeder (1999),ESTP,2 Pdb Votes
Daniel McCormick,Forever Young (1992),XXXX,1 Pdb Vote
Vaz (Scepter 2-1),SCP: Overlord,ESTP,11 Pdb Votes
Cicero (Scepter 1-3),SCP: Overlord,ESFP,11 Pdb Votes
Chips,"After the Dark ""The Philosophers"" (2013)",ESTP,6 Pdb Votes
Gloria,Causeway,XXXX,1 Pdb Vote
Lefty’s ghost(1700s),1700s ft,ESTP,11 Pdb Votes
Lord Krylar,Ant-Man and the Wasp: Quantumania,ESTP,31 Pdb Votes
Nenê,Mundo Cão (In Dog's Words),ESTP,5 Pdb Votes
Oscar Benton,Bitter Moon (Lunes de fiel) (1992),ESTP,13 Pdb Votes
"Richard ""Dick"" Jared",The Rules of Attraction (2002),ESTP,5 Pdb Votes
Frank Whemple,The Mummy (1932),XXXX,1 Pdb Vote
Lentulus Batiatus,Spartacus (1960),ESTP,4 Pdb Votes
Brady,"Halloween 4,5,6 Timeline",XXXX,1 Pdb Vote
Marie Derry,The Best Years of Our Lives (1946),XXXX,1 Pdb Vote
Андрей Галактионов,The Wandering Earth 2,ESTP,2 Pdb Votes
Dino,Satan's Slaves (Franchise),XXXX,1 Pdb Vote
Han Duoduo (Peiqiang's Wife),The Wandering Earth 2,ESTP,8 Pdb Votes
Makarov,The Wandering Earth,XXXX,1 Pdb Vote
Jan (Serpent Sister),Shrek (Franchise),ESTP,14 Pdb Votes
Jim,Fateful Findings,ESTP,2 Pdb Votes
State Trooper McCleary,Little Miss Sunshine (2006),ESTP,5 Pdb Votes
Jack Snr.,Croupier (1998),ESTP,3 Pdb Votes
Matt,Croupier (1998),XXXX,1 Pdb Vote
Kegan,Krull,ESTP,2 Pdb Votes
Scowl the Owl,Happily Ever After (1990),ESTJ,2 Pdb Votes
Victor Fielding,The Exorcist: Believer (2023),XXXX,9 Pdb Votes
Elaine Bray,Beau is Afraid,ESTP,13 Pdb Votes
Dan Walker,Frozen (2010),XXXX,1 Pdb Vote
Hai,Riki-Oh: The Story of Ricky,ESTP,9 Pdb Votes
Shane Matthews,The Wall (2017),ESTP,2 Pdb Votes
Judite,Boa sorte (2014),ESTP,1 Pdb Vote
Jake Riddick,The Wedding Year (2019),ISFP,5 Pdb Votes
Bruno,Fake Blonde (Falsa Loura),ESTP,1 Pdb Vote
Oberon Winley,Saints and soldiers (2003),XXXX,1 Pdb Vote
Jane Brooks,Mr. Brooks (2007),XXXX,1 Pdb Vote
Hypnos,Monkeybone (2001),XXXX,2 Pdb Votes
Ben Geisler,Barton Fink,ESTP,7 Pdb Votes
Rachele,7 Women And A Murder,ENTP,5 Pdb Votes
Cash,The Fox and the Hound (1981),ESTP,1 Pdb Vote
Coma-Doof Warrior,Mad Max (1979),XXXX,12 Pdb Votes
Gianni,I migliori giorni (2023),XXXX,4 Pdb Votes
Hilarion,Barbie and the Pink Shoes,ESTP,2 Pdb Votes
Rod McCallister,Home Alone,ESTP,11 Pdb Votes
Jody Salerno. ,Gold diggers: the secret of Bear Mountain.,ESTP,10 Pdb Votes
Little Henry,American History X (1998),XXXX,15 Pdb Votes
Mitch McCormick,American History X (1998),ESTP,3 Pdb Votes
Huge Aryan,American History X (1998),ESTP,16 Pdb Votes
Windstorm,windstorm,XXXX,2 Pdb Votes
Игнат Бустер \ Ignat Buster (young),Grom: Boyhood (Гром: Трудное детство),ESTP,16 Pdb Votes
Bombacha,Obrigado a Matar,ESTP,3 Pdb Votes
Miss America,Coonskin (1975),ESTP,1 Pdb Vote
Managan,Coonskin (1975),XXXX,12 Pdb Votes
The Godfather,Coonskin (1975),ESTJ,6 Pdb Votes
"Billie ""Blue Bear""",Million Dollar Baby (2004),ESTP,6 Pdb Votes
Shawrelle Berry,Million Dollar Baby (2004),ESTP,6 Pdb Votes
Petr Hájek (Žába),Občanský průkaz (Identity Card),XXXX,6 Pdb Votes
Orgo,Santa sangre,ESTP,2 Pdb Votes
The Tattooed Woman,Santa sangre,ESTP,3 Pdb Votes
Jace,Deleter,XXXX,8 Pdb Votes
Rick Sandford,Angus (1995),ESTP,11 Pdb Votes
Lloyd Figg,My Friend Dahmer (2017),ESTP,1 Pdb Vote
Beeea,The Missing Lynx (2008),ESTP,18 Pdb Votes
Mr. Harry Wormwood,Matilda the Musical (2022 film),ESTP,1 Pdb Vote
Michael Lockwood,Paris Can Wait,XXXX,21 Pdb Votes
Montana,Asteroid City,ESTP,4 Pdb Votes
Jake,All the Boys Love Mandy Lane,XXXX,3 Pdb Votes
Redmond,Knock at the Cabin,ESTP,3 Pdb Votes
Mark Drake,Alien,ESTP,1 Pdb Vote
Noxeema Jackson,"To Wong Foo, Thanks for Everything! Julie Newmar",ESTP,1 Pdb Vote
Maca,Cerdita (Piggy),ESTP,14 Pdb Votes
Benno,The most beautiful day (2015),XXXX,3 Pdb Votes
Yova,Fam,XXXX,1 Pdb Vote
Soren,The Menu,ESTP,2 Pdb Votes
Venatosaurus,King Kong (2005),XXXX,5 Pdb Votes
Brice Rivera,Amp World,XXXX,2 Pdb Votes
Seryozha Usikov,Carnival Night (1956),XXXX,2 Pdb Votes
Crystal,Little Shop of Horrors,ESTP,1 Pdb Vote
Milton,Drive Angry (2011),ESTP,13 Pdb Votes
Jeremy,Better Watch Out,ESTP,9 Pdb Votes
Ricky,Better Watch Out,ESTP,5 Pdb Votes
Luminous Krayfin,How to Train Your Dragon (Franchise),XXXX,1 Pdb Vote
Rachel Wilcox,Georgia Rule (2007),ESTP,1 Pdb Vote
Şahin,Kurak Günler,ESTP,12 Pdb Votes
Carl Ekdahl,Fanny & Alexander (1982),ESTP,6 Pdb Votes
Hackatoo,How to Train Your Dragon (Franchise),XXXX,3 Pdb Votes
Thunderpede,How to Train Your Dragon (Franchise),XXXX,14 Pdb Votes
Jacob Marley,Scrooge: A Christmas Carol (2022),ESTP,8 Pdb Votes
Santa Claus,Santa Vs Reyes (2022),XXXX,6 Pdb Votes
Sheldon,Finding Nemo (Franchise),ESTP,103 Pdb Votes
Lion,Horror,ESTP,12 Pdb Votes
Uef the Chatlanian,Kin-dza-dza!,ESTP,2 Pdb Votes
Makhmal,Shabake makhfi zanan (Secret network of women),ESTP,0
Count Volpe,Guillermo del Toro’s Pinocchio,ESTP,0
Alban,Infinity Pool,ESTP,0
Lizard,The Hills Have Eyes (2006),ESTP,0
Roberto,Rio 2,XXXX,0
Papi,Bevery Hills Chihuahua 2,ESTP,0
Scott/Santa,The Santa Clauses,XXXX,2 Pdb Votes
Ash,Sing 2 (Franchises),ESTP,11 Pdb Votes
Yasushi Ishikawa,High and Low,ESTP,6 Pdb Votes
Wolfman Jack,Weird: The Al Yankovic Story (2022),ESTP,3 Pdb Votes
Alice Cooper,Weird: The Al Yankovic Story (2022),XXXX,5 Pdb Votes
Bak Cheolhui,A Million(2009),XXXX,1 Pdb Vote
Pablo Escobar,Weird: The Al Yankovic Story (2022),ESTP,4 Pdb Votes
Arthur,Bande à Part (1964) (Band of Outsiders),ESTP,9 Pdb Votes
Sara Mardini,The Swimmers (2022),ESTP,17 Pdb Votes
Hacienda Owner,Wakanda Forever (2022),ESTP,3 Pdb Votes
McMurdo,Sherlock Holmes,ESTP,4 Pdb Votes
Enishi Yukishiro,Rurouni Kenshin: The Beginning (2021),ESTP,8 Pdb Votes
President Jin ,Master 2016,XXXX,1 Pdb Vote
Tommy Ryan,Titanic (1997),ESTP,22 Pdb Votes
Donald,Prozac Nation (2001),XXXX,2 Pdb Votes
Glenn Talbot,Hulk (Ang Lee),XXXX,5 Pdb Votes
Akbar,Manu,ISTP,1 Pdb Vote
Henri,Pauline at the Beach (1983),XXXX,1 Pdb Vote
Dado,Insiang (1976),XXXX,29 Pdb Votes
Joseph “Ice Pick Joe” Morelli,Goncharov (1973),ESTP,9 Pdb Votes
Thorn,V for Vengeance (2022),ESTP,9 Pdb Votes
Emma,V for Vengeance (2022),XXXX,2 Pdb Votes
Riley,Homeward Bound (1993),ESTP,53 Pdb Votes
Mr. Clark,The Breakfast Club (1985),ESTP,5 Pdb Votes
Flip,Slumberland (2022),ESTP,3 Pdb Votes
Eugene Wong,How to Train Your Dragon (Franchise),ESTP,10 Pdb Votes
Kratos,Closed Server ( Закрытый Сервер ),ESTP,1 Pdb Vote
Casey Wilson,The Santa Clause (trilogy),ESTP,2 Pdb Votes
Smothering Smokebreath,How to Train Your Dragon (Franchise),XXXX,1 Pdb Vote
Gembreaker,How to Train Your Dragon (Franchise),XXXX,3 Pdb Votes
Windgnasher,How to Train Your Dragon (Franchise),ESTP,2 Pdb Votes
Eruptodon,How to Train Your Dragon (Franchise),ESTP,5 Pdb Votes
Stoker Class,How to Train Your Dragon (Franchise),ESTP,1 Pdb Vote
Johann,How to Train Your Dragon (Franchise),ESTP,5 Pdb Votes
Pain,How to Train Your Dragon (Franchise),XXXX,1 Pdb Vote
Fanghook,How to Train Your Dragon (Franchise),ESTP,6 Pdb Votes
Art,The Man From Earth,ESTP,6 Pdb Votes
Bert Johnson,Midnight (1982),ESTP,1 Pdb Vote
Tom,Midnight (1982),ESTP,2 Pdb Votes
Doug,Ghost World (2001),ESTP,2 Pdb Votes
Griss,Bringing Out The Dead,ESTP,12 Pdb Votes
Tom Wolls,Bringing Out The Dead,ESTP,1 Pdb Vote
Attuma,Wakanda Forever (2022),ESTP,11 Pdb Votes
Mr. Allen,Liar Liar (1997),XXXX,1 Pdb Vote
Brooke,Terrifier,ESTP,10 Pdb Votes
Miki,Street of Shame,ESTP,4 Pdb Votes
Inspector Millan,The Invisible Guest (Contratiempo; 2016),ESTP,1 Pdb Vote
Diomede/Godfrey,Four Flies on Grey Velvet,ISTP,23 Pdb Votes
Harry,All My Friends Hate Me,ESTP,2 Pdb Votes
Johnnie,Vide Noir,ESTP,4 Pdb Votes
 Porter Watson,conjuring: The Beyond,XXXX,1 Pdb Vote
Youcef Haddad,Emily The Criminal,XXXX,1 Pdb Vote
Andalusian Troll,Enchanted (2007),XXXX,12 Pdb Votes
Spider,Gran Torino (2008),ESTP,8 Pdb Votes
Hyun Seok,Gangnam Zombie,XXXX,1 Pdb Vote
James McCandles,Big Jake (1971),ESTP,1 Pdb Vote
Mike Hawkins,The Contractor (2022),ESTP,8 Pdb Votes
Shiva,KANTARA,ESTP,1 Pdb Vote
Putaro,Oni: Thunder God's Tale,ESTP,6 Pdb Votes
 Solokha,The Night Before Christmas,XXXX,3 Pdb Votes
Harry,Significant Other (2022),XXXX,9 Pdb Votes
William Holden,Licorice Pizza,ESTP,3 Pdb Votes
Sevda,Maidenin Altın Günü,ESTP,1 Pdb Vote
"Monkey ""Drug dealer""",The Hangover Trilogy,ESTP,2 Pdb Votes
Velja,"Pretty Village, Pretty Flame (1996)",XXXX,3 Pdb Votes
Jacob,Let's Play Some Mafia (2022),ESTP,2 Pdb Votes
Carolina,Let's Play Some Mafia (2022),ESTP,3 Pdb Votes
Camille,Step Up (2006),XXXX,1 Pdb Vote
Mac Carter,Step Up (2006),ESTP,1 Pdb Vote
Gym Teacher,Frankenweenie (2012),ESTP,14 Pdb Votes
Reggaetón Trolls,Trolls (2016),ESTP,5 Pdb Votes
Brooke,Terrifier 2,ESTP,3 Pdb Votes
Jeaob sae,pipeline,XXXX,12 Pdb Votes
Jack Santos,Child's Play (1988),ESTP,18 Pdb Votes
Chucky/Charles Lee Ray,Child's Play (1988),ESTP,1 Pdb Vote
Truck Driver,Duel (1971),ESTP,1 Pdb Vote
Molly,Idle Hands,XXXX,3 Pdb Votes
Gus,A Troll at Central Park,XXXX,4 Pdb Votes
Justin,She's the Man,ESTP,3 Pdb Votes
Terry,Halloween Ends,XXXX,9 Pdb Votes
Officer Mulaney,Halloween Ends,XXXX,6 Pdb Votes
Order of the Phoenix,Harry Potter / Wizarding World Films,ESTP,11 Pdb Votes
Dean Barton,Luckiest Girl Alive (2022),ESTP,16 Pdb Votes
Emma Rae King,Something to Talk About (1995),XXXX,5 Pdb Votes
Experiment 627,Lilo & Stitch (Franchise),ESTP,1 Pdb Vote
The Bikers,Dawn of the Dead (1978),ESTP,2 Pdb Votes
Wooley,Dawn of the Dead (1978),ESTP,5 Pdb Votes
Sadira,Aladdin (1992),ESTP,10 Pdb Votes
Sirius Black (dog form),Harry Potter / Wizarding World Films,ESTP,1 Pdb Vote
Tubal,The Magician (1958) (Ansiktet),ESFP,4 Pdb Votes
Rex,The Perfumier,ESTP,7 Pdb Votes
Seth Bregman,Margin Call,ESTP,2 Pdb Votes
Heath Burns,Monster High : The Movie (2022),ESTP,2 Pdb Votes
Domu,Ngeri-Ngeri Sedap (2022),XXXX,3 Pdb Votes
Tsogtoo,Bad angel,ESTP,3 Pdb Votes
Lester,The Munsters (2022),XXXX,0
Rick Riley,The Mighty Ducks Trilogy,ESTP,0
Lobster Mobster,The Little Mermaid (1989),ESTP,0
Pearl,The Little Mermaid (1989),ESTP,0
Mofo’s friend on the beach.,Lost,XXXX,0
Marco,Opera(1987),ESTP,9 Pdb Votes
Ricky Chapman,"Silent Night, Deadly Night",ESTP,7 Pdb Votes
Jackson,Malevolent,ESTP,2 Pdb Votes
Vikram,Vikram Vedha (2022),ESTP,3 Pdb Votes
Patrick,Speak No Evil (2022),ESTP,9 Pdb Votes
Rex,Airheads (1994),ESTP,10 Pdb Votes
Stephen Meek,Meek's Cutoff,ESTP,3 Pdb Votes
Clive,Despicable Me (Franchise),ESTP,1 Pdb Vote
Stan Grossman,Little Miss Sunshine (2006),ESTP,11 Pdb Votes
A-Cup/Neutered Man,Orgazmo (1997),XXXX,2 Pdb Votes
Robby,Joe Dirt (2001),ESTP,2 Pdb Votes
Hawkeye ,M*A*S*H (1970 film),XXXX,1 Pdb Vote
Ola,Planeta Singli,XXXX,1 Pdb Vote
Masaru,Kids Return (1996),ESTP,10 Pdb Votes
Zino,The Snurks,ESTP,18 Pdb Votes
Jack Carney,Apartment Zero,ESTP,2 Pdb Votes
Oscar Diaz,"Red, White and Royal Blue (2023)",ESTP,4 Pdb Votes
Peter Wu,Wendy Wu: Homecoming Warrior (2006),ESTP,2 Pdb Votes
Bobby Brown,I Wanna Dance with Somebody (2022),ESTP,6 Pdb Votes
Joe DiMaggio,Blonde (2022),ESTP,8 Pdb Votes
Blind Pew,"Treasure Island (USSR, 1988, Kievnauchfilm)",ESTP,2 Pdb Votes
Izogie,The Woman King (2022),ESTP,43 Pdb Votes
Lydia Perl,The Virgin Suicides (2000),ESTP,8 Pdb Votes
Milena Trecz,Galerianki (Mall Girls),ESTP,36 Pdb Votes
Police Officer,Men (2022),ESTP,3 Pdb Votes
Brad Halloran,Saw Series (2004),ESTP,7 Pdb Votes
Jack Conrad,Babylon,ESTP,150 Pdb Votes
Miss Andrew (Мисс Эндрю),"Mary Poppins, goodbye (Мэри Поппинс, до свидания)",ESTP,12 Pdb Votes
Angela,Freaks: You're One of Us,XXXX,3 Pdb Votes
Sofia,Pinocchio (2022),ESTP,10 Pdb Votes
Stromboli,Pinocchio (2022),ESTP,4 Pdb Votes
The Harpy Celeano,The Last Unicorn (1982),XXXX,8 Pdb Votes
Sam Diamond,Murder by Death (1976),ESTP,2 Pdb Votes
Michael,The Last Kiss (2006),ESTP,1 Pdb Vote
Mr. Edward Hyde,Dr. Jekyll and Mr. Hyde (1931),XXXX,2 Pdb Votes
Roper,Enter the Dragon (1973),ESTP,4 Pdb Votes
Salomon,The Bible Collection,ESTP,8 Pdb Votes
Vladis Grutas,Hannibal Rising (Movie),ESTP,2 Pdb Votes
Scunner,Pacific Rim (2013),ESTP,1 Pdb Vote
Raiju,Pacific Rim (2013),XXXX,8 Pdb Votes
Jack T. Colton,Romancing the Stone (1984),ESTP,4 Pdb Votes
Klen,The Holy Mountain (1973),ESTP,7 Pdb Votes
Madonna,Weird: The Al Yankovic Story (2022),ESTP,40 Pdb Votes
Shiloh Hunter,Fall,ESTP,2 Pdb Votes
Ma,A Brighter Summer Day (1991),ESTP,12 Pdb Votes
Gaia,Barbie: Video Game Hero,ESTP,2 Pdb Votes
Fast Biters (LBT11),The Land Before Time (1988),XXXX,17 Pdb Votes
Rex Steele,Rex Steele: Nazi Smasher!,ESTP,5 Pdb Votes
Mr. Henry,Bottle Rocket (1996),ESTP,3 Pdb Votes
Galchi,Seoul Vibe,XXXX,16 Pdb Votes
The Unconscious Argentinean,Moulin Rouge (2001),ESTP,1 Pdb Vote
Belansai,The Sleeping Dictionary (2003),XXXX,15 Pdb Votes
Frank Butler,Annie Get Your Gun (1950),ESTP,1 Pdb Vote
Uncle,The Good Earth (1937),XXXX,9 Pdb Votes
Stormy,Nobody's Baby (2001),ESTP,1 Pdb Vote
Wally Fay,Mildred Pierce (1945),XXXX,19 Pdb Votes
Ringo Kid,Stagecoach (1939),ESTP,6 Pdb Votes
Vittorio (the lawyer),Smetto quando voglio (I can quit whenever I want),XXXX,3 Pdb Votes
Major Otto Ernst Remer,Valkyrie,ESTP,1 Pdb Vote
Yeung Sing,"No Risk, No Gain",ESFP,1 Pdb Vote
The auctioneer,Pirates of the Caribbean (Ride),XXXX,6 Pdb Votes
Victor Velasco,Barefoot in the Park (1967),ESTP,1 Pdb Vote
King Rudolf V,The Prisoner of Zenda (1937),XXXX,2 Pdb Votes
The Saint (Simon Templar),The Saint (film series),XXXX,9 Pdb Votes
Pedro,Johnny Yuma (1966),ESTP,6 Pdb Votes
Dick Hickock,In Cold Blood (1967),ESTP,11 Pdb Votes
Tristan Badiola,Dangerous Liaisons (2022),ESTP,1 Pdb Vote
Brad Allen,Pillow Talk (1959),ESTP,7 Pdb Votes
