char,movie,mbti,votes
Gordon Gekko,Wall Street (1987),ENTJ,103 Pdb Votes
Marquis Warren,The Hateful Eight (2015),ENTJ,142 Pdb Votes
The Witch,Into the Woods (2014),ENTJ,31 Pdb Votes
Leonard Dillon,Alien,ENTJ,13 Pdb Votes
Tony Wendice,Dial M for Murder (1954),XXXX,54 Pdb Votes
Janson,The Maze Runner (Film Trilogy),ENTJ,99 Pdb Votes
"Don ""Wardaddy"" Collier",Fury (2014),ENTJ,184 Pdb Votes
Winifred Sanderson,Hocus Pocus (1993),ENTJ,157 Pdb Votes
"Sarah Churchill, Duchess of Marlborough",The Favourite (2018),ENTJ,188 Pdb Votes
Jason Walker,Escape Room (2019),ENTJ,98 Pdb Votes
Emperor Zurg,Toy Story (Franchise),ENTJ,204 Pdb Votes
Carol Aird,Carol (2015),ENTJ,297 Pdb Votes
Claude Becker,Ocean's 8 (2018),ENTJ,28 Pdb Votes
Jerry Maguire,Jerry Maguire (1996),ENTJ,118 Pdb Votes
Daniel Plainview,There Will Be Blood (2007),ENTJ,774 Pdb Votes
Archibald Penelope Snatcher,The Boxtrolls (2014),ENTJ,38 Pdb Votes
Max,Once Upon a Time in America (1984),ENTJ,49 Pdb Votes
Mr. Big,Zootopia (2016),ENTJ,222 Pdb Votes
Les Grossman,Tropic Thunder (2008),ENTJ,51 Pdb Votes
Zira,The Lion King (Franchise),ENTJ,211 Pdb Votes
"Edna Marie Mode/""E""",The Incredibles (Franchise),ENTJ,1.1k Pdb Votes
Tobias Beckett,Star Wars,ENTJ,110 Pdb Votes
Pitch Black,Rise of the Guardians (2012),ENTJ,294 Pdb Votes
Aloysius O'Hare,The Lorax (2012),ENTJ,165 Pdb Votes
Roman Armitage,Get Out (2017),ENTJ,33 Pdb Votes
Gerald Lambeau,Good Will Hunting (1997),ENTJ,208 Pdb Votes
Boris Balkan,The Ninth Gate (1999),ENTJ,22 Pdb Votes
Winston Scott,John Wick,ENTJ,213 Pdb Votes
Ray Kroc,The Founder (2016),ENTJ,160 Pdb Votes
Billy Beane,Moneyball (2011),ENTJ,132 Pdb Votes
Helena Markos,Suspiria (1977),ENTJ,13 Pdb Votes
Captain Amelia Smollett,Treasure Planet (2002),ENTJ,220 Pdb Votes
Charles Foster Kane,Citizen Kane (1941),ENTJ,216 Pdb Votes
Frau Farbissina,Austin Powers,ENTJ,15 Pdb Votes
Charles Muntz,Up (2009),ENTJ,220 Pdb Votes
Jimmy Conway,Goodfellas (1990),ENTJ,244 Pdb Votes
Marsellus Wallace,Pulp Fiction (1994),ENTJ,332 Pdb Votes
Coco Chanel,Coco Chanel (2009),ENTJ,66 Pdb Votes
Bertrand Zobrist,The Da Vinci Code,ENTJ,30 Pdb Votes
Padishah Emperor Shaddam IV,Dune (1984),ENTJ,9 Pdb Votes
Teddy Sanders,The Martian (2015),ENTJ,27 Pdb Votes
CLU 2.0,Tron (Series),ENTJ,60 Pdb Votes
Jafar,Aladdin (1992),ENTJ,733 Pdb Votes
Boller-Brüder,Vorstadtkrokodile 2,XXXX,1 Pdb Vote
The Duke,"Salò, or the 120 days of Sodom",ENTJ,8 Pdb Votes
Xiao Mai,Our Shining Days,ENTJ,5 Pdb Votes
Tootles,Hook (1991),XXXX,1 Pdb Vote
Roland Voight,Hellraiser,XXXX,1 Pdb Vote
Leviathan,Hellraiser,ENTJ,1 Pdb Vote
Kara,God's Not Dead,ESTJ,1 Pdb Vote
Babi Winton,One Life (2024),ENTJ,2 Pdb Votes
Jack Neel,Pain Hustlers (2023),XXXX,1 Pdb Vote
Madame Rose,Tom Yum Goong,ESTJ,1 Pdb Vote
Pak Kardi,Operation Wedding (Movie),ENTJ,2 Pdb Votes
Gabby,Gulliver's Travels (1939),ENTJ,4 Pdb Votes
Little girl,Stopmotion (2023 film),XXXX,1 Pdb Vote
President Stone,Astro Boy (2009),ENTJ,2 Pdb Votes
Benigna Escobedo,The Orphanage,XXXX,3 Pdb Votes
Nina,Kitty the Killer (2023),ENTJ,5 Pdb Votes
Mina,Kitty the Killer (2023),INTJ,4 Pdb Votes
Hazel,Gruff,ENTJ,9 Pdb Votes
Jaffrey Pyncheon,The House of the Seven Gables (1940),XXXX,1 Pdb Vote
Don Luis,Colombiana (2011),ENTJ,8 Pdb Votes
Mimi Miceli,Massacre Mafia Style (1974),ESTJ,4 Pdb Votes
Fox,Horror,ENTJ,3 Pdb Votes
Tracy,Horror,ENTJ,4 Pdb Votes
Bhanwar Singh Shekawat,Pushpa,ENTJ,7 Pdb Votes
Eun Soo,The Beauty Inside 2015,ENFP,1 Pdb Vote
Mormo,Stardust (2007),XXXX,5 Pdb Votes
Plankton,Saving Bikini Bottom: The Sandy Cheeks Movie,XXXX,1 Pdb Vote
Alexia Ashford,Resident Evil: Welcome to Raccoon City,XXXX,1 Pdb Vote
Josephine Esperanto,Finally Dawn (2023),ENTJ,10 Pdb Votes
Ritter,Argylle (2024),ENTJ,20 Pdb Votes
Olympias,Alexander: Making of a God,ENTJ,2 Pdb Votes
Stateira,Alexander: Making of a God,ENTJ,2 Pdb Votes
Wallace Westwyld,The Beekeeper (2024),ENTJ,5 Pdb Votes
Kokonoe Tarou,Usogui ( Live Action ),ENTJ,3 Pdb Votes
Mariko,How to Find Happiness (2022),XXXX,1 Pdb Vote
Lord Ambrose D'Arcy,The Phantom of the Opera (1962),ESTP,2 Pdb Votes
Carson Phillips,Struck By Lightning (2012),ENTJ,4 Pdb Votes
Jos,Bon Bini Holland,ENTJ,3 Pdb Votes
Amanda Waller | Аманда Уоллер,The Suicide Squad | Отряд самоубийц (2016),ENTJ,2 Pdb Votes
Pat Poker,Lucky Luke,ENTJ,6 Pdb Votes
Huxley,Lift (2024),ENTJ,5 Pdb Votes
Yang Gi Soo,Badland Hunters (2024),XXXX,10 Pdb Votes
Nando Parrado,La Sociedad de la Nieve (Society of the Snow),ENTJ,85 Pdb Votes
Ena,Sillypology fandom,XXXX,18 Pdb Votes
sulk guy,Sillypology fandom,ENTJ,36 Pdb Votes
Europa,Sillypology fandom,ENTJ,16 Pdb Votes
Στέλλα,Στέλλα (1955) - Greek Movie,ENTJ,1 Pdb Vote
Dr. Emilio Lizardo / Lord John Whorfin,The Adventures of Buckaroo Banzai,XXXX,1 Pdb Vote
Inspector Donev,Wildlings (2019),ENTJ,2 Pdb Votes
Mother Molly Suzara,A Very Good Girl,ENTJ,15 Pdb Votes
Анфиса,По щучьему велению (2023),ENTJ,11 Pdb Votes
King Kordax,Aquaman And The Lost Knigdom (2023),XXXX,5 Pdb Votes
Maršálek,Princezna se zlatou hvězdou na čele (1959),ENTJ,1 Pdb Vote
Herod,Journey to Bethlehem (2023),ENTJ,2 Pdb Votes
Coco Diablo,Trick or Treat Scooby-Doo (2022),XXXX,1 Pdb Vote
Permadi,Mencuri Raden Saleh (2022),XXXX,1 Pdb Vote
Godmother (Marraine),Wingwomen (2023),ENTJ,2 Pdb Votes
Damian Wayne,Merry Little Batman (2023),XXXX,3 Pdb Votes
Mr. Pironkov (The Principal),Dyad (2023),ENTJ,2 Pdb Votes
Lisa Ellison,American Fiction,ENTJ,9 Pdb Votes
Bulbbul ,Bulbbul (2020),ENTJ,3 Pdb Votes
Lex Luthor ,Superman (2025),XXXX,1 Pdb Vote
Black Rick,Cartoon Movie (Series),ENTJ,2 Pdb Votes
Shadow.exe,Cartoon Movie (Series),ENTJ,2 Pdb Votes
Dr Cornelia Maria Petronella Brein,Sinterklaas (2004 - 2013 Franchise),ENTJ,2 Pdb Votes
Old King,Barbie as the Island Princess (2007),XXXX,3 Pdb Votes
Adam,Pure (2010),XXXX,1 Pdb Vote
"Bernard Ryder ""Mr. Blue""",The Taking Of Pelham One Two Three (1974),ENTJ,4 Pdb Votes
The Mad Hatter,Dreamchild (1985 film),XXXX,2 Pdb Votes
Phil Church,The Thin Man (Series),ENTJ,2 Pdb Votes
Chief Jo,Ballerina (2023),XXXX,3 Pdb Votes
Timber Wolf,Benji the Hunted (1987),XXXX,1 Pdb Vote
Coach Hung,Shaolin soccer,ENTJ,8 Pdb Votes
Kathleen,Thanksgiving (2023),ENTJ,8 Pdb Votes
Parvin,Six and Five 2011 (شیش و بش),XXXX,1 Pdb Vote
Gordon Robinson,The Adventures of Elmo in Grouchland,ENTJ,8 Pdb Votes
Elif,Ofis Akademia,ENTJ,10 Pdb Votes
Eboni Scrooge,A Diva's Christmas Carol (2000 TV movie),ENTJ,2 Pdb Votes
Pop McCormick,Tex (1982),XXXX,1 Pdb Vote
Cole Collins,Tex (1982),XXXX,1 Pdb Vote
Veronica Lodge,Archie (1964 film),ESFP,1 Pdb Vote
Timmy,Pet sametary: Bloodline,ISTP,1 Pdb Vote
棠夫人,"血观音 The Bold, The Corrupt, and The Beautiful",ENTJ,14 Pdb Votes
Turquoise Lightsaber,Star Wars: Lightsabers,ENTJ,2 Pdb Votes
Elinor Loredan,Inkheart,ENTJ,1 Pdb Vote
Francine,Quiz Lady (2023),ENTJ,7 Pdb Votes
Mado Remei,Presence of mind (1999 film),XXXX,1 Pdb Vote
Captain Chefone,Aniara (2018),ENTJ,2 Pdb Votes
Antonio,Nuovo Olimpo (2023),ENTJ,8 Pdb Votes
Josefa,Evil Eye(2022),ENTJ,9 Pdb Votes
Senthil,Vada Chennai,ENTJ,2 Pdb Votes
David Ratch (possessed by an evil spirit),Haunting of The Queen Mary (2023),XXXX,5 Pdb Votes
Fütürist,Ofis Akademia,ENTJ,12 Pdb Votes
Popov/Попов,Scarecrow (Чучело),XXXX,3 Pdb Votes
Vicki,The House on Sorority Row,XXXX,1 Pdb Vote
Кіра Зотова,Early Swallows | Перші Ластівки,XXXX,3 Pdb Votes
Slugworth,Wonka (2023 Movie),ENTJ,46 Pdb Votes
Camille Grady,Reptile,XXXX,2 Pdb Votes
Mnggal-Mnggal,Star Wars,INTP,1 Pdb Vote
Celestial architects,Star Wars,XXXX,2 Pdb Votes
Gavel,The Emoji Movie (2017),XXXX,1 Pdb Vote
Cain,The Adventures Of Mark Twain,XXXX,3 Pdb Votes
Lacey Voile,Hunger Games Tales,XXXX,1 Pdb Vote
Melvin B. Tolson,The Great Debaters (2007),INTJ,1 Pdb Vote
Peri,"Do Not Disturb ""A Night with Ayzek""",ENTJ,2 Pdb Votes
Rayo X,Los Campeones de la Lucha Libre,ENTP,1 Pdb Vote
Nora Haverhill,Master Gardener (2022),ENTJ,3 Pdb Votes
Cindy,Cherry Falls (2000),ENTJ,4 Pdb Votes
Yohan,Of freaks and men/Pro urodov i lyudey (1998 film),XXXX,1 Pdb Vote
Evil Queen,Snow White (2024),XXXX,1 Pdb Vote
Timur Ruslanovich Kesaev,Chikatilo,ENTJ,3 Pdb Votes
Nora Harris,Novitiate,XXXX,1 Pdb Vote
Anders Muller ,Retribution,ENTJ,9 Pdb Votes
Chi-Gun,Hopeless (2023),XXXX,6 Pdb Votes
Tom Mullen,Ransom (1996),ENTJ,5 Pdb Votes
Helen Lawson,Valley Of The Dolls (1967),XXXX,4 Pdb Votes
The Beautiful Child,Gretel and Hansel (2020),XXXX,1 Pdb Vote
emily (the shart kid),shart battle,XXXX,1 Pdb Vote
Ahadi,The Lion King (Franchise),ENTJ,9 Pdb Votes
Hajime Saito,Rurouni Kenshin: The Beginning (2021),XXXX,1 Pdb Vote
Megumi Takani,Rurouni Kenshin: The Beginning (2021),INTJ,1 Pdb Vote
Kenneth C. Griffin,Dumb Money,ENTJ,6 Pdb Votes
Johnny,The Bikeriders,ENTJ,2 Pdb Votes
Laura Ferrari,Ferrari,ENTJ,13 Pdb Votes
Alex,Bad Influence (1990),ENTJ,2 Pdb Votes
Rani Chatterjee,Rocky Aur Rani Kii Prem Kahani (2023),ENTJ,11 Pdb Votes
Wraith Rod,Cars (Franchise),INTJ,2 Pdb Votes
D.,Clementine (2019),XXXX,1 Pdb Vote
"Mary Jane ""Em Jay"" Watson (Earth-65B)",Spider-Man: Across the Spider-Verse (2023),ENTJ,16 Pdb Votes
"Hurricane ""Tammy""",The Hurricane Heist (2018),XXXX,1 Pdb Vote
Williamson,All About the Benjamins,ESTJ,2 Pdb Votes
Yem Sek-jin,Assassination (2015),XXXX,1 Pdb Vote
Topaz,.,ENTJ,33 Pdb Votes
Bobby's Buddy,Wet Hot American Summer,ENTJ,4 Pdb Votes
Susie,Wet Hot American Summer,ENTJ,4 Pdb Votes
Steve Jobs,Jobs (2013 film),ENTJ,11 Pdb Votes
陆秉坤,孤注一掷,ENTJ,9 Pdb Votes
Taru,Class of Nuke 'Em High (1986),ENTJ,2 Pdb Votes
Duke Michael,The Prisoner of Zenda (1937),XXXX,10 Pdb Votes
Master Huang,Let the Bullets Fly (2010) (让子弹飞),ENTJ,1 Pdb Vote
Transitron,Toy Story (Franchise),XXXX,4 Pdb Votes
Amos Klobuchar,Theater Camp,XXXX,3 Pdb Votes
Ellen Claremon,"Red, White & Royal Blue",ENTJ,2 Pdb Votes
Tim Whalen,Masquerade (1988),ENTJ,1 Pdb Vote
Marcus,2:37 (2006),XXXX,4 Pdb Votes
Nixon,They Cloned Tyrone (2023),ENTJ,2 Pdb Votes
"Eric ""Rick"" Masters",To Live and Die in L.A. (1985),ENTJ,4 Pdb Votes
Mire Yoshitsuki,Looking for Magical Doremi,ENTJ,1 Pdb Vote
Agent Mackenzie,Take Point,XXXX,5 Pdb Votes
Padre di Marika,Cado dalle nubi (2009),ENTJ,3 Pdb Votes
Hüsamettin,Süt Kardeşler,ENTJ,41 Pdb Votes
King Zhou of Shang,封神 第一部：朝歌风云 Creation of the Gods,ENTJ,5 Pdb Votes
Lütfü Bey,Tosun Pasha,ENTJ,1 Pdb Vote
Alexander Zalachenko,The girl in the spider's web (2018 film),XXXX,6 Pdb Votes
God,Monty Python and the Holy Grail (1975),ENTJ,4 Pdb Votes
Kirk Burbank,The Truman Show (1998),ENTJ,2 Pdb Votes
General Kimsey,Armageddon (1998),ENTJ,1 Pdb Vote
Пиздатый учитель ,Пиздатый учитель,XXXX,7 Pdb Votes
Holger,The Green Butchers (2003),ESTJ,3 Pdb Votes
Bob Cody,Interstate 60 (2002),ENTJ,3 Pdb Votes
Monster,Baby Blood (1990),ENTJ,10 Pdb Votes
Emma Collins,The Equalizer ( 2014- 2018),XXXX,11 Pdb Votes
Lilith Ritter,Nightmare Alley (1947),ENTJ,0
Katy Gisselle,Sound of Freedom (2023),ENTJ,0
Bishop Gyles,The Unholy (2021),XXXX,2 Pdb Votes
Rafa,Bird Box Barcelona (2023),ENTJ,10 Pdb Votes
Derek Sutton,Youngblood (1985),XXXX,1 Pdb Vote
Paul McNally,Black (2005),XXXX,1 Pdb Vote
Khanum Jaan,Umrao Jaan,XXXX,1 Pdb Vote
Gareth Rycroft,Oxford Blues (1984),XXXX,1 Pdb Vote
Colin Gilchrist Fisher,Oxford Blues (1984),INTJ,2 Pdb Votes
Jeremy Honokoe,1700s ft,ENTJ,4 Pdb Votes
Gabriel Honokoe,1700s ft,ENTJ,7 Pdb Votes
Paul,Sound of Freedom (2023),ENTJ,1 Pdb Vote
Rahim,Indiana Jones (Series),XXXX,1 Pdb Vote
 Father Robinson,Swiss Family Robinson (1960),XXXX,5 Pdb Votes
Vlad,The Good Liar,ENTJ,1 Pdb Vote
Rosalba De Luca,L'Amico Di Famiglia,XXXX,11 Pdb Votes
Rush,Javier: el Despertar de Poruni,ENTJ,10 Pdb Votes
İsmail,Düğün Dernek (Franchise),ENTJ,4 Pdb Votes
Mason,Indiana Jones (Series),ENTJ,1 Pdb Vote
Ultra Instinct Shaggy,Scooby Doo! Legend of the Phantosaur,ENTJ,1 Pdb Vote
Claire Kubik,High Crimes (2002),XXXX,3 Pdb Votes
Alba,Polite Society,XXXX,2 Pdb Votes
Zurab,Extraction 2 (2023),ENTJ,3 Pdb Votes
Franco Macalousso,Apocalypse (film series),ENTJ,1 Pdb Vote
Colonel Dijon,All Dogs Go to Heaven (1989),ENTJ,2 Pdb Votes
Mitchell Talbin,The Thin Man (Series),XXXX,1 Pdb Vote
Лена,Голова-Жестянка,ENTJ,7 Pdb Votes
Sandra Mornay,Abbott and Costello Meet Frankenstein (1948),XXXX,2 Pdb Votes
Nick,A Perfect Getaway (2009),ENTJ,3 Pdb Votes
General Arturo Salazar,Traffic (2000),ENTJ,1 Pdb Vote
Eddie Parker,Guy Ritchie's The Covenant (2023),ENTJ,2 Pdb Votes
Frank Hallett,The Little Girl Who Lives Down the Lane,ENTJ,1 Pdb Vote
Nurse,K-12 (2019),ENTJ,6 Pdb Votes
Brian Connor,Edge of the Garden (2011),XXXX,3 Pdb Votes
Reality Winner,Reality (2023),XXXX,8 Pdb Votes
Mr. Cornwell,K-12 (2019),ENTJ,5 Pdb Votes
 Johnny Eager,Johnny Eager (1941),ENTJ,1 Pdb Vote
Honor Atherton-Yoo,May December,ENTJ,7 Pdb Votes
Nora Davis,Journey for Margaret (1942),ISFP,1 Pdb Vote
Martin,Flesh+Blood (1985),ENTJ,2 Pdb Votes
Senator Morton,Strangers on a Train (1951),XXXX,1 Pdb Vote
Louise Kane,The Valley of Decision (1945),XXXX,7 Pdb Votes
이중구,신세계,ENTJ,6 Pdb Votes
Vasili Nestratov,True Friends (1954),XXXX,14 Pdb Votes
Ikeyni,Avatar (Franchise),ENTJ,6 Pdb Votes
Venus Virgo,31,ENTJ,2 Pdb Votes
Doom-Head,31,ENTJ,2 Pdb Votes
Warden Virgil Dallas Harper,3 from Hell,XXXX,3 Pdb Votes
Popeye,Makinavaja (1992 & 1993),ENTJ,5 Pdb Votes
Enrico Fermi,Oppenheimer (2023),ENTJ,4 Pdb Votes
Elizabeth Lloyd Sherman,The Little Colonel (1935),ENFJ,9 Pdb Votes
 Lloyd Sherman,The Little Colonel (1935),ENTJ,2 Pdb Votes
Szass Tam,Dungeons & Dragons: Honor Among Thieves (2023),ENTJ,4 Pdb Votes
Shelia Eddy,Murders in Sch,ENTJ,8 Pdb Votes
"Hodges, The Lawyer",The Killer,ENTJ,10 Pdb Votes
Ool Monet,Murders in Sch,ENTJ,2 Pdb Votes
Kōhei Amagai,High & Low The Worst X (Cross),XXXX,14 Pdb Votes
Valentin Trifonov,Tetris (2023),XXXX,4 Pdb Votes
Axel Turner,Camp Rock (2008),ENTJ,4 Pdb Votes
Lamia,Drag Me To Hell (2009),ENTJ,2 Pdb Votes
Evil Queen,Descendants (Franchise),ENTJ,24 Pdb Votes
Alpha,Project Wolf Hunting (2022),XXXX,22 Pdb Votes
Carson,Bring It On (franchise),ENTJ,11 Pdb Votes
Madame Swiney,Poor Things,ENTJ,1 Pdb Vote
Mala,The Little Mermaid (2023 film),ENTJ,1 Pdb Vote
Form V - Shien and Djem So (Lightsaber Forms),Star Wars,XXXX,1 Pdb Vote
Duffy ,Sporting Blood (1940),XXXX,2 Pdb Votes
Jean-Marc Clément,Let's Make Love (1960),XXXX,1 Pdb Vote
Chérie,Bus Stop (1956),XXXX,2 Pdb Votes
Thomas Aloysius 'Boats' Gilhooley,Donovan's Reef (1963),ENTJ,1 Pdb Vote
Field Marshal Erwin Rommel,The Desert Rats (1953),XXXX,1 Pdb Vote
Fairy Princess,Red Shoes & The Seven Dwarfs (2019),XXXX,1 Pdb Vote
General Yen,The Bitter Tea of General Yen (1933),XXXX,9 Pdb Votes
 Capt. Munsey,Brute Force (1947),XXXX,31 Pdb Votes
King,A Frozen Flower (2008),XXXX,2 Pdb Votes
Greg Simmonds,Operation Fortune: Ruse de guerre (2023),ENTJ,3 Pdb Votes
Unicron,Transformers: Rise of the Beasts,ENTJ,61 Pdb Votes
Juan ,Blood and Sand (1941),ENTJ,1 Pdb Vote
Princess Natalia Dragomiroff,Murder on the Orient Express (1974),ENTJ,7 Pdb Votes
Warrior Queen,"Ruby Gillman, Teenage Kraken (2023)",ENTJ,1 Pdb Vote
Tracy Lord ,High Society (1956),XXXX,1 Pdb Vote
Bellafrancesca Lobo,Renfield (2023),ENTJ,1 Pdb Vote
Lawyer,Az örökség/The heritage,XXXX,2 Pdb Votes
Gerry,The Smudger Movie (2021),XXXX,8 Pdb Votes
Lady Macbeth,Macbeth (1948),XXXX,6 Pdb Votes
The Saran of Gaza,Samson and Delilah (1949),ENTJ,10 Pdb Votes
Delilah ,Samson and Delilah (1949),ENTJ,10 Pdb Votes
"Maximilian ""Max"" Theo Aldorfer",The night porter (1974 film),ENTJ,1 Pdb Vote
Oliver Cromwell ,Cromwell (1970),XXXX,1 Pdb Vote
Captain James Hook,Peter Pan & Wendy,XXXX,2 Pdb Votes
Napoleon Bonaparte,Désirée (1954),XXXX,9 Pdb Votes
Julius Caesar,Julius Caesar (1953),XXXX,1 Pdb Vote
Marcellus Gallio,The Robe (1953),XXXX,3 Pdb Votes
King Claudius ,Hamlet (1990),XXXX,7 Pdb Votes
Kevin Maxwell,Tetris (2023),ENTJ,0
Thomas Cromwell,A Man for All Seasons (1966),XXXX,0
Lavinia Mannon ,Mourning Becomes Electra (1947),ESTJ,0
Barney Glasgow ,Come and Get It (1936),XXXX,0
October,Stay Alive (2006),XXXX,0
Amanda Bonner,Adam's Rib (1949),XXXX,0
"Elsa ""Rosalie"" Bannister",The Lady from Shanghai (1947),ENTJ,0
"""Big Jim"" Colfax",The Killers (1946),ENTJ,0
King Henry V of England,Henry V (1944),XXXX,1 Pdb Vote
Tess Harding,Woman of the Year (1942),XXXX,1 Pdb Vote
Geoff Carter,Only Angels Have Wings (1939),XXXX,1 Pdb Vote
Dae bi,The concubine 2012,ESTJ,2 Pdb Votes
Oscar Jaffe,Twentieth Century (1934),INTJ,1 Pdb Vote
Miss Havisham,Great Expectations (1946),ENTJ,1 Pdb Vote
Kevin,Ex-Addicts Club,ENTJ,11 Pdb Votes
Joseph Bologne (Chevalier),Chevalier,ENTJ,3 Pdb Votes
Dodger,Cry Wolf (2005),XXXX,1 Pdb Vote
John,Isolation (2005),ENFJ,1 Pdb Vote
Nico,Dancing at the Blue Iguana (2000),XXXX,3 Pdb Votes
Borislov,Ghosted (2023),ENTJ,6 Pdb Votes
Leveque,Ghosted (2023),ENTJ,1 Pdb Vote
Vasily Krolikov,Shirli-myrli,XXXX,6 Pdb Votes
Corisco,Deus e o Diabo na Terra do Sol (1964),ENTJ,10 Pdb Votes
Cyborg Spider-Woman,Spider-Man: Across the Spider-Verse (2023),ENTJ,24 Pdb Votes
"Adriano Tumino ""The Vulture""",Spider-Man: Across the Spider-Verse (2023),ENTJ,3 Pdb Votes
Red Ryder,"Blood in, Blood Out",ENTJ,1 Pdb Vote
Jackhammer,Toy Story (Franchise),ENTJ,3 Pdb Votes
Aaron Paradis,The First Wives Club (1996),ENTJ,90 Pdb Votes
Paul,Hunger (2023),ENTJ,3 Pdb Votes
Rita,Tomten är far till alla barnen (1999),XXXX,9 Pdb Votes
Karai,TMNT (2007),ENTJ,9 Pdb Votes
Jarot,Alangkah Lucunya (Negeri Ini) (2010),ENTJ,1 Pdb Vote
Jonathan Harker,Horror of Dracula (1958),XXXX,6 Pdb Votes
Giovanni,Estômago (2007),ENTJ,1 Pdb Vote
Father Matthew,The rite,XXXX,40 Pdb Votes
Mandy Yang,Prom Pact,ENTJ,4 Pdb Votes
Diane Coulston,T2 Trainspotting,ENTJ,8 Pdb Votes
"Simon ""Sick Boy"" Williamson",T2 Trainspotting,XXXX,1 Pdb Vote
mustafa,canim ailem,ESFP,127 Pdb Votes
Count Dracula,Renfield (2023),ENTJ,4 Pdb Votes
Füleki Károly,A mi kis falunk,ENTJ,9 Pdb Votes
Henri Verdoux,Monsieur Verdoux (1947),ENFJ,12 Pdb Votes
The Spider,The Lost Little Caterpillar (Litla lirfan ljóta),ENTJ,1 Pdb Vote
Jullie Parker,A Christmas Story Christmas (2022),XXXX,1 Pdb Vote
Wilbur Wilson,Spy Kids 4: All the Time in the World,ENTJ,16 Pdb Votes
Rey Marciano,Martians vs Mexcians,XXXX,1 Pdb Vote
Kylina,Mavka. The Forest song (2021),ENTJ,9 Pdb Votes
Mr. Sturgeon,Bruno And Boots,XXXX,3 Pdb Votes
Michael Shannon,99 Homes (2014),ENTJ,7 Pdb Votes
Ashley,Reindeer Games (2000),XXXX,6 Pdb Votes
Uncle Hank,Requiem for a Dream (2000),ENTJ,1 Pdb Vote
Mohandes,Motarjem (مترجم),XXXX,3 Pdb Votes
Edward Sumner,Unfaithful (2002 film),ESTJ,6 Pdb Votes
Donald Ellis,Empire of Light (2022),ENTJ,14 Pdb Votes
Chief Justin Parker,Rebelle,ENTJ,2 Pdb Votes
Jules Archibald,EMESIS BLUE,ENTJ,10 Pdb Votes
Adrian,Little Nicky (2000),ENTJ,19 Pdb Votes
Miss Penelope,Die drei Räuber (2007),ENTJ,1 Pdb Vote
Salome,Women Talking (2022),ENTJ,3 Pdb Votes
Reginald Worth,Rags,XXXX,10 Pdb Votes
Mr. Pratchett,Still Life,ENTJ,5 Pdb Votes
Wild Bill Hickok,Calamity Jane,XXXX,7 Pdb Votes
Celine,Markiplier Cinematic Multiverse,XXXX,12 Pdb Votes
The Chef,Markiplier Cinematic Multiverse,XXXX,1 Pdb Vote
Rama-Tut,Ant-Man and the Wasp: Quantumania,ENTJ,3 Pdb Votes
Commissaire Sauveur Cristini,Dobermann (1997),XXXX,14 Pdb Votes
Megumi Sawamura (Aoi Mizusawa),Memories of Matsuko (2006),ENTJ,22 Pdb Votes
Madeline Hobbes,Sharper (2023),ENTJ,8 Pdb Votes
Phil Knight,AIR (2023),ENTJ,1 Pdb Vote
Albert Nimziki,Independence Day (Franchise),ENTJ,7 Pdb Votes
Minister of Disaster Prevention Hajime Komuro,Shin Ultraman,XXXX,25 Pdb Votes
Mohamed Larbi Slimane,Les Aventures de Rabbi Jacob (1973),ENTJ,3 Pdb Votes
Johanna,The Only Living Boy in New York,ENTJ,7 Pdb Votes
Rankin Fitch,Runaway Jury (2003),ENTJ,3 Pdb Votes
Patrick van Zuydewijn,Bon Bini Holland,ENTJ,9 Pdb Votes
Martin Sixsmith,Philomena (2013),XXXX,6 Pdb Votes
Dagnino,El Arca (2007),ENTJ,70 Pdb Votes
Paul Marshall,Atonement (2007),ENTJ,3 Pdb Votes
Gil Bok-Soon,Kill Boksoon (2023),ENTJ,15 Pdb Votes
Gena's boss,Cheburashka (2023),ENTJ,1 Pdb Vote
Jim,Pathaan (2023),ENTJ,28 Pdb Votes
A.J Lockwood,Lockwood & Co,XXXX,2 Pdb Votes
God the Father,The Prince of Egypt (1998),ENTJ,1 Pdb Vote
Amy,Fateful Findings,ENTJ,2 Pdb Votes
Jani,Croupier (1998),ESTJ,1 Pdb Vote
Mark Tomaso,Cannibal Holocaust,XXXX,4 Pdb Votes
Stubby,Sgt. Stubby: An American Hero,XXXX,10 Pdb Votes
Wan Luo (婉罗),New Gods: Yang Jian,ENTJ,4 Pdb Votes
Milena,Pusher Trilogy,ENTJ,1 Pdb Vote
Fandrei (奋烟火),Snowball Butterfly,ENTJ,15 Pdb Votes
Jimmy Price,Manhunter (1986),ENTJ,2 Pdb Votes
Clu,Tron: Legacy (2010),ENTJ,9 Pdb Votes
Master Mastodon,Kung Fu Panda (Franchise),ENTJ,5 Pdb Votes
Warden,Riki-Oh: The Story of Ricky,XXXX,9 Pdb Votes
Mayor Karl Warren,Pollyanna (1960),ENTJ,1 Pdb Vote
Viola,Tinker Bell (2008),ENTJ,4 Pdb Votes
Veronica,7 Women And A Murder,XXXX,38 Pdb Votes
May Wong,How to Train Your Dragon (Franchise),XXXX,3 Pdb Votes
Clavius,The Swan Princess (1994),ENTJ,6 Pdb Votes
Hortensia Buckets,Matilda the Musical (2022 film),ENTJ,19 Pdb Votes
The Master,Krabat and the Legend of the Satanic Mill,ENTJ,14 Pdb Votes
