char,movie,mbti,votes
Ransom Stoddard,The Man Who Shot Liberty Valance,ISTJ,1 Pdb Vote
Junkyard Magnet,The Brave Little Toaster (1987),XXXX,1 Pdb Vote
Wayne Brown,Red Rock West (1993),INTJ,1 Pdb Vote
Alain Mangel,Resistance (2020),ISTJ,1 Pdb Vote
Miki Saegusa,MonsterVerse,XXXX,1 Pdb Vote
Elmer Drimsdale,Bruno And Boots,XXXX,10 Pdb Votes
Abed,Bokharest بخارست,XXXX,81 Pdb Votes
Landlord,The Farm,ISTJ,2 Pdb Votes
Master Splinter,Teenage Mutant Ninja Turtles: Mutant Mayhem,ISTJ,1 Pdb Vote
Nick Cassidy,Reindeer Games (2000),XXXX,1 Pdb Vote
Father Brennan,The Stepfather (1987),ISTJ,3 Pdb Votes
Ah Ma,Crazy Rich Asians (2018),XXXX,1 Pdb Vote
Carter,Payback (1999),XXXX,3 Pdb Votes
Hector,Saturn 3 (1980),ISTJ,2 Pdb Votes
Choi Hak-sung,Gongjak (2018),ISTJ,2 Pdb Votes
Inspector Doppler,Sleuth (1972),ISTJ,8 Pdb Votes
Palanquin,Beauty and the Beast (Franchise),XXXX,5 Pdb Votes
Eliot Kaplan,Tár,ISTJ,4 Pdb Votes
Young-sook's stepmother,The Call (2020),ISTJ,21 Pdb Votes
Scarface Janz,Women Talking (2022),ISTJ,5 Pdb Votes
Dr. Leslie Monroe,We Have a Ghost (2023),ISTJ,4 Pdb Votes
Jesse,The Hold (Short Film),ISTJ,1 Pdb Vote
Andrew MCGowens,Rags,ISTJ,2 Pdb Votes
lieutenant Danny Gilmartin,Calamity Jane,XXXX,1 Pdb Vote
Sona Mishra,Luck By Chance,ISTJ,4 Pdb Votes
Dr. Bondurant,The Stepfather (1987),ESFJ,2 Pdb Votes
Jonas,Barbie & Her Sisters in a Pony Tale (2013),ISTJ,2 Pdb Votes
Max Roberts,Barbie & Her Sisters in a Pony Tale (2013),ISTJ,2 Pdb Votes
The Night Cleaners,Sing 2 (Franchises),ISTJ,1 Pdb Vote
Mrs. Hess,Home Alone 3 (1997),ISTJ,2 Pdb Votes
Burton Jernigan,Home Alone 3 (1997),ISTJ,1 Pdb Vote
Spanish Commander,Pirates of the Caribbean (Ride),XXXX,1 Pdb Vote
Mr. Sivana,Shazam!,ISTJ,16 Pdb Votes
Kagami,Shin Ultraman,XXXX,2 Pdb Votes
Gabora,Shin Ultraman,XXXX,9 Pdb Votes
Laras,Dear David (2023),ISTJ,2 Pdb Votes
La Générale,Les Aventures de Rabbi Jacob (1973),XXXX,0
Paul's Brain,Inner Workings (2016),ISTJ,0
Reyes (Scepter 1-2),SCP: Overlord,ISTJ,0
Semyon Petrovich,Courier (1986),ISTJ,3 Pdb Votes
Frank Herrera,Runaway Jury (2003),XXXX,1 Pdb Vote
Akbar Mohammed,You People (2023),ISTJ,6 Pdb Votes
Jason,Even Lambs Have Teeth,ISTJ,5 Pdb Votes
Annabel,Chicken (2015),XXXX,1 Pdb Vote
Lola Quincey,Atonement (2007),ISTJ,5 Pdb Votes
Rubina,Pathaan (2023),ISTJ,10 Pdb Votes
John du Pont,Foxcatcher (2014 film),ISTJ,14 Pdb Votes
Sir Joseph Whemple,The Mummy (1932),ISTJ,1 Pdb Vote
Everett Lewis,Maudie (2016),ISTJ,11 Pdb Votes
Hao Xiaoxi,The Wandering Earth 2,ISTJ,8 Pdb Votes
He Lianke,The Wandering Earth,XXXX,1 Pdb Vote
Arthur Reinhard,Hiebfest (Short 2016),ISTJ,1 Pdb Vote
Andre Völker,Hiebfest (Short 2016),XXXX,1 Pdb Vote
Doctor Christopher Stone,Scream (Franchise),ISTJ,24 Pdb Votes
Detective Wayne Bailey,Scream (Franchise),ISTJ,60 Pdb Votes
President of the Bank,Fateful Findings,ISTJ,2 Pdb Votes
J. P. Prewitt,Zoolander (2001),ISTJ,3 Pdb Votes
David Reynolds,Croupier (1998),ISTJ,1 Pdb Vote
Pharaoh,Mummies (2023),XXXX,1 Pdb Vote
Brian Zeller,Manhunter (1986),INTP,1 Pdb Vote
Detective Thresh,Infinity Pool (2023),ISTJ,9 Pdb Votes
Radovan,Pusher Trilogy,ISTJ,13 Pdb Votes
Larion,Cheburashka (2023),ISTJ,13 Pdb Votes
Wang Chu Qi,Home Sweet Home (2021),ISTJ,5 Pdb Votes
jenggo,the big 4,ISTJ,2 Pdb Votes
Gennady Petrovich,Cheburashka (2023),ISTJ,33 Pdb Votes
Mrs. Snow,Pollyanna (1960),ISTJ,6 Pdb Votes
Angelica,Pollyanna (1960),ISTJ,4 Pdb Votes
Polly Harrington,Pollyanna (1960),XXXX,1 Pdb Vote
Vanessa,Litle Man - (2006),ISTJ,4 Pdb Votes
Max ,Le sens de la fête,XXXX,1 Pdb Vote
Special Agent Garcia,The Commuter (2018),ISTJ,2 Pdb Votes
Sheriff Hadley,The Wolf of Snow Hollow,XXXX,1 Pdb Vote
Rebel,Ready Player One (2018),XXXX,1 Pdb Vote
Maria,7 Women And A Murder,XXXX,2 Pdb Votes
Anne Laurent,Cache (2005),ISTJ,1 Pdb Vote
Sonia,I migliori giorni (2023),ESTJ,4 Pdb Votes
Shimizu,Letters from Iwo Jima,ISTJ,3 Pdb Votes
Samuel,windstorm,ISTJ,27 Pdb Votes
Dean Casca Highbottom,The Ballad of Songbirds and Snakes (2023),ISTJ,3 Pdb Votes
Freeze Girl,Sky High (2005),ISTJ,1 Pdb Vote
Sonny,Coonskin (1975),INTP,2 Pdb Votes
Mario the Clown,Coonskin (1975),ISTJ,1 Pdb Vote
Mother,Raw/Grave (2016),XXXX,4 Pdb Votes
Miroslav Hájek,Občanský průkaz (Identity Card),ISTJ,7 Pdb Votes
Estelle Conrad,Babylon,XXXX,4 Pdb Votes
Janah,Bi gonah (2022),ISTJ,6 Pdb Votes
Rashid,Bi gonah (2022),ISTJ,1 Pdb Vote
Washington,Last Flag Flying,XXXX,0
Garth,All the Boys Love Mandy Lane,ISTJ,2 Pdb Votes
Greg White,Safe (1995),XXXX,5 Pdb Votes
Ebenezer Scrooge,The Muppet Christmas Carol (1992),ISTJ,10 Pdb Votes
Asun,Cerdita (Piggy),ISTJ,2 Pdb Votes
Indria Jeksembaeva,Kaïrat,ISTJ,2 Pdb Votes
Native Chief,King Kong (1933),ISTJ,2 Pdb Votes
Koslov,Zootopia (2016),ISTJ,4 Pdb Votes
Larry Zoolander,Zoolander (2001),ISTJ,10 Pdb Votes
Ackermann,Die Feuerzangenbowle (1944),XXXX,1 Pdb Vote
Mr.primm,"Lyle, Lyle, Crocodile",XXXX,17 Pdb Votes
Dr. Simon Ward,Georgia Rule (2007),ISTJ,3 Pdb Votes
Queen Ming,A Christmas Prince (Trilogy),ISTJ,3 Pdb Votes
Grapple Grounder,How to Train Your Dragon (Franchise),XXXX,1 Pdb Vote
Ebenezer Scrooge,Scrooge: A Christmas Carol (2022),ISTJ,105 Pdb Votes
Melchor,Santa Vs Reyes (2022),XXXX,6 Pdb Votes
Thelonious,Shrek (Franchise),ISTJ,21 Pdb Votes
Jellyfish,Finding Nemo (Franchise),XXXX,1 Pdb Vote
Лили Линч,Linch,XXXX,9 Pdb Votes
Bernard,The Santa Clauses,ISTJ,1 Pdb Vote
Andrew Jackson Borden,Lizzie (2018 film),XXXX,5 Pdb Votes
Soundwave,Bumblebee (2018),XXXX,7 Pdb Votes
Daniel Marquis,The Pale Blue Eye (2022),ISTJ,19 Pdb Votes
The Priest,Guillermo del Toro’s Pinocchio,ISTJ,141 Pdb Votes
Death,Guillermo del Toro’s Pinocchio,ISTJ,3 Pdb Votes
James Foster,Infinity Pool,ISTJ,3 Pdb Votes
John Deacon,Weird: The Al Yankovic Story (2022),ISTJ,4 Pdb Votes
Tony Scotti,Weird: The Al Yankovic Story (2022),ISTJ,2 Pdb Votes
Irving Graff,Armageddon Time,ISTJ,4 Pdb Votes
The River Tribe Elder,Wakanda Forever (2022),XXXX,3 Pdb Votes
Griot,Wakanda Forever (2022),ISTJ,3 Pdb Votes
Mrs. Grose,The Turning (2020),ISTJ,1 Pdb Vote
Katsura Kogoro,Rurouni Kenshin: The Beginning (2021),XXXX,20 Pdb Votes
Kim Mi-yong,Master 2016,XXXX,6 Pdb Votes
Koopa Troopa,The Super Mario Bros. Movie (2023),ISTJ,3 Pdb Votes
Roger Katz,When You Finish Saving the World,ISTJ,3 Pdb Votes
Dr. Sterling,Prozac Nation (2001),ISTJ,1 Pdb Vote
Greer,Ghost ship,ISTJ,1 Pdb Vote
Ted Bedworth,It's a Boy Girl Thing,ISTJ,44 Pdb Votes
Hugh Wentworth,Passing (2021),ISTJ,4 Pdb Votes
Ludy,Insiang (1976),XXXX,9 Pdb Votes
Philip,Slumberland (2022),ISTJ,2 Pdb Votes
Sebastian Graves,The Brothers Grimsby (2016),ISTJ,1 Pdb Vote
Kate,V for Vengeance (2022),ISTJ,1 Pdb Vote
Carrow,Fantastic Beasts,XXXX,2 Pdb Votes
Mrs. Johnson,The Breakfast Club (1985),XXXX,2 Pdb Votes
Akerman,Anthony Zimmer (2005),XXXX,2 Pdb Votes
Richard Grant,Fair Haven (2016),ISTJ,2 Pdb Votes
Amanda Pryce,Oldboy (2013),XXXX,0
Nazi Abortion Doctor,Render unto Obama,ISTJ,0
Tax-Payer,Render unto Obama,ISTJ,0
Richard,The Menu,ISTJ,10 Pdb Votes
Tidal Class,How to Train Your Dragon (Franchise),XXXX,10 Pdb Votes
Plowhorn,How to Train Your Dragon (Franchise),XXXX,1 Pdb Vote
Groundsplitter,How to Train Your Dragon (Franchise),XXXX,1 Pdb Vote
Windshear,How to Train Your Dragon (Franchise),XXXX,3 Pdb Votes
Oswald the Agreeable,How to Train Your Dragon (Franchise),XXXX,4 Pdb Votes
Kingstail,How to Train Your Dragon (Franchise),XXXX,1 Pdb Vote
Sharpshot,How to Train Your Dragon (Franchise),XXXX,1 Pdb Vote
Mildew,How to Train Your Dragon (Franchise),XXXX,3 Pdb Votes
Gabriella,Madea,ISTJ,3 Pdb Votes
Kwan the Macaque,My Father's Dragon (2022),ISTJ,4 Pdb Votes
Frith,The Immaculate room (2022).,ISTJ,10 Pdb Votes
Hanae,Street of Shame,XXXX,1 Pdb Vote
Virginia Goodman (Real),The Invisible Guest (Contratiempo; 2016),ISFJ,1 Pdb Vote
Stella Evans,"Lights, Camera, Christmas!",XXXX,87 Pdb Votes
Emre,Kurak Günler,ISTJ,3 Pdb Votes
Ryan Walker,Boys and Girls (2000),ISTJ,12 Pdb Votes
Sam Sharpnose,Big Jake (1971),ISTJ,2 Pdb Votes
Sigmund Freud,When Nietzsche Wept (2007),ISTJ,8 Pdb Votes
The supervisor,Exam (2009),XXXX,4 Pdb Votes
Mr. Tengu,Oni: Thunder God's Tale,ISTJ,1 Pdb Vote
Opositor de Dan,Versões de Dan,ISTJ,10 Pdb Votes
Dave Hanson,Killer Klowns from Outer Space (1988),ISTJ,6 Pdb Votes
Josef,Four More Years (2010),XXXX,9 Pdb Votes
Boya,The Yin-Yang Master: Dream Of Eternity,ISTJ,2 Pdb Votes
Neutron,The Basketball Diaries (1995),ISTJ,10 Pdb Votes
Paty,Sexta Feira 12 (2022),ISTJ,3 Pdb Votes
The Gasp,Hellraiser (2022),ISTJ,1 Pdb Vote
Headmistress,Phenomena,ISTJ,2 Pdb Votes
Cardinal Matthews,Prey for the Devil (2022),ISTJ,11 Pdb Votes
Aheste,Maidenin Altın Günü,XXXX,3 Pdb Votes
Mr. Fong Srisai,The Hangover Trilogy,ISTJ,2 Pdb Votes
Jeanne Dielman,"Jeanne Dielman, 23 quai du Commerce, 1080 Bruxelle",ISTJ,14 Pdb Votes
Gvozden,"Pretty Village, Pretty Flame (1996)",XXXX,1 Pdb Vote
Director Gordon,Step Up (2006),ISTJ,2 Pdb Votes
Paolo,Theorem (1968),ISTJ,20 Pdb Votes
Dr. Alberto,Depois do Universo,ISTJ,1 Pdb Vote
Susana,"Argentina, 1985",ISTJ,8 Pdb Votes
Julio Strassera ,"Argentina, 1985",ISTJ,1 Pdb Vote
Diana Scott,Darling (1965),XXXX,11 Pdb Votes
Margethe,Royalteen,ISTJ,2 Pdb Votes
Eun Sung,Ditto,ISTJ,4 Pdb Votes
Queen Essence,Trolls (2016),ISTJ,3 Pdb Votes
John Watson,The Seven-Per-Cent Solution (1978 film),ISTJ,6 Pdb Votes
Dorothy Bunton,The Duke,ISTJ,3 Pdb Votes
Bill,La La Land (2016),ISTJ,1 Pdb Vote
Detective Mike Norris,Child's Play (1988),ISTJ,8 Pdb Votes
Luca,War for the Planet of the Apes (2017),ISTJ,0
Emma,Starbuck (2011),ISTJ,0
Hollis Mulwray,Chinatown (1974),ISTJ,0
Paula,Triangle of Sadness (2022),ISTJ,21 Pdb Votes
Tatsuya Hayashi,Snake Girl and the Silver-Haired Witch,XXXX,1 Pdb Vote
Policial Felps,Minecraft: FUGA IMPOSSÍVEL - O FILME,ISTJ,6 Pdb Votes
Saulo,Minecraft: FUGA IMPOSSÍVEL - O FILME,ISTJ,6 Pdb Votes
Cip úr,"Vili, a veréb (Willy the Sparrow)",ISTJ,1 Pdb Vote
Ayam Aghoul,Aladdin (1992),ISTJ,2 Pdb Votes
Dr. Vergerus,The Magician (1958) (Ansiktet),ISTJ,1 Pdb Vote
Abbey Bominable,Monster High : The Movie (2022),ISTJ,11 Pdb Votes
Sebastian,The Little Mermaid (2023 film),ISTJ,84 Pdb Votes
Ms. Dawson,Get a Clue,XXXX,1 Pdb Vote
Ksiądz Antoni,U Pana Boga,XXXX,1 Pdb Vote
Abah,Keluarga Cemara (2018),ISTJ,2 Pdb Votes
Matt,Hellraiser (2022),ISTJ,11 Pdb Votes
Female Cenobite / Deep Throat,Hellraiser,ISTJ,6 Pdb Votes
Hoffa,Lost,ISTJ,5 Pdb Votes
Kantilal Desai,Guru 2007,XXXX,1 Pdb Vote
"Manik Dasgupta aka ""Nanaji"" ",Guru 2007,ESTJ,2 Pdb Votes
Nick,The Electric Piper (2003),ISTJ,5 Pdb Votes
Mrs. Green,Malevolent,ISTJ,2 Pdb Votes
Twilight Sparkle hologram,My Little Pony: A New Generation (2021),ISTJ,61 Pdb Votes
Father Tom Kanavan,The Exorcist (1973),ISTJ,2 Pdb Votes
Louise,Speak No Evil (2022),ISTJ,19 Pdb Votes
Demeter Gergely,The Informant (A Besúgó),ISTJ,4 Pdb Votes
Thomas Gately,Meek's Cutoff,ISTJ,7 Pdb Votes
Rachel,The Rest of Us (2019),ISTJ,8 Pdb Votes
Nurse,Orgazmo (1997),ISTJ,2 Pdb Votes
Gallina Turuleca,Gallina turuleca (pelicula),XXXX,1 Pdb Vote
Dr. Collins,Don't Worry Darling (2022),ISTJ,30 Pdb Votes
Marcus,Go (1999),ISTJ,7 Pdb Votes
Kate Harper,Wooly Boys (2001),ISTJ,4 Pdb Votes
Dark,Exam (2009),ISTJ,1 Pdb Vote
Dan Erickson,Saw Series (2004),ISTJ,4 Pdb Votes
"William Emmerson ""The Spiral Killer""",Saw Series (2004),ISTJ,23 Pdb Votes
Rose Ross,Slow West (2015),ISTJ,6 Pdb Votes
Sydney’s father,The Curse of Bridge Hollow,ISTJ,18 Pdb Votes
"Govind ""Govi"" Patel",Kai Po Che,ISTJ,2 Pdb Votes
Elsa,The Menu,ISTJ,104 Pdb Votes
Robert Cecil,Anonymous (2011),XXXX,1 Pdb Vote
Mr. Banks (Мистер Бэнкс),"Mary Poppins, goodbye (Мэри Поппинс, до свидания)",ISTJ,6 Pdb Votes
Cutler,A Field in England,ESTJ,1 Pdb Vote
Olga,Elio (2024),ISTJ,2 Pdb Votes
Alma Rumblebuns,Scooby Abracadabra doo!,ISTJ,3 Pdb Votes
Jamessir Bensonmum ,Murder by Death (1976),ISTJ,9 Pdb Votes
Detective Ellie Miller,Gracepoint (2014),ISTJ,4 Pdb Votes
Sultan Suleiman,Three Thousand Years of Longing (2022),XXXX,1 Pdb Vote
Mr. Kovic,Born on the Fourth of July (1989),XXXX,1 Pdb Vote
Onibaba,Pacific Rim (2013),ISTJ,15 Pdb Votes
The Last man,Mad god,ISTJ,3 Pdb Votes
The Written Woman,The Holy Mountain (1973),ISTJ,11 Pdb Votes
Vanessa,Barbie: The Princess And The Popstar,ISTJ,0
Duke Trentino,Barbie: The Princess And The Popstar,ISTJ,4 Pdb Votes
Derek Smeath,Confessions of a Shopaholic (2009),XXXX,5 Pdb Votes
Frollo,The Hunchback of Notre Dame (1939),ISTJ,14 Pdb Votes
Dr. Lionel Toussaint,Glass Onion: A Knives Out Mystery (2022),ISTJ,78 Pdb Votes
Detective Stern,Fight Club (1999),ISTJ,17 Pdb Votes
Dr. Miles Holden,The Pyramid,ISTJ,2 Pdb Votes
Erica Miller,Operation Christmas Drop,ISTJ,6 Pdb Votes
Head nurse,Infection,ISTJ,8 Pdb Votes
François Hainaut,White Wedding (Noce blanche; 1989),ESTJ,1 Pdb Vote
Cassiel,City of Angels (1998),ISTJ,7 Pdb Votes
Rufus,Bill & Ted (Franchise),ISTJ,13 Pdb Votes
Father Fitzgibbon,Going My Way (1944),XXXX,14 Pdb Votes
Detective Young-Ho,Extreme Job (2019),XXXX,5 Pdb Votes
Inspector Donnan,Orphan (2009-2022),ISTJ,2 Pdb Votes
John Houseman,Mank (2020),ISTJ,2 Pdb Votes
Squire Bartlett,Way Down East (1920),XXXX,10 Pdb Votes
Harry Pebbel,The Bad and the Beautiful (1952),XXXX,1 Pdb Vote
 Linus Jerome Carradine,Johnny Yuma (1966),ISTJ,1 Pdb Vote
Vienna,Johnny Guitar (1954),XXXX,1 Pdb Vote
Jan Morrow,Pillow Talk (1959),ISTJ,1 Pdb Vote
Miss Western,Tom Jones (1963),ISTJ,6 Pdb Votes
Blifil,Tom Jones (1963),XXXX,4 Pdb Votes
Thwackum,Tom Jones (1963),XXXX,8 Pdb Votes
Square,Tom Jones (1963),XXXX,3 Pdb Votes
Jocelyn Jablonski,Day Shift (2022),ISTJ,1 Pdb Vote
Janet Hays,One on One,ISTJ,10 Pdb Votes
Amy,Judy Moody and the Not Bummer Summer,ISTJ,8 Pdb Votes
Juste Leblanc ,The Dinner Game / Le dîner de cons,ISTJ,3 Pdb Votes
Moira,The Princess (2022),XXXX,2 Pdb Votes
Elisabeth Turhapuro,Uuno Turhapuro,ISTJ,7 Pdb Votes
Deke Thornton,The Wild Bunch,ISTJ,7 Pdb Votes
John Doe / Long John Willoughby,Meet John Doe,ISTJ,13 Pdb Votes
Sergeant Jack Prendergast,The Siege of Jadotville (2016),ISTJ,2 Pdb Votes
Colonel Paul Montford,The Wolf Man (1941),ISTJ,5 Pdb Votes
Det. Sergeant Vickers,Vera Drake (2004),ISTJ,4 Pdb Votes
Maksim Podberyozovikov (Максим Подберёзовиков),Beware of the Car (Берегись автомобиля) (1966),XXXX,16 Pdb Votes
Yoda Roda,Yoda Roda (My Own Creation),ISTJ,11 Pdb Votes
The Inevitable,The Sea Beast,ISTJ,6 Pdb Votes
Roy Rutledge,Hell's Angels,ISTJ,1 Pdb Vote
Валентин Вольский (Valentin Volsky),ИП Пирогова IP Pirogova (2019),ISTJ,2 Pdb Votes
Valentin Belkin,Brat / Brother (1997),XXXX,5 Pdb Votes
General Omar N. Bradley,Patton (1970),XXXX,2 Pdb Votes
Mrs. Danvers,Rebecca (1940),XXXX,2 Pdb Votes
Captain Bligh,Mutiny on the Bounty (1935),ISTJ,76 Pdb Votes
Monica,D1ARIE,ISTJ,1 Pdb Vote
Loudon Trott ,Who’s That Girl?,INTJ,28 Pdb Votes
Glenn Odekirk,The Aviator,ISTJ,0
Pearl's Dad,Pearl (2022),ISTJ,0
Kim Joon Gyeom (Judge),Juror 8,ISTJ,0
Nancy Strokes,"Good luck to you, Leo Grande",ISTJ,0
Dr. Bertleman,Barefoot (2014),ISTJ,3 Pdb Votes
I.V.A.N,Lightyear (2022),ISTJ,7 Pdb Votes
Jang Se Dong,1987: when the day comes (2017),ISTJ,2 Pdb Votes
Coleman Kcaj,Star Wars,XXXX,1 Pdb Vote
Lightwhip,Star Wars: Lightsabers,ISTJ,3 Pdb Votes
Bus Driver,Fred: The Movie,ISTJ,4 Pdb Votes
Laundromat Manager,Fred: The Movie,ISTJ,4 Pdb Votes
Patrick,Dangerous Liaisons (2022),XXXX,1 Pdb Vote
Donald Fitzroy,The Gray Man,ISTJ,16 Pdb Votes
Dr. Austin Sloper,The Heiress (1949),XXXX,1 Pdb Vote
Winston Schwartz,Fritz The Cat,ISTJ,26 Pdb Votes
Vanraj,Hum dil de chuke sanam,XXXX,6 Pdb Votes
Therizinosaurus (JW Dominion),Jurassic Park / Jurassic World (Film Franchise),ISTJ,23 Pdb Votes
Detective Wright,The Black Phone,ISTJ,1 Pdb Vote
Sarah Sharpe,The Sea Beast,ISTJ,60 Pdb Votes
James,All I See Is You,ISTJ,2 Pdb Votes
Son Goku,"Dragon Ball: Fight Son Goku, Win Son Goku",ISTJ,5 Pdb Votes
Gus Gorilla,Willy's Wonderland (2021),XXXX,2 Pdb Votes
Gil,Amsterdam (2022),ISTJ,13 Pdb Votes
Doña Rosario,The South / El Sur (1983),ISTJ,3 Pdb Votes
The Colonel / Mr. Wolff,The Accountant (2016),ISTJ,3 Pdb Votes
Gavin,Why Did I Get Married?,ISTJ,3 Pdb Votes
Troy,Why Did I Get Married?,ISTJ,6 Pdb Votes
Bank Silanat,Ed.so family,ISTJ,13 Pdb Votes
The Bartender,Killer Bean Forever (2009),ISTJ,8 Pdb Votes
Mohaddeseh,The Wedlock 2014,ISTJ,2 Pdb Votes
Denise,Le Daim (2019),ISTJ,4 Pdb Votes
Wahid,Mat Kilau (2022),ISTJ,9 Pdb Votes
Jim,Spycies,ISTJ,5 Pdb Votes
Han Jeong Seok,Plan Man,ISTJ,1 Pdb Vote
Fito Strauch,Alive (1993),ISTJ,1 Pdb Vote
Nunchuck,Despicable Me (Franchise),ISTJ,13 Pdb Votes
Nute Gunray (Auralnauts cannon),Auralnauts Star Wars Cannon,ISTJ,3 Pdb Votes
Hayley Parker ,Too Close For Christmas (2020),ISTJ,4 Pdb Votes
Rebecca Reid,The Lone Ranger,ISTJ,3 Pdb Votes
Newton Crosby,Short Circuit (1986),ISTJ,11 Pdb Votes
Hank Snow,Elvis (2022),ISTJ,6 Pdb Votes
Zurg Bots,Lightyear (2022),ISTJ,3 Pdb Votes
Referee,Nacho Libre (2006),ISTJ,1 Pdb Vote
Jode Nash,Funhouse,ISTJ,2 Pdb Votes
Virginia Straker,The Dark and the Wicked,ISTJ,2 Pdb Votes
Guillermo “Billy” Herrera,Father of the Bride (2022),XXXX,9 Pdb Votes
Udo Jine,Rurouni Kenshin (2012),XXXX,4 Pdb Votes
Billy Showalter,The Black Phone,ISTJ,27 Pdb Votes
Terrence Blake,The Black Phone,ISTJ,42 Pdb Votes
Licio Lucchesi,The Godfather (1972),ISTJ,6 Pdb Votes
Amir Hossein,Grassland (2022),ISTJ,14 Pdb Votes
Iqbal Guanna Freedy,Mariposa,ISTJ,4 Pdb Votes
Joseph,Cha Cha Real Smooth,ISTJ,3 Pdb Votes
Greg,Cha Cha Real Smooth,ISTJ,0
Paco,The Flower of My Secret,XXXX,7 Pdb Votes
Ajay,Arya,ISTJ,4 Pdb Votes
Marty Sr.,Wild America (1997),ISTJ,3 Pdb Votes
Zoey Davis’s dad,Escape Room (2019),ISTJ,1 Pdb Vote
Carrie,Drive Thru - Fast food killer ( 2007 ),ISTJ,1 Pdb Vote
Griffin,The Binge,XXXX,1 Pdb Vote
The Creature,Possession (1981),ISTJ,13 Pdb Votes
Yoon-hee,Moonlit Winter (2019),ISTJ,2 Pdb Votes
Ron Hall,Same Kind of Different as Me,ISTJ,3 Pdb Votes
Emil,Corpse Bride (2005),ISTJ,18 Pdb Votes
Bob Caleo,Holding The Man,ISTJ,1 Pdb Vote
Stumpy Woodcutter,Wolfwalkers (2020),XXXX,2 Pdb Votes
Bobbin,The Ballad of Songbirds and Snakes (2023),ISTJ,10 Pdb Votes
Greta,Liar Liar (1997),ISTJ,2 Pdb Votes
Bejoy,Lokesh Cinemeatic Universe ( LCU),ISTJ,6 Pdb Votes
Dani Miranda,The Gray Man,ISTJ,45 Pdb Votes
Captain Frederick Wentworth,Persuasion (2022),ISTJ,30 Pdb Votes
Carla Benson,Opposite Day,ISTJ,3 Pdb Votes
Captain JJ Collins,Interceptor (2022),XXXX,10 Pdb Votes
Aidan Dyfed,Swingverse,ISTJ,5 Pdb Votes
Ondřej,Loners (2000),ISTJ,7 Pdb Votes
Cliff Barry,Pride,XXXX,1 Pdb Vote
Mistletoe,Spookley the Square Pumpkin (2004),ISTJ,3 Pdb Votes
Kenny,Heavyweights (1995),ISTJ,2 Pdb Votes
Reverend Sullivan,A Walk to Remember (2002),ISTJ,24 Pdb Votes
Jackie Harper,I See You (2019),ISTJ,5 Pdb Votes
Rick,Queenpins,INTJ,1 Pdb Vote
Michael Murphy,Lone Survivor,ISTJ,3 Pdb Votes
Carly,Boiling Point (2021),ISTJ,14 Pdb Votes
Jamie,Kidnapped (Secuestrados),ISTJ,3 Pdb Votes
Dr. Fritz Fassbender,What's New Pussycat? (1965),ISTJ,1 Pdb Vote
Lazar Kaganovich,The Death Of Stalin (2017),ISTJ,16 Pdb Votes
Hae Joon,Decision To Leave (2022),ISTJ,62 Pdb Votes
Alfred Pennyworth,The Lego Batman Movie (2017),ISTJ,2 Pdb Votes
Isaac,EMO The Musical (2016),ISTJ,2 Pdb Votes
Eve,Conte de printemps (A Tale of Springtime),ISTJ,1 Pdb Vote
Kang Doyoung,Decibel (2022),ISTJ,5 Pdb Votes
Mr. Fu (Fu laoshi),I Not Stupid Too (小孩不笨2),ISTJ,1 Pdb Vote
Driver,Ten (2002),ISTJ,1 Pdb Vote
Dr. Baek,The Witch: Part 2. The Other One,ISTJ,3 Pdb Votes
Commander Stone Hopper,Battleship (2012),ISTJ,14 Pdb Votes
Lenka Karaseva,I Give You My Word,ISTJ,4 Pdb Votes
Flavia,Veneno para las hadas (1984),ISTJ,3 Pdb Votes
Paul,Ideal Home (2018),ISTJ,3 Pdb Votes
Zola Mitsopolis,Mission: Impossible (Franchise),XXXX,3 Pdb Votes
Teleprompter Guy,Bruce Almighty (2003),ISTJ,2 Pdb Votes
Baldwin,Cry-Baby,ISTJ,5 Pdb Votes
Clyde Brenek,The Possession,ISTJ,12 Pdb Votes
Lynette,Angry Birds: Summer Madness (2022),ISTJ,48 Pdb Votes
Stella,Angry Birds: Summer Madness (2022),ISTJ,63 Pdb Votes
Valmir,Tropa de Elite (Franchise),ISTJ,8 Pdb Votes
Chip,Chip 'n Dale Rescue Rangers (2022),ISTJ,155 Pdb Votes
Stu price,Very Bad Trip,XXXX,6 Pdb Votes
Sumi Singh,Badhaai Do,ISTJ,10 Pdb Votes
Martha,Senior Year,ISTJ,34 Pdb Votes
Venkata Rama Raju,RRR (2022),ISTJ,27 Pdb Votes
Sunee,Love of the Siam (2007),ISTJ,4 Pdb Votes
the police officer,Much Loved (2015),ISTJ,9 Pdb Votes
Hobo,Hobo with a Shotgun (2011),XXXX,10 Pdb Votes
Mound Dweller,The Northman (2022),ISTJ,5 Pdb Votes
Inspector Kulkarni,Dhamaal (2007),ISTJ,9 Pdb Votes
Vijay Raj,Dhamaal (2007),XXXX,30 Pdb Votes
Surge Protector,Wreck-It Ralph (Franchise),ISTJ,8 Pdb Votes
Queenie,Shortcut (2020),ISTJ,1 Pdb Vote
Isaac,The Clique,ISTJ,1 Pdb Vote
Roberto,Poema de Salvación,ISTJ,17 Pdb Votes
Gloyd Orangeboar,Wreck-It Ralph (Franchise),ISTJ,14 Pdb Votes
Irina Ovsyannikova,Chikatilo,XXXX,1 Pdb Vote
