char,movie,mbti,votes
Dr. Marshall,The Wonderful Story of Henry Sugar,INTP,6 Pdb Votes
Гена (Gena),Барбоскины (Barboskins),INTP,7 Pdb Votes
Kent Clark,Contact (1997),XXXX,5 Pdb Votes
Royce Revsley,Cars (Franchise),INTP,2 Pdb Votes
Daisu Tsashimi (Japanese Sushi Chef),Cars (Franchise),XXXX,1 Pdb Vote
Charlie Hunt,Mona Lisa and the Blood Moon,XXXX,1 Pdb Vote
"William ""Will"" Rutledge",The Hurricane Heist (2018),INTP,4 Pdb Votes
Cap'n Long Leggy,Cars (Franchise),INTP,2 Pdb Votes
Ruben,Midsommar (2019),INTP,10 Pdb Votes
Steve,Wet Hot American Summer,INTP,4 Pdb Votes
Neil,Wet Hot American Summer,INTP,4 Pdb Votes
Henry,Wet Hot American Summer,INTP,4 Pdb Votes
Steve Wozniak,Jobs (2013 film),INTP,3 Pdb Votes
Casper,Finding 'Ohana (2021),XXXX,1 Pdb Vote
Charles Darwin,Creation (2009 film),INTP,7 Pdb Votes
潘生,孤注一掷,INTP,14 Pdb Votes
K. Hacker,Isle of Dogs (2018),INTP,2 Pdb Votes
Jack of Hearts,Heart of Stone (2023),INTP,17 Pdb Votes
River,All Souls,XXXX,1 Pdb Vote
PEZ Cat,Toy Story (Franchise),INTP,2 Pdb Votes
Nelson,Final Girl (2015),INTP,5 Pdb Votes
Yoo Joong Hyuk,Omniscient Reader's Viewpoint,XXXX,1 Pdb Vote
Dean,To Catch a Killer,XXXX,3 Pdb Votes
Davis,Flesh and Fantasy (1943),INTP,2 Pdb Votes
"""Farting"" Guy",Mean Girls (2004),INTP,54 Pdb Votes
Harper Alexander,2001 Maniacs (Series),INTP,4 Pdb Votes
Maya,The Beanie Bubble (2023),ENTP,2 Pdb Votes
Trevin,"Ruby Gillman, Teenage Kraken (2023)",XXXX,8 Pdb Votes
Darby,"Ruby Gillman, Teenage Kraken (2023)",INTP,7 Pdb Votes
Brother Maynard,Monty Python and the Holy Grail (1975),XXXX,1 Pdb Vote
Baxter Stockman,Teenage Mutant Ninja Turtles (2014),INTP,3 Pdb Votes
Frank Washington ,Samurai cop (1991),INTP,2 Pdb Votes
Archie Feld,High School U.S.A.,INTP,3 Pdb Votes
Otto Lipton ,High School U.S.A.,INTP,3 Pdb Votes
Erin Poole,The Fugitive (1993),INTP,2 Pdb Votes
Davi,Um ano inesquecível: Primavera,INTP,2 Pdb Votes
Koumori Augment-01,Shin Kamen Rider,INTP,7 Pdb Votes
I,Shin Kamen Rider,INTP,2 Pdb Votes
Butterball,Hellraiser,INTP,2 Pdb Votes
George Kistiakowsky,Oppenheimer (2023),XXXX,3 Pdb Votes
Giovanni Rossi Lomanitz,Oppenheimer (2023),INTP,6 Pdb Votes
Lilli Hornig,Oppenheimer (2023),INTP,20 Pdb Votes
Octavio,Bird Box Barcelona (2023),INTP,6 Pdb Votes
Cabbie (Taxi Driver),Five Nights at Freddy's (Movie),INTP,31 Pdb Votes
Lady Victoria Wingate,Oxford Blues (1984),XXXX,1 Pdb Vote
Young Emily,1700s ft,INTP,19 Pdb Votes
Franny Berry ,The Hotel New Hampshire (1984),XXXX,1 Pdb Vote
Egon Schiele,Egon Schiele: Excess and Punishment (1980),XXXX,1 Pdb Vote
Archimedes,Indiana Jones (Series),XXXX,5 Pdb Votes
Elizabeth Bender,MaXXXine (2023),XXXX,1 Pdb Vote
Shirong,Kung Fu Panda (Franchise),INTP,2 Pdb Votes
Akna,Kung Fu Panda (Franchise),INTP,5 Pdb Votes
Kate Reynolds,The Omen (1976),INTP,6 Pdb Votes
Tad,Green Room,XXXX,2 Pdb Votes
Dr. Gerard Dreyfus,MAMA (2013),INTP,2 Pdb Votes
Charles W. Grimes,High Crimes (2002),XXXX,1 Pdb Vote
Kyle Jacobsen,It's Pat: The Movie (1994),INTP,5 Pdb Votes
Roland Verneuil,Paris (2008),XXXX,2 Pdb Votes
Thorold Stone,Apocalypse (film series),INTP,2 Pdb Votes
Clare,All Dogs Go to Heaven (1989),INTP,3 Pdb Votes
Lem Korplog,Planet 51,INTP,5 Pdb Votes
Form VI: Niman,Star Wars: Lightsabers,XXXX,5 Pdb Votes
Eduardo Ruiz,Traffic (2000),INTP,2 Pdb Votes
Bunny Doctor,K-12 (2019),INTP,2 Pdb Votes
Lisbeth Salander,The girl in the spider's web (2018 film),INTP,25 Pdb Votes
Dr. Hickenlooper,Asteroid City,INTP,18 Pdb Votes
Daniel,K-12 (2019),INTP,5 Pdb Votes
Gretchen,"Are You There God? It's Me, Margaret (2023)",INTP,1 Pdb Vote
Mr. Tod,Elsewhere (2009),XXXX,1 Pdb Vote
Ganke Lee,Spider-Man: Across the Spider-Verse (2023),INTP,40 Pdb Votes
The Invaders,The Invasion,INTP,8 Pdb Votes
Rafat ,Mafia 2002,ENTP,1 Pdb Vote
Jean Pepe,The Pale Blue Eye (2022),INTP,8 Pdb Votes
Rohan Singh,Happy New Year (2014),INTP,22 Pdb Votes
Dmitri Gusev,Nine Days of One Year (1962),INTP,1 Pdb Vote
Plummer,Everybody wants some!! (2016),ISTP,2 Pdb Votes
Larry,Sky High (2005),INTP,6 Pdb Votes
Henry Vasquez,The Pope's Exorcist (2023),INTP,21 Pdb Votes
Jimmy,The Devil's Rejects (2005),XXXX,6 Pdb Votes
Forrest Avery Carney,Murders in Sch,INTP,2 Pdb Votes
Ed Kemper,Murders in Sch,XXXX,2 Pdb Votes
Jeffrey Dahmer,Murders in Sch,INTP,2 Pdb Votes
Claude Monet,Murders in Sch,INTP,2 Pdb Votes
Yeo Wool,Fabricated City (2017),INTP,3 Pdb Votes
Steve,Office Space (1999),XXXX,1 Pdb Vote
Shōji Sameoka,High & Low The Worst X (Cross),INTP,8 Pdb Votes
Takehiko Mashii (Mercy),High & Low The Worst X (Cross),INTP,11 Pdb Votes
Arun Neelakandan,Hridayam (ഹൃദയം),INTP,3 Pdb Votes
Isaac Newton,The Story of Mankind (1957),INTP,1 Pdb Vote
Mike Lazaridis,BlackBerry (2023),INTP,18 Pdb Votes
Sarah,Operation Fortune: Ruse de guerre (2023),INTP,13 Pdb Votes
Elena Wallace,Transformers: Rise of the Beasts,INTP,36 Pdb Votes
U.V.,Disturbing Behavior,INTP,2 Pdb Votes
Dr. Snaut,Solaris (1972) (Солярис),INTP,2 Pdb Votes
Charlotte,No Reservations (2007),INTP,3 Pdb Votes
Désirée Clary,Désirée (1954),XXXX,1 Pdb Vote
Atte,Lake Bodom,XXXX,2 Pdb Votes
Peter van Daan,The Diary of Anne Frank (1959),XXXX,4 Pdb Votes
Cassius ,Julius Caesar (1953),INTJ,1 Pdb Vote
Owl,Tinker Bell (2008),INTP,3 Pdb Votes
Horace Hardwick ,Top Hat (1935),XXXX,2 Pdb Votes
Sir Thomas More,A Man for All Seasons (1966),INTP,2 Pdb Votes
Swink,Stay Alive (2006),XXXX,1 Pdb Vote
Kit Marlowe ,Old Acquaintance (1943),XXXX,1 Pdb Vote
Professor Wutheridge,The Bishop's Wife (1947),XXXX,1 Pdb Vote
Nick Arden,My Favorite Wife (1940),XXXX,1 Pdb Vote
Tom Destry Jr.,Destry Rides Again (1939),XXXX,6 Pdb Votes
Rob Schmadtke,Nekromantik (1988),INTP,1 Pdb Vote
Connie Allenbury ,Libeled Lady (1936),INTP,9 Pdb Votes
District 8 Hospital Helper,The Hunger Games (Franchise),INTP,1 Pdb Vote
Henry,Boundaries (2018),XXXX,3 Pdb Votes
 unnamed convict ( temporary name) ,Iron Lung,INTP,3 Pdb Votes
Owen,Cry Wolf (2005),XXXX,7 Pdb Votes
Ebrahim,Titi ( تیتی ),INTP,5 Pdb Votes
Professor,O Dragão da Maldade Contra o Santo Guerreiro,INTP,9 Pdb Votes
Walter Rossworth ,The woodsman (2004 film),INTP,3 Pdb Votes
Rupert / Adolphus,The Adventures of Baron Munchausen (1988),XXXX,4 Pdb Votes
Xavier,Spanish Apartment / Russian Dolls,XXXX,40 Pdb Votes
Woodrow Steenbeck,Asteroid City,INTP,3 Pdb Votes
Paul Hood,The Ice Storm (1997),XXXX,21 Pdb Votes
Alexey Pajitnov,Tetris (2023),INTP,8 Pdb Votes
Michael Kovak,The rite,INTP,6 Pdb Votes
"Mark ""Rent Boy"" Renton",T2 Trainspotting,INTP,2 Pdb Votes
Bilge,canim ailem,INTP,6 Pdb Votes
Toom,6ixtynin9,INTP,13 Pdb Votes
Wing Nut,Teenage Mutant Ninja Turtles: Mutant Mayhem,INTP,2 Pdb Votes
Albert Speer,Inside the third reich (1982 film),INTP,2 Pdb Votes
Wanda Hickey,The Phantom of the Open Hearth (1976),INTP,3 Pdb Votes
Ter,Pee Mak (2013),INTP,26 Pdb Votes
Deadeye,Joy Ride (2023),INTP,1 Pdb Vote
Finnoula,Our Ladies (2019),XXXX,8 Pdb Votes
Franco Amore ,L'Ultima Notte di Amore,INTP,2 Pdb Votes
Lt Cdr. Ian Fleming,Operation Mincemeat,INTP,1 Pdb Vote
Dr. Fred Richman,Psycho (Franchise),XXXX,1 Pdb Vote
Jack Ryan,Jack Ryan: Shadow Recruit (2014),XXXX,9 Pdb Votes
Kevin,Missing (2023),INTP,16 Pdb Votes
Baxter Stockman,Teenage Mutant Ninja Turtles: Mutant Mayhem,INTP,10 Pdb Votes
Basil,Call Me Chihiro (2023),INTP,10 Pdb Votes
Owl,Sleeping Beauty (1959),INTP,6 Pdb Votes
Iris Clark,Rebelle,INTP,1 Pdb Vote
Danny Devlin ,The Gay Deceivers,XXXX,2 Pdb Votes
Coat Rack,Beauty and the Beast (Franchise),INTP,3 Pdb Votes
Joel,Not Cool,INTP,2 Pdb Votes
Felix (Flinn),Die drei Räuber (2007),INTP,1 Pdb Vote
Diego,Rags,XXXX,3 Pdb Votes
Lazlo,Barbie: Spy Squad,INTP,200 Pdb Votes
Victor Timely,Ant-Man and the Wasp: Quantumania,INTP,4 Pdb Votes
"Theodore Donald ""Rat"" Finch",The Core,INTP,1 Pdb Vote
Lope Lopez,Bill(2015),INTP,4 Pdb Votes
Lipiah,Shin Ultraman,INTP,14 Pdb Votes
Reyhan,"Love, Spells and All That (Aşk, Büyü vs.)",INTP,22 Pdb Votes
Lenny,Bleeder (1999),INTP,7 Pdb Votes
Tareco,Tareco,INTP,17 Pdb Votes
Kolinski (Scepter 1-6),SCP: Overlord,INTP,25 Pdb Votes
Ivan Miroshnikov,Courier (1986),INTP,2 Pdb Votes
James Aucoin,Causeway,XXXX,4 Pdb Votes
Nancy ,Man Up (2015),INTP,2 Pdb Votes
Arthur Berg,Viking Wolf (2022),INTP,3 Pdb Votes
Lu Hui,When I See Your Face,INTP,3 Pdb Votes
Wiper,Cheburashka (2023),INTP,7 Pdb Votes
Li Yiyi,The Wandering Earth,INTP,1 Pdb Vote
Sliquifier,How to Train Your Dragon (Franchise),XXXX,12 Pdb Votes
Joseph,A Faithful Man,INTP,4 Pdb Votes
Lulu Danger ,An Evening with Beverly Luff Linn (2018),INTP,7 Pdb Votes
Sherlock Holmes,The Return of Sherlock Holmes (1987 film),INTP,1 Pdb Vote
Sherlock Holmes ,Holmes & Watson (2018 film),XXXX,4 Pdb Votes
Eva,The Bombardment (2021),INTP,17 Pdb Votes
Edgar Allan Poe,The Raven (2012 film),INTP,2 Pdb Votes
He-Man,Chip 'n Dale Rescue Rangers (2022),XXXX,27 Pdb Votes
Hirotaka Nifuji,Wotakoi: Love Is Hard for Otaku,INTP,7 Pdb Votes
Paul Hackett,After hours,INTP,5 Pdb Votes
Dimitrij Kubíček (Míťa),Občanský průkaz (Identity Card),INTP,5 Pdb Votes
Angus Bethune,Angus (1995),INTP,5 Pdb Votes
Cave of Wonders,Aladdin (2019),INTP,13 Pdb Votes
67 (fereydoon),Once upon a time on Mars (روزی روزگاری در مریخ),INTP,2 Pdb Votes
Candace,The Best Man,INTJ,6 Pdb Votes
Miller,Repo Man (1984),INTP,18 Pdb Votes
Wen,Knock at the Cabin,INTP,4 Pdb Votes
Zdzisław Beksiński,The Last Family (2016 film),INTP,9 Pdb Votes
Patrick Melrose,Mother's Milk (2011 film),INTP,1 Pdb Vote
River Scott,Cars (Franchise),XXXX,1 Pdb Vote
Amanda,RPG - Fênix Negra,XXXX,3 Pdb Votes
"Kanden ""Bunka"" Roido",Sadako DX (2022),INTP,8 Pdb Votes
Ichijo Ayaka,Sadako DX (2022),INTP,0
Blake Rivera,Amp World,INTP,1 Pdb Vote
Purple Death,How to Train Your Dragon (Franchise),INTP,1 Pdb Vote
Egg Biter,How to Train Your Dragon (Franchise),XXXX,1 Pdb Vote
Caruthers,Mandy (2018),XXXX,2 Pdb Votes
Gobsucker,How to Train Your Dragon (Franchise),XXXX,1 Pdb Vote
Joe meek,Telstar: The Joe Meek Story (2008 film),XXXX,1 Pdb Vote
Hugo,The Santa Clauses,XXXX,3 Pdb Votes
Felice Beato ,Felice... Felice... (1998 film),INTP,1 Pdb Vote
Ian Harding,Love Eternal (2013 film),XXXX,11 Pdb Votes
Bi the Patsak,Kin-dza-dza!,INTP,3 Pdb Votes
Moncho ,La lengua de las mariposas (Butterfly),INTP,5 Pdb Votes
Thresh,Infinity Pool,INTP,1 Pdb Vote
Blu,Rio 2,INTP,2 Pdb Votes
Velma,Scooby Abracadabra doo!,INTP,2 Pdb Votes
Han Gitae,A Million(2009),INTP,13 Pdb Votes
Brian Botan,Let's Play Some Mafia (2022),INTJ,9 Pdb Votes
Franz,Bande à Part (1964) (Band of Outsiders),INTP,2 Pdb Votes
Nurse Spex,Sky High (2005),INTP,1 Pdb Vote
Jackson,Wakanda Forever (2022),INTP,1 Pdb Vote
The man in glasses ,Visions of Suffering (2006),XXXX,1 Pdb Vote
Ahn Kyung-nam,Master 2016,XXXX,20 Pdb Votes
Santos,Ghost ship,XXXX,1 Pdb Vote
Wonderbot,Robots (2005),INTP,1 Pdb Vote
Griz,"Confess, Fletch",XXXX,2 Pdb Votes
Pauline,Pauline at the Beach (1983),XXXX,2 Pdb Votes
Scroll,Disenchanted (2022),INTP,3 Pdb Votes
Brian,Fast Food Nation,INTP,2 Pdb Votes
Ray,Raymond & Ray,INTP,12 Pdb Votes
Donna,Oldboy (2013),XXXX,17 Pdb Votes
Razorwhip,How to Train Your Dragon (Franchise),INTP,1 Pdb Vote
Alex Gonzalez,How to Train Your Dragon (Franchise),INTP,1 Pdb Vote
Grump,How to Train Your Dragon (Franchise),XXXX,1 Pdb Vote
Silent Sven,How to Train Your Dragon (Franchise),XXXX,2 Pdb Votes
Harry,The Man From Earth,INTP,3 Pdb Votes
Tri-Face,The Neverending Story (1984),INTP,22 Pdb Votes
Lea,Naked Singularity,XXXX,12 Pdb Votes
Silverio Gama,Bardo,INTP,2 Pdb Votes
Aleksei Sabatin,Ninja Assassin,INTP,2 Pdb Votes
אור,סרט אפס,INTP,12 Pdb Votes
Jamie Depalma,"Lights, Camera, Christmas!",INTP,2 Pdb Votes
Jill Turner,"Lights, Camera, Christmas!",INTP,29 Pdb Votes
Clifford Chatterley,Lady Chatterley's Lover (2022),INTP,10 Pdb Votes
Igor Grushko /  Игорь Грушко,The prank (Розыгрыш),XXXX,2 Pdb Votes
2020: Witch Season,Versões de Dan,INTP,4 Pdb Votes
Professor John McGregor,Phenomena,INTP,4 Pdb Votes
Miles Darby,Step Up (2006),INTP,2 Pdb Votes
Eduardo,"Argentina, 1985",INTP,3 Pdb Votes
Somi,"Argentina, 1985",INTP,4 Pdb Votes
Charlie,Trick r Treat (2007),INTP,7 Pdb Votes
Herbert Stempel,Quiz Show (1994),INTP,1 Pdb Vote
Nelson,Triangle of Sadness (2022),INTP,29 Pdb Votes
Jarmo,Triangle of Sadness (2022),INTP,10 Pdb Votes
Mycroft Holmes,Sherlock: Case of evil,XXXX,10 Pdb Votes
Jonathan Shaw,Terrifier,INTP,13 Pdb Votes
Olga,Deep Red,INTP,1 Pdb Vote
Professor Giordani,Deep Red,INTP,9 Pdb Votes
Marcus Daly,Deep Red,INTP,4 Pdb Votes
"John ""Dr. Death"" Bishop",Child's Play (1988),XXXX,3 Pdb Votes
Stan Laurel,Stan & Ollie (2018 film),INTP,4 Pdb Votes
Angus Flint,Lair of the White Worm (1988),INTP,4 Pdb Votes
Ronald,Halloween Ends,INTP,10 Pdb Votes
Siqiniq,Brother Bear (2003),INTP,1 Pdb Vote
Paul Javal,Le Mépris (Contempt) 1963,INTP,15 Pdb Votes
Eddy Hyde Jr./ Mr. Komos,Monster High : The Movie (2022),INTP,1 Pdb Vote
Olaudah Equiano,Amazing Grace (2006),INTP,25 Pdb Votes
Needleman,"Monsters, Inc. (2001)",INTP,5 Pdb Votes
Peter Steinberg,Three To Tango (1999),INTJ,6 Pdb Votes
Donatello,TMNT (2007),INTP,7 Pdb Votes
Tew Rise,ED.SO Maverick,INTP,39 Pdb Votes
Peter Mofo,Lost,INTP,3 Pdb Votes
Dr. Mildred Watson,They might be giants (1971 film),INTP,2 Pdb Votes
"Robert Bruce Banner ""Hulk""",Hulk (Ang Lee),INTP,5 Pdb Votes
David Holzman,David Holzman's Diary (1967 film),INTP,4 Pdb Votes
Georgi,Orgazmo (1997),INTP,12 Pdb Votes
Boo,The Snurks,INTP,4 Pdb Votes
Fran,Strictly Ballroom (1992),INTP,10 Pdb Votes
Deaf,Exam (2009),INTP,7 Pdb Votes
Whitehead,A Field in England,INTP,5 Pdb Votes
"Dennis ""Spider"" Cleg",Spider (2002 film),INTP,2 Pdb Votes
Charles Dodgson (Lewis Carroll) ,Dreamchild (1985 film),INTP,5 Pdb Votes
Oliver Raccoon,The Great Wolf Pack: A Call to Adventure,INTP,13 Pdb Votes
Dr. Josef Mengele,The Boys from Brazil (1978),INTP,3 Pdb Votes
Ralph,Romancing the Stone (1984),ENTP,3 Pdb Votes
Alchemist,Mad god,XXXX,1 Pdb Vote
Sailback Sharptooth,The Land Before Time (1988),XXXX,6 Pdb Votes
Swimming Sharptooth (Pliosaur),The Land Before Time (1988),XXXX,17 Pdb Votes
Heilang,Kung Fu Panda (Franchise),XXXX,2 Pdb Votes
The Doctor,Moulin Rouge (2001),INTP,10 Pdb Votes
Max,The Incredible Two Headed Transplant (1971),INTP,3 Pdb Votes
Professor Bedlam,My Super Ex Girlfriend (2006),XXXX,2 Pdb Votes
Pietro Zinni,Smetto quando voglio (I can quit whenever I want),XXXX,1 Pdb Vote
Jack Downey,Get a Clue,INTP,5 Pdb Votes
Jude,Seven in Heaven (2018),INTP,1 Pdb Vote
Alma,Pillow Talk (1959),XXXX,1 Pdb Vote
Peter Miller,Dressed to kill (1980),INTP,27 Pdb Votes
Erik ,Slim Susie (Smala Sussie),ENTP,13 Pdb Votes
Kenny Hampson,Terror Train (1980),XXXX,1 Pdb Vote
Eric,Evil Dead Series,INTP,0
Ilya Setevoy,Brat / Brother (1997),INTP,0
Sir Francis Walshigham,Bill(2015),XXXX,0
Albert Stark,A Million Ways To Die in The West,INTP,14 Pdb Votes
Professor Mactilburgh,The Fifth Element (1997),INTP,2 Pdb Votes
Kao,Fast & Feel Love,INTP,9 Pdb Votes
Denis Cooverman,"I Love You, Beth Cooper",INTP,22 Pdb Votes
Jang Ki Baek (Juror#6),Juror 8,INTP,1 Pdb Vote
Nemo's Father,Mr. Nobody (2009),INTP,9 Pdb Votes
Do Contra,Turma da Mônica,INTP,59 Pdb Votes
Alexandra,They/Them,INTP,25 Pdb Votes
Pedro ,Rapture / Arrebato (1979),INTP,5 Pdb Votes
Jake Devlin,Fred 2: Night of the Living Fred,XXXX,6 Pdb Votes
Ava,Aminimigos,INTP,2 Pdb Votes
A-Spen,Z-O-M-B-I-E-S (2018),INTP,21 Pdb Votes
Indigo Lightsaber,Star Wars: Lightsabers,INTP,17 Pdb Votes
Car Wash Clerk #2,Fred: The Movie,INTP,4 Pdb Votes
Rappertunie,Star Wars,INTP,8 Pdb Votes
Wissenschaftler,Captain Pineapple,INTP,3 Pdb Votes
Rhoda Williams,Another Earth,INTP,7 Pdb Votes
Robotic Dog,UglyDolls,INTP,2 Pdb Votes
Taylor,Boy with bad luck,INTP,7 Pdb Votes
Tony Ravello,Diary of the dead,INTP,1 Pdb Vote
Jason Creed,Diary of the dead,INTP,1 Pdb Vote
Shenron,"Dragon Ball: Fight Son Goku, Win Son Goku",INTP,4 Pdb Votes
Oolong,"Dragon Ball: Fight Son Goku, Win Son Goku",INTP,4 Pdb Votes
"Henry ""Hank"" Giles",Toy soldiers,INTP,1 Pdb Vote
Tom Bowen,Non-Stop (2014),INTP,16 Pdb Votes
Lloyd,After Hours (1985),INTP,6 Pdb Votes
Uncle Pete,Soul Food,INTP,2 Pdb Votes
Tew Thonghom,Ed.so family,INTP,18 Pdb Votes
Timlin,Crimes of the Future (2022),INTP,11 Pdb Votes
Ramtin,The Wedlock 2014,INTP,3 Pdb Votes
Officer Chris,Auralnauts Star Wars Cannon,INTP,8 Pdb Votes
"Malik ""Cap""",Spycies,INTP,7 Pdb Votes
Bill Gates,Pirates of Silicon Valley (1999),INTP,4 Pdb Votes
Jin-Seok,Emergency Declaration (2022),INTP,27 Pdb Votes
Roberto Canessa,Alive (1993),INTP,4 Pdb Votes
Laser Moon,Auralnauts Star Wars Cannon,INTP,4 Pdb Votes
"""Fartoo"" D2",Auralnauts Star Wars Cannon,INTP,6 Pdb Votes
Bernie Ornstein,The Ninth Gate (1999),INTP,9 Pdb Votes
"Benjamin ""Ben"" Jabituya Jahveri",Short Circuit (1986),INTP,15 Pdb Votes
Rick Smolan,Tracks (2013),XXXX,1 Pdb Vote
Cat zim,Funhouse,INTP,15 Pdb Votes
Yellow Lightsaber,Star Wars: Lightsabers,INTP,22 Pdb Votes
Shiini ,oresama (2004 movie),INTP,5 Pdb Votes
Weihnachtsmann,Captain Pineapple,INTP,6 Pdb Votes
Griffin Stagg,The Black Phone,INTP,24 Pdb Votes
Mark,Spiderhead (2022),INTP,5 Pdb Votes
Tron: Legacy (2010),Tron: Legacy (2010),INTP,9 Pdb Votes
Roosevelt,Fun Size,INTP,2 Pdb Votes
Harper,Not Okay (2022),INTP,28 Pdb Votes
Lola,Cha Cha Real Smooth,INTP,8 Pdb Votes
Hu Li,Rush Hour (Franchise),INTP,31 Pdb Votes
Andrew,The Binge,INTP,3 Pdb Votes
Cobb,Girl vs. Monster(2012),INTP,1 Pdb Vote
Estha,Three Months,INTP,5 Pdb Votes
Professor Dobraniecki,Znachor (1982),XXXX,1 Pdb Vote
Hollywood Fish,Chicken Little (2005),INTP,7 Pdb Votes
Habibie,Habibie & Ainun 3 (2019),XXXX,4 Pdb Votes
Max,Fire Island (2022),INTP,7 Pdb Votes
Doctor Berger,Ordinary People (1980),INTP,12 Pdb Votes
Sheila Kopecky,A Nightmare on Elm Street (Franchise),INTP,10 Pdb Votes
Dr. Volumnia Gaul,The Ballad of Songbirds and Snakes (2023),INTP,112 Pdb Votes
Chief Inspector Walter Uhl,The Illusionist,INTP,19 Pdb Votes
Countess Elliston,High School Musical (Film Trilogy),INTP,7 Pdb Votes
Иван ,Курьер(1986),INTP,48 Pdb Votes
Fuerte,Kidnapped (Secuestrados),INTP,2 Pdb Votes
Fizzle Bomber,Predestination,INTP,9 Pdb Votes
Pultu Mehra,Dil Dhadakne Do,INTP,5 Pdb Votes
James,Broadcast Signal Intrusion (2021),INTP,7 Pdb Votes
Gary Rohmer,Fear (1996),INTP,9 Pdb Votes
The historian,Monty Python and the Holy Grail (1975),INTP,1 Pdb Vote
Loic,Conte d'hiver (A Tale of Winter),INTP,16 Pdb Votes
Jane,Big Eyes (2014),INTP,26 Pdb Votes
Girl,The Witch: Part 2. The Other One,INTP,22 Pdb Votes
Cal Zapata,Battleship (2012),INTP,40 Pdb Votes
Alt Girl,Turning Red (2022),INTP,7 Pdb Votes
Vseslava (Всеслава),The Adventure of Alyonushka And Yerema,INTP,13 Pdb Votes
The Kowalski Family Baker,Bruce Almighty (2003),INTP,3 Pdb Votes
Evette,Boss Baby (Franchise),INTP,4 Pdb Votes
District Manager,Everything Everywhere All At Once,INTP,66 Pdb Votes
Chad,Everything Everywhere All At Once,INTP,6 Pdb Votes
Charles Cholmondeley,Operation Mincemeat,INTP,1 Pdb Vote
Emma Sharp,Man of the House,INTP,33 Pdb Votes
Rick,Happily N'Ever After,INTP,23 Pdb Votes
He-witch,The Northman (2022),INTP,5 Pdb Votes
"Doctor Vincent ""Vegas Vinnie"" Whiskers",Cool World (1992),INTP,8 Pdb Votes
Nolan,Shortcut (2020),INTP,34 Pdb Votes
G. One,Ra.One (2011),INTP,2 Pdb Votes
Muthu Shanmugaratnam,Ah boys to men,INTP,12 Pdb Votes
Sam,Sleeping With Other People (2015),INTP,18 Pdb Votes
Profesor Lavrof,tadeo jones : the lost explorer 2012,INTP,2 Pdb Votes
Dan Powers,The Last Days of Disco (1998),INTP,2 Pdb Votes
Sparky,The Boxtrolls (2014),INTP,1 Pdb Vote
Woodcarver,Treasures of the Snow (1983),INTP,1 Pdb Vote
Luka,Posledice (Consequences),INTP,25 Pdb Votes
Aek,4Kings,INTP,12 Pdb Votes
Skipper,Barbie: Dolphin Magic (2017),INTP,7 Pdb Votes
Alec,Two Night Stand (2014),INTP,52 Pdb Votes
Isaac,Choose or Die (2022),INTP,5 Pdb Votes
Dr. Farthing,Dirty Work (1998),INTP,8 Pdb Votes
Lucie Lecter / “Morgan Foster”,The Quiet Family,INTP,0
Ellen,For Ellen (2012),INTP,6 Pdb Votes
Donny,How to Eat Fried Worms (2006),INTP,4 Pdb Votes
Lukas Alvey,Let's Play Some Mafia (2022),INFP,3 Pdb Votes
Carla,The Bubble (2022),INTP,2 Pdb Votes
The Princess of Pure Reason,The Phantom Tollbooth,INTP,24 Pdb Votes
Ludo Schwarzer,The Vampir Schwestern,INTP,5 Pdb Votes
Matias (Unfriended:Dark Web),Unfriended (2014),INTP,16 Pdb Votes
Milo,The Phantom Tollbooth,INTP,20 Pdb Votes
Kevin Dimitri,Dan Life,INTP,6 Pdb Votes
Jhon Nash,Una Mente Maravillosa,INTP,2 Pdb Votes
Jacob Goldman,Grumpy Old Men,XXXX,9 Pdb Votes
Pob,Dew: the Movie (2019),INTP,2 Pdb Votes
Zach,21 Jump Street (2012),INTP,15 Pdb Votes
Leek,Shuggie Bain,INTP,4 Pdb Votes
Simon Feck,Knight and Day,INTP,7 Pdb Votes
Hijiri Sanagi,Parasite in Love (2019),INTP,39 Pdb Votes
Father Bests,Wendell and Wild,INTP,16 Pdb Votes
Frank Wyler,Beyond The Darkness (1979),INTP,13 Pdb Votes
Derick,Duck! The Carbine High Massacre (1999),INTP,19 Pdb Votes
Dr Brody,Cats & Dogs,INTP,1 Pdb Vote
Lauren,How High (2001),INTP,4 Pdb Votes
Beatte Letier,Tales Of The Hunger Games (TOTHG),INTP,1 Pdb Vote
Jason Jennings,Tales Of The Hunger Games (TOTHG),INTP,1 Pdb Vote
Simmintile Farnham,Tales Of The Hunger Games (TOTHG),INTP,1 Pdb Vote
Majove Jaxs,Tales Of The Hunger Games (TOTHG),INTP,1 Pdb Vote
Finch (Foxface),Tales Of The Hunger Games (TOTHG),INTP,1 Pdb Vote
District 3,Tales Of The Hunger Games (TOTHG),INTP,5 Pdb Votes
Josef K.,The Trial (1962),INTP,17 Pdb Votes
Atommica Pertreze,Tales Of The Hunger Games (TOTHG),INTP,1 Pdb Vote
Lumo Harper,Tales Of The Hunger Games (TOTHG),INTP,1 Pdb Vote
Spencer,The Toll,INTP,1 Pdb Vote
Jacopo,Il filo invisibile (The Invisible Thread),INTP,20 Pdb Votes
Hee Won,Yaksha: Ruthless Operations,INTP,11 Pdb Votes
Jeffrey Franken,Frankenhooker (1990),INTP,7 Pdb Votes
Valeria,Anónima,INTP,12 Pdb Votes
