char,movie,mbti,votes
Terri Kweller,I Like Movies,ISFJ,1 Pdb Vote
Đào / Mẹ của Dương,Mai (2024),XXXX,1 Pdb Vote
Suspected Kidnapper,Five Nights at Freddy's (Movie),ESFJ,6 Pdb Votes
Social Worker,Five Nights at Freddy's (Movie),XXXX,1 Pdb Vote
Pharmacist,Five Nights at Freddy's (Movie),ESFJ,5 Pdb Votes
Ice Cream Lady,Five Nights at Freddy's (Movie),XXXX,1 Pdb Vote
Cindy,Five Nights at Freddy's (Movie),XXXX,1 Pdb Vote
Mrs. Schmidt,Five Nights at Freddy's (Movie),XXXX,1 Pdb Vote
Mr. Schmidt,Five Nights at Freddy's (Movie),XXXX,1 Pdb Vote
Dr. Lillian,Five Nights at Freddy's (Movie),XXXX,1 Pdb Vote
Nicole Voss,The Killing Secret (1997),ESTJ,1 Pdb Vote
Delia Shiraz,Eat Pray Love,ESTJ,4 Pdb Votes
Hu Jianlin 胡建林,年会不能停！ Johnny Keep Walking!,ESFJ,5 Pdb Votes
Liliana Methol,La Sociedad de la Nieve (Society of the Snow),ESFJ,5 Pdb Votes
The Grand Duchess,Ehrengard: The Art of Seduction,ESFJ,2 Pdb Votes
Erin,The Novice (2021),ESFJ,10 Pdb Votes
“Ma” Plinth,The Ballad of Songbirds and Snakes (2023),ISFJ,3 Pdb Votes
Blue Mascot,Our Drawings (Calobi Productions),XXXX,1 Pdb Vote
The King,Cinderella (2015),XXXX,1 Pdb Vote
Arthur Biehl,Somewhere in Time (1980),XXXX,2 Pdb Votes
Брани,Крестоносец,XXXX,1 Pdb Vote
Steven,Apostasy (2017),XXXX,1 Pdb Vote
The shop owner,Charlie and the Chocolate Factory (2005),ESFJ,16 Pdb Votes
E2,Robots,XXXX,1 Pdb Vote
Gramma Nutt,Candy Land: The Great Lollipop Adventure,XXXX,2 Pdb Votes
Sofia,Something From Tiffany's,XXXX,1 Pdb Vote
Ethan ,Something From Tiffany's,XXXX,1 Pdb Vote
Anatoly Reshetov (Doctor),Bandit Petersburg | Бандитский Петербург,XXXX,1 Pdb Vote
Atlas,Sillypology fandom,ESFJ,80 Pdb Votes
c/U/pid // [S]p2priNt,Sillypology fandom,ESFJ,3 Pdb Votes
Elly Tilden,The Berlin Blaze (1954),ESFJ,30 Pdb Votes
Elizabeth,The Game (1997),ESFJ,5 Pdb Votes
Ömer,Yaratılan,ESFJ,2 Pdb Votes
Mr. Daimler,Before I Fall (2017),XXXX,1 Pdb Vote
Guiseppe,A Guide to Recognizing Your Saints (2006),ESFJ,2 Pdb Votes
prince Radovan,Princezna se zlatou hvězdou na čele (1959),XXXX,1 Pdb Vote
Claudia,Anyone but You,ESFJ,17 Pdb Votes
Joachim,Journey to Bethlehem (2023),XXXX,1 Pdb Vote
Lucys mother,Crossroads (2002),ENTJ,1 Pdb Vote
Svetlana (Iva's mom),Dyad (2023),ESFJ,2 Pdb Votes
Lucy Stark,All the King's Men (1949),ESFJ,10 Pdb Votes
Cirlandia,Ai que vida!,XXXX,1 Pdb Vote
Assistente Pennuto,Cartoon Movie (Series),ESFJ,2 Pdb Votes
Lindsay,Cartoon Movie (Series),ESFJ,12 Pdb Votes
Max Mizuhara,Vacanze Estive (La Serie),ESFJ,12 Pdb Votes
Federico Alcini (Vacanze Estive),Vacanze Estive (La Serie),XXXX,12 Pdb Votes
Geetanjali,Animal Movie,XXXX,8 Pdb Votes
Ali,Exmas (2023),ESFJ,10 Pdb Votes
Dan,Barbie (2023),ESFJ,5 Pdb Votes
Bung,4Kings,ESFJ,1 Pdb Vote
Theodore Toney,Dolemite Is My Name (2019),ESFJ,3 Pdb Votes
Lady Reed,Dolemite Is My Name (2019),ESFJ,3 Pdb Votes
Cleonice,Ai que vida!,ESTJ,1 Pdb Vote
Adam,Uwierz w Mikołaja (2023),ESFJ,5 Pdb Votes
Agnieszka,Uwierz w Mikołaja (2023),ESFJ,5 Pdb Votes
Murugesan,Asuran,ISFJ,1 Pdb Vote
Maude Ivory Baird,The Ballad of Songbirds and Snakes (2023),ESFJ,16 Pdb Votes
Brad Seldon,Drive Me Crazy (1999),XXXX,1 Pdb Vote
бабушка Ералаша,Слово пацана. Кровь на асфальте / Slovo patsana,ESFJ,10 Pdb Votes
Adnan Ziyagil,Bihter: A Forbidden Passion,XXXX,1 Pdb Vote
Eli's Mom,Leo (2023),XXXX,5 Pdb Votes
Yulia,Thanksgiving (2023),ESFJ,8 Pdb Votes
Frank Inn,Benji the Hunted (1987),XXXX,1 Pdb Vote
Bihter Ziyagil,Bihter: A Forbidden Passion,ESFJ,14 Pdb Votes
Hülya,En Büyük Şaban,ENFJ,5 Pdb Votes
Alex,The Holdovers,ESFJ,3 Pdb Votes
Lydia Crane,The Holdovers,ESFJ,11 Pdb Votes
Hamdi Usta,Yaratılan,ESFJ,2 Pdb Votes
Kathey,Saint Petersburg 2010 (سن پطرزبورگ),XXXX,1 Pdb Vote
Barbie's Dad,Barbie: Star Light Adventure,XXXX,1 Pdb Vote
Phat,Long Live Love!,ESFJ,2 Pdb Votes
Bryon Douglas,"That was Then, This is Now (1985)",ESFJ,2 Pdb Votes
Organiścina,Chłopi (2023),ESFJ,15 Pdb Votes
Connie,Tex (1982),XXXX,1 Pdb Vote
Jamie Collins,Tex (1982),XXXX,1 Pdb Vote
"Nadereh ""Nadi"" Behrani",House of Sand and Fog (2003),XXXX,1 Pdb Vote
Rory,Square Dance (1987),XXXX,1 Pdb Vote
Mary Andrews,Archie (1964 film),ESFJ,1 Pdb Vote
Archie Andrews,Archie: To Riverdale and back again (1990 movie),XXXX,1 Pdb Vote
Dolores,The Killer (2023),ESFJ,11 Pdb Votes
Terry McTeer,Quiz Lady (2023),ESFJ,12 Pdb Votes
Michael Tapp,Saw Series (2004),ESFJ,2 Pdb Votes
Emma Fairfax,Doctor Dolittle,ESFJ,5 Pdb Votes
Boone Lassiter,The Whole Truth (2016) - El Abogado del Mal,ESFJ,2 Pdb Votes
Mother,Ice Merchants,ESFJ,2 Pdb Votes
Iron head,Shaolin soccer,ESFJ,10 Pdb Votes
Miss Leonora Fiske,Ladies in retirement (1941 film),XXXX,1 Pdb Vote
Questore,Indagine su un cittadino al di sopra di ogni sospe,ESFJ,2 Pdb Votes
Gina,The Expendables,XXXX,1 Pdb Vote
Judy Nichols,Reptile,XXXX,2 Pdb Votes
Chloe Young,Elevator Game (2023),XXXX,1 Pdb Vote
Inga,Out Cold,ESFJ,6 Pdb Votes
Santa Paws,Santa Buddies,XXXX,1 Pdb Vote
Eli the Elf,Santa Buddies,ESFJ,2 Pdb Votes
Grandma,Amaya’s OCs and Real Life Friends,ESFJ,4 Pdb Votes
Cat Heart Eyes,The Emoji Movie (2017),XXXX,1 Pdb Vote
Auntie Polly,The Adventures Of Mark Twain,XXXX,3 Pdb Votes
Danial Marola,Hunger Games Tales,XXXX,1 Pdb Vote
Sharon Charles,Obsessed (2009),ESFJ,9 Pdb Votes
Sister Honey,Black Narcissus (1947),ESFJ,6 Pdb Votes
"Metin ""Çetin"" Ayzek","Do Not Disturb ""A Night with Ayzek""",XXXX,17 Pdb Votes
Ruth Dexter,Three Wise Girls,XXXX,1 Pdb Vote
Kevin,The Wave (Die Welle; 2008),XXXX,8 Pdb Votes
Actress Kamna,Jailer,ESFJ,4 Pdb Votes
Sharon,Cherry Falls (2000),ESFJ,4 Pdb Votes
Tom Sisler,Cherry Falls (2000),ESFJ,4 Pdb Votes
Marge Marken,Cherry Falls (2000),ESFJ,4 Pdb Votes
Snow White,Snow White (2024),ESFJ,6 Pdb Votes
Aika,High and Low,XXXX,1 Pdb Vote
Ma,American Gothic (1988),ESFJ,2 Pdb Votes
Nurse,Bubba Ho-Tep,ESFJ,6 Pdb Votes
Зоя Михайловна Колесникова,Univer. New Dorm,ESFJ,2 Pdb Votes
Bruno,The Triplets of Belleville (2003),ESFJ,2 Pdb Votes
Ratnakka,Ulidavaru Kandanthe,ESFJ,2 Pdb Votes
Sarlota,Muži v naději(Men in Hope) (2011),ESFP,10 Pdb Votes
Kim Woon Beom,Kingmaker 2022,ESFJ,2 Pdb Votes
the shart cat,shart battle,XXXX,1 Pdb Vote
Kaoru Kamiya,Rurouni Kenshin: The Beginning (2021),XXXX,1 Pdb Vote
Paul Swartz,Choose Love (Netflix),ESFJ,15 Pdb Votes
Caroline Gill,Dumb Money,ESFJ,4 Pdb Votes
Jennifer Campbell ,Dumb Money,ESFJ,4 Pdb Votes
Ana Helena,Raquel 1:1 (2022),ESFJ,9 Pdb Votes
Adam’s mother,All of Us Strangers,XXXX,6 Pdb Votes
Lydia Rodriguez Katz,You Are So Not Invited To My Bat Mitzvah,XXXX,41 Pdb Votes
Bethany,The Boogeyman,ESFJ,10 Pdb Votes
Роза (Roza),Барбоскины (Barboskins),ESFJ,10 Pdb Votes
Bree Friedman,You Are So Not Invited To My Bat Mitzvah,ESFJ,5 Pdb Votes
Agent Zeke Kelso,That Darn Cat ! (1997),ESFJ,9 Pdb Votes
Revo Kos,Cars (Franchise),ESFJ,2 Pdb Votes
Jeff,Spies in Disguise (2020),XXXX,1 Pdb Vote
Wangmu,The Monkey King,ENTJ,2 Pdb Votes
Don Gaspar,La Leyenda de la Nahuala,ESFJ,2 Pdb Votes
Phyllis,The Lego Batman Movie,XXXX,6 Pdb Votes
Audrey,Gran Turismo (2023),XXXX,1 Pdb Vote
Landlady,It Couldn't Happen Here (1987),ESFJ,8 Pdb Votes
Reuben Goetz,Copycat (1995),ESFJ,2 Pdb Votes
Fleur's Mother,K-12 (2019),XXXX,4 Pdb Votes
Gail,Wet Hot American Summer,ESFJ,4 Pdb Votes
Sheila,"I, Daniel Blake",ESFJ,2 Pdb Votes
Daisy Morgan,"I, Daniel Blake",ESFJ,2 Pdb Votes
Azra,Özel Ders (2022),XXXX,5 Pdb Votes
Donna,Death Game,ESFJ,2 Pdb Votes
Hannah,Forget Me Not (2009),ESFJ,4 Pdb Votes
Joan Rubinsky,Theater Camp,XXXX,1 Pdb Vote
Rebecca-Diane,Theater Camp,ESFJ,3 Pdb Votes
Tanya's aunt,Cheburashka (2023),ESFJ,3 Pdb Votes
Brygida Willman,Jeordie Love,ESFJ,3 Pdb Votes
Earl,The Murderer (2023),ESFJ,5 Pdb Votes
Karl Harris,Dark City,ENFJ,1 Pdb Vote
Dusty,Home Sweet Hell,XXXX,4 Pdb Votes
King Arnulf,Erik the Viking (1989),XXXX,2 Pdb Votes
Lady Pamela Hardwick,Flesh and Fantasy (1943),ESFJ,2 Pdb Votes
Abuela,Night Teeth,XXXX,9 Pdb Votes
Herbert Carter,Citizen Kane (1941),ESFJ,1 Pdb Vote
Charlie,You Again (2010),XXXX,2 Pdb Votes
Jessica,Wendy Wu: Homecoming Warrior (2006),ESFJ,2 Pdb Votes
Elisabeth Berger-Böttcher,Der Vorname (2018),ESFJ,4 Pdb Votes
Лариса Дудка,Early Swallows | Перші Ластівки,XXXX,2 Pdb Votes
Лєра Фаркаш,Early Swallows | Перші Ластівки,ESFJ,3 Pdb Votes
Blonde actress,Ivan Vasilievich: Back to the Future,ESFJ,2 Pdb Votes
Tzulik,La Leyenda de la Nahuala,XXXX,1 Pdb Vote
Aniceto,La Leyenda de la Nahuala,XXXX,15 Pdb Votes
Sakina,Wish (2023),ESFJ,2 Pdb Votes
Anne-Marie Conklin,High School U.S.A.,ESFJ,2 Pdb Votes
Mr. Plaza,High School U.S.A.,XXXX,29 Pdb Votes
Rowena Drake,A Haunting in Venice,ESFJ,2 Pdb Votes
Francine,The Cabbage Soup,ESTJ,2 Pdb Votes
Panama Smith,The Roaring Twenties (1939),XXXX,2 Pdb Votes
Joan,Run Rabbit Run (2023),ESFJ,2 Pdb Votes
Dr. Heffner (New Nightmare),A Nightmare on Elm Street (Franchise),ESFJ,6 Pdb Votes
Julie (New Nightmare),A Nightmare on Elm Street (Franchise),ESFJ,19 Pdb Votes
Vivian Rich,Footlight Parade (1933),ESFJ,8 Pdb Votes
Don Champagne,Home Sweet Hell,ESFJ,15 Pdb Votes
Owen Browning,The Out-Laws,ESFJ,3 Pdb Votes
Rio Morales (Earth-42),Spider-Man: Across the Spider-Verse (2023),ESFJ,1 Pdb Vote
Snow White,Wreck-It Ralph (Franchise),ESFJ,3 Pdb Votes
Marshal Berthier,"Napoleon ""Kitbag"" (2023)",XXXX,4 Pdb Votes
Lionel,Oxford Blues (1984),XXXX,14 Pdb Votes
Ryder,1700s ft,ESFJ,3 Pdb Votes
Ms. Albright,"Love, Simon (2018)",XXXX,6 Pdb Votes
Maime Trotter,The Great Gilly Hopkins (2015),ESFJ,2 Pdb Votes
Muallim Saffet,Düğün Dernek (Franchise),ESFJ,9 Pdb Votes
Onodera Takara,Kimi no Hana ni Naru (I will be your bloom),ESFJ,8 Pdb Votes
Lou,The Lorax (2012),XXXX,2 Pdb Votes
Mr.Babbit,Scooby Doo! Legend of the Phantosaur,ESFJ,2 Pdb Votes
Fiona Campbell,Brigadoon (1954),ESFJ,13 Pdb Votes
Tommy Albright,Brigadoon (1954),ESFJ,5 Pdb Votes
Andrea Cunningham,Steve Jobs (2015),ESFJ,1 Pdb Vote
Jane Bloomwood,Confessions of a Shopaholic (2009),ESFJ,2 Pdb Votes
Shura,Office Romance(1977),XXXX,3 Pdb Votes
Mme de Chelles,La Religieuse (1966),ESFJ,3 Pdb Votes
Yvonne,Seance,XXXX,4 Pdb Votes
Lisa Vale,"Now, Voyager (1942)",XXXX,4 Pdb Votes
Laurie Jorgensen,The Searchers (1956),XXXX,1 Pdb Vote
Mrs. Loomis ,Splendor in the Grass (1961),ESFJ,2 Pdb Votes
Ellie Grimbridge,Halloween 3: Season of the Witch,ESFJ,1 Pdb Vote
Teddy's Grandma,All Dogs Go to Heaven (1989),ESFJ,7 Pdb Votes
Deckard's committee member persona,Blade Runner,XXXX,1 Pdb Vote
Rosie Cotton,The Lord of the Rings (Film Trilogy),ESFJ,6 Pdb Votes
Assistant District Attorney Van Slack,The Thin Man (Series),XXXX,11 Pdb Votes
Mrs. Charles,The Thin Man (Series),ESFJ,0
Stella,The Thin Man (Series),XXXX,0
Simonsen,The Silent Partner (1978),ESFJ,0
Helen Gray ,Abbott and Costello Meet the Invisible Man (1951),XXXX,0
Fernanda ,Minha Vida em Marte (2018),ESFJ,0
Rafaella,Culpa mía (My Fault) 2023,ESFJ,0
Farmer who lends Chigurh a hand but get's killed,No Country for Old Men (2007),ESFJ,5 Pdb Votes
Holly,K-12 (2019),ESFJ,2 Pdb Votes
Julie,Edge of the Garden (2011),XXXX,1 Pdb Vote
Motel Manager,Asteroid City,ESFJ,19 Pdb Votes
Tim,Bottoms,ESFJ,8 Pdb Votes
Harris,The Hill (1965),ESFJ,7 Pdb Votes
Miss Walsh,Primary Colors (1998),ESFJ,7 Pdb Votes
Seamus,Finding You (2021),ESFJ,2 Pdb Votes
Peggy,Dragonwyck (1946),XXXX,4 Pdb Votes
Meredith,I Don't Feel at Home in This World Anymore,ESFJ,1 Pdb Vote
Bosayna,Tasleem Ahaly,XXXX,1 Pdb Vote
Fantasy,The Pagemaster (1994),ESFJ,2 Pdb Votes
Susie Waggoner,Miami Blues (1990),ENFP,1 Pdb Vote
Flora,The Nightcomers (1971),ESFJ,7 Pdb Votes
Gloria Sullivan,The Devil's Rejects (2005),XXXX,2 Pdb Votes
Two-headed sisters,Jack and the Cuckoo-clock Heart,ESFJ,6 Pdb Votes
Jack's mother,Jack and the Cuckoo-clock Heart,ESFJ,4 Pdb Votes
Karen,As You Are,XXXX,1 Pdb Vote
Blackwood,Dungeons & Dragons: Honor Among Thieves (2023),ESFJ,1 Pdb Vote
John Wayne Gacy,Murders in Sch,XXXX,2 Pdb Votes
Max,Talk to Me,ESFJ,5 Pdb Votes
Carol,Cobweb,ESFJ,10 Pdb Votes
Verbena,The Parent Trap (1961),ESFJ,2 Pdb Votes
Cleaning Lady,Murders in Sch,ESFJ,3 Pdb Votes
Tony,Lady and the Tramp (1955),XXXX,6 Pdb Votes
Eden,Aladdin (1992),ESFJ,6 Pdb Votes
Sophia,I Kill Giants,ESFJ,8 Pdb Votes
Eimei Jinkawa,High & Low The Worst X (Cross),ESFJ,6 Pdb Votes
Kiyoshi Yokoyama,High & Low The Worst X (Cross),ESFJ,3 Pdb Votes
Kisuke Ujihara (Jamuo),High & Low The Worst X (Cross),XXXX,8 Pdb Votes
Benji Guerrero,Boss Baby (Franchise),ESFJ,1 Pdb Vote
Judge Joan de Salvo,My Sister's Keeper (2009),ESFJ,2 Pdb Votes
Mrs. Nancy Harrison,Evelyn Prentice (1934),XXXX,6 Pdb Votes
Sloan,Detention (2011),ESFJ,1 Pdb Vote
Myles Vanders,Sporting Blood (1940),INFJ,1 Pdb Vote
Amanda Dell,Let's Make Love (1960),ESFJ,2 Pdb Votes
Louise Kendall,My Cousin Rachel (1952),ESFJ,2 Pdb Votes
Sevim,Baba Bizi Eversene,ESFJ,11 Pdb Votes
Bianchi ,Murder on the Orient Express (1974),ESFJ,1 Pdb Vote
"Mrs. Emily Eustace ""2E"" Failenson",Breakfast at Tiffany's (1961),XXXX,19 Pdb Votes
Irene Agnew ,Double Wedding (1937),ESFJ,1 Pdb Vote
Silene,"Saneamento Básico, o Filme",ESFJ,1 Pdb Vote
"Colleen ""Miss Birdie"" Birdsong",The Rainmaker (1997),XXXX,1 Pdb Vote
Executive,Barbie (2023),ESFJ,6 Pdb Votes
 Cathy Maxwell-Manchester,Two for the Road (1967),XXXX,1 Pdb Vote
Nan Prescott,Footlight Parade (1933),XXXX,1 Pdb Vote
Duke,The Smudger Movie (2021),XXXX,1 Pdb Vote
Schrader,Trick r Treat (2007),XXXX,8 Pdb Votes
Happy,Unforgettable,ESFJ,2 Pdb Votes
Rosemary Barlow,The Bad and the Beautiful (1952),XXXX,1 Pdb Vote
Mopsy,Peter Rabbit (franchise),XXXX,4 Pdb Votes
Dr. Frank F. Gibbs,Our Town (1940),XXXX,1 Pdb Vote
Joan Prentice,Merrily We Go to Hell (1932),XXXX,2 Pdb Votes
Gwen Conliffe,The Wolf Man (1941),ESFJ,2 Pdb Votes
Lady Penelope Gray,The Private Lives of Elizabeth and Essex (1939),XXXX,2 Pdb Votes
"Ellen ""Elly"" Wilosek",The Men (1950),ESFJ,1 Pdb Vote
Veta Louise Dowd Simmons,Harvery (1950),XXXX,2 Pdb Votes
Miss Adelaide,Guys and Dolls (1955),ESFJ,1 Pdb Vote
Hilda Manney,Room Service (1938),XXXX,2 Pdb Votes
Mrs. Clara Topper,Topper (1937),ESFJ,2 Pdb Votes
Marion Kerby,Topper (1937),ESFJ,4 Pdb Votes
Ishita,Dilwale (2015),ESFJ,2 Pdb Votes
Horatio,Hamlet (1990),XXXX,1 Pdb Vote
Dale Tremont,Top Hat (1935),ISFP,4 Pdb Votes
Alice Adams,Alice Adams (1935),XXXX,5 Pdb Votes
Abigail,Stay Alive (2006),XXXX,1 Pdb Vote
Daphne de Carter,Unfaithfully Yours (1948),ESFJ,9 Pdb Votes
Julia Brougham ,The Bishop's Wife (1947),ESFJ,1 Pdb Vote
Gray Maturin,The Razor's Edge (1944),ESFJ,2 Pdb Votes
Helen St. James ,The Lost Weekend (1945),ESFJ,1 Pdb Vote
Susan Abbott,Anchors Aweigh (1945),XXXX,1 Pdb Vote
Sir Thomas Erpingham,Henry V (1944),XXXX,2 Pdb Votes
Nellie Cohan,Yankee Doodle Dandy (1942),XXXX,2 Pdb Votes
"Jeremiah ""Jerry"" Duvaux Durrance","Now, Voyager (1942)",ESFJ,19 Pdb Votes
Lucy Morgan ,The Magnificent Ambersons (1942),ESFJ,4 Pdb Votes
Mrs. Sargent,Remember the Night (1940),XXXX,1 Pdb Vote
Ann Smith ,Mr. & Mrs. Smith (1941),ISFJ,8 Pdb Votes
Emmy Brown ,Hold Back the Dawn (1941),XXXX,2 Pdb Votes
Pelikán József,A tanú (1979),ESFJ,7 Pdb Votes
Kwon yoo,The concubine 2012,XXXX,1 Pdb Vote
 Delilah Johnson,Imitation of Life (1934),ESFJ,8 Pdb Votes
Jenny Hall,The Invisible Man (1933),XXXX,2 Pdb Votes
Madame Colet ,Trouble in Paradise (1932),XXXX,9 Pdb Votes
Monsieur La Bessière,Morocco (1930),XXXX,0
"Hilary, Countess of Rhyall",The Grass is Greener (1960),XXXX,0
Margaret Munson,Indiscreet (1958),XXXX,0
Millicent Jordan,Dinner at Eight (1933),XXXX,0
Delia Lovell Ralston,The Old Maid (1939),ESFJ,0
Mimi Wynant Jorgenson,The Thin Man (Series),ESFJ,0
Mama Mario,The Super Mario Bros. Movie (2023),ESFJ,0
Esin Uçar,Şevkat Yerimdar,ESFJ,0
Chava,Chupa (2023),XXXX,0
Sabrina,Sonhos Roubados/Stolen Dreams (2010),ESFJ,0
Taeko,Tag (2015),ESFJ,0
Laura,Boundaries (2018),ESFJ,0
Yoon Deok-soo,Ode to My Father (2014),ESFJ,0
Ramachandra,Ala Vaikunthapurramuloo (2020),ESFJ,0
Frank,Okja (2017),ESFJ,0
Linda Jefferson,Diary of a Wimpy Kid (Series),ESFJ,0
Rita,Dark Glasses(2022),ESFJ,0
Angel,Dancing at the Blue Iguana (2000),XXXX,1 Pdb Vote
Patti,Ghosted (2023),XXXX,2 Pdb Votes
Sergeant Koo Hee-bong,Memories Of Murder (2003),XXXX,1 Pdb Vote
Béatrice,My Life as a Zucchini,XXXX,1 Pdb Vote
Mattos,O Dragão da Maldade Contra o Santo Guerreiro,ESFJ,5 Pdb Votes
Hannah,Tyrannosaur (2011 film),ESFJ,1 Pdb Vote
Tootles,Peter Pan (2003),ISFJ,9 Pdb Votes
Marco Longhi,The Stendhal Syndrome(1996),ESFJ,10 Pdb Votes
Murari Gupta,Raanjhanaa,XXXX,1 Pdb Vote
Will,You’re Ugly Too,ESFP,5 Pdb Votes
Shelly Stewart,The First Wives Club (1996),ESFJ,3 Pdb Votes
Cabo 70,O Auto da Compadecida (2000),ESFJ,6 Pdb Votes
Rie Naruto,Re/Member (2022),ESFJ,2 Pdb Votes
Brian Espiritu,Esperanza: The Movie,ESFJ,8 Pdb Votes
Eleanor Fine,Far from Heaven (2002),ESFJ,1 Pdb Vote
Sara,Tomten är far till alla barnen (1999),XXXX,4 Pdb Votes
Libbets Casey,The Ice Storm (1997),XXXX,2 Pdb Votes
Ben Hood,The Ice Storm (1997),XXXX,2 Pdb Votes
Lewis,Joy Ride (2001),XXXX,1 Pdb Vote
April O'Neil,TMNT (2007),ESFJ,3 Pdb Votes
Father Xavier,The rite,XXXX,1 Pdb Vote
LaToya Reynolds,Prom Pact,ESFJ,18 Pdb Votes
Christopher Welling,Akron (2015),ESFJ,1 Pdb Vote
Charles Rothenberg,David (1988 film),XXXX,1 Pdb Vote
Helena Douglas,DOA: Dead or Alive (2006),XXXX,1 Pdb Vote
Haruyo,Asako I & II (2018),ESFJ,2 Pdb Votes
Nual,Midnight My Love,XXXX,1 Pdb Vote
Meg,Straight Up (2020),XXXX,1 Pdb Vote
"Berkicsné Füleki Katalin, ""Kati""",A mi kis falunk,XXXX,4 Pdb Votes
Emilia the First Lady,An Ordinary Miracle (1978) - Soviet Film,ESFJ,3 Pdb Votes
Ngô Kiến Hà,Chàng Trai Năm Ấy,ISFJ,3 Pdb Votes
Sky,Chàng Trai Năm Ấy,ESFJ,5 Pdb Votes
Rosa Díaz,Breaking (2022),ESFJ,1 Pdb Vote
Taja (1998),Mortal Kombat films,XXXX,7 Pdb Votes
The Bird,The Lost Little Caterpillar (Litla lirfan ljóta),ESFJ,1 Pdb Vote
Marissa Wilson,Spy Kids 4: All the Time in the World,XXXX,6 Pdb Votes
Annie,Bottoms,ESFJ,24 Pdb Votes
Audrey,Joy Ride (2023),ESFJ,12 Pdb Votes
Parviz,Leila's Brothers,ESFJ,1 Pdb Vote
Mrs Parker,The Star-Crossed Romance of Josephine Cosnowski,ESFJ,4 Pdb Votes
Mrs Parker,A Christmas Story 2 (2012 film),ESFJ,2 Pdb Votes
Mrs Parker,Ollie Hopnoodle's Haven of Bliss (1988 film),ESFJ,15 Pdb Votes
Allison Becker,No Hard Feelings (2023),ESFJ,7 Pdb Votes
Viviana,L'Ultima Notte di Amore,ESFJ,1 Pdb Vote
Antonio Rivas,Kimi (2022),XXXX,11 Pdb Votes
Penny Jo Poplin,Americana (2023),ESFJ,1 Pdb Vote
Lorraine,Letters to Juliet,XXXX,2 Pdb Votes
Emily 'Emma' Spool,Psycho (Franchise),ISFJ,7 Pdb Votes
A Mo (阿嬷),如果早知道男生也会被性侵,ESFJ,6 Pdb Votes
Alec,The Farm,ESFJ,2 Pdb Votes
Trish Murtaugh,Lethal Weapon (Movie Series),ESFJ,8 Pdb Votes
Evelyn O'Connell (Maria Bello recast),The Mummy (Franchise),ESFJ,1 Pdb Vote
Pedro,Bevery Hills Chihuahua 2,ESFJ,7 Pdb Votes
Peter Coonan,The belly of the whale,XXXX,2 Pdb Votes
Sinead Quigley,The belly of the whale,ISFP,1 Pdb Vote
Jacob Singer,Jacob's Ladder (2019 film),XXXX,2 Pdb Votes
Fairfax,Payback (1999),ENFJ,1 Pdb Vote
Paisley Morgan,Rebelle,XXXX,2 Pdb Votes
Malcolm D. John,The Gay Deceivers,ESFP,3 Pdb Votes
Dabney,Mid90s (2018),XXXX,6 Pdb Votes
Janie,Not Cool,ESFJ,6 Pdb Votes
Auntie (Tante),Die drei Räuber (2007),ESFJ,30 Pdb Votes
Shante,The Woman King (2022),ESFJ,7 Pdb Votes
Neve,The Strays (2023),ESFJ,1 Pdb Vote
Judy Romano,We Have a Ghost (2023),ESFJ,1 Pdb Vote
Wanda,"Dude, Where's My Car? (2000)",XXXX,3 Pdb Votes
Rommy Rolly,Luck By Chance,ESFJ,12 Pdb Votes
Chelsea,Barbie: Spy Squad,ESFJ,1 Pdb Vote
Darla Slaughter,The Texas Chainsaw Massacre (Franchise),ESFJ,1 Pdb Vote
Lucía Gama,Bardo,ESFP,1 Pdb Vote
Commissaire Clodarec,Dobermann (1997),XXXX,1 Pdb Vote
Jacky Sueur (Pitbull),Dobermann (1997),XXXX,1 Pdb Vote
Karen Pruitt,Home Alone 3 (1997),XXXX,1 Pdb Vote
The Pirate with a Gout,The Pirates! In an Adventure with Scientists! (2012),XXXX,3 Pdb Votes
Sarah Hallenbeck,The Last Boy Scout (1991),XXXX,14 Pdb Votes
Nora Allen,The Flash (2023),ESFJ,2 Pdb Votes
Rosa Vasquez,Shazam!,ESFJ,1 Pdb Vote
Gabriela,Logan (2017),ESTJ,2 Pdb Votes
Lucía Vega,El verano que vivimos,XXXX,5 Pdb Votes
Odile,Les Aventures de Rabbi Jacob (1973),ESFJ,10 Pdb Votes
Alice Perrin,Cat People(1982),ESFJ,5 Pdb Votes
Zimmermann,Possession (1981),XXXX,3 Pdb Votes
Heinrich's Mother,Possession (1981),ESFJ,2 Pdb Votes
Ken Maduro,Bon Bini Holland,ESFJ,18 Pdb Votes
The Mother,Sparkshorts (Pixar Artists Projects),ESFJ,2 Pdb Votes
Melvin’s ghost(1700s),1700s ft,ESFJ,2 Pdb Votes
Elaine,Man Up (2015),ESFJ,6 Pdb Votes
Jessica,Man Up (2015),ENFJ,1 Pdb Vote
Shelley Cohen,You People (2023),ESFJ,2 Pdb Votes
Xiao Si'r's Mother,A Brighter Summer Day (1991),XXXX,6 Pdb Votes
Grace Turner,Atonement (2007),ESFJ,5 Pdb Votes
The Capitol (Personified),The Hunger Games (Franchise),ESFJ,6 Pdb Votes
Nuri,İllegal Hayatlar,ESFJ,29 Pdb Votes
Liu Peiqiang,The Wandering Earth,ESFJ,5 Pdb Votes
Liu Peiqiang,The Wandering Earth 2,ESFJ,1 Pdb Vote
Sweet Dave,The Hateful Eight (2015),ESFJ,3 Pdb Votes
