char,movie,mbti,votes
Finley Sinclair,Finding You (2021),ISFJ,8 Pdb Votes
Jordan ,Starling,ISFJ,4 Pdb Votes
Orla,Our Ladies (2019),XXXX,4 Pdb Votes
Jiwon,Phone (2002),XXXX,2 Pdb Votes
Johnny Appleseed,Melody Time,ISFJ,3 Pdb Votes
Isabella,Letters to Juliet,XXXX,14 Pdb Votes
Donatella,Letters to Juliet,XXXX,5 Pdb Votes
Charles Mangel,Resistance (2020),ISFJ,6 Pdb Votes
Mary Anne Johnson,Creed (Franchise),XXXX,11 Pdb Votes
Sammy,Barefoot (2014),XXXX,0
Shobijin / Cosmos,MonsterVerse,XXXX,0
Jalal,Bokharest بخارست,ISFJ,0
Ashley,The Farm,ISFJ,0
Snowball-Butterfly (creature),Snowball Butterfly,ESFJ,0
Rodney Williams,Living (2022),ISFJ,0
Jonjo Devine,The Banshees of Inisherin (2022),ISFJ,0
Eleni,Miss Violence,XXXX,0
Rosette,Cocaine Bear (2023),XXXX,0
Hilary Small,Empire of Light (2022),ISFJ,0
Michael,Mob Waltz Night,XXXX,0
Ruby Matthews,Rebelle,ISFJ,0
Charlene Laurie,Jesus Revolution (2023),ISFJ,0
Serena,Four Weddings and a Funeral (1994),XXXX,2 Pdb Votes
Crane,Beauty and the Beast (Franchise),ISFJ,2 Pdb Votes
Philippe,Beauty and the Beast (Franchise),XXXX,7 Pdb Votes
Malcolm,A man called Otto.,ISFJ,9 Pdb Votes
The Policeman,Die drei Räuber (2007),ISFJ,1 Pdb Vote
Ernest,We Have a Ghost,XXXX,8 Pdb Votes
Malik,The Woman King (2022),XXXX,11 Pdb Votes
Mary,The Strays (2023),ISFJ,6 Pdb Votes
Ian,The Strays (2023),XXXX,2 Pdb Votes
Melanie Presley,We Have a Ghost (2023),ISFJ,8 Pdb Votes
Francis Fryer,Calamity Jane,ISFJ,1 Pdb Vote
Susan Maine,The Stepfather (1987),XXXX,8 Pdb Votes
The Actress,Under The Silver Lake,ISFJ,1 Pdb Vote
Fadıl,Recep İvedik Trilogy,XXXX,4 Pdb Votes
Saunders,Short Circuit (1986),ISFJ,1 Pdb Vote
Prickleboggle,How to Train Your Dragon (Franchise),XXXX,2 Pdb Votes
Sweeney,To Leslie (2022 film),ISFJ,15 Pdb Votes
Imelda,Shrek (Franchise),ISFJ,7 Pdb Votes
Paul,Inner Workings (2016),XXXX,35 Pdb Votes
Anne,The Menu,ISFJ,1 Pdb Vote
Lea,Bleeder (1999),XXXX,1 Pdb Vote
Helen,Forever Young (1992),XXXX,1 Pdb Vote
Claire Cooper,Forever Young (1992),ISFJ,3 Pdb Votes
 Lydia Alekseevna,Courier (1986),ISFJ,1 Pdb Vote
Sharon,Causeway,XXXX,5 Pdb Votes
Dilza,Mundo Cão (In Dog's Words),ISFJ,1 Pdb Vote
Francesca Carati,La meglio gioventù (the best of youth),XXXX,2 Pdb Votes
Adriana Carati,La meglio gioventù (the best of youth),ISFJ,1 Pdb Vote
Concetta Salina,The Leopard (1963),XXXX,6 Pdb Votes
Galya,Cheburashka (2023),ISFJ,4 Pdb Votes
"Jorge Rizzi ""Jorgito""",El Método Tangalanga,ISFJ,1 Pdb Vote
Wilma Cameron,The Best Years of Our Lives (1946),ISFJ,5 Pdb Votes
Zhou Qian,The Wandering Earth,XXXX,1 Pdb Vote
Han Ziang,The Wandering Earth,ISFJ,2 Pdb Votes
Leah,Fateful Findings,ISFJ,1 Pdb Vote
Martha Cratchit,A Christmas Carol (2019),XXXX,2 Pdb Votes
Batso the Bat,Happily Ever After (1990),ISFJ,1 Pdb Vote
Sidney Bloom,Manhunter (1986),ESFJ,6 Pdb Votes
Prosper,The Thief Lord (2006),ISFJ,7 Pdb Votes
Tanya,Cheburashka (2023),ISFJ,4 Pdb Votes
Yu Kun Qiao,Home Sweet Home (2021),XXXX,1 Pdb Vote
Mildred Snow,Pollyanna (1960),XXXX,2 Pdb Votes
Aunt Heidi,Better Nate than Ever,ISFJ,1 Pdb Vote
John H Watson,Holmes & Watson (2018 film),XXXX,1 Pdb Vote
Alex,The Wedding Year (2019),XXXX,5 Pdb Votes
Briducha,Fake Blonde (Falsa Loura),ISFJ,2 Pdb Votes
Eva,The Commuter (2018),ISFJ,2 Pdb Votes
Chet,Barton Fink,ISFJ,5 Pdb Votes
Susanna,7 Women And A Murder,ISTJ,2 Pdb Votes
Helena,Carne Trémula (Live Flesh),ESFJ,1 Pdb Vote
Antonio,Queen Christina (1933),ISFJ,6 Pdb Votes
Hanako,Letters from Iwo Jima,XXXX,2 Pdb Votes
Ivan Schrank,Greenberg (2010),ISFJ,5 Pdb Votes
Lucimara,Obrigado a Matar,ISFJ,4 Pdb Votes
Míťova babička,Občanský průkaz (Identity Card),XXXX,6 Pdb Votes
Paní Hájková,Občanský průkaz (Identity Card),XXXX,7 Pdb Votes
Rupert,The Missing Lynx (2008),XXXX,75 Pdb Votes
Mahtab,Bi gonah (2022),XXXX,12 Pdb Votes
Larry 'Doc' Shepherd,Last Flag Flying,ISFJ,7 Pdb Votes
Julian Murch,The Best Man,ISFJ,4 Pdb Votes
Mama Bear,Shrek (Franchise),ISFJ,2 Pdb Votes
Sabrina,Knock at the Cabin,ISFJ,2 Pdb Votes
Nathan,A Good Person (2023),ISFJ,9 Pdb Votes
Zofia Beksinska,The Last Family (2016 film),ISFJ,7 Pdb Votes
Eleanor Melrose,Mother's Milk (2011 film),ISFJ,2 Pdb Votes
Magdalena,Anděl Páně (2005),ISFJ,4 Pdb Votes
Dorotka,Anděl Páně (2005),ISFJ,1 Pdb Vote
Bob Cratchit(Kermit),The Muppet Christmas Carol (1992),ISFJ,23 Pdb Votes
Mr Clicky,The Amazing Maurice (2022),XXXX,2 Pdb Votes
Lorina Liddell,Dreamchild (1985 film),ISFJ,1 Pdb Vote
Fyodor Petrovich Mironov,Carnival Night (1956),XXXX,1 Pdb Vote
Helene Hill,The Land of Steady Habits (2018),ISFJ,1 Pdb Vote
Mrs. Primm,"Lyle, Lyle, Crocodile",ISFJ,3 Pdb Votes
Harlan,Georgia Rule (2007),ISFJ,36 Pdb Votes
Sacagawea,Night at the Museum: Kahmunrah Rises Again (2022),XXXX,1 Pdb Vote
Shivertooth,How to Train Your Dragon (Franchise),XXXX,1 Pdb Vote
Tracy Ballard,Futureworld (1976 film),XXXX,1 Pdb Vote
Dekisugi Hidetoshi,Stand By Me Doraemon 2 (2020),ISFJ,1 Pdb Vote
Егор Линч (Egor Linch),Linch,ISFJ,5 Pdb Votes
Milly Theale,The wings of the dove (1997 film),XXXX,6 Pdb Votes
Bridget Sullivan ,Lizzie (2018 film),XXXX,113 Pdb Votes
Grisha,Eisenstein (2000 film),XXXX,1 Pdb Vote
Abby,Postman (1997),XXXX,10 Pdb Votes
Boloor,Shabake makhfi zanan (Secret network of women),ISFJ,3 Pdb Votes
Il Dottore,Guillermo del Toro’s Pinocchio,ISFJ,72 Pdb Votes
Geppetto,Guillermo del Toro’s Pinocchio,ISFJ,4 Pdb Votes
Em Foster,Infinity Pool,ISFJ,2 Pdb Votes
Angie,Sing 2 (Franchises),ISFJ,2 Pdb Votes
Jo Yujin,A Million(2009),XXXX,9 Pdb Votes
Hubert James Hughes,Your Christmas or Mine? (2022),ISFJ,21 Pdb Votes
Katya Snegireva,Afonya,ISFJ,1 Pdb Vote
Miss Jennifer Honey,Matilda the Musical (2022 film),ISFJ,1 Pdb Vote
Sven,The Swimmers (2022),ISFJ,2 Pdb Votes
Friar,Wakanda Forever (2022),ISFJ,0
Nomble,Wakanda Forever (2022),ISFJ,0
Darlene Hagen,The Apology (2022),ISFJ,0
Evelyn Katz,When You Finish Saving the World,ISFJ,0
Maggie Faris,Alien,XXXX,0
Sharifi,Holy Spider (2022),XXXX,0
Fatima,Holy Spider (2022),ISFJ,0
Nastya Goncharova,Goncharov (1973),ISFJ,7 Pdb Votes
Insiang,Insiang (1976),XXXX,1 Pdb Vote
Ebenezer Scrooge,Spirited (2022),ISFJ,31 Pdb Votes
Doc,The East (2013),XXXX,1 Pdb Vote
Matt Freeman,Too Young to Be a Dad,ISFJ,4 Pdb Votes
Irma Dugard,Fantastic Beasts,XXXX,9 Pdb Votes
Abernathy,Fantastic Beasts,ISFJ,2 Pdb Votes
Jackie,A Better Tomorrow (1986),ISFJ,2 Pdb Votes
Suzy Thomas,Fair Haven (2016),ISFJ,3 Pdb Votes
Shad,Closed Server ( Закрытый Сервер ),ISFJ,1 Pdb Vote
Cavern Crasher,How to Train Your Dragon (Franchise),ESTP,2 Pdb Votes
Flood Fang,How to Train Your Dragon (Franchise),ISFJ,2 Pdb Votes
Catastrophic Quaken,How to Train Your Dragon (Franchise),ISFJ,2 Pdb Votes
Boulder Class,How to Train Your Dragon (Franchise),ISFJ,3 Pdb Votes
Threadtail,How to Train Your Dragon (Franchise),XXXX,3 Pdb Votes
D'Angelo Baker,How to Train Your Dragon (Franchise),ISFJ,1 Pdb Vote
Darkvarg,How to Train Your Dragon (Franchise),XXXX,1 Pdb Vote
Whip and Lash,How to Train Your Dragon (Franchise),XXXX,6 Pdb Votes
Luke,Midnight (1982),ISFJ,1 Pdb Vote
Sandy,The Man From Earth,ISTP,2 Pdb Votes
Mary Cratchit,A Christmas Carol (2019),XXXX,2 Pdb Votes
Nimbly,The Neverending Story (1984),ISFJ,1 Pdb Vote
Barney Bux,The Neverending Story (1984),XXXX,2 Pdb Votes
Iris the Rhinoceros,My Father's Dragon (2022),ISFJ,8 Pdb Votes
Emma,La Dolce Vita (1960),ISFJ,7 Pdb Votes
Alejandra Carlisle,Falling for Christmas (2022),ISFJ,2 Pdb Votes
Yume,Street of Shame,XXXX,1 Pdb Vote
Yori,Street of Shame,ISFJ,2 Pdb Votes
רונה,סרט אפס,ISFJ,3 Pdb Votes
Aaron Davenport,A Maple Valley Christmas,XXXX,7 Pdb Votes
Caleb Turner,"Lights, Camera, Christmas!",ISFJ,2 Pdb Votes
Mrs. Flint,Lady Chatterley's Lover (2022),ISFJ,10 Pdb Votes
Mrs. Bolton,Lady Chatterley's Lover (2022),ISFJ,2 Pdb Votes
Dr. Wu,Sweet Girl (2021),ISFJ,3 Pdb Votes
Clarence,The Ballad of Buster Scruggs (2018),ISFJ,2 Pdb Votes
Hans Akkermans,Black Book,ISFJ,5 Pdb Votes
Buck Dugan,Big Jake (1971),ISFJ,7 Pdb Votes
boris ,bird in a cage (russian drama),ISFJ,1 Pdb Vote
David Holst,Four More Years (2010),ISFJ,11 Pdb Votes
Rosa Quartz,Sexta Feira 12 (2022),ISFJ,1 Pdb Vote
Anita (Gary's Mom),Licorice Pizza,ISFJ,6 Pdb Votes
Mrs Deauville,The School for Good and Evil,XXXX,1 Pdb Vote
Ludwig,All Quiet on the Western Front (2022),ISFJ,4 Pdb Votes
Titiz Aynur,Maidenin Altın Günü,XXXX,5 Pdb Votes
Stephanie Wenneck,The Hangover Trilogy,ISFJ,7 Pdb Votes
Laza,"Pretty Village, Pretty Flame (1996)",ISFP,1 Pdb Vote
Lara Jones,Let's Play Some Mafia (2022),ISFJ,2 Pdb Votes
Odette,Theorem (1968),ISFJ,1 Pdb Vote
Emília,Theorem (1968),XXXX,3 Pdb Votes
Emília,Depois do Universo,XXXX,4 Pdb Votes
Lucas,"Argentina, 1985",ISFJ,3 Pdb Votes
Professor Moriarty,The Seven-Per-Cent Solution (1978 film),XXXX,3 Pdb Votes
Zachariah's Mother,Birdboy: The Forgotten Children,ISFJ,6 Pdb Votes
Karen Barclay,Child's Play (1988),ISFJ,1 Pdb Vote
Titu,Sonu Ke Titu Ki Sweety,ISFJ,9 Pdb Votes
Mary Trent,Lair of the White Worm (1988),ISFJ,9 Pdb Votes
Hélène,The Living Dead Girl (1982),ISFJ,22 Pdb Votes
Anna Mondstein,Soul Kitchen,XXXX,9 Pdb Votes
Shinji Wakatsuki,The Black House (1999),ISFJ,4 Pdb Votes
Frank Hawkins,Halloween Ends,ISFJ,8 Pdb Votes
Pac,Minecraft: FUGA IMPOSSÍVEL - O FILME,XXXX,3 Pdb Votes
Koda's mother,Brother Bear (2003),XXXX,1 Pdb Vote
Morwenna,Catherine Called Birdy,ISFJ,1 Pdb Vote
Darcy Elliot Bobrucz,For Keeps (1988),ISFJ,7 Pdb Votes
Marit,De Film Van Dylan Haegens,ISFJ,1 Pdb Vote
Teun,De Film Van Dylan Haegens,XXXX,3 Pdb Votes
Parádi Anna,"Bubble Bath ""Habfürdö"" (1979)",XXXX,77 Pdb Votes
Witz,Slappy and the Stinkers,XXXX,1 Pdb Vote
Ethan Dalloway,Halloweentown (1998),ISFJ,22 Pdb Votes
Mrs. Babbs,Let's Play Some Mafia (2022),ISFJ,4 Pdb Votes
Flounder,The Little Mermaid (2023 film),ISFJ,2 Pdb Votes
Sahat,Ngeri-Ngeri Sedap (2022),ISFJ,11 Pdb Votes
Francesca Lentini,Tár,ISFJ,7 Pdb Votes
Jijgee,Bad angel,ISFJ,17 Pdb Votes
Emak,Keluarga Cemara (2018),ISFJ,6 Pdb Votes
Apollo,Monster High : The Movie (2022),ISFJ,3 Pdb Votes
Colin,Hellraiser (2022),ISFJ,4 Pdb Votes
Jody Marken,Cherry Falls (2000),ISFJ,7 Pdb Votes
Igor,The Munsters (2022),ISFJ,2 Pdb Votes
Dr. John Watson,Murder by decree (1979 film),ISFJ,2 Pdb Votes
Hernan,Chilangolandia (2022),ISFJ,21 Pdb Votes
Windy,My Little Pony: A New Generation (2021),ISFJ,2 Pdb Votes
John H. Watson,The Private Life Of Sherlock Holmes (1970 film),ISFJ,5 Pdb Votes
Dr. Gene Tuskin,The Exorcist (1973),ISFJ,3 Pdb Votes
Izzy,Hocus Pocus 2 (2022),ISFJ,1 Pdb Vote
Miho,High and Low,ISFJ,2 Pdb Votes
Dr. Morgan Desai,Smile,XXXX,2 Pdb Votes
Millie Gately,Meek's Cutoff,ISFJ,1 Pdb Vote
Gordon Fleming,Session 9 (2001 film),ISFJ,7 Pdb Votes
Tilbe,Two Types of People (2020),ISFJ,2 Pdb Votes
"Catherine ""Cathy"" Tuche",Les Tuche (2011),ISFJ,4 Pdb Votes
Joseph,Troop Zero,XXXX,2 Pdb Votes
Priscilla Connolly,Blow the Man Down,ISFJ,3 Pdb Votes
Adrian LeDuc,Apartment Zero,ISFJ,2 Pdb Votes
Lila Reyes,A Cuban Girl's Guide to Tea and Tomorrow,XXXX,12 Pdb Votes
Pachaiyamal,Asuran,ISFJ,4 Pdb Votes
Lakmé,The Cremator (Spalovač mrtvol) 1969,ISFJ,0
Head of Council,The Ant Bully,ISTJ,0
Matt Gibson,Saw Series (2004),ISFJ,0
Fisk,Saw Series (2004),ISFJ,0
Edgar Munsen,Saw Series (2004),XXXX,4 Pdb Votes
Jasper,Storks (2016),ISFJ,4 Pdb Votes
Craig’s father,Mr. Harrigan's Phone,ISFJ,20 Pdb Votes
Sidney Palmer,Babylon,ISFJ,25 Pdb Votes
Liz Meekins,Amsterdam (2022),ISFJ,9 Pdb Votes
Mrs. Banks (Миссис Бэнкс),"Mary Poppins, goodbye (Мэри Поппинс, до свидания)",XXXX,3 Pdb Votes
Marlin Whirlen,Scooby Abracadabra doo!,INFP,3 Pdb Votes
The Mother,Barbarian (2022),ISFJ,51 Pdb Votes
Mrs. Liddell,Dreamchild (1985 film),ISFJ,2 Pdb Votes
Eva,"Hey, Good Lookin' (1982)",ISFJ,9 Pdb Votes
The Suprissed house maid,Sherlock Holmes,ISFJ,7 Pdb Votes
Marcel Cassette,Murder by Death (1976),INFJ,11 Pdb Votes
Alan,The Whale (2022),ISFJ,1 Pdb Vote
Trapani,Laskar Pelangi (The Rainbow Troops),XXXX,4 Pdb Votes
Bu Muslimah,Laskar Pelangi (The Rainbow Troops),ISFJ,2 Pdb Votes
A ling,Laskar Pelangi (The Rainbow Troops),XXXX,2 Pdb Votes
Elaine Wilder,Romancing the Stone (1984),ISFJ,15 Pdb Votes
Tuktuk,Mencuri Raden Saleh (2022),ISFJ,3 Pdb Votes
Mary Yankovic,Weird: The Al Yankovic Story (2022),XXXX,2 Pdb Votes
Coelophysis,The Land Before Time (1988),XXXX,2 Pdb Votes
Elsie,The Land Before Time (1988),XXXX,22 Pdb Votes
Rita Ribeiro (Ritinha),Tudo por um popstar,ISFJ,16 Pdb Votes
Martha Radcliffe,The Naked Edge,ISFJ,2 Pdb Votes
Dr. Nora Holden,The Pyramid,ISFJ,3 Pdb Votes
John Truscott,The Sleeping Dictionary (2003),ISFJ,26 Pdb Votes
Linda Gerard,The Incredible Two Headed Transplant (1971),ISFJ,8 Pdb Votes
the Misuse nurse,Infection,ISFJ,1 Pdb Vote
Catherine Hainaut,White Wedding (Noce blanche; 1989),ISFJ,5 Pdb Votes
Dr. Maggie Rice,City of Angels (1998),ISFJ,1 Pdb Vote
Isobel,Apartment 407 (Saving Isobel),XXXX,6 Pdb Votes
Mildred Pierce Beragon,Mildred Pierce (1945),ISFJ,6 Pdb Votes
Chuck Norris (Judge),Dodgeball (2004),ISFJ,6 Pdb Votes
Mattia Argeri,Smetto quando voglio (I can quit whenever I want),ISFJ,1 Pdb Vote
Claire,Seven Stages to Achieve Eternal Bliss (2018),ISFJ,9 Pdb Votes
Dr. Segar,Orphan (2009-2022),ISFJ,11 Pdb Votes
Anna Troyev,Orphan (2009-2022),ISFJ,3 Pdb Votes
Nicholas Petrossian / Mr. Orlando Walker,Get a Clue,ISFJ,7 Pdb Votes
Ethel Banks,Barefoot in the Park (1967),ISFJ,6 Pdb Votes
Princess Flavia,The Prisoner of Zenda (1937),XXXX,10 Pdb Votes
MIke Rongkathep,Ed.so family,ISFJ,2 Pdb Votes
Meredith “Mer” Samuels,Beast (2022),ISFJ,120 Pdb Votes
June,Seven in Heaven (2018),ISFJ,2 Pdb Votes
Natalie,Look Both Ways,ISFJ,1 Pdb Vote
Musa's mom,Battle of Surabaya (2014),ISFJ,1 Pdb Vote
Mrs. Miller,Tom Jones (1963),XXXX,2 Pdb Votes
Squire Allworthy,Tom Jones (1963),XXXX,8 Pdb Votes
Changu,The Donkey King (2018),ISFJ,6 Pdb Votes
Karin Persson,Winter Light (1963) (Nattvardsgästerna),ISFJ,6 Pdb Votes
Florence Jackson,Mudbound (2017),ISFJ,8 Pdb Votes
Hap Jackson,Mudbound (2017),XXXX,2 Pdb Votes
Laura McAllan,Mudbound (2017),ISFJ,36 Pdb Votes
Mr Sawyer,Heathers (1989),ISFJ,8 Pdb Votes
Seth,Day Shift (2022),ISFJ,8 Pdb Votes
Frank,Judy Moody and the Not Bummer Summer,XXXX,1 Pdb Vote
Unelma Säleikkö,Uuno Turhapuro,ISFJ,2 Pdb Votes
The queen,The Princess (2022),ISFP,6 Pdb Votes
The King,The Princess (2022),ISFJ,6 Pdb Votes
Dr. Lloyd,The Wolf Man (1941),ISFJ,6 Pdb Votes
WPC Best,Vera Drake (2004),ISFJ,6 Pdb Votes
Stan,Vera Drake (2004),ISFJ,6 Pdb Votes
Judith,The Baby (1973),ISFJ,8 Pdb Votes
Germaine Wadsworth,The Baby (1973),ISFJ,2 Pdb Votes
Tanis,Scooby-Doo and the Ghoul School,ISFJ,4 Pdb Votes
Nima,2012 (2009 disaster film),ISFJ,4 Pdb Votes
Karl Arnstedt,Hell's Angels,ISFJ,1 Pdb Vote
Halim,The Prophet (2014),XXXX,9 Pdb Votes
Lisa Jeffery,Brat / Brother (1997),XXXX,16 Pdb Votes
Harris,The Taking of Deborah Logan (2014),ISFJ,1 Pdb Vote
Deborah Logan,The Taking of Deborah Logan (2014),ISFJ,5 Pdb Votes
John Glenn,The Right Stuff (1983),XXXX,2 Pdb Votes
Mrs. de Winter,Rebecca (1940),ISFJ,1 Pdb Vote
Maya Svetlova,The Adventures of Electronic (1979),ESTJ,2 Pdb Votes
Urrie,The Adventures of Electronic (1979),XXXX,12 Pdb Votes
Muhasebeci Servet,Çakallarla Dans,XXXX,19 Pdb Votes
Dr. Preethi Shetty,Arjun Reddy,ISFJ,4 Pdb Votes
Lívia ,D1ARIE,ISFJ,13 Pdb Votes
Peter MacMannus,Down with Love (2003),ISFJ,1 Pdb Vote
Flyora’s Mother,Come and See (1985),ISFJ,2 Pdb Votes
Anne Hathaway,Bill(2015),XXXX,1 Pdb Vote
Jonathan Zimmermann,The American Friend (1977),ISFJ,3 Pdb Votes
Moji,Brother of the Year,ISFJ,5 Pdb Votes
Kao’s Mother,Fast & Feel Love,XXXX,4 Pdb Votes
Jay,Fast & Feel Love,ISFJ,10 Pdb Votes
Alonzo,101 Dalmatians (1996),XXXX,1 Pdb Vote
Darnell Lewis,Get Hard (2015),ISFJ,5 Pdb Votes
Yoon Geu Rim (Juror#1),Juror 8,ISFJ,39 Pdb Votes
Kim,They/Them,ISFJ,6 Pdb Votes
Milena,Turma da Mônica,XXXX,12 Pdb Votes
Humberto,Turma da Mônica,ISFJ,2 Pdb Votes
Quim,Turma da Mônica,ISFJ,9 Pdb Votes
Dr. Elefun,Astro Boy (2009),ISFJ,1 Pdb Vote
Antonia,Happy as Lazzaro,ISFJ,11 Pdb Votes
Charles Musgrove,Persuasion (2022),ISFJ,5 Pdb Votes
Lady Russell,Persuasion (2022),XXXX,4 Pdb Votes
Randy,Fred 3: Camp Fred,ISFJ,1 Pdb Vote
Marshal Ney,"Napoleon ""Kitbag"" (2023)",ISFJ,4 Pdb Votes
Hwang Seonwoo,The Moon,XXXX,25 Pdb Votes
Talia Libo,Fred 2: Night of the Living Fred,ISFJ,1 Pdb Vote
Hank,Paws Of Fury: The Legend Of Hank,ISFJ,0
"Kurt, the Parking Lot Attendant",Bad Trip (2020),ISFJ,0
Trent,Maggie (2015),ISFJ,1 Pdb Vote
Noriko Somiya ,"Late Spring, 晩春 (1949)",ISFJ,14 Pdb Votes
Michael Jacobs,The Djinn,ISFJ,1 Pdb Vote
Catherine Sloper,The Heiress (1949),XXXX,1 Pdb Vote
Emma,Little Fish,XXXX,1 Pdb Vote
Winston,Fritz The Cat,ISFJ,7 Pdb Votes
Irma,Amsterdam (2022),ISFJ,8 Pdb Votes
Antonio Flores,The Valet (2022),ISFJ,4 Pdb Votes
Ricardo Montoya,Toy soldiers,ISFP,1 Pdb Vote
Nancy,Non-Stop (2014),ISFJ,6 Pdb Votes
Dith Pran,The Killing Fields (1984),ISFJ,1 Pdb Vote
Julia,The South / El Sur (1983),ISFJ,2 Pdb Votes
Miles,Soul Food,ISFJ,3 Pdb Votes
"Tony ""Three Fingers"" Castellito",The Irishman (2019),ISFJ,16 Pdb Votes
Amenza,The Woman King (2022),ISFJ,2 Pdb Votes
Tok Gajah,Mat Kilau (2022),ISFJ,2 Pdb Votes
Melissa,Spycies,ISFJ,5 Pdb Votes
Mei's grandmother,Arashi no Yoru ni,ISFJ,1 Pdb Vote
Lee Ji Won,Plan Man,ISFJ,1 Pdb Vote
Ann Saville,See How They Run (2022),XXXX,6 Pdb Votes
Victor Fargas,The Ninth Gate (1999),XXXX,4 Pdb Votes
Susan,The Hard Way (1991),ISFJ,4 Pdb Votes
Humberto Suárez,Official Competition,ISFJ,8 Pdb Votes
Chico Stockburn,The Ridiculous 6,ISFJ,2 Pdb Votes
Unnamed women,Funhouse,ISFJ,2 Pdb Votes
Darla drake,Funhouse,ISFJ,5 Pdb Votes
Nurse,The Dark and the Wicked,ISFJ,2 Pdb Votes
Ingrid Herrera,Father of the Bride (2022),ISFJ,1 Pdb Vote
Luciana ,the wrath of god (2022),ISFJ,1 Pdb Vote
Kyoto Takada,37 Seconds (2020),XXXX,4 Pdb Votes
Sir Chamberlain,The Swan Princess (1994),XXXX,21 Pdb Votes
Nurullah,Recep İvedik Trilogy,ISFJ,8 Pdb Votes
Somaye,Abad va yek rooz(ابد و یک روز),ISFJ,4 Pdb Votes
Harold Sanders,Not Okay (2022),ISFJ,7 Pdb Votes
Betty,The Flower of My Secret,XXXX,1 Pdb Vote
Evelyn Ryan,"The Prize Winner of Defiance, Ohio",XXXX,3 Pdb Votes
Agnes Stouffer,Wild America (1997),ISFJ,1 Pdb Vote
Mudra Patel,Jayeshbhai Jordaar,ISFJ,1 Pdb Vote
Zoey Davis’s mom,Escape Room (2019),ISFJ,1 Pdb Vote
Lena,The Binge,ISFJ,8 Pdb Votes
Celie Harris,The Color Purple (2023),ISFJ,2 Pdb Votes
Kyung-soo,Moonlit Winter (2019),ISFJ,3 Pdb Votes
Debbie Hall,Same Kind of Different as Me,ISFJ,9 Pdb Votes
Tanya,Univer. New Dorm,ISFJ,9 Pdb Votes
Bridget,Wolfwalkers (2020),ISFJ,6 Pdb Votes
Sheila,Why Did I Get Married?,ISFJ,1 Pdb Vote
Asuka Morisaki,Remember-Member,XXXX,3 Pdb Votes
Howard,Love & Gelato (2022),ISFJ,10 Pdb Votes
Vanessa Snyder,Odd Girl Out (2005),ISFJ,1 Pdb Vote
Count Czyński,Znachor (1982),ISFJ,3 Pdb Votes
Maria Jolanta Wilczur,Znachor (1982),ISFJ,6 Pdb Votes
Hollywood Abby,Chicken Little (2005),ISFJ,8 Pdb Votes
Nina Spencer,The Grudge(2020),ISFJ,12 Pdb Votes
Toni,Satan's Slaves (Franchise),ISFJ,5 Pdb Votes
Lewis' mother,Meet the Robinsons (2007),ISFJ,12 Pdb Votes
Aruka,Predator,ISFJ,5 Pdb Votes
Reet,Bhool Bhulaiyaa 2 (2022),XXXX,4 Pdb Votes
Eri,Hot Road,ISFJ,3 Pdb Votes
Kazuki's mom,Hot Road,ISFJ,1 Pdb Vote
Sarah,Lovesong (2016),XXXX,87 Pdb Votes
Searcher Clade,Strange World (2022),ISFJ,8 Pdb Votes
Judith,Gentlemen Broncos (2009),ISFJ,5 Pdb Votes
Nurse Julie,Heavyweights (1995),XXXX,8 Pdb Votes
Mami Mizushima,Exte,ISFJ,2 Pdb Votes
Caleb,Rain,ISFJ,1 Pdb Vote
Aunt Elinor,Trap for Cinderella,XXXX,3 Pdb Votes
Jonas' Father,The Giver (2014),ISFJ,4 Pdb Votes
Adrian,What Happened to Monday (2017),ISFJ,5 Pdb Votes
Robyn,Boiling Point (2021),XXXX,5 Pdb Votes
Andrea,Boiling Point (2021),ISFJ,5 Pdb Votes
Dionna,Summer of Sam (1999),ISFJ,2 Pdb Votes
Rakki,The Northman (2022),ISFJ,5 Pdb Votes
Susi,The Unknown Soldier (2017),ISFJ,6 Pdb Votes
Carol Grayland,The Stepfather (1987),ISFJ,8 Pdb Votes
Mishka Khrustalyev,I Give You My Word,ISFJ,3 Pdb Votes
Stephanie Butler,Happy Death Day (Film Series),XXXX,9 Pdb Votes
"Lt. Robert "" Bob"" Floyd",Top Gun Series,ISFJ,2 Pdb Votes
Hazel,Bruce Almighty (2003),ISFJ,2 Pdb Votes
Diner Guy,Bruce Almighty (2003),ISFJ,2 Pdb Votes
Jack Baylor,Bruce Almighty (2003),ISFJ,7 Pdb Votes
Stephanie Brenek,The Possession,ISFJ,1 Pdb Vote
Cora Crawley,Downtown Abbey (2019),ISFJ,14 Pdb Votes
Ellie Whitfield,Chip 'n Dale Rescue Rangers (2022),ISFJ,2 Pdb Votes
Joan Fischer,Pawn Sacrifice,ISFJ,4 Pdb Votes
Peter Banifaz,Everything Everywhere All At Once,ISFJ,14 Pdb Votes
Max,A Perfect Pairing,ISFJ,5 Pdb Votes
Karen Kelly,The Game Plan (2007),ISFJ,7 Pdb Votes
Michael Straker,The Dark and the Wicked,ISFJ,2 Pdb Votes
Evie,Man of the House,ISFJ,5 Pdb Votes
Rahila Qureshi,Zindagi Na Milegi Dobara,ISFJ,18 Pdb Votes
Jim Conway,Senior Year,ISFJ,19 Pdb Votes
Seth,Senior Year,ISFJ,1 Pdb Vote
Soukaina,Much Loved (2015),XXXX,4 Pdb Votes
Doug Madsen,Wild Hogs,XXXX,3 Pdb Votes
