char,movie,mbti,votes
Taiga Narumi,Crows Zero (2007),XXXX,2 Pdb Votes
Polly,Chicken (2015),XXXX,22 Pdb Votes
Betsy The Cow,Charlotte's Web,ESTJ,4 Pdb Votes
Big Bob,Pleasantville (1998),XXXX,3 Pdb Votes
Clara,El Método Tangalanga,XXXX,1 Pdb Vote
Ms. Bruce,Detroit Rock City (1999),ESTJ,26 Pdb Votes
Bryce,The Menu,ESTJ,17 Pdb Votes
Snowball Astroma Oziikarka,Snowball Butterfly,ESTJ,20 Pdb Votes
Azur's Father,Azur & Asmar,XXXX,5 Pdb Votes
Jennifer,Infinity Pool (2023),XXXX,1 Pdb Vote
Nancy Wheeler,"Are You There God? It's Me, Margaret (2023)",ESTJ,2 Pdb Votes
The Main Prefect,Matilda the Musical (2022 film),ESTJ,0
Rimma,Cheburashka (2023),ESTJ,0
Tillie Lagerlof,Pollyanna (1960),ESTJ,0
Mrs. Amelia Tarbell,Pollyanna (1960),XXXX,0
Anthony Foster,Better Nate than Ever,ESTJ,0
John T. Chance ,Rio Bravo,ESTJ,3 Pdb Votes
Adèle,Le sens de la fête,ESTJ,1 Pdb Vote
Ellie,The Wedding Year (2019),ESTJ,1 Pdb Vote
"Gordon ""Gundy"" Gunderson",Saints and soldiers (2003),XXXX,1 Pdb Vote
Padear Kearney,The Banshees of Inisherin (2022),ESTJ,12 Pdb Votes
David Hawthorne,The Commuter (2018),ESTJ,2 Pdb Votes
Margherita,7 Women And A Murder,ESTJ,2 Pdb Votes
Captain Hitchcock,The Pale Blue Eye (2022),ESTJ,16 Pdb Votes
Bruno Amenta,I migliori giorni (2023),XXXX,1 Pdb Vote
Ito,Letters from Iwo Jima,ESTJ,4 Pdb Votes
Kabakura Taro,Wotakoi: Love Is Hard for Otaku,XXXX,7 Pdb Votes
Sheriff Meeker,"Halloween 4,5,6 Timeline",ESTJ,9 Pdb Votes
Maria Kaltenbach,windstorm,ESTJ,2 Pdb Votes
Fra Pavel,The Golden Compass (2007),XXXX,1 Pdb Vote
Елена Хмурова \ Elena Khmurova,Grom: Boyhood (Гром: Трудное детство),ESTJ,12 Pdb Votes
Strabo Plinth,The Ballad of Songbirds and Snakes (2023),XXXX,1 Pdb Vote
Referee,Coonskin (1975),ENTJ,1 Pdb Vote
Pan Fikota,Občanský průkaz (Identity Card),XXXX,4 Pdb Votes
Don Wallach,Babylon,ESTJ,4 Pdb Votes
Newmann,The Missing Lynx (2008),ESTJ,6 Pdb Votes
Reverend Richard Mueller,Last Flag Flying,ESTJ,7 Pdb Votes
Lance Sullivan,The Best Man,ISTP,7 Pdb Votes
Bashkor Banerjee,Piku,ESTJ,4 Pdb Votes
Ebenezer Scrooge,A Christmas carol (1984 film),ESTJ,6 Pdb Votes
Ebenezer Scrooge ,Scrooge (1951 film),ESTJ,2 Pdb Votes
Diane,A Good Person (2023),ESTJ,2 Pdb Votes
Francka,Anděl Páně (2005),ESTJ,2 Pdb Votes
Pán Bůh,Anděl Páně (2005),ESTJ,14 Pdb Votes
Petronel,Anděl Páně (2005),XXXX,7 Pdb Votes
Seraphim Ivanovich Ogurtsov,Carnival Night (1956),XXXX,1 Pdb Vote
Prof. Crey (Schnauz),Die Feuerzangenbowle (1944),XXXX,4 Pdb Votes
Georgia Randall,Georgia Rule (2007),ESTJ,3 Pdb Votes
Kahmunrah,Night at the Museum: Kahmunrah Rises Again (2022),ESTJ,1 Pdb Vote
Jae-ha,Method,XXXX,2 Pdb Votes
Mother Marlene,Mandy (2018),ESTJ,2 Pdb Votes
Brother Swan,Mandy (2018),ESTJ,3 Pdb Votes
Tamako Nobi (Nobita's mother),Stand By Me Doraemon 2 (2020),ESTJ,1 Pdb Vote
Flame Whipper,How to Train Your Dragon (Franchise),XXXX,6 Pdb Votes
Krampus,Santa Vs Reyes (2022),ESTJ,1 Pdb Vote
Noriko ,Anchiporuno (2016),ISFJ,12 Pdb Votes
Bill Welbrock,Boyhood (2014),ESTJ,13 Pdb Votes
Uncle Vova,Kin-dza-dza!,ESTJ,49 Pdb Votes
Podestà,Guillermo del Toro’s Pinocchio,ESTJ,3 Pdb Votes
Jung An,Decision To Leave (2022),ESTJ,2 Pdb Votes
Mrs Clause/Carol,The Santa Clauses,ESTJ,4 Pdb Votes
Betty The Elf,The Santa Clauses,ESTJ,1 Pdb Vote
Fred,Scooby Abracadabra doo!,ESTJ,1 Pdb Vote
Choe Ukhwan,A Million(2009),ESTJ,3 Pdb Votes
Molly Obray,Let's Play Some Mafia (2022),ESTJ,3 Pdb Votes
Ben Scotti,Weird: The Al Yankovic Story (2022),ESTJ,6 Pdb Votes
Ezzat Mardini,The Swimmers (2022),ESTJ,1 Pdb Vote
Phil Mason,The Tribes Of Palos Verdes (2017),XXXX,2 Pdb Votes
Merchant Tribe Elder,Wakanda Forever (2022),XXXX,7 Pdb Votes
U.S. Secretary of State,Wakanda Forever (2022),XXXX,1 Pdb Vote
Smitty,Wakanda Forever (2022),XXXX,9 Pdb Votes
Matches,Scooby-Doo and the Ghoul School,XXXX,1 Pdb Vote
Hannah Lawson,Geostorm,XXXX,1 Pdb Vote
Izuka,Rurouni Kenshin: The Beginning (2021),XXXX,8 Pdb Votes
Denise,White Noise (2022),ESTJ,1 Pdb Vote
Rostami,Holy Spider (2022),XXXX,1 Pdb Vote
Judge,Holy Spider (2022),XXXX,4 Pdb Votes
Luglio Dell’Ammare,Goncharov (1973),ESTJ,1 Pdb Vote
Katherine Bedworth,It's a Boy Girl Thing,XXXX,1 Pdb Vote
Tonya,Insiang (1976),XXXX,8 Pdb Votes
Mother,I am Perfectly Normal (2022-2023),ESTJ,4 Pdb Votes
Betty The Elf,The Santa Clause (trilogy),ESTJ,10 Pdb Votes
Jacob Marley,Spirited (2022),ESTJ,3 Pdb Votes
Sharon,The East (2013),ESTJ,76 Pdb Votes
Goncharov,Goncharov (1973),ESTJ,5 Pdb Votes
Torquil Travers,Fantastic Beasts,ESTJ,1 Pdb Vote
Joo-Hee,"Yobi, The Five-Tailed Fox",XXXX,9 Pdb Votes
Ruby O'Carroll,The Kitchen (2019),XXXX,10 Pdb Votes
Agent Green,Slumberland (2022),ESTJ,2 Pdb Votes
Emma Pryce,Oldboy (2013),XXXX,3 Pdb Votes
Hors,Closed Server ( Закрытый Сервер ),ESTJ,1 Pdb Vote
Reed Daley,An American Tail (1986),XXXX,4 Pdb Votes
Timberjack,How to Train Your Dragon (Franchise),XXXX,3 Pdb Votes
Sentinel,How to Train Your Dragon (Franchise),ESTJ,1 Pdb Vote
Savage,How to Train Your Dragon (Franchise),XXXX,1 Pdb Vote
Ansson,How to Train Your Dragon (Franchise),XXXX,6 Pdb Votes
Mama,Midnight (1982),ESTJ,6 Pdb Votes
Reverend Carrington,Midnight (1982),ESTJ,2 Pdb Votes
Stéphane Chevalier,Les Vedettes (2022),ESTJ,1 Pdb Vote
Cornelius the Crocodile,My Father's Dragon (2022),XXXX,7 Pdb Votes
Stratos,The Moon-Spinners (1964),ESTJ,7 Pdb Votes
Mark Camford,The Moon-Spinners (1964),XXXX,1 Pdb Vote
יחזקאל,סרט אפס,XXXX,8 Pdb Votes
Zeynep,Kurak Günler,ESTJ,3 Pdb Votes
Quentin,Rudderless (2014),ESTJ,3 Pdb Votes
Salim,You Don’t Mess with the Zohan,ENTP,3 Pdb Votes
Nick Yankovic,Weird: The Al Yankovic Story (2022),ESTJ,40 Pdb Votes
William Lyon,Enola Holmes (2020),ESTJ,24 Pdb Votes
Superintendent Grail,Enola Holmes (2020),ESTJ,1 Pdb Vote
Martha McCandles,Big Jake (1971),ESTJ,7 Pdb Votes
Jacob McCandles,Big Jake (1971),ESTJ,5 Pdb Votes
Rusty Jennings,The Contractor (2022),XXXX,2 Pdb Votes
Dan se tivesse sido educado pelo pai,Versões de Dan,ESTJ,4 Pdb Votes
Irmgard Klaxon,Wendell and Wild,ESTJ,0
Amaten,Oni: Thunder God's Tale,ESTJ,0
Suckophant,Yellow Submarine (1968),ESTJ,0
2019: The Mean Boy,Versões de Dan,ESTJ,23 Pdb Votes
Alex,Sissy (2022),ESTJ,10 Pdb Votes
Cacau Chou,Sexta Feira 12 (2022),ESTJ,8 Pdb Votes
Frau Brückner,Phenomena,XXXX,13 Pdb Votes
Sister Euphemia,Prey for the Devil (2022),ESTJ,5 Pdb Votes
Morris Menke,Holes (2003),ESTJ,6 Pdb Votes
Gerdan  Aysel,Maidenin Altın Günü,XXXX,1 Pdb Vote
Martha Corey,The Crucible (1996),XXXX,1 Pdb Vote
Basile,"Argentina, 1985",ISTJ,2 Pdb Votes
Mr. Burgermeister,Frankenweenie (2012),ESTJ,7 Pdb Votes
Black Tortoise,Kung Fu Panda (Franchise),XXXX,1 Pdb Vote
Grim,Kung Fu Panda (Franchise),XXXX,1 Pdb Vote
Anderson Dame,Creed,XXXX,8 Pdb Votes
Dickory,Trolls (2016),XXXX,8 Pdb Votes
Barbara Shaw,Terrifier,ESTJ,16 Pdb Votes
Mother Superior,"Silent Night, Deadly Night",ESTJ,7 Pdb Votes
Dinky's Stepfather,Birdboy: The Forgotten Children,ESTJ,3 Pdb Votes
Tim Braun,The Good Nurse (2022),ESTJ,4 Pdb Votes
Maggie Peterson,Child's Play (1988),ESTJ,1 Pdb Vote
Gavin,Ice Age (Franchise),ESTJ,4 Pdb Votes
Ratso,The Brave Little Toaster (1987),ESTJ,5 Pdb Votes
Sweety,Sonu Ke Titu Ki Sweety,ISTP,3 Pdb Votes
Beatrix,The School for Good and Evil,ESTJ,37 Pdb Votes
Abigail,Triangle of Sadness (2022),ESTJ,45 Pdb Votes
Queen Gnorga,A Troll at Central Park,ESTJ,15 Pdb Votes
Goro Nanjo,Snake Girl and the Silver-Haired Witch,XXXX,1 Pdb Vote
Chilkoot,Brother Bear (2003),ESFJ,2 Pdb Votes
Kata,Brother Bear (2003),XXXX,4 Pdb Votes
Chester Copperpot,The Goonies (1985),ESTJ,9 Pdb Votes
Fairy Gary,Tinker Bell (2008),ESTJ,7 Pdb Votes
Father (Kid),Purple Rain (1984),ESTJ,5 Pdb Votes
Clementine Pratt,About Fate (2022),XXXX,34 Pdb Votes
Georgia Cotton,Ticket to Paradise,ESTJ,16 Pdb Votes
Mr. Bumble,Oliver! (1968),ESTJ,2 Pdb Votes
Morgan Brinway,Slappy and the Stinkers,ESTJ,7 Pdb Votes
Headmistress Nora Bloodgood,Monster High : The Movie (2022),ESTJ,9 Pdb Votes
King Triton,The Little Mermaid (2023 film),ESTJ,84 Pdb Votes
Gretel,The Boy in the Striped Pajamas (2008),ESTJ,24 Pdb Votes
Dracula,Monster High : The Movie (2022),ESTJ,9 Pdb Votes
Cleo de Nile,Monster High : The Movie (2022),ESTJ,26 Pdb Votes
Lord Charles Fox,Amazing Grace (2006),XXXX,1 Pdb Vote
The Count,The Munsters (2022),ESTJ,13 Pdb Votes
Penguin King,The Super Mario Bros. Movie (2023),ESTJ,93 Pdb Votes
Kundhavai ,Ponniyin Selvan (2022-23),ESTJ,26 Pdb Votes
Diputado,Chilangolandia (2022),ESTJ,4 Pdb Votes
Robert K. Norton,Singora,ESTJ,5 Pdb Votes
Miracle Guy,We Can Be Heroes (2020),ESTJ,7 Pdb Votes
Susan Rollins,Tag (2018),ESTJ,2 Pdb Votes
Mycroft Holmes,The Private Life Of Sherlock Holmes (1970 film),XXXX,1 Pdb Vote
Rocky,High and Low,ESTJ,10 Pdb Votes
General Ross,Hulk (Ang Lee),ESTJ,5 Pdb Votes
Detective Tobitaka,Another Heaven,ESTJ,8 Pdb Votes
Doctor,Orgazmo (1997),XXXX,1 Pdb Vote
Piper,Troop Zero,ENTJ,1 Pdb Vote
Heidi,Niñas mal (2007),XXXX,1 Pdb Vote
Axon,The Holy Mountain (1973),ESTJ,4 Pdb Votes
John Houston,I Wanna Dance with Somebody (2022),ESTJ,2 Pdb Votes
Cissy Houston,I Wanna Dance with Somebody (2022),ESTJ,1 Pdb Vote
Vadakuran,Asuran,XXXX,2 Pdb Votes
Chetta,Vikram Vedha,ESTJ,2 Pdb Votes
Walter Reinke,The Cremator (Spalovač mrtvol) 1969,ESTJ,3 Pdb Votes
Shirley Hastings,Strictly Ballroom (1992),XXXX,1 Pdb Vote
The Pirate King,The Pirates! In an Adventure with Scientists! (2012),ESTJ,2 Pdb Votes
Rosaleen,Disenchanted (2022),ESFP,1 Pdb Vote
Erica Norman,Do Revenge (2022),ESTJ,38 Pdb Votes
Libby Voze,Amsterdam (2022),ESTJ,29 Pdb Votes
Elizabeth I of England,Anonymous (2011),XXXX,1 Pdb Vote
"Mae Flynn ""Sister Woman"" Pollitt",Cat on a Hot Tin Roof (1958),XXXX,3 Pdb Votes
"Harvey ""Big Daddy"" Pollitt",Cat on a Hot Tin Roof (1958),ESTJ,7 Pdb Votes
Mum,Nitram (2021),ESTJ,3 Pdb Votes
John Ford,The Fabelmans (2022),XXXX,9 Pdb Votes
The Headmaster,Pinocchio (2022),ESTJ,3 Pdb Votes
Gina Copeland,White Chicks (2004),ESTJ,32 Pdb Votes
Alice Hargreaves (née Liddell),Dreamchild (1985 film),ESTJ,3 Pdb Votes
Junoon,Brahmāstra: Part One – Shiva,ESTJ,9 Pdb Votes
The Red Bull,The Last Unicorn (1982),XXXX,16 Pdb Votes
Dick Charleston,Murder by Death (1976),ESTJ,3 Pdb Votes
Knifehead,Pacific Rim (2013),ESTJ,2 Pdb Votes
Sahara,Laskar Pelangi (The Rainbow Troops),ESTJ,4 Pdb Votes
Tiberius,Caligula (1979),ESTJ,2 Pdb Votes
Ira,Romancing the Stone (1984),ESTJ,8 Pdb Votes
Al,Fritz The Cat,ESTJ,16 Pdb Votes
Limburger,Barbie: The Princess And The Popstar,ESTJ,1 Pdb Vote
Grandma Barbara,Orphan (2009-2022),ESTJ,8 Pdb Votes
George Radcliffe,The Naked Edge,ESTJ,1 Pdb Vote
Sameh Zidan,The Blue Elephant,ESTJ,74 Pdb Votes
Claire DeBella,Glass Onion: A Knives Out Mystery (2022),ESTJ,1 Pdb Vote
Agent Flood,25th Hour,XXXX,1 Pdb Vote
Henry,The Sleeping Dictionary (2003),XXXX,3 Pdb Votes
The Admiral,Pacifiction (2022),ESTJ,2 Pdb Votes
Penny Escher,Stranger than Fiction (2006),ESTJ,8 Pdb Votes
Dr. Uozumi,Infection,ESTJ,2 Pdb Votes
Dr. Nakazono,Infection,ESTJ,1 Pdb Vote
Elsa,Pelikaanimies (2004),ESFJ,1 Pdb Vote
Monte Beragon,Mildred Pierce (1945),XXXX,8 Pdb Votes
Paul Bratter,Barefoot in the Park (1967),ESTJ,2 Pdb Votes
Captain Smollett,Treasure Island (1950),ESTJ,2 Pdb Votes
Uncle Felton,Johnny Yuma (1966),ESTJ,7 Pdb Votes
Dr. Nate Samuels,Beast (2022),ESTJ,4 Pdb Votes
Norma,Dancing on glass (2022),ESTJ,0
Lenny Cole,RocknRolla (2008),ESTJ,11 Pdb Votes
Klaus,Day Shift (2022),ESTJ,3 Pdb Votes
Moreland Smith,One on One,ESTJ,4 Pdb Votes
Pappy McAllan,Mudbound (2017),ESTJ,7 Pdb Votes
Henry McAllan,Mudbound (2017),XXXX,6 Pdb Votes
Ralph Seeger,Day Shift (2022),XXXX,8 Pdb Votes
Julius,The Princess (2022),XXXX,1 Pdb Vote
Councillor Tuura,Uuno Turhapuro,ESTJ,6 Pdb Votes
Archer J. Maggott,Dirty Dozen (1967),ESTJ,3 Pdb Votes
D.B. Norton,Meet John Doe,XXXX,16 Pdb Votes
Sir John Talbot,The Wolf Man (1941),ESTJ,4 Pdb Votes
Lily,Vera Drake (2004),ESTJ,7 Pdb Votes
Sid,Vera Drake (2004),XXXX,13 Pdb Votes
Semyon Vasilyevich (Семён Васильевич),Beware of the Car (Берегись автомобиля) (1966),XXXX,6 Pdb Votes
Mrs. Wadsworth,The Baby (1973),ESTJ,6 Pdb Votes
The Imperator,The Sea Beast,ESTJ,29 Pdb Votes
Jimmy “Ebenezer Scrooge” Martinez,Violent Night,ESTJ,1 Pdb Vote
Sergeant,The Prophet (2014),XXXX,38 Pdb Votes
The Queen,The Sea Beast,ESTJ,4 Pdb Votes
Field Marshal Sir Bernard Law Montgomery,Patton (1970),ESTJ,11 Pdb Votes
Idris,The Breadwinner,XXXX,2 Pdb Votes
Cory Aquino,Maid in Malacañang,ESTJ,2 Pdb Votes
Geetha,Geetha Govindam,ESTJ,4 Pdb Votes
Arianna,D1ARIE,ESTJ,2 Pdb Votes
Montel Gordon,Traffic (2000),ESTJ,6 Pdb Votes
Robert Wakefield,Traffic (2000),ESTJ,2 Pdb Votes
Ava Darling,What’s Your Number (2011),ESTJ,1 Pdb Vote
Ruth Zimmer,Feel the Beat (2020),ESTJ,2 Pdb Votes
Martin,Get Hard (2015),ESTJ,88 Pdb Votes
Carminha Frufru,Turma da Mônica,ESTJ,7 Pdb Votes
Alana Krewson (Miss Hawaii),Miss Congeniality franchise,ESTJ,1 Pdb Vote
Penelope Clay,Persuasion (2022),ESTJ,10 Pdb Votes
Paul Barras,"Napoleon ""Kitbag"" (2023)",ESTJ,2 Pdb Votes
Pal MAX,The Mitchells vs. the Machines (2021),ESTJ,2 Pdb Votes
Little Mama,Paws Of Fury: The Legend Of Hank,ESTJ,1 Pdb Vote
Javaldouz,Bi Hame Chiz (Without Anything 2021),XXXX,3 Pdb Votes
Farookh Malik,Secret Superstar,ESTJ,4 Pdb Votes
Dad,Fred: The Movie,ESTJ,24 Pdb Votes
The School,K-12 (2019),ESTJ,1 Pdb Vote
Tanya,Shallow Hal (2001),ISTJ,2 Pdb Votes
Pundit Darbar,Hum dil de chuke sanam,XXXX,4 Pdb Votes
Wicked Stepmother,Into the Woods (2014),ESTJ,1 Pdb Vote
The Bandit Chief,Seven Samurai (1954) (七人の侍),XXXX,3 Pdb Votes
Mary,Boy with bad luck,XXXX,1 Pdb Vote
"Ally ""Smash"" Mash",16 Love (2012),ESTJ,55 Pdb Votes
Lillian Bloom,The Menu,ESTJ,14 Pdb Votes
Judy,Sleepaway Camp (1983),XXXX,4 Pdb Votes
Pocawatha,"Dragon Ball: Fight Son Goku, Win Son Goku",ESTJ,9 Pdb Votes
Ozzie Ostrich,Willy's Wonderland (2021),ESTJ,5 Pdb Votes
Norma Berger,Very Good Girls,ESTJ,11 Pdb Votes
Honey Best,The Incredibles (Franchise),ESTJ,6 Pdb Votes
Teri,Soul Food,ESTJ,5 Pdb Votes
"Hercules ""Herc"" Hansen",Pacific Rim (2013),ESTJ,14 Pdb Votes
Aye Kesinee,Ed.so family,ESTJ,7 Pdb Votes
Pk Poonyaporn,Ed.so family,ESTJ,7 Pdb Votes
Detective Cope,Crimes of the Future (2022),ESTJ,2 Pdb Votes
Mansour Mahmoodi,The Wedlock 2014,ESTJ,2 Pdb Votes
Captain Syers,Mat Kilau (2022),ESTJ,5 Pdb Votes
Rachel,Frances Ha (2012),ESTJ,2 Pdb Votes
Pak Domu,Ngeri-Ngeri Sedap (2022),ESTJ,4 Pdb Votes
Paul McCartney ,Backbeat (1994),ESTJ,5 Pdb Votes
Kotor,Spycies,ESTJ,6 Pdb Votes
Junko Ishii,Noroi: The Curse (2005),ESTJ,2 Pdb Votes
Park Pyung Ho,Hunt (2022),ISTP,1 Pdb Vote
Antonio Balbi,Alive (1993),ESTJ,67 Pdb Votes
Belle Bottom,Despicable Me (Franchise),ESTJ,2 Pdb Votes
Black Team Leader,Auralnauts Star Wars Cannon,ESTJ,3 Pdb Votes
Space Hooters waiter droid,Auralnauts Star Wars Cannon,ESTJ,9 Pdb Votes
Latham Cole,The Lone Ranger,ESTJ,27 Pdb Votes
Viktoria,The Invitation (2022),ESTJ,5 Pdb Votes
Narendra,Nanti Kita Cerita tentang Hari Ini,ESTJ,8 Pdb Votes
CLEO DE NILE,Monster high live action,ESTJ,15 Pdb Votes
Ximena Torres,Funhouse,XXXX,9 Pdb Votes
Captain Hammer,Captain Pineapple,ESTJ,2 Pdb Votes
Beam,2 Moons (2017),XXXX,3 Pdb Votes
Commissaire Patrick Bialès,La Cité de la Peur (1994),ESTJ,7 Pdb Votes
Captain,Cool Hand Luke (1967),XXXX,4 Pdb Votes
Susan,Not Okay (2022),ESTJ,1 Pdb Vote
Rocky 'Raja krishnappa Bairya',KGF,ESTJ,3 Pdb Votes
Judith Sanders,Not Okay (2022),ESTJ,2 Pdb Votes
Principal Carlsen,The Binge,ESTJ,3 Pdb Votes
"Albert ""Mister"" Johnson",The Color Purple (2023),ESTJ,4 Pdb Votes
Caner,Azizler (2021),ESTJ,5 Pdb Votes
Lena / Good Girl №2,The Land of Good Children (2013),ESTJ,13 Pdb Votes
Sir Walter Elliot,Persuasion (2022),ESTJ,14 Pdb Votes
Andrea Archer,Spree,ESTJ,11 Pdb Votes
Frederick Pengler,Spree,ESTJ,2 Pdb Votes
Countess Czyńska,Znachor (1982),ESTJ,2 Pdb Votes
Doctor Pawlicki,Znachor (1982),ESTJ,1 Pdb Vote
Prokop,Znachor (1982),XXXX,5 Pdb Votes
Paola Barão,Swingverse,ESTJ,1 Pdb Vote
Profesor Husodo Notosastro,Habibie & Ainun 3 (2019),XXXX,13 Pdb Votes
Ricardo Tubbs,Miami Vice (2006),ESTJ,10 Pdb Votes
Rini,Satan's Slaves (Franchise),ESTJ,1 Pdb Vote
Braden,Fire Island (2022),ESTJ,3 Pdb Votes
Agnes Dmitriev,Swingverse,ESTJ,15 Pdb Votes
Vince Merrick,Hustle,ESTJ,33 Pdb Votes
Taabe,Predator,ESTJ,1 Pdb Vote
Maureen Barry,Pride,XXXX,1 Pdb Vote
Hefina Headon,Pride,ESTJ,0
Josef Fischer,The Illusionist,ESTJ,5 Pdb Votes
Cashier,Fulled,XXXX,4 Pdb Votes
Mr. Garner,Heavyweights (1995),XXXX,4 Pdb Votes
Mr. Eddie Mannix,"Hail, Caesar (2016)",ESTJ,14 Pdb Votes
Ken,Queenpins,ESTJ,12 Pdb Votes
Jonas' Mother,The Giver (2014),ESTJ,26 Pdb Votes
Alaistair,Boiling Point (2021),ESTJ,5 Pdb Votes
Marta,Kidnapped (Secuestrados),ESTJ,3 Pdb Votes
Terrance “Terry” Glass,The Glass House,ESTJ,7 Pdb Votes
Anna Fassbender,What's New Pussycat? (1965),ESTJ,1 Pdb Vote
God,The Brand New Testament,ESTJ,1 Pdb Vote
Manav Sangha,Dil Dhadakne Do,ESTJ,3 Pdb Votes
Kamal Mehra,Dil Dhadakne Do,ESTJ,3 Pdb Votes
Brother,Hatching,ESTJ,12 Pdb Votes
Mother,Hatching,ESTJ,30 Pdb Votes
Mrs. Vernon-Williams,Cry-Baby,ESTJ,3 Pdb Votes
Solene,Conte d'ete (A summer's tale),ESTJ,5 Pdb Votes
Lehto,The Unknown Soldier (2017),ESTJ,8 Pdb Votes
Tom &amp; Jerry's mother,I Not Stupid Too (小孩不笨2),ESTJ,2 Pdb Votes
Tom &amp; Jerry's father,I Not Stupid Too (小孩不笨2),ESTJ,1 Pdb Vote
Cheng Cai's father,I Not Stupid Too (小孩不笨2),ESTJ,1 Pdb Vote
Lieutenant Colonel Mick Canales,Battleship (2012),ESTJ,14 Pdb Votes
Crispin Losberne,Twist (2021),ESTJ,2 Pdb Votes
Admiral Terrance Shane,Battleship (2012),ESTJ,12 Pdb Votes
Posey,My Little Pony: A New Generation (2021),ESTJ,30 Pdb Votes
Frauenlob von Zvetter (Фрауэнлоб фон Цветтер),The Adventure of Alyonushka And Yerema,ESTJ,6 Pdb Votes
Tech Stocks Guy,Bruce Almighty (2003),ESTJ,2 Pdb Votes
Debbie Connelly,Bruce Almighty (2003),ESTJ,2 Pdb Votes
Lt. Natasha “Phoenix” Trace,Top Gun Series,ESTJ,127 Pdb Votes
Juez de Paz,Martín Fierro: la película (2007),ESTJ,3 Pdb Votes
Howard,The Man Who Knew Infinity (2015),ESTJ,17 Pdb Votes
Captain Putty,Chip 'n Dale Rescue Rangers (2022),ESTJ,6 Pdb Votes
Bjornson the Cheesmonger,Chip 'n Dale Rescue Rangers (2022),ESTJ,17 Pdb Votes
Jessica Chambers,A House on the Bayou (2021),ESTJ,10 Pdb Votes
Andy,The Banana Splits Movie (2019),XXXX,12 Pdb Votes
Natasha Arora,Zindagi Na Milegi Dobara,ESTJ,6 Pdb Votes
Nari Contractor,Dhamaal (2007),ESTJ,2 Pdb Votes
Bill Long,Father Stu,ESTJ,12 Pdb Votes
Crumbelina,Wreck-It Ralph (Franchise),ESTJ,29 Pdb Votes
"Mironova ""Iron Button""/Миронова ""Железная кнопка""",Scarecrow (Чучело),ESTJ,5 Pdb Votes
Lady Ascot,Alice in Wonderland / Through the Looking Glass (2010 - 2016),ESTJ,5 Pdb Votes
Alexander Semyonovich Kovalev,Chikatilo,ESTJ,22 Pdb Votes
Anton,KKN di Desa Penari,ESTJ,27 Pdb Votes
Ayu,KKN di Desa Penari,ESTJ,15 Pdb Votes
Inspector Francis Aberline,The Wolfman,ESTJ,14 Pdb Votes
Kyohei Yokoyama,Still Walking,ESTJ,5 Pdb Votes
Alex Ong,Ah boys to men,ESTJ,1 Pdb Vote
Heug-seol,Alienoid (2022),XXXX,5 Pdb Votes
"Abbu ""Papa"" Kadam",The Hundred-Foot Journey,ESTJ,3 Pdb Votes
Ms Presley,Deadly Detention,ESTJ,11 Pdb Votes
Stacey Clarke,Crush (2022),ESTJ,5 Pdb Votes
Mathias,Les crevettes pailletées,ESTJ,34 Pdb Votes
sara,tadeo jones : the lost explorer 2012,ESTJ,6 Pdb Votes
Clarice,It Takes Two,ESTJ,6 Pdb Votes
Chef Bouche,Beauty and the Beast (Franchise),XXXX,15 Pdb Votes
Jessica,Sorority Row (2009),ESTJ,7 Pdb Votes
Mükerrem,Aile Arasinda,ESTJ,9 Pdb Votes
Deepa Hegde,K.G.F (Series),ESTJ,4 Pdb Votes
Alex,Hell House LLC,ESTJ,14 Pdb Votes
Lúcia,Bingo: O Rei das Manhãs,ESTJ,10 Pdb Votes
Hank Loomis,Scream (Franchise),ESTJ,1 Pdb Vote
Jimmy Murray,Fireheart (2022),ESTJ,11 Pdb Votes
Garuda,K.G.F (Series),ESTJ,13 Pdb Votes
Remika Sen,K.G.F (Series),ESTJ,7 Pdb Votes
Rajendra Desai,K.G.F (Series),ESTJ,16 Pdb Votes
Young Maya Sorian,The Adam Project,ESTJ,32 Pdb Votes
Bang,4Kings,ESTJ,30 Pdb Votes
Lady Scott,RRR (2022),ESTJ,10 Pdb Votes
Ueda Rio,Orange (2015),ESTJ,7 Pdb Votes
Dona Joana,"Ó Paí, Ó (Look at this)",ESTJ,1 Pdb Vote
Jacques,The Good Heart,ESTJ,4 Pdb Votes
"Principal Nelson ""Boilerhead"" Burdock",How to Eat Fried Worms (2006),ISTJ,9 Pdb Votes
Danica O'Dea,Let's Play Some Mafia (2022),ESTJ,68 Pdb Votes
Olivia Henson,The Unbearable Weight of Massive Talent (2022),ESTJ,12 Pdb Votes
King Aurvandill,The Northman (2022),ESTJ,5 Pdb Votes
Coach Murray,Crush (2022),ESTJ,9 Pdb Votes
Celci Kelvina,In Space Wth Markiplier,ESTJ,11 Pdb Votes
Ms. Darabi,No Men Allowed (2011),XXXX,8 Pdb Votes
Kathy Morningside,Miss Congeniality franchise,ESTJ,5 Pdb Votes
Salvatore Maroni,The Dark Knight,ESTJ,24 Pdb Votes
Joe Guire,How to Eat Fried Worms (2006),ENTJ,149 Pdb Votes
Scott Buxton,RRR (2022),ESTJ,2 Pdb Votes
Deirdre Beaubeirdre,Everything Everywhere All At Once,ESTJ,1 Pdb Vote
Calfunao,Nahuel y el libro mágico,ESTJ,2 Pdb Votes
Dhingra,Rockstar (2011),XXXX,10 Pdb Votes
Prof. Justice Hernandez,Bar Boys,ESTJ,2 Pdb Votes
