char,movie,mbti,votes
"Lancaster Dodd ""The Master""",The Master (2012),ENFJ,141 Pdb Votes
Peter Kavinsky,To All the Boys (trilogy),ENFJ,439 Pdb Votes
Valerie Owens,"Girl, Interrupted (1999)",ENFJ,94 Pdb Votes
Chicha,The Emperor's New Groove (2000),ENFJ,133 Pdb Votes
Sitka,Brother Bear (2003),ENFJ,124 Pdb Votes
Allison,Hocus Pocus (1993),ENFJ,83 Pdb Votes
Georgiana Darcy,Pride and Prejudice (2005),ENFJ,104 Pdb Votes
Barry,Split (2016),ENFJ,66 Pdb Votes
Wedge Antilles,Star Wars,ENFJ,49 Pdb Votes
Shock,The Nightmare Before Christmas (1993),ENFJ,90 Pdb Votes
Tauriel,The Hobbit (Film Trilogy),ENFJ,181 Pdb Votes
Morpheus,The Matrix Trilogy,ENFJ,651 Pdb Votes
Montgomery Clyde,Paddington (2014),XXXX,1 Pdb Vote
Tom Grunick,Broadcast News,XXXX,1 Pdb Vote
Caroline crowley,Manhattan Night,ESFJ,2 Pdb Votes
The Leviathan,Atlantis: The Lost Empire (2001),XXXX,3 Pdb Votes
Sergeant Mark,Tom Yum Goong,ESTJ,1 Pdb Vote
Peanut,Wonder Park (2019),XXXX,1 Pdb Vote
Vinnie,Searching for Bobby Fischer (1993),ENFJ,2 Pdb Votes
Paul's Lungs,Inner Workings (2016),XXXX,1 Pdb Vote
Alicia,The Orphanage,XXXX,3 Pdb Votes
Clarence Hilliard's Mother,The World's Greatest Sinner (1962),ENFJ,4 Pdb Votes
Emily Klein,Operator (2016 film),ENFJ,4 Pdb Votes
"Hardayal ""Hardy"" Singh Dhillon",Dunki,XXXX,1 Pdb Vote
Kit Locksby,The Wicked Lady (1945),XXXX,6 Pdb Votes
Jessica,TCU/Winnie-the-Pooh: Blood and Honey (Franchise),ENFJ,2 Pdb Votes
Colt,TCU/Winnie-the-Pooh: Blood and Honey (Franchise),ENFJ,2 Pdb Votes
Mary Robin,TCU/Winnie-the-Pooh: Blood and Honey (Franchise),ENFJ,2 Pdb Votes
Lucas,Horror,ENFJ,3 Pdb Votes
Scott,Horror,ENFJ,4 Pdb Votes
Giulio,C'è Ancora Domani (2023),ENFJ,3 Pdb Votes
William,C'è Ancora Domani (2023),ENFJ,6 Pdb Votes
Ambassador,The Incredibles (Franchise),XXXX,1 Pdb Vote
"Strig Tyton ""Screech""",The Incredibles (Franchise),XXXX,1 Pdb Vote
"Gus Burns ""Reflux""",The Incredibles (Franchise),ENFJ,1 Pdb Vote
David Greene,School Ties (1992),ENFJ,8 Pdb Votes
Bear (медведь),Vozvrashcheniye Buratino (2013),ENFJ,3 Pdb Votes
Francisco Nicola,La Sociedad de la Nieve (Society of the Snow),ENFJ,3 Pdb Votes
Gabriel,Five Nights at Freddy's (Movie),ENFJ,3 Pdb Votes
Hephaestion,Alexander: Making of a God,XXXX,2 Pdb Votes
Ralph,Lord of the Flies (1990),ENFJ,2 Pdb Votes
תיאודורה (Theodora),מישהו לרוץ איתו (2006) | Someone to Run With,XXXX,1 Pdb Vote
Dr. Hero Martins,Cold Storage,ENFJ,6 Pdb Votes
Toshihide's Granpa,How to Find Happiness (2022),XXXX,1 Pdb Vote
Janay,Skate Kitchen (2018),ENFJ,10 Pdb Votes
Paige Foster,Our Drawings (Calobi Productions),ENFJ,1 Pdb Vote
Margaux Castevet ,Rosemary's Baby (2014),ENFJ,2 Pdb Votes
Harriet,King Jack,ENFJ,2 Pdb Votes
Grans,Wonder (2017),XXXX,1 Pdb Vote
Do Ha,Long Distance (2023),XXXX,2 Pdb Votes
Marcelo Pérez del Castillo,La Sociedad de la Nieve (Society of the Snow),ENFJ,42 Pdb Votes
Ekaterina Zvantseva,Bandit Petersburg | Бандитский Петербург,XXXX,3 Pdb Votes
Queen,Tři Oříšky Pro Popelku (1973),ENFJ,2 Pdb Votes
nunu,Sillypology fandom,ENFJ,23 Pdb Votes
Sp5 hater,Sillypology fandom,ENFJ,34 Pdb Votes
Gauri Bhaiya,12th Fail,ENFJ,5 Pdb Votes
Cardinal Lawrence (First Omen),The Omen (1976),XXXX,1 Pdb Vote
Doc,Resident Evil,ENFJ,4 Pdb Votes
Laurie,A Guide to Recognizing Your Saints (2006),ENFJ,2 Pdb Votes
Ferdinand's mother,Ferdinand the Bull,INFJ,1 Pdb Vote
Lods,Rewind,XXXX,10 Pdb Votes
Adam,This Is Christmas (2022),ENFJ,2 Pdb Votes
Salah,Les Misérables (2019),XXXX,1 Pdb Vote
Leonard Bernstein,Maestro (2023),ENFJ,10 Pdb Votes
Brandy,Trolls (2016),ENFJ,3 Pdb Votes
Coraline,American Fiction,ENFJ,5 Pdb Votes
Martin Luther King Jr.,Rustin,XXXX,2 Pdb Votes
Celie Morales,Birth/Rebirth (2023),XXXX,1 Pdb Vote
Nico,Nowhere,ENFJ,4 Pdb Votes
Alfred,Kung Fu Panda (Franchise),ENFJ,4 Pdb Votes
Sinterklaas,Sinterklaas (2004 - 2013 Franchise),XXXX,1 Pdb Vote
Oneide,Ai que vida!,XXXX,1 Pdb Vote
Elly's mother,Argylle (2024),ENFJ,3 Pdb Votes
Mohatu,The Lion King (Franchise),XXXX,3 Pdb Votes
Krystyna,Uwierz w Mikołaja (2023),XXXX,1 Pdb Vote
Venugopal,Asuran,XXXX,1 Pdb Vote
Queen of Brobdingnag,Gulliver's Travels (TV Mini Series 1996),XXXX,1 Pdb Vote
Tiffany,Wreck-It Ralph (Franchise),XXXX,2 Pdb Votes
Mia,Good Burger 2,ENFJ,5 Pdb Votes
Mina,The Christmas Chronicles (Franchise),ENFP,2 Pdb Votes
Malka,The Lion King (Franchise),ENFJ,5 Pdb Votes
Mrs. Salinas,Leo (2023),ENFJ,1 Pdb Vote
Benji,Benji the Hunted (1987),XXXX,4 Pdb Votes
Mitch Collins,Thanksgiving (2023),ENFJ,4 Pdb Votes
Queen of Trash,The Adventures of Elmo in Grouchland,ENFJ,1 Pdb Vote
Madame Ruckus,Barbie: The Pearl Princess,XXXX,1 Pdb Vote
Lady Diane Clarke,the alphabet murders (1965 film),XXXX,1 Pdb Vote
Johnd,Pet sametary: Bloodline,XXXX,10 Pdb Votes
Sandy,Jules (2023),ESFJ,7 Pdb Votes
John Wren,Killers of the Flower Moon,ENFJ,1 Pdb Vote
Bita,Tafrigh (2022),XXXX,10 Pdb Votes
Titti,Nuovo Olimpo (2023),ENFJ,4 Pdb Votes
Old Yeller,Old Yeller (1957),ENFJ,6 Pdb Votes
Jeff,Crazy Love (1987),ENFJ,2 Pdb Votes
Rajan,Vada Chennai,ENFJ,1 Pdb Vote
Janelle Brady,The Whole Truth (2016) - El Abogado del Mal,XXXX,3 Pdb Votes
Conductor/Дирижер,Scarecrow (Чучело),XXXX,19 Pdb Votes
Cinderella's mother,Cinderella (2015),ENFJ,2 Pdb Votes
Jason Volta,Johnny English Strikes Again (2018),ENFJ,4 Pdb Votes
Kate Sullivan,Overboard (2018 film),ENFJ,1 Pdb Vote
Lisa Benjamenta,Institute Benjamenta (1995 film),XXXX,0
Takemura,We Are Little Zombies,ENFJ,2 Pdb Votes
Sara,No choice (Majborim 2020),XXXX,1 Pdb Vote
Marysia ,"Znachor ""Forgotten Love"" (2023)",ENFJ,4 Pdb Votes
Lou,Cats & Dogs: The Revenge of Kitty Galore,ENFJ,3 Pdb Votes
Massimo Moretti,Hunger Games Tales,XXXX,1 Pdb Vote
Sofia Farro,Hunger Games Tales,XXXX,1 Pdb Vote
Kelly,Monsters of California (2023),ENFJ,2 Pdb Votes
Doug Summers,Totally Killer (2023),XXXX,4 Pdb Votes
Marta Soriano,Cerrar los ojos / Close Your Eyes (2023),ENFJ,8 Pdb Votes
Nico,Nowhere (2023),ESFJ,2 Pdb Votes
Gladys Kane,Three Wise Girls,ENFJ,2 Pdb Votes
Dragón Rojo Jr.,Los Campeones de la Lucha Libre,XXXX,1 Pdb Vote
Mermaids,Peter Pan (1953),ENFJ,11 Pdb Votes
Bashir,The Green Border (Zielona granica; 2023),XXXX,1 Pdb Vote
Leïla,The Green Border (Zielona granica; 2023),XXXX,1 Pdb Vote
Stormicide,The Incredibles (Franchise),XXXX,9 Pdb Votes
Stella,Silverado,ENFJ,5 Pdb Votes
Sol George,8 Mile (2002),ENFJ,13 Pdb Votes
Dormé,Star Wars,ENFJ,2 Pdb Votes
Uni,Floppaverse,ENFJ,4 Pdb Votes
Scott Norris,Crush (2013),ENFJ,9 Pdb Votes
Jazz singer,Lost in Translation (2003),XXXX,1 Pdb Vote
the narrator,Love At First Sight,ENFJ,9 Pdb Votes
Варвара Зуева,Univer. New Dorm,ENFJ,8 Pdb Votes
Azad,Jawan (2023),ENFJ,11 Pdb Votes
Rebecca,Eileen (2023),ENFJ,45 Pdb Votes
Chip,A Haunted House (2013),ENFJ,5 Pdb Votes
Min Hee,Ballerina (2023),ENFJ,44 Pdb Votes
Jiuming Zhang,The Meg (2018),ENFJ,8 Pdb Votes
Jack Menna,Choose Love (Netflix),ENFJ,15 Pdb Votes
Vlad Tenev,Dumb Money,ENFJ,4 Pdb Votes
Raheem Porter,Juice,XXXX,5 Pdb Votes
Griswold,Cars (Franchise),ENFJ,2 Pdb Votes
Harley Quinn,The Lego Batman Movie,ENFJ,10 Pdb Votes
Uncle Drew,Uncle Drew,XXXX,1 Pdb Vote
Detective Strode,Set it Off,ENFJ,3 Pdb Votes
Bat (Third),Monster Family 2,XXXX,2 Pdb Votes
Burak,Özel Ders (2022),XXXX,5 Pdb Votes
Taylor Gentry,Behind the Mask: The Rise of Leslie Vernon (2006),ENFJ,10 Pdb Votes
The doctor,Le Jour des corneilles (2012),XXXX,1 Pdb Vote
Richard (narrator),I Kina spiser de hunde,ENFJ,10 Pdb Votes
Pocketeer,Toy Story (Franchise),XXXX,1 Pdb Vote
Glenn Wintrop,Theater Camp,XXXX,2 Pdb Votes
Jeordie's House,Jeordie Love,ENFJ,1 Pdb Vote
Gerald,Take Point,XXXX,5 Pdb Votes
Don Livio,Cado dalle nubi (2009),ENFJ,6 Pdb Votes
Gerda,The Snow Queen (Russian: Снежная королева,XXXX,3 Pdb Votes
"Федір ""Федя"" Макаров",Early Swallows | Перші Ластівки,XXXX,3 Pdb Votes
Police lieutenant,Ivan Vasilievich: Back to the Future,ENFJ,3 Pdb Votes
Angela Burbank,The Truman Show (1998),ENFJ,1 Pdb Vote
Rex,The Unlikely Pilgrimage of Harold Fry,XXXX,2 Pdb Votes
Beatriz,La Leyenda de la Nahuala,ENFJ,1 Pdb Vote
Otávio ,Eles Não Usam Black-tie (1981),ENFJ,21 Pdb Votes
Malcolm,Dawn of the Planet of the Apes,ENFJ,2 Pdb Votes
Ulrich Gero Mott,Georgetown (2019 film),ENFJ,3 Pdb Votes
Kalique Abrasax,Jupiter Ascending,ENFJ,2 Pdb Votes
 Zeena Krumbein,Nightmare Alley (1947),XXXX,2 Pdb Votes
Emily Jessup,Altered States (1980),ENFJ,10 Pdb Votes
Runar,Ice Age (Franchise),ENFJ,10 Pdb Votes
Haakon Chevalier,Oppenheimer (2023),ENFJ,8 Pdb Votes
Lirio,The Craft (1996),ENFJ,20 Pdb Votes
Claire,Bird Box Barcelona (2023),ENFJ,1 Pdb Vote
Michelle McNally,Black (2005),ENFJ,4 Pdb Votes
Moana Waialiki,Wreck-It Ralph (Franchise),ENFJ,1 Pdb Vote
Rona,Oxford Blues (1984),ENTP,3 Pdb Votes
Carter,1700s ft,ENFJ,2 Pdb Votes
Fritz,1700s ft,ENFJ,1 Pdb Vote
Win Berry,The Hotel New Hampshire (1984),XXXX,1 Pdb Vote
Steve,The Ape (2005),XXXX,2 Pdb Votes
Nan Rogers,Miss Susie Slagle's (1946),ENFJ,40 Pdb Votes
Gloreth,Nimona (2023),ENFJ,9 Pdb Votes
Çetin (Çeto),Düğün Dernek (Franchise),ENFJ,6 Pdb Votes
Naruse Daijiro,Kimi no Hana ni Naru (I will be your bloom),ENFJ,1 Pdb Vote
England Queen,Kung Fu Panda (Franchise),INFJ,2 Pdb Votes
Diya,Kung Fu Panda (Franchise),ENFJ,33 Pdb Votes
Queen Valerin,Nimona (2023),ENFJ,1 Pdb Vote
Mi,Happy Old Year,XXXX,1 Pdb Vote
Tom,What Love Is (2007),XXXX,6 Pdb Votes
Julia,My Policeman (2022),XXXX,8 Pdb Votes
Milo Roberts,An American in Paris (1951),ENFJ,3 Pdb Votes
Prudence,Red Riding Hood (2011),XXXX,1 Pdb Vote
Jeanette Bayag,Four Sisters and a Wedding,XXXX,2 Pdb Votes
Artyom,Vacations of Petrov and Vasechkin (1984),ENFJ,5 Pdb Votes
Kathy Griffin,It's Pat: The Movie (1994),ENFJ,16 Pdb Votes
The Actress,Asteroid City,ENFJ,1 Pdb Vote
Ye Seung,Miracle in Cell No. 7 (2013),XXXX,1 Pdb Vote
Fatima Khan,Polite Society,ENFJ,9 Pdb Votes
Jameson,Final Girl (2015),ENFJ,57 Pdb Votes
Brook Ripple,Elemental,ENFJ,3 Pdb Votes
Chase Porter (New Nightmare),A Nightmare on Elm Street (Franchise),ENFJ,6 Pdb Votes
Bill McKay,The Candidate (1972),XXXX,2 Pdb Votes
Lao Luo,Ride On (2023),XXXX,2 Pdb Votes
Paul Clarke,The Thin Man (Series),ENFJ,2 Pdb Votes
Маня,Голова-Жестянка,ENFJ,10 Pdb Votes
William Leister,Culpa mía (My Fault) 2023,ENFJ,2 Pdb Votes
Admiral Chester W. Nimitz,Midway (1976),ENFJ,7 Pdb Votes
 Esther Blodgett / Vicki Lester,A Star is Born (1954),ENFJ,7 Pdb Votes
Governor Jack Stanton,Primary Colors (1998),ENFJ,7 Pdb Votes
Dr. Ben Driscoll,The Invasion,ENFJ,0
Debbie,Your Place or Mine (2023),ENFJ,0
Sedky,Tasleem Ahaly,XXXX,1 Pdb Vote
Miss Jessel,The Nightcomers (1971),ENFJ,7 Pdb Votes
Jane,The Three Faces of Eve (1957),ENFJ,2 Pdb Votes
Chester Earheart,Clear,ENFJ,2 Pdb Votes
"James ""Loop"" Merritt",Bright Eyes (1934),ISFJ,1 Pdb Vote
 Helen 'Star' Mason,Captain January (1936),ESFJ,1 Pdb Vote
 Barbara Barry,Poor Little Rich Girl (1936),ENFP,1 Pdb Vote
Becky 'Mom Beck' Porter,The Little Colonel (1935),ENFP,4 Pdb Votes
Czar Nicholas II ,Rasputin and the Empress (1932),XXXX,1 Pdb Vote
Porb Piiradost,Dungeons & Dragons: Honor Among Thieves (2023),INFJ,1 Pdb Vote
Paul Tannek,Loser,ENFP,1 Pdb Vote
Amin Damoola,Aladdin (1992),XXXX,2 Pdb Votes
Terrance,Foe (2023),ENFJ,3 Pdb Votes
Owen Taylor,The Starling Girl,ENFJ,10 Pdb Votes
Bob Slydell,Office Space (1999),ESFJ,1 Pdb Vote
Sandra,Manticore,ENFJ,2 Pdb Votes
Jeremiah,Five Nights at Freddy's (Movie),ENFJ,7 Pdb Votes
Freddy Fazbear,Five Nights at Freddy's (Movie),ENFJ,61 Pdb Votes
Mr. Reloggio,Birdboy: The Forgotten Children,XXXX,1 Pdb Vote
Lala,The Adventures of Lolo the Penguin (1986),XXXX,1 Pdb Vote
Darshana,Hridayam (ഹൃദയം),ENFJ,3 Pdb Votes
Joyce Norman,The Cat and the Canary (1939),ENFJ,2 Pdb Votes
 Rachel Sangalletti Ashley,My Cousin Rachel (1952),ENFJ,5 Pdb Votes
Mrs. Hubbard/Linda Arden,Murder on the Orient Express (1974),ENFJ,3 Pdb Votes
The Narrator,Barbie (2023),ENFJ,21 Pdb Votes
C.K. Dexter-Haven ,High Society (1956),XXXX,1 Pdb Vote
 Ivy Lexton,Ivy (1947),ENFJ,9 Pdb Votes
" Don Rodrigo Díaz de Vivar, El Cid",El Cid (1961),ENFJ,1 Pdb Vote
Boris Morosov,Arch of Triumph (1948),XXXX,1 Pdb Vote
" Mary, Queen of Scots",Mary of Scotland (1936),ENFJ,1 Pdb Vote
Diplomat Barbie,Barbie (2023),ENFJ,25 Pdb Votes
Dr. Clitterhouse,The Amazing Dr. Clitterhouse (1938),XXXX,1 Pdb Vote
Dr. Brock,The Men (1950),XXXX,1 Pdb Vote
Charlotte Inwood,Stage Fright (1950),XXXX,13 Pdb Votes
Paul Scott,The Valley of Decision (1945),XXXX,4 Pdb Votes
Paula,No Reservations (2007),ENFJ,3 Pdb Votes
Mrs. Colby,Love Before Breakfast (1936),XXXX,8 Pdb Votes
Lieutenant Col. Benjamin H. Vandervoort,The Longest Day (1962),ENFJ,3 Pdb Votes
Rhea Saran ,Kabhi Alvida Naa Kehna (2006),ENFJ,2 Pdb Votes
" Penelope ""Penny"" Day",Now and Forever (1934),ENFJ,2 Pdb Votes
Larry Darrell,The Razor's Edge (1944),ENFJ,1 Pdb Vote
Miss Nora Shelley,The Talk of the Town (1942),ENFJ,2 Pdb Votes
" Beatrice ""Bea"" Pullman",Imitation of Life (1934),XXXX,11 Pdb Votes
Karen Richards,All About Eve (1950),ENFJ,1 Pdb Vote
Tiger Lily,Peter Pan & Wendy (2021),ENFJ,2 Pdb Votes
Gizem,Şevkat Yerimdar,XXXX,15 Pdb Votes
Cevdet Uçar,Şevkat Yerimdar,ENFJ,8 Pdb Votes
The Mermaid,The Lighthouse (2019),ENFJ,1 Pdb Vote
Livia Cardew,The Ballad of Songbirds and Snakes (2023),ENFJ,7 Pdb Votes
פלורה בן-חנניה (Flora Ben Chanania),צ'רלי וחצי | Charlie and a Half (1974),XXXX,1 Pdb Vote
William Cruise,The Mother (2023),ENFJ,7 Pdb Votes
Young-ja,Ode to My Father (2014),XXXX,7 Pdb Votes
Athos,Les Trois Mousquetaires : D'Artagnan,ENFJ,3 Pdb Votes
Father Esquibel,The Pope's Exorcist (2023),ENFJ,11 Pdb Votes
Prince Alcott,Mirror Mirror (Parody),ENFJ,3 Pdb Votes
Nevine,65 (2023),ENFJ,2 Pdb Votes
Abigail,Captain Fantastic (2016),ENFJ,6 Pdb Votes
Radhika Menon,The Kashmir Files (2022),ENFJ,61 Pdb Votes
Polina,Bolshaya Peremena (The Long Recess),ENFJ,9 Pdb Votes
Cole Turner,Ghosted (2023),ENFJ,9 Pdb Votes
Concha,Santa sangre,ENFJ,1 Pdb Vote
Oh Kyeong-pil,Joint Security Area (2000),ENFJ,3 Pdb Votes
Mary-Kay,The woodsman (2004 film),ENFJ,2 Pdb Votes
Sally Salt,The Adventures of Baron Munchausen (1988),XXXX,3 Pdb Votes
Margaret,There’s Something Wrong with the Children,ENFJ,6 Pdb Votes
Bonafide,"Blood in, Blood Out",ENFJ,1 Pdb Vote
Bettina,Freier Fall (Free Fall),ENFJ,8 Pdb Votes
Jill Pope,Criminal (2016),XXXX,1 Pdb Vote
Takahiro Ise,Re/Member (2022),ENFJ,3 Pdb Votes
King Willie,Predator,XXXX,40 Pdb Votes
Suea Fai ( เสือฝ้าย ),Khun Phan,XXXX,2 Pdb Votes
William Weightman,Emily,ENFJ,5 Pdb Votes
Raymond Deagan,Far from Heaven (2002),ENFJ,2 Pdb Votes
Brook,Elemental (2023),ENFJ,3 Pdb Votes
Annette,Cake (2014),XXXX,3 Pdb Votes
Bob Petersen,Deadly End (2005),ENFJ,1 Pdb Vote
Günter Wetzel,Balloon (2018),ENFJ,1 Pdb Vote
gunay,canim ailem,ESFP,4 Pdb Votes
Princess,An Ordinary Miracle (1978) - Soviet Film,XXXX,13 Pdb Votes
Göran,Tillsammans 99 (2023),ESFJ,2 Pdb Votes
Nino,Stranizza d'amuri (2023),ENFJ,5 Pdb Votes
The Worm,The Lost Little Caterpillar (Litla lirfan ljóta),ENFJ,1 Pdb Vote
Nour,Tito (2004),ENFJ,12 Pdb Votes
Beckett Rush,Finding You (2021),ENFJ,10 Pdb Votes
Cathy Muller,Jack Ryan: Shadow Recruit (2014),XXXX,3 Pdb Votes
Leo Matienne,The Magician's Elephant,ENFJ,3 Pdb Votes
Peter Augustus Duchene,The Magician's Elephant,ENFJ,24 Pdb Votes
Mamma,Letters to Juliet,ENFJ,13 Pdb Votes
Shu Hui (淑慧),如果早知道男生也会被性侵,ENFJ,1 Pdb Vote
Tomoe Iinuma,The Twilight Samurai (2002),ENFJ,6 Pdb Votes
Javier,Missing (2023),ENFJ,2 Pdb Votes
Grace Allen,Missing (2023),XXXX,5 Pdb Votes
Connie Sumner,Unfaithful (2002 film),XXXX,2 Pdb Votes
Stephen,Empire of Light (2022),ENFJ,12 Pdb Votes
Jamie Stacey,Rebelle,XXXX,2 Pdb Votes
Ri Myung-woon,Gongjak (2018),ENFJ,4 Pdb Votes
The Bookseller,Beauty and the Beast (Franchise),ENFJ,0
Manny,An Inconvenient Love,ENFJ,0
Jeanine Pettibone,This Is Spinal Tap (1984),ENFJ,0
Kadee Worth,Rags,ENFJ,0
Peter,The Son (2022),ENFJ,15 Pdb Votes
Barbie Roberts,Barbie & Her Sisters in a Pony Tale (2013),ENFJ,9 Pdb Votes
Oncle Joe,Dobermann (1997),XXXX,1 Pdb Vote
Addie Loggins,Paper Moon,XXXX,1 Pdb Vote
Cedric,Home Alone,ENFJ,8 Pdb Votes
Yang Yu Huan（杨玉环）,Legend Of The Demon Cat（妖猫传）,ENFJ,4 Pdb Votes
Iris West,The Flash (2023),ENFJ,13 Pdb Votes
Prime Minister Taishi Okuma,Shin Ultraman,XXXX,1 Pdb Vote
Ryan Dean,Girl vs. Monster(2012),XXXX,1 Pdb Vote
Tzipé Schmoll,Les Aventures de Rabbi Jacob (1973),ENFJ,2 Pdb Votes
John Finnegan,Deep Rising (1998),XXXX,1 Pdb Vote
Giti,"Zire Nazar ""Under the Supervision"" (2019)",XXXX,1 Pdb Vote
Wendell Rohr,Runaway Jury (2003),ENFJ,2 Pdb Votes
Paul Gallier,Cat People(1982),ENFJ,13 Pdb Votes
Detective,Possession (1981),ENFJ,11 Pdb Votes
Margit Gluckmeister,Possession (1981),ENFJ,12 Pdb Votes
Noëlla Maduro,Bon Bini Holland,ENFJ,5 Pdb Votes
The bullies of three daughters,The Prince of Egypt (1998),XXXX,1 Pdb Vote
Alyssa’s ghost(1700s),1700s ft,ENFJ,9 Pdb Votes
Connor’s ghost(1700s),1700s ft,ENFJ,9 Pdb Votes
Loretta,"Lyle, Lyle, Crocodile",ENFJ,7 Pdb Votes
The Preacher,True Stories (1986),ENFJ,2 Pdb Votes
Eloise,Vengeance,ENFJ,2 Pdb Votes
Amira Mohammed,You People (2023),ENFJ,10 Pdb Votes
Liv Berg,Viking Wolf (2022),XXXX,1 Pdb Vote
Mirella Utano,La meglio gioventù (the best of youth),XXXX,1 Pdb Vote
Cha Min-Hee,Kill Boksoon (2023),ENFJ,25 Pdb Votes
Gil Shepherd,The Purple Rose of Cairo,ENFJ,3 Pdb Votes
Глашатай  \ Herald,Grom: Boyhood (Гром: Трудное детство),ENFJ,7 Pdb Votes
Zhang Peng,The Wandering Earth 2,XXXX,1 Pdb Vote
Djinn Fairy,Azur & Asmar,ENFJ,5 Pdb Votes
Windwalker,How to Train Your Dragon (Franchise),XXXX,1 Pdb Vote
Girder,Possessor,ENFJ,2 Pdb Votes
God,Persepolis (2007),XXXX,1 Pdb Vote
Barbara Gordon,The Lego Batman Movie,ENFJ,40 Pdb Votes
Anne Henderson,"Paris, Texas (1984)",ENFJ,4 Pdb Votes
Marianne,A Faithful Man,ENFJ,9 Pdb Votes
Qiao Feng,Sakra (2023),XXXX,5 Pdb Votes
Barbara Simon,"Are You There God? It's Me, Margaret (2023)",ENFJ,38 Pdb Votes
Lyria,Tinker Bell (2008),ENFJ,16 Pdb Votes
Darryl,Litle Man - (2006),ENFJ,5 Pdb Votes
Detective Tracy Atwood,Mr. Brooks (2007),ENFJ,3 Pdb Votes
Death,Monkeybone (2001),XXXX,1 Pdb Vote
Mary Beth,The Book of Life (2014),ENFJ,14 Pdb Votes
Sugar Plum,Nutcracker and the Four Realms,ENFJ,13 Pdb Votes
Agent Arun Kumar Vikram,Vikram,XXXX,1 Pdb Vote
David,Carne Trémula (Live Flesh),ENFJ,5 Pdb Votes
Laura Manion,Anatomy of a Murder,ENFJ,2 Pdb Votes
Victoria,Lilo & Stitch (Franchise),ENFJ,8 Pdb Votes
Sonya,A man called Otto.,ENFJ,39 Pdb Votes
Thomas Cody,Girl in the Basement,XXXX,12 Pdb Votes
Mama Luna,Shrek (Franchise),ENFJ,49 Pdb Votes
The Doctor,Shrek (Franchise),ENFJ,24 Pdb Votes
Robyn,The Best Man,ENFJ,6 Pdb Votes
Ms. Arya,Slumberland (2022),ENFJ,9 Pdb Votes
Mrs. Phelps,Matilda the Musical (2022 film),ENFJ,34 Pdb Votes
Anežka,Anděl Páně (2005),ENFJ,2 Pdb Votes
Vida Boheme,"To Wong Foo, Thanks for Everything! Julie Newmar",ENFJ,3 Pdb Votes
Boss,The Face of Another (1966),XXXX,1 Pdb Vote
Jung Jae Ho,The Point Men (2023),XXXX,2 Pdb Votes
Ichijo-san,Sadako DX (2022),ENFJ,1 Pdb Vote
Vick,RPG - Fênix Negra,XXXX,6 Pdb Votes
The Manager,"Interstella 5555: The 5tory of the 5ecret 5tar 5ystem (2003) (インターステラ5555, Intāsutera Fō Faibu, ""Four Five"")",ENFJ,12 Pdb Votes
Lena Krylova,Carnival Night (1956),ENFJ,6 Pdb Votes
The Prime Minister of Malaysia “Hasan”,Zoolander (2001),ENFJ,2 Pdb Votes
Wolf,Horror,ENFJ,1 Pdb Vote
Marion,Die Feuerzangenbowle (1944),XXXX,117 Pdb Votes
Payakan,Avatar (Franchise),ENFJ,5 Pdb Votes
Linda Matthews,Violent Night,ENFJ,18 Pdb Votes
Harry Huffman,Scrooge: A Christmas Carol (2022),ENFJ,16 Pdb Votes
Bob Cratchit,Scrooge: A Christmas Carol (2022),ENFJ,39 Pdb Votes
Ghost of Christmas Present,Scrooge: A Christmas Carol (2022),ENFJ,11 Pdb Votes
Isabel Fezziwig,Scrooge: A Christmas Carol (2022),ENFJ,6 Pdb Votes
Ignacio Sandoval,Santa Vs Reyes (2022),ENFJ,6 Pdb Votes
Baltasar,Santa Vs Reyes (2022),ENFJ,2 Pdb Votes
Don Gregorio ,La lengua de las mariposas (Butterfly),XXXX,89 Pdb Votes
Wood Sprite,Guillermo del Toro’s Pinocchio,ENFJ,3 Pdb Votes
Chloe,Bevery Hills Chihuahua 2,ENFJ,3 Pdb Votes
Oprah Winfrey,Weird: The Al Yankovic Story (2022),ENFJ,3 Pdb Votes
Jon “Bermuda” Schwartz,Weird: The Al Yankovic Story (2022),ENFJ,8 Pdb Votes
Emad,The Swimmers (2022),XXXX,3 Pdb Votes
Pastor Cyrus Miller,Fear Street (Franchise),XXXX,1 Pdb Vote
Adrian,The Tribes Of Palos Verdes (2017),ENFP,1 Pdb Vote
William Birkin,Resident Evil: Welcome to Raccoon City,XXXX,8 Pdb Votes
Becky Scott,View Askewniverse,ENFJ,3 Pdb Votes
Capri,Darby and the Dead,XXXX,4 Pdb Votes
Ahn Jung Geun,Hero (2022),ENFJ,8 Pdb Votes
Tzadok,The Possession,ENFJ,2 Pdb Votes
Delilah,Homeward Bound (1993),ENFJ,4 Pdb Votes
Bob Seaver,Homeward Bound (1993),ENFJ,1 Pdb Vote
Leonato,Much Ado About Nothing (1993),XXXX,8 Pdb Votes
Kathy Brennan,The Kitchen (2019),XXXX,5 Pdb Votes
Czar Nicholas II of Russia,Anastasia (1997),ENFJ,13 Pdb Votes
Keira,STARFALL (2022),ENFJ,27 Pdb Votes
Ted,The Menu,ENFJ,1 Pdb Vote
Ray,Lake Mungo,XXXX,1 Pdb Vote
Meenas Mother,Sing (Franchise),ENFJ,1 Pdb Vote
Lupita Nyong’o’s character (TBA),A Quiet Place: Day One (2024),XXXX,6 Pdb Votes
